"lab2","population","treatment","flask","species","day","latbb80","latbb50","latbb1"
"sm.LC.HP.HF.23.betpap.1","sm","LC.HP.HF",23,"betpap",21,21,21,21
"sm.LC.HP.HF.24.acegla.1","sm","LC.HP.HF",24,"acegla",60,NA,NA,NA
"sm.LC.HP.HF.24.alnvir.1","sm","LC.HP.HF",24,"alnvir",50,NA,NA,39
"sm.LC.HP.HF.24.loninv.1","sm","LC.HP.HF",24,"loninv",15,NA,NA,19
"sm.LC.HP.HF.24.sorsco.1","sm","LC.HP.HF",24,"sorsco",2,NA,NA,NA
"sm.LC.HP.HF.25.poptre.1","sm","LC.HP.HF",25,"poptre",31,NA,NA,34
"sm.LC.HP.HF.25.shecan.1","sm","LC.HP.HF",25,"shecan",23,53,31,23
"sm.LC.HP.HF.25.spipyr.1","sm","LC.HP.HF",25,"spipyr",16,31,31,16
"sm.LC.HP.HF.26.acegla.1","sm","LC.HP.HF",26,"acegla",39,46,46,46
"sm.LC.HP.HF.26.acegla.2","sm","LC.HP.HF",26,"acegla",17,NA,NA,21
"sm.LC.HP.HF.26.poptre.1","sm","LC.HP.HF",26,"poptre",37,NA,NA,31
"sm.LC.HP.HF.27.alninc.1","sm","LC.HP.HF",27,"alninc",31,46,36,36
"sm.LC.HP.HF.27.poptre.1","sm","LC.HP.HF",27,"poptre",16,NA,36,23
"sm.LC.HP.HF.28.acegla.1","sm","LC.HP.HF",28,"acegla",25,NA,36,36
"sm.LC.HP.HF.28.alninc.1","sm","LC.HP.HF",28,"alninc",36,36,36,36
"sm.LC.HP.HF.28.alnvir.1","sm","LC.HP.HF",28,"alnvir",53,NA,57,53
"sm.LC.HP.HF.28.poptre.1","sm","LC.HP.HF",28,"poptre",36,39,36,36
"sm.LC.HP.HF.29.shecan.1","sm","LC.HP.HF",29,"shecan",31,33,23,19
"sm.LC.HP.HF.29.shecan.2","sm","LC.HP.HF",29,"shecan",23,23,19,15
"sm.LC.HP.HF.29.spipyr.1","sm","LC.HP.HF",29,"spipyr",15,31,31,15
"sm.LC.HP.HF.3.corsto.1","sm","LC.HP.HF",3,"corsto",19,23,23,19
"sm.LC.HP.HF.3.shecan.1","sm","LC.HP.HF",3,"shecan",40,NA,NA,42
"sm.LC.HP.HF.3.spibet.1","sm","LC.HP.HF",3,"spibet",15,31,19,15
"sm.LC.HP.HF.30.popbal.1","sm","LC.HP.HF",30,"popbal",78,NA,NA,39
"sm.LC.HP.HF.30.rubpar.1","sm","LC.HP.HF",30,"rubpar",18,NA,NA,19
"sm.LC.HP.HF.30.spipyr.1","sm","LC.HP.HF",30,"spipyr",27,NA,NA,19
"sm.LC.HP.HF.30.vacmem.1","sm","LC.HP.HF",30,"vacmem",29,NA,29,17
"sm.LC.HP.HF.31.alninc.1","sm","LC.HP.HF",31,"alninc",27,46,36,31
"sm.LC.HP.HF.31.amealn.1","sm","LC.HP.HF",31,"amealn",15,19,17,15
"sm.LC.HP.HF.31.betpap.1","sm","LC.HP.HF",31,"betpap",31,34,31,31
"sm.LC.HP.HF.32.alnvir.1","sm","LC.HP.HF",32,"alnvir",36,NA,81,39
"sm.LC.HP.HF.32.betpap.1","sm","LC.HP.HF",32,"betpap",21,25,23,23
"sm.LC.HP.HF.32.popbal.1","sm","LC.HP.HF",32,"popbal",27,39,31,25
"sm.LC.HP.HF.33.spipyr.1","sm","LC.HP.HF",33,"spipyr",17,NA,23,17
"sm.LC.HP.HF.34.alninc.1","sm","LC.HP.HF",34,"alninc",27,36,31,27
"sm.LC.HP.HF.34.amealn.1","sm","LC.HP.HF",34,"amealn",23,25,25,23
"sm.LC.HP.HF.34.riblac.1","sm","LC.HP.HF",34,"riblac",25,NA,NA,25
"sm.LC.HP.HF.34.vibedu.1","sm","LC.HP.HF",34,"vibedu",15,NA,34,15
"sm.LC.HP.HF.36.sorsco.1","sm","LC.HP.HF",36,"sorsco",23,NA,NA,NA
"sm.LC.HP.HF.36.vibedu.1","sm","LC.HP.HF",36,"vibedu",7,7,7,7
"sm.LC.HP.HF.36.vibedu.2","sm","LC.HP.HF",36,"vibedu",7,7,7,7
"sm.LC.HP.HF.37.poptre.1","sm","LC.HP.HF",37,"poptre",29,NA,NA,NA
"sm.LC.HP.HF.37.sorsco.1","sm","LC.HP.HF",37,"sorsco",15,NA,NA,NA
"sm.LC.HP.HF.37.vibedu.1","sm","LC.HP.HF",37,"vibedu",15,NA,10,10
"sm.LC.HP.HF.39.betpap.1","sm","LC.HP.HF",39,"betpap",27,34,34,27
"sm.LC.HP.HF.39.sorsco.1","sm","LC.HP.HF",39,"sorsco",31,NA,NA,NA
"sm.LC.HP.HF.4.popbal.1","sm","LC.HP.HF",4,"popbal",37,NA,NA,31
"sm.LC.HP.HF.4.spibet.1","sm","LC.HP.HF",4,"spibet",9,NA,46,15
"sm.LC.HP.HF.4.spibet.2","sm","LC.HP.HF",4,"spibet",10,39,19,15
"sm.LC.HP.HF.40.alninc.1","sm","LC.HP.HF",40,"alninc",23,31,25,25
"sm.LC.HP.HF.40.amealn.1","sm","LC.HP.HF",40,"amealn",19,27,19,19
"sm.LC.HP.HF.40.vibedu.1","sm","LC.HP.HF",40,"vibedu",7,7,7,7
"sm.LC.HP.HF.5.betpap.1","sm","LC.HP.HF",5,"betpap",21,21,21,21
"sm.LC.HP.HF.5.loninv.1","sm","LC.HP.HF",5,"loninv",22,34,31,19
"sm.LC.HP.HF.5.spibet.1","sm","LC.HP.HF",5,"spibet",25,25,25,22
"sm.LC.HP.HF.5.vibedu.1","sm","LC.HP.HF",5,"vibedu",10,NA,19,15
"sm.LC.HP.HF.6.sorsco.1","sm","LC.HP.HF",6,"sorsco",19,NA,NA,NA
"sm.LC.HP.HF.6.vacmem.1","sm","LC.HP.HF",6,"vacmem",23,NA,19,19
"sm.LC.HP.HF.7.corsto.1","sm","LC.HP.HF",7,"corsto",27,27,27,25
"sm.LC.HP.HF.7.corsto.2","sm","LC.HP.HF",7,"corsto",15,25,19,19
"sm.LC.HP.HF.7.popbal.1","sm","LC.HP.HF",7,"popbal",53,NA,NA,42
"sm.LC.HP.HF.7.riblac.1","sm","LC.HP.HF",7,"riblac",21,53,42,19
"sm.LC.HP.HF.8.betpap.1","sm","LC.HP.HF",8,"betpap",33,37,33,33
"sm.LC.HP.HF.8.corsto.1","sm","LC.HP.HF",8,"corsto",19,22,19,19
"sm.LC.HP.HF.8.riblac.1","sm","LC.HP.HF",8,"riblac",19,NA,57,19
"sm.LC.HP.HF.9.poptre.1","sm","LC.HP.HF",9,"poptre",36,36,31,31
"sm.LC.HP.HF.9.vacmem.1","sm","LC.HP.HF",9,"vacmem",34,NA,NA,19
"sm.LC.HP.HF.9.vacmem.2","sm","LC.HP.HF",9,"vacmem",23,NA,NA,NA
"sm.LC.HP.LF.1.corsto.1","sm","LC.HP.LF",1,"corsto",15,19,17,17
"sm.LC.HP.LF.1.spibet.1","sm","LC.HP.LF",1,"spibet",39,NA,NA,NA
"sm.LC.HP.LF.10.shecan.1","sm","LC.HP.LF",10,"shecan",39,61,46,39
"sm.LC.HP.LF.11.acegla.1","sm","LC.HP.LF",11,"acegla",55,63,57,48
"sm.LC.HP.LF.11.alninc.1","sm","LC.HP.LF",11,"alninc",48,55,48,48
"sm.LC.HP.LF.11.amealn.1","sm","LC.HP.LF",11,"amealn",22,28,28,22
"sm.LC.HP.LF.12.alninc.1","sm","LC.HP.LF",12,"alninc",31,43,43,37
"sm.LC.HP.LF.12.amealn.1","sm","LC.HP.LF",12,"amealn",31,43,43,28
"sm.LC.HP.LF.12.vibedu.1","sm","LC.HP.LF",12,"vibedu",17,22,17,15
"sm.LC.HP.LF.13.betpap.1","sm","LC.HP.LF",13,"betpap",24,32,32,26
"sm.LC.HP.LF.13.rubpar.1","sm","LC.HP.LF",13,"rubpar",26,NA,37,26
"sm.LC.HP.LF.14.acegla.1","sm","LC.HP.LF",14,"acegla",78,NA,NA,78
"sm.LC.HP.LF.14.rubpar.1","sm","LC.HP.LF",14,"rubpar",45,45,38,34
"sm.LC.HP.LF.15.corsto.1","sm","LC.HP.LF",15,"corsto",22,43,26,22
"sm.LC.HP.LF.15.poptre.1","sm","LC.HP.LF",15,"poptre",43,48,48,48
"sm.LC.HP.LF.16.alnvir.1","sm","LC.HP.LF",16,"alnvir",74,NA,74,66
"sm.LC.HP.LF.16.vibedu.1","sm","LC.HP.LF",16,"vibedu",15,17,17,15
"sm.LC.HP.LF.17.amealn.1","sm","LC.HP.LF",17,"amealn",28,31,31,28
"sm.LC.HP.LF.17.riblac.1","sm","LC.HP.LF",17,"riblac",24,NA,NA,39
"sm.LC.HP.LF.17.shecan.1","sm","LC.HP.LF",17,"shecan",34,34,34,34
"sm.LC.HP.LF.17.vibedu.1","sm","LC.HP.LF",17,"vibedu",9,15,15,9
"sm.LC.HP.LF.18.acegla.1","sm","LC.HP.LF",18,"acegla",45,NA,49,49
"sm.LC.HP.LF.18.acegla.2","sm","LC.HP.LF",18,"acegla",75,NA,NA,75
"sm.LC.HP.LF.18.alninc.1","sm","LC.HP.LF",18,"alninc",49,49,49,43
"sm.LC.HP.LF.18.sorsco.1","sm","LC.HP.LF",18,"sorsco",2,NA,NA,39
"sm.LC.HP.LF.19.loninv.1","sm","LC.HP.LF",19,"loninv",15,NA,24,15
"sm.LC.HP.LF.19.spibet.1","sm","LC.HP.LF",19,"spibet",49,NA,NA,26
"sm.LC.HP.LF.2.amealn.1","sm","LC.HP.LF",2,"amealn",24,NA,32,24
"sm.LC.HP.LF.2.poptre.1","sm","LC.HP.LF",2,"poptre",43,NA,NA,NA
"sm.LC.HP.LF.2.shecan.1","sm","LC.HP.LF",2,"shecan",26,32,28,26
"sm.LC.HP.LF.2.spibet.1","sm","LC.HP.LF",2,"spibet",26,NA,32,32
"sm.LC.HP.LF.20.poptre.1","sm","LC.HP.LF",20,"poptre",72,NA,69,69
"sm.LC.HP.LF.20.spibet.1","sm","LC.HP.LF",20,"spibet",26,NA,43,19
"sm.LC.HP.LF.20.spipyr.1","sm","LC.HP.LF",20,"spipyr",24,NA,NA,39
"sm.LC.HP.LF.21.alnvir.1","sm","LC.HP.LF",21,"alnvir",57,NA,63,61
"sm.LC.HP.LF.21.amealn.1","sm","LC.HP.LF",21,"amealn",28,NA,38,31
"sm.LC.HP.LF.22.corsto.1","sm","LC.HP.LF",22,"corsto",21,NA,21,21
"sm.LC.HP.LF.22.loninv.1","sm","LC.HP.LF",22,"loninv",66,NA,NA,NA
"sm.LC.HP.LF.22.popbal.1","sm","LC.HP.LF",22,"popbal",66,61,61,61
"sm.LC.HP.LF.23.spibet.1","sm","LC.HP.LF",23,"spibet",69,NA,78,24
"sm.LC.HP.LF.23.vibedu.1","sm","LC.HP.LF",23,"vibedu",15,NA,NA,15
"sm.LC.HP.LF.24.betpap.1","sm","LC.HP.LF",24,"betpap",32,32,32,32
"sm.LC.HP.LF.24.sorsco.1","sm","LC.HP.LF",24,"sorsco",22,NA,NA,NA
"sm.LC.HP.LF.24.sorsco.2","sm","LC.HP.LF",24,"sorsco",38,NA,NA,38
"sm.LC.HP.LF.24.vibedu.1","sm","LC.HP.LF",24,"vibedu",17,17,17,15
"sm.LC.HP.LF.25.popbal.1","sm","LC.HP.LF",25,"popbal",60,NA,NA,NA
"sm.LC.HP.LF.25.poptre.1","sm","LC.HP.LF",25,"poptre",43,NA,NA,NA
"sm.LC.HP.LF.25.shecan.1","sm","LC.HP.LF",25,"shecan",57,NA,NA,46
"sm.LC.HP.LF.25.spibet.1","sm","LC.HP.LF",25,"spibet",39,39,39,39
"sm.LC.HP.LF.26.amealn.1","sm","LC.HP.LF",26,"amealn",24,28,28,28
"sm.LC.HP.LF.26.betpap.1","sm","LC.HP.LF",26,"betpap",49,57,54,54
"sm.LC.HP.LF.26.rubpar.1","sm","LC.HP.LF",26,"rubpar",45,NA,NA,45
"sm.LC.HP.LF.27.alnvir.1","sm","LC.HP.LF",27,"alnvir",69,69,66,61
"sm.LC.HP.LF.27.amealn.1","sm","LC.HP.LF",27,"amealn",22,49,32,22
"sm.LC.HP.LF.27.sorsco.1","sm","LC.HP.LF",27,"sorsco",26,32,26,26
"sm.LC.HP.LF.27.vacmem.1","sm","LC.HP.LF",27,"vacmem",43,NA,NA,37
"sm.LC.HP.LF.28.alninc.1","sm","LC.HP.LF",28,"alninc",43,43,39,39
"sm.LC.HP.LF.28.corsto.1","sm","LC.HP.LF",28,"corsto",28,34,31,28
"sm.LC.HP.LF.28.sorsco.1","sm","LC.HP.LF",28,"sorsco",39,39,39,39
"sm.LC.HP.LF.29.alninc.1","sm","LC.HP.LF",29,"alninc",43,43,43,43
"sm.LC.HP.LF.29.vacmem.1","sm","LC.HP.LF",29,"vacmem",26,NA,NA,26
"sm.LC.HP.LF.29.vacmem.2","sm","LC.HP.LF",29,"vacmem",26,NA,NA,32
"sm.LC.HP.LF.3.betpap.1","sm","LC.HP.LF",3,"betpap",39,45,45,39
"sm.LC.HP.LF.30.alninc.1","sm","LC.HP.LF",30,"alninc",32,55,39,37
"sm.LC.HP.LF.30.poptre.1","sm","LC.HP.LF",30,"poptre",37,NA,81,26
"sm.LC.HP.LF.30.spipyr.1","sm","LC.HP.LF",30,"spipyr",37,NA,NA,55
"sm.LC.HP.LF.31.loninv.1","sm","LC.HP.LF",31,"loninv",17,32,17,17
"sm.LC.HP.LF.31.riblac.2","sm","LC.HP.LF",31,"riblac",39,NA,NA,34
"sm.LC.HP.LF.31.shecan.1","sm","LC.HP.LF",31,"shecan",28,39,39,15
"sm.LC.HP.LF.32.loninv.1","sm","LC.HP.LF",32,"loninv",17,17,17,17
"sm.LC.HP.LF.32.vibedu.1","sm","LC.HP.LF",32,"vibedu",9,22,19,15
"sm.LC.HP.LF.33.alninc.1","sm","LC.HP.LF",33,"alninc",37,48,43,37
"sm.LC.HP.LF.33.popbal.1","sm","LC.HP.LF",33,"popbal",37,NA,NA,NA
"sm.LC.HP.LF.34.alnvir.1","sm","LC.HP.LF",34,"alnvir",54,57,54,43
"sm.LC.HP.LF.34.poptre.1","sm","LC.HP.LF",34,"poptre",54,NA,NA,NA
"sm.LC.HP.LF.34.sorsco.1","sm","LC.HP.LF",34,"sorsco",54,54,54,54
"sm.LC.HP.LF.36.corsto.1","sm","LC.HP.LF",36,"corsto",15,NA,22,22
"sm.LC.HP.LF.37.alninc.1","sm","LC.HP.LF",37,"alninc",43,49,43,43
"sm.LC.HP.LF.37.betpap.1","sm","LC.HP.LF",37,"betpap",32,32,32,32
"sm.LC.HP.LF.38.alnvir.1","sm","LC.HP.LF",38,"alnvir",66,66,63,60
"sm.LC.HP.LF.38.alnvir.2","sm","LC.HP.LF",38,"alnvir",39,NA,NA,43
"sm.LC.HP.LF.38.corsto.1","sm","LC.HP.LF",38,"corsto",15,22,19,15
"sm.LC.HP.LF.38.vibedu.1","sm","LC.HP.LF",38,"vibedu",15,15,15,15
"sm.LC.HP.LF.39.corsto.1","sm","LC.HP.LF",39,"corsto",22,22,22,22
"sm.LC.HP.LF.39.vibedu.1","sm","LC.HP.LF",39,"vibedu",17,17,17,17
"sm.LC.HP.LF.4.popbal.1","sm","LC.HP.LF",4,"popbal",61,NA,NA,NA
"sm.LC.HP.LF.4.poptre.1","sm","LC.HP.LF",4,"poptre",43,NA,43,43
"sm.LC.HP.LF.4.shecan.1","sm","LC.HP.LF",4,"shecan",37,45,43,37
"sm.LC.HP.LF.40.betpap.1","sm","LC.HP.LF",40,"betpap",43,48,48,43
"sm.LC.HP.LF.40.corsto.1","sm","LC.HP.LF",40,"corsto",15,21,21,21
"sm.LC.HP.LF.5.betpap.1","sm","LC.HP.LF",5,"betpap",45,53,53,53
"sm.LC.HP.LF.5.loninv.1","sm","LC.HP.LF",5,"loninv",38,NA,NA,NA
"sm.LC.HP.LF.5.popbal.1","sm","LC.HP.LF",5,"popbal",45,45,45,45
"sm.LC.HP.LF.5.spibet.1","sm","LC.HP.LF",5,"spibet",38,NA,NA,39
"sm.LC.HP.LF.6.betpap.1","sm","LC.HP.LF",6,"betpap",63,63,63,63
"sm.LC.HP.LF.6.loninv.1","sm","LC.HP.LF",6,"loninv",24,39,24,24
"sm.LC.HP.LF.6.rubpar.1","sm","LC.HP.LF",6,"rubpar",45,61,61,45
"sm.LC.HP.LF.6.shecan.1","sm","LC.HP.LF",6,"shecan",28,45,39,32
"sm.LC.HP.LF.7.alnvir.1","sm","LC.HP.LF",7,"alnvir",61,66,63,61
"sm.LC.HP.LF.8.acegla.1","sm","LC.HP.LF",8,"acegla",61,NA,45,39
"sm.LC.HP.LF.8.popbal.1","sm","LC.HP.LF",8,"popbal",43,45,43,39
"sm.LC.HP.LF.8.popbal.2","sm","LC.HP.LF",8,"popbal",37,48,43,37
"sm.LC.HP.LF.9.acegla.1","sm","LC.HP.LF",9,"acegla",61,NA,57,43
"sm.LC.HP.LF.9.popbal.1","sm","LC.HP.LF",9,"popbal",39,NA,NA,NA
"sm.LC.HP.LF.9.sorsco.1","sm","LC.HP.LF",9,"sorsco",21,NA,NA,NA
"sm.LC.LP.HF.1.alnvir.1","sm","LC.LP.HF",1,"alnvir",37,NA,NA,49
"sm.LC.LP.HF.1.amealn.1","sm","LC.LP.HF",1,"amealn",22,26,25,19
"sm.LC.LP.HF.1.betpap.1","sm","LC.LP.HF",1,"betpap",37,57,34,34
"sm.LC.LP.HF.1.sorsco.1","sm","LC.LP.HF",1,"sorsco",25,NA,NA,37
"sm.LC.LP.HF.10.poptre.1","sm","LC.LP.HF",10,"poptre",37,NA,37,31
"sm.LC.LP.HF.10.rubpar.1","sm","LC.LP.HF",10,"rubpar",27,NA,NA,NA
"sm.LC.LP.HF.10.vacmem.1","sm","LC.LP.HF",10,"vacmem",25,NA,29,19
"sm.LC.LP.HF.11.betpap.1","sm","LC.LP.HF",11,"betpap",27,33,27,27
"sm.LC.LP.HF.11.sorsco.1","sm","LC.LP.HF",11,"sorsco",15,NA,NA,15
"sm.LC.LP.HF.12.alninc.1","sm","LC.LP.HF",12,"alninc",31,34,34,31
"sm.LC.LP.HF.12.alnvir.1","sm","LC.LP.HF",12,"alnvir",50,NA,66,22
"sm.LC.LP.HF.12.corsto.1","sm","LC.LP.HF",12,"corsto",9,9,9,9
"sm.LC.LP.HF.12.spipyr.1","sm","LC.LP.HF",12,"spipyr",25,NA,NA,15
"sm.LC.LP.HF.13.poptre.1","sm","LC.LP.HF",13,"poptre",36,50,36,34
"sm.LC.LP.HF.13.spibet.1","sm","LC.LP.HF",13,"spibet",15,19,19,19
"sm.LC.LP.HF.13.spibet.2","sm","LC.LP.HF",13,"spibet",9,29,22,15
"sm.LC.LP.HF.14.poptre.1","sm","LC.LP.HF",14,"poptre",34,37,37,37
"sm.LC.LP.HF.14.riblac.1","sm","LC.LP.HF",14,"riblac",37,NA,19,15
"sm.LC.LP.HF.14.spibet.1","sm","LC.LP.HF",14,"spibet",31,37,31,19
"sm.LC.LP.HF.15.riblac.1","sm","LC.LP.HF",15,"riblac",17,NA,NA,NA
"sm.LC.LP.HF.15.shecan.1","sm","LC.LP.HF",15,"shecan",22,29,29,29
"sm.LC.LP.HF.16.corsto.1","sm","LC.LP.HF",16,"corsto",17,22,19,15
"sm.LC.LP.HF.17.popbal.1","sm","LC.LP.HF",17,"popbal",42,NA,50,29
"sm.LC.LP.HF.17.shecan.1","sm","LC.LP.HF",17,"shecan",22,25,25,19
"sm.LC.LP.HF.17.vibedu.1","sm","LC.LP.HF",17,"vibedu",7,7,7,7
"sm.LC.LP.HF.18.popbal.1","sm","LC.LP.HF",18,"popbal",25,NA,NA,NA
"sm.LC.LP.HF.18.shecan.1","sm","LC.LP.HF",18,"shecan",19,25,22,15
"sm.LC.LP.HF.18.vibedu.1","sm","LC.LP.HF",18,"vibedu",7,7,7,7
"sm.LC.LP.HF.19.alninc.1","sm","LC.LP.HF",19,"alninc",25,25,25,25
"sm.LC.LP.HF.19.betpap.1","sm","LC.LP.HF",19,"betpap",27,29,25,25
"sm.LC.LP.HF.19.poptre.1","sm","LC.LP.HF",19,"poptre",25,NA,NA,31
"sm.LC.LP.HF.2.shecan.1","sm","LC.LP.HF",2,"shecan",22,60,36,24
"sm.LC.LP.HF.2.vacmem.1","sm","LC.LP.HF",2,"vacmem",19,29,19,15
"sm.LC.LP.HF.20.alnvir.1","sm","LC.LP.HF",20,"alnvir",40,NA,NA,50
"sm.LC.LP.HF.20.amealn.1","sm","LC.LP.HF",20,"amealn",22,31,22,17
"sm.LC.LP.HF.20.sorsco.1","sm","LC.LP.HF",20,"sorsco",25,NA,NA,NA
"sm.LC.LP.HF.21.alnvir.1","sm","LC.LP.HF",21,"alnvir",31,NA,53,39
"sm.LC.LP.HF.21.popbal.1","sm","LC.LP.HF",21,"popbal",27,NA,NA,NA
"sm.LC.LP.HF.21.popbal.2","sm","LC.LP.HF",21,"popbal",25,25,25,25
"sm.LC.LP.HF.21.rubpar.1","sm","LC.LP.HF",21,"rubpar",37,NA,37,37
"sm.LC.LP.HF.22.alninc.1","sm","LC.LP.HF",22,"alninc",34,39,39,36
"sm.LC.LP.HF.22.riblac.1","sm","LC.LP.HF",22,"riblac",78,NA,NA,57
"sm.LC.LP.HF.22.spibet.1","sm","LC.LP.HF",22,"spibet",15,NA,19,15
"sm.LC.LP.HF.22.vibedu.1","sm","LC.LP.HF",22,"vibedu",4,NA,34,4
"sm.LC.LP.HF.24.betpap.1","sm","LC.LP.HF",24,"betpap",27,27,27,27
"sm.LC.LP.HF.24.shecan.1","sm","LC.LP.HF",24,"shecan",27,31,27,24
"sm.LC.LP.HF.24.vacmem.1","sm","LC.LP.HF",24,"vacmem",27,NA,NA,NA
"sm.LC.LP.HF.25.betpap.1","sm","LC.LP.HF",25,"betpap",22,25,25,22
"sm.LC.LP.HF.25.corsto.1","sm","LC.LP.HF",25,"corsto",9,17,15,15
"sm.LC.LP.HF.25.sorsco.1","sm","LC.LP.HF",25,"sorsco",31,NA,NA,NA
"sm.LC.LP.HF.26.corsto.1","sm","LC.LP.HF",26,"corsto",15,19,19,19
"sm.LC.LP.HF.27.poptre.1","sm","LC.LP.HF",27,"poptre",21,37,29,27
"sm.LC.LP.HF.27.shecan.1","sm","LC.LP.HF",27,"shecan",4,27,21,19
"sm.LC.LP.HF.27.vibedu.1","sm","LC.LP.HF",27,"vibedu",19,NA,15,15
"sm.LC.LP.HF.28.amealn.1","sm","LC.LP.HF",28,"amealn",17,29,27,22
"sm.LC.LP.HF.28.vibedu.1","sm","LC.LP.HF",28,"vibedu",15,NA,15,9
"sm.LC.LP.HF.29.acegla.1","sm","LC.LP.HF",29,"acegla",36,NA,NA,36
"sm.LC.LP.HF.29.alninc.1","sm","LC.LP.HF",29,"alninc",36,39,39,39
"sm.LC.LP.HF.29.rubpar.1","sm","LC.LP.HF",29,"rubpar",17,NA,NA,17
"sm.LC.LP.HF.29.spibet.1","sm","LC.LP.HF",29,"spibet",19,22,22,19
"sm.LC.LP.HF.3.alnvir.1","sm","LC.LP.HF",3,"alnvir",34,NA,NA,28
"sm.LC.LP.HF.3.loninv.1","sm","LC.LP.HF",3,"loninv",17,NA,NA,31
"sm.LC.LP.HF.3.rubpar.1","sm","LC.LP.HF",3,"rubpar",24,42,24,24
"sm.LC.LP.HF.30.riblac.1","sm","LC.LP.HF",30,"riblac",15,NA,NA,NA
"sm.LC.LP.HF.30.shecan.1","sm","LC.LP.HF",30,"shecan",15,19,15,15
"sm.LC.LP.HF.31.sorsco.1","sm","LC.LP.HF",31,"sorsco",25,NA,NA,NA
"sm.LC.LP.HF.31.spipyr.1","sm","LC.LP.HF",31,"spipyr",25,36,25,25
"sm.LC.LP.HF.32.alninc.1","sm","LC.LP.HF",32,"alninc",21,36,31,31
"sm.LC.LP.HF.32.betpap.1","sm","LC.LP.HF",32,"betpap",25,25,25,25
"sm.LC.LP.HF.33.alnvir.1","sm","LC.LP.HF",33,"alnvir",42,NA,NA,42
"sm.LC.LP.HF.33.popbal.1","sm","LC.LP.HF",33,"popbal",27,34,31,31
"sm.LC.LP.HF.33.poptre.1","sm","LC.LP.HF",33,"poptre",34,NA,NA,34
"sm.LC.LP.HF.33.spipyr.1","sm","LC.LP.HF",33,"spipyr",27,36,36,36
"sm.LC.LP.HF.34.corsto.1","sm","LC.LP.HF",34,"corsto",19,22,22,19
"sm.LC.LP.HF.34.loninv.1","sm","LC.LP.HF",34,"loninv",19,NA,42,37
"sm.LC.LP.HF.34.shecan.1","sm","LC.LP.HF",34,"shecan",19,22,22,22
"sm.LC.LP.HF.35.popbal.1","sm","LC.LP.HF",35,"popbal",31,39,31,31
"sm.LC.LP.HF.35.spibet.1","sm","LC.LP.HF",35,"spibet",9,NA,NA,15
"sm.LC.LP.HF.36.amealn.1","sm","LC.LP.HF",36,"amealn",31,31,31,31
"sm.LC.LP.HF.36.poptre.1","sm","LC.LP.HF",36,"poptre",31,NA,36,36
"sm.LC.LP.HF.36.poptre.2","sm","LC.LP.HF",36,"poptre",31,NA,NA,NA
"sm.LC.LP.HF.36.vibedu.1","sm","LC.LP.HF",36,"vibedu",15,34,15,15
"sm.LC.LP.HF.37.loninv.1","sm","LC.LP.HF",37,"loninv",34,NA,NA,15
"sm.LC.LP.HF.37.shecan.1","sm","LC.LP.HF",37,"shecan",57,NA,53,31
"sm.LC.LP.HF.37.vibedu.1","sm","LC.LP.HF",37,"vibedu",9,NA,NA,15
"sm.LC.LP.HF.38.amealn.1","sm","LC.LP.HF",38,"amealn",19,40,31,19
"sm.LC.LP.HF.38.corsto.1","sm","LC.LP.HF",38,"corsto",15,NA,NA,NA
"sm.LC.LP.HF.38.shecan.1","sm","LC.LP.HF",38,"shecan",19,25,19,15
"sm.LC.LP.HF.38.vibedu.1","sm","LC.LP.HF",38,"vibedu",19,19,19,15
"sm.LC.LP.HF.39.betpap.1","sm","LC.LP.HF",39,"betpap",29,29,29,29
"sm.LC.LP.HF.4.corsto.1","sm","LC.LP.HF",4,"corsto",15,19,15,15
"sm.LC.LP.HF.4.spipyr.1","sm","LC.LP.HF",4,"spipyr",19,NA,22,22
"sm.LC.LP.HF.4.spipyr.2","sm","LC.LP.HF",4,"spipyr",15,NA,NA,15
"sm.LC.LP.HF.40.alninc.1","sm","LC.LP.HF",40,"alninc",34,34,34,34
"sm.LC.LP.HF.40.alninc.2","sm","LC.LP.HF",40,"alninc",31,42,39,34
"sm.LC.LP.HF.40.popbal.1","sm","LC.LP.HF",40,"popbal",25,27,25,25
"sm.LC.LP.HF.40.rubpar.1","sm","LC.LP.HF",40,"rubpar",21,21,21,21
"sm.LC.LP.HF.5.amealn.1","sm","LC.LP.HF",5,"amealn",15,NA,NA,24
"sm.LC.LP.HF.5.corsto.1","sm","LC.LP.HF",5,"corsto",15,NA,36,22
"sm.LC.LP.HF.5.shecan.1","sm","LC.LP.HF",5,"shecan",22,40,29,19
"sm.LC.LP.HF.5.sorsco.1","sm","LC.LP.HF",5,"sorsco",15,NA,NA,NA
"sm.LC.LP.HF.6.alnvir.1","sm","LC.LP.HF",6,"alnvir",78,NA,NA,NA
"sm.LC.LP.HF.6.amealn.1","sm","LC.LP.HF",6,"amealn",9,34,29,15
"sm.LC.LP.HF.7.acegla.1","sm","LC.LP.HF",7,"acegla",81,NA,NA,NA
"sm.LC.LP.HF.7.popbal.1","sm","LC.LP.HF",7,"popbal",25,25,25,22
"sm.LC.LP.HF.7.sorsco.1","sm","LC.LP.HF",7,"sorsco",17,NA,NA,NA
"sm.LC.LP.HF.8.acegla.1","sm","LC.LP.HF",8,"acegla",19,NA,NA,31
"sm.LC.LP.HF.8.betpap.1","sm","LC.LP.HF",8,"betpap",29,31,31,31
"sm.LC.LP.HF.8.loninv.1","sm","LC.LP.HF",8,"loninv",17,15,15,15
