"","lab2","population","chill","photo","force","flask","species","tbb","nl","latbb80","latbb50","latbb1","treatment"
"886","mp.LC.HP.LF.28.spipyr.2","mp","LC","HP","LF",28,"spipyr",NA,0,NA,NA,NA,"LC.HP.LF"
"887","mp.LC.HP.LF.29.rhoalb.1","mp","LC","HP","LF",29,"rhoalb",21,1,39,24,24,"LC.HP.LF"
"888","mp.LC.HP.LF.29.riblac.1","mp","LC","HP","LF",29,"riblac",39,1,NA,NA,NA,"LC.HP.LF"
"889","mp.LC.HP.LF.29.sorsco.1","mp","LC","HP","LF",29,"sorsco",32,1,NA,NA,NA,"LC.HP.LF"
"890","mp.LC.HP.LF.29.symalb.1","mp","LC","HP","LF",29,"symalb",74,1,NA,NA,74,"LC.HP.LF"
"891","mp.LC.HP.LF.3.popbal.1","mp","LC","HP","LF",3,"popbal",43,1,NA,48,43,"LC.HP.LF"
"892","mp.LC.HP.LF.3.rubpar.1","mp","LC","HP","LF",3,"rubpar",28,1,57,45,35,"LC.HP.LF"
"893","mp.LC.HP.LF.3.spibet.1","mp","LC","HP","LF",3,"spibet",45,1,NA,NA,NA,"LC.HP.LF"
"894","mp.LC.HP.LF.3.vibedu.1","mp","LC","HP","LF",3,"vibedu",26,1,NA,NA,26,"LC.HP.LF"
"895","mp.LC.HP.LF.30.alnvir.1","mp","LC","HP","LF",30,"alnvir",75,1,NA,NA,NA,"LC.HP.LF"
"896","mp.LC.HP.LF.30.alnvir.2","mp","LC","HP","LF",30,"alnvir",61,1,NA,NA,61,"LC.HP.LF"
"897","mp.LC.HP.LF.30.loninv.1","mp","LC","HP","LF",30,"loninv",NA,0,NA,NA,NA,"LC.HP.LF"
"898","mp.LC.HP.LF.30.symalb.1","mp","LC","HP","LF",30,"symalb",NA,0,NA,NA,NA,"LC.HP.LF"
"899","mp.LC.HP.LF.31.corsto.1","mp","LC","HP","LF",31,"corsto",22,1,NA,45,24,"LC.HP.LF"
"900","mp.LC.HP.LF.31.poptre.1","mp","LC","HP","LF",31,"poptre",61,1,63,61,61,"LC.HP.LF"
"901","mp.LC.HP.LF.31.spibet.1","mp","LC","HP","LF",31,"spibet",NA,0,NA,NA,NA,"LC.HP.LF"
"902","mp.LC.HP.LF.31.symalb.1","mp","LC","HP","LF",31,"symalb",55,1,NA,NA,55,"LC.HP.LF"
"903","mp.LC.HP.LF.32.alnvir.1","mp","LC","HP","LF",32,"alnvir",81,1,NA,NA,81,"LC.HP.LF"
"904","mp.LC.HP.LF.32.loninv.1","mp","LC","HP","LF",32,"loninv",NA,0,NA,NA,NA,"LC.HP.LF"
"905","mp.LC.HP.LF.32.riblac.1","mp","LC","HP","LF",32,"riblac",NA,0,NA,NA,NA,"LC.HP.LF"
"906","mp.LC.HP.LF.32.symalb.1","mp","LC","HP","LF",32,"symalb",66,1,NA,NA,66,"LC.HP.LF"
"907","mp.LC.HP.LF.33.alninc.1","mp","LC","HP","LF",33,"alninc",43,1,45,45,45,"LC.HP.LF"
"908","mp.LC.HP.LF.33.shecan.1","mp","LC","HP","LF",33,"shecan",4,1,48,43,39,"LC.HP.LF"
"909","mp.LC.HP.LF.33.sorsco.1","mp","LC","HP","LF",33,"sorsco",26,1,NA,NA,NA,"LC.HP.LF"
"910","mp.LC.HP.LF.33.vacmem.1","mp","LC","HP","LF",33,"vacmem",NA,0,NA,NA,NA,"LC.HP.LF"
"911","mp.LC.HP.LF.34.corsto.1","mp","LC","HP","LF",34,"corsto",NA,0,NA,NA,NA,"LC.HP.LF"
"912","mp.LC.HP.LF.34.loninv.1","mp","LC","HP","LF",34,"loninv",NA,0,NA,NA,NA,"LC.HP.LF"
"913","mp.LC.HP.LF.34.poptre.1","mp","LC","HP","LF",34,"poptre",NA,0,NA,NA,NA,"LC.HP.LF"
"914","mp.LC.HP.LF.34.rubpar.1","mp","LC","HP","LF",34,"rubpar",NA,0,NA,NA,NA,"LC.HP.LF"
"915","mp.LC.HP.LF.35.acegla.1","mp","LC","HP","LF",35,"acegla",NA,0,NA,NA,NA,"LC.HP.LF"
"916","mp.LC.HP.LF.35.corsto.1","mp","LC","HP","LF",35,"corsto",15,1,37,15,15,"LC.HP.LF"
"917","mp.LC.HP.LF.35.loninv.1","mp","LC","HP","LF",35,"loninv",NA,0,NA,NA,NA,"LC.HP.LF"
"918","mp.LC.HP.LF.35.vacmem.1","mp","LC","HP","LF",35,"vacmem",32,1,NA,NA,32,"LC.HP.LF"
"919","mp.LC.HP.LF.36.acegla.1","mp","LC","HP","LF",36,"acegla",NA,0,NA,NA,NA,"LC.HP.LF"
"920","mp.LC.HP.LF.36.acegla.2","mp","LC","HP","LF",36,"acegla",26,1,60,53,45,"LC.HP.LF"
"921","mp.LC.HP.LF.36.amealn.1","mp","LC","HP","LF",36,"amealn",45,1,NA,NA,45,"LC.HP.LF"
"922","mp.LC.HP.LF.36.vibedu.1","mp","LC","HP","LF",36,"vibedu",34,1,NA,NA,34,"LC.HP.LF"
"923","mp.LC.HP.LF.37.menfer.1","mp","LC","HP","LF",37,"menfer",61,1,NA,NA,61,"LC.HP.LF"
"924","mp.LC.HP.LF.37.samrac.1","mp","LC","HP","LF",37,"samrac",19,1,19,19,19,"LC.HP.LF"
"925","mp.LC.HP.LF.37.shecan.1","mp","LC","HP","LF",37,"shecan",39,1,NA,NA,39,"LC.HP.LF"
"926","mp.LC.HP.LF.37.vacmem.1","mp","LC","HP","LF",37,"vacmem",38,1,NA,NA,38,"LC.HP.LF"
"927","mp.LC.HP.LF.38.acegla.1","mp","LC","HP","LF",38,"acegla",61,1,NA,NA,NA,"LC.HP.LF"
"928","mp.LC.HP.LF.38.acegla.2","mp","LC","HP","LF",38,"acegla",61,1,NA,NA,61,"LC.HP.LF"
"929","mp.LC.HP.LF.38.rubpar.1","mp","LC","HP","LF",38,"rubpar",45,1,NA,45,45,"LC.HP.LF"
"930","mp.LC.HP.LF.38.shecan.1","mp","LC","HP","LF",38,"shecan",37,1,45,43,37,"LC.HP.LF"
"931","mp.LC.HP.LF.39.amealn.1","mp","LC","HP","LF",39,"amealn",28,1,57,57,28,"LC.HP.LF"
"932","mp.LC.HP.LF.39.menfer.1","mp","LC","HP","LF",39,"menfer",NA,0,NA,NA,NA,"LC.HP.LF"
"933","mp.LC.HP.LF.39.poptre.1","mp","LC","HP","LF",39,"poptre",66,1,66,66,66,"LC.HP.LF"
"934","mp.LC.HP.LF.39.spibet.1","mp","LC","HP","LF",39,"spibet",72,1,NA,NA,72,"LC.HP.LF"
"935","mp.LC.HP.LF.4.alninc.1","mp","LC","HP","LF",4,"alninc",43,1,48,45,45,"LC.HP.LF"
"936","mp.LC.HP.LF.4.popbal.1","mp","LC","HP","LF",4,"popbal",24,1,NA,75,24,"LC.HP.LF"
"937","mp.LC.HP.LF.4.spibet.1","mp","LC","HP","LF",4,"spibet",39,1,NA,NA,39,"LC.HP.LF"
"938","mp.LC.HP.LF.4.spibet.2","mp","LC","HP","LF",4,"spibet",61,1,NA,NA,NA,"LC.HP.LF"
"939","mp.LC.HP.LF.40.alninc.1","mp","LC","HP","LF",40,"alninc",48,1,48,48,48,"LC.HP.LF"
"940","mp.LC.HP.LF.40.samrac.1","mp","LC","HP","LF",40,"samrac",57,1,NA,NA,NA,"LC.HP.LF"
"941","mp.LC.HP.LF.40.shecan.1","mp","LC","HP","LF",40,"shecan",39,1,46,46,39,"LC.HP.LF"
"942","mp.LC.HP.LF.40.symalb.1","mp","LC","HP","LF",40,"symalb",NA,0,NA,NA,NA,"LC.HP.LF"
"943","mp.LC.HP.LF.5.loninv.1","mp","LC","HP","LF",5,"loninv",39,1,NA,NA,45,"LC.HP.LF"
"944","mp.LC.HP.LF.5.riblac.1","mp","LC","HP","LF",5,"riblac",NA,0,NA,NA,NA,"LC.HP.LF"
"945","mp.LC.HP.LF.5.rubpar.1","mp","LC","HP","LF",5,"rubpar",NA,0,NA,NA,NA,"LC.HP.LF"
"946","mp.LC.HP.LF.5.samrac.1","mp","LC","HP","LF",5,"samrac",45,1,NA,81,81,"LC.HP.LF"
"947","mp.LC.HP.LF.6.alninc.1","mp","LC","HP","LF",6,"alninc",48,1,55,55,55,"LC.HP.LF"
"948","mp.LC.HP.LF.6.alninc.2","mp","LC","HP","LF",6,"alninc",26,1,43,39,38,"LC.HP.LF"
"949","mp.LC.HP.LF.6.amealn.1","mp","LC","HP","LF",6,"amealn",48,1,NA,NA,48,"LC.HP.LF"
"950","mp.LC.HP.LF.6.rubpar.1","mp","LC","HP","LF",6,"rubpar",43,1,NA,45,43,"LC.HP.LF"
"951","mp.LC.HP.LF.7.menfer.1","mp","LC","HP","LF",7,"menfer",NA,0,NA,NA,NA,"LC.HP.LF"
"952","mp.LC.HP.LF.7.riblac.1","mp","LC","HP","LF",7,"riblac",49,1,NA,NA,49,"LC.HP.LF"
"953","mp.LC.HP.LF.7.sorsco.1","mp","LC","HP","LF",7,"sorsco",21,1,NA,NA,NA,"LC.HP.LF"
"954","mp.LC.HP.LF.7.vacmem.1","mp","LC","HP","LF",7,"vacmem",43,1,NA,NA,43,"LC.HP.LF"
"955","mp.LC.HP.LF.8.amealn.1","mp","LC","HP","LF",8,"amealn",39,1,NA,NA,39,"LC.HP.LF"
"956","mp.LC.HP.LF.8.corsto.1","mp","LC","HP","LF",8,"corsto",17,1,32,19,17,"LC.HP.LF"
"957","mp.LC.HP.LF.8.menfer.1","mp","LC","HP","LF",8,"menfer",NA,0,NA,NA,NA,"LC.HP.LF"
"958","mp.LC.HP.LF.8.popbal.1","mp","LC","HP","LF",8,"popbal",45,1,NA,NA,NA,"LC.HP.LF"
"959","mp.LC.HP.LF.9.samrac.1","mp","LC","HP","LF",9,"samrac",69,1,NA,NA,NA,"LC.HP.LF"
"960","mp.LC.HP.LF.9.shecan.1","mp","LC","HP","LF",9,"shecan",37,1,45,39,37,"LC.HP.LF"
"961","mp.LC.HP.LF.9.spibet.1","mp","LC","HP","LF",9,"spibet",32,1,32,32,32,"LC.HP.LF"
"962","mp.LC.HP.LF.9.spipyr.1","mp","LC","HP","LF",9,"spipyr",37,1,37,37,37,"LC.HP.LF"
"963","mp.LC.LP.HF.1.amealn.1","mp","LC","LP","HF",1,"amealn",15,1,22,15,15,"LC.LP.HF"
"964","mp.LC.LP.HF.1.corsto.1","mp","LC","LP","HF",1,"corsto",9,1,19,15,15,"LC.LP.HF"
"965","mp.LC.LP.HF.1.riblac.1","mp","LC","LP","HF",1,"riblac",19,1,NA,NA,19,"LC.LP.HF"
"966","mp.LC.LP.HF.1.symalb.1","mp","LC","LP","HF",1,"symalb",19,1,NA,NA,19,"LC.LP.HF"
"967","mp.LC.LP.HF.10.alnvir.1","mp","LC","LP","HF",10,"alnvir",34,1,53,42,34,"LC.LP.HF"
"968","mp.LC.LP.HF.10.riblac.1","mp","LC","LP","HF",10,"riblac",72,1,NA,NA,72,"LC.LP.HF"
"969","mp.LC.LP.HF.10.sorsco.1","mp","LC","LP","HF",10,"sorsco",15,1,NA,NA,NA,"LC.LP.HF"
"970","mp.LC.LP.HF.10.spipyr.1","mp","LC","LP","HF",10,"spipyr",31,1,NA,NA,34,"LC.LP.HF"
"971","mp.LC.LP.HF.11.amealn.1","mp","LC","LP","HF",11,"amealn",17,1,34,22,17,"LC.LP.HF"
"972","mp.LC.LP.HF.11.poptre.1","mp","LC","LP","HF",11,"poptre",46,1,NA,NA,NA,"LC.LP.HF"
"973","mp.LC.LP.HF.11.poptre.2","mp","LC","LP","HF",11,"poptre",50,1,NA,NA,NA,"LC.LP.HF"
"974","mp.LC.LP.HF.11.spipyr.1","mp","LC","LP","HF",11,"spipyr",22,1,29,27,22,"LC.LP.HF"
"975","mp.LC.LP.HF.12.alnvir.1","mp","LC","LP","HF",12,"alnvir",39,1,NA,75,39,"LC.LP.HF"
"976","mp.LC.LP.HF.12.amealn.1","mp","LC","LP","HF",12,"amealn",9,1,17,9,9,"LC.LP.HF"
"977","mp.LC.LP.HF.12.amealn.2","mp","LC","LP","HF",12,"amealn",10,1,10,10,10,"LC.LP.HF"
"978","mp.LC.LP.HF.12.shecan.1","mp","LC","LP","HF",12,"shecan",26,1,26,26,26,"LC.LP.HF"
"979","mp.LC.LP.HF.12.spipyr.1","mp","LC","LP","HF",12,"spipyr",17,1,NA,19,17,"LC.LP.HF"
"980","mp.LC.LP.HF.13.acegla.1","mp","LC","LP","HF",13,"acegla",22,1,NA,NA,NA,"LC.LP.HF"
"981","mp.LC.LP.HF.13.alninc.1","mp","LC","LP","HF",13,"alninc",22,1,27,24,22,"LC.LP.HF"
"982","mp.LC.LP.HF.13.riblac.1","mp","LC","LP","HF",13,"riblac",19,1,19,19,19,"LC.LP.HF"
"983","mp.LC.LP.HF.13.rubpar.1","mp","LC","LP","HF",13,"rubpar",27,1,NA,27,27,"LC.LP.HF"
"984","mp.LC.LP.HF.14.alninc.1","mp","LC","LP","HF",14,"alninc",27,1,31,31,29,"LC.LP.HF"
"985","mp.LC.LP.HF.14.shecan.1","mp","LC","LP","HF",14,"shecan",24,1,27,24,24,"LC.LP.HF"
"986","mp.LC.LP.HF.14.shecan.2","mp","LC","LP","HF",14,"shecan",27,1,27,27,27,"LC.LP.HF"
"987","mp.LC.LP.HF.14.vibedu.1","mp","LC","LP","HF",14,"vibedu",15,1,NA,NA,15,"LC.LP.HF"
"988","mp.LC.LP.HF.15.alninc.1","mp","LC","LP","HF",15,"alninc",31,1,37,31,31,"LC.LP.HF"
"989","mp.LC.LP.HF.15.loninv.1","mp","LC","LP","HF",15,"loninv",15,1,NA,NA,15,"LC.LP.HF"
"990","mp.LC.LP.HF.15.spibet.1","mp","LC","LP","HF",15,"spibet",15,1,NA,22,17,"LC.LP.HF"
"991","mp.LC.LP.HF.15.vibedu.1","mp","LC","LP","HF",15,"vibedu",15,1,NA,NA,15,"LC.LP.HF"
"992","mp.LC.LP.HF.16.alnvir.1","mp","LC","LP","HF",16,"alnvir",33,1,66,66,33,"LC.LP.HF"
"993","mp.LC.LP.HF.16.corsto.1","mp","LC","LP","HF",16,"corsto",19,1,NA,21,21,"LC.LP.HF"
"994","mp.LC.LP.HF.16.popbal.1","mp","LC","LP","HF",16,"popbal",27,1,37,29,27,"LC.LP.HF"
"995","mp.LC.LP.HF.16.spipyr.1","mp","LC","LP","HF",16,"spipyr",19,1,NA,27,19,"LC.LP.HF"
"996","mp.LC.LP.HF.17.amealn.1","mp","LC","LP","HF",17,"amealn",9,1,19,9,9,"LC.LP.HF"
"997","mp.LC.LP.HF.17.menfer.1","mp","LC","LP","HF",17,"menfer",72,1,NA,NA,72,"LC.LP.HF"
"998","mp.LC.LP.HF.17.symalb.1","mp","LC","LP","HF",17,"symalb",40,1,NA,NA,40,"LC.LP.HF"
"999","mp.LC.LP.HF.17.vacmem.1","mp","LC","LP","HF",17,"vacmem",19,1,NA,NA,25,"LC.LP.HF"
"1000","mp.LC.LP.HF.18.corsto.1","mp","LC","LP","HF",18,"corsto",15,1,15,15,15,"LC.LP.HF"
"1001","mp.LC.LP.HF.18.rubpar.1","mp","LC","LP","HF",18,"rubpar",31,1,NA,NA,31,"LC.LP.HF"
"1002","mp.LC.LP.HF.18.vacmem.1","mp","LC","LP","HF",18,"vacmem",15,1,NA,NA,NA,"LC.LP.HF"
"1003","mp.LC.LP.HF.18.vibedu.1","mp","LC","LP","HF",18,"vibedu",7,1,NA,NA,37,"LC.LP.HF"
"1004","mp.LC.LP.HF.19.rhoalb.1","mp","LC","LP","HF",19,"rhoalb",19,1,NA,NA,22,"LC.LP.HF"
"1005","mp.LC.LP.HF.19.riblac.1","mp","LC","LP","HF",19,"riblac",15,1,NA,NA,69,"LC.LP.HF"
"1006","mp.LC.LP.HF.19.sorsco.1","mp","LC","LP","HF",19,"sorsco",15,1,NA,NA,NA,"LC.LP.HF"
"1007","mp.LC.LP.HF.19.sorsco.2","mp","LC","LP","HF",19,"sorsco",22,1,NA,22,22,"LC.LP.HF"
"1008","mp.LC.LP.HF.2.amealn.1","mp","LC","LP","HF",2,"amealn",15,1,25,21,15,"LC.LP.HF"
"1009","mp.LC.LP.HF.2.menfer.1","mp","LC","LP","HF",2,"menfer",81,1,NA,NA,81,"LC.LP.HF"
"1010","mp.LC.LP.HF.2.rubpar.1","mp","LC","LP","HF",2,"rubpar",25,1,NA,40,25,"LC.LP.HF"
"1011","mp.LC.LP.HF.2.shecan.1","mp","LC","LP","HF",2,"shecan",19,1,21,21,15,"LC.LP.HF"
"1012","mp.LC.LP.HF.20.rhoalb.1","mp","LC","LP","HF",20,"rhoalb",19,1,NA,NA,22,"LC.LP.HF"
"1013","mp.LC.LP.HF.20.rhoalb.2","mp","LC","LP","HF",20,"rhoalb",19,1,NA,22,22,"LC.LP.HF"
"1014","mp.LC.LP.HF.20.samrac.1","mp","LC","LP","HF",20,"samrac",40,1,42,42,40,"LC.LP.HF"
"1015","mp.LC.LP.HF.20.shecan.1","mp","LC","LP","HF",20,"shecan",15,1,NA,29,19,"LC.LP.HF"
"1016","mp.LC.LP.HF.21.acegla.1","mp","LC","LP","HF",21,"acegla",39,1,NA,NA,39,"LC.LP.HF"
"1017","mp.LC.LP.HF.21.popbal.1","mp","LC","LP","HF",21,"popbal",34,1,NA,NA,57,"LC.LP.HF"
"1018","mp.LC.LP.HF.21.spibet.1","mp","LC","LP","HF",21,"spibet",22,1,22,22,22,"LC.LP.HF"
"1019","mp.LC.LP.HF.21.symalb.1","mp","LC","LP","HF",21,"symalb",NA,0,NA,NA,NA,"LC.LP.HF"
"1020","mp.LC.LP.HF.22.alnvir.1","mp","LC","LP","HF",22,"alnvir",39,1,NA,50,46,"LC.LP.HF"
"1021","mp.LC.LP.HF.22.popbal.1","mp","LC","LP","HF",22,"popbal",26,1,NA,50,27,"LC.LP.HF"
"1022","mp.LC.LP.HF.22.riblac.1","mp","LC","LP","HF",22,"riblac",50,1,NA,NA,50,"LC.LP.HF"
"1023","mp.LC.LP.HF.22.shecan.1","mp","LC","LP","HF",22,"shecan",15,1,29,22,15,"LC.LP.HF"
"1024","mp.LC.LP.HF.23.alnvir.1","mp","LC","LP","HF",23,"alnvir",57,1,78,72,63,"LC.LP.HF"
"1025","mp.LC.LP.HF.23.loninv.1","mp","LC","LP","HF",23,"loninv",19,1,NA,NA,NA,"LC.LP.HF"
"1026","mp.LC.LP.HF.23.symalb.1","mp","LC","LP","HF",23,"symalb",15,1,22,17,15,"LC.LP.HF"
"1027","mp.LC.LP.HF.23.vacmem.1","mp","LC","LP","HF",23,"vacmem",NA,0,NA,NA,NA,"LC.LP.HF"
"1028","mp.LC.LP.HF.24.acegla.1","mp","LC","LP","HF",24,"acegla",NA,0,NA,NA,NA,"LC.LP.HF"
"1029","mp.LC.LP.HF.24.loninv.1","mp","LC","LP","HF",24,"loninv",17,1,NA,NA,NA,"LC.LP.HF"
"1030","mp.LC.LP.HF.24.menfer.1","mp","LC","LP","HF",24,"menfer",57,1,NA,NA,57,"LC.LP.HF"
"1031","mp.LC.LP.HF.24.vacmem.1","mp","LC","LP","HF",24,"vacmem",17,1,NA,NA,19,"LC.LP.HF"
"1032","mp.LC.LP.HF.25.spibet.1","mp","LC","LP","HF",25,"spibet",19,1,31,19,19,"LC.LP.HF"
"1033","mp.LC.LP.HF.25.spibet.2","mp","LC","LP","HF",25,"spibet",19,1,36,22,19,"LC.LP.HF"
"1034","mp.LC.LP.HF.25.spipyr.1","mp","LC","LP","HF",25,"spipyr",19,1,NA,NA,19,"LC.LP.HF"
"1035","mp.LC.LP.HF.25.symalb.1","mp","LC","LP","HF",25,"symalb",19,1,36,22,19,"LC.LP.HF"
"1036","mp.LC.LP.HF.26.corsto.1","mp","LC","LP","HF",26,"corsto",15,1,19,15,15,"LC.LP.HF"
"1037","mp.LC.LP.HF.26.samrac.1","mp","LC","LP","HF",26,"samrac",57,1,NA,57,57,"LC.LP.HF"
"1038","mp.LC.LP.HF.26.spibet.1","mp","LC","LP","HF",26,"spibet",15,1,19,19,19,"LC.LP.HF"
"1039","mp.LC.LP.HF.26.vibedu.1","mp","LC","LP","HF",26,"vibedu",19,1,NA,NA,19,"LC.LP.HF"
"1040","mp.LC.LP.HF.27.acegla.1","mp","LC","LP","HF",27,"acegla",42,1,NA,NA,42,"LC.LP.HF"
"1041","mp.LC.LP.HF.27.amealn.1","mp","LC","LP","HF",27,"amealn",19,1,NA,19,19,"LC.LP.HF"
"1042","mp.LC.LP.HF.27.samrac.1","mp","LC","LP","HF",27,"samrac",27,1,NA,NA,27,"LC.LP.HF"
"1043","mp.LC.LP.HF.27.vibedu.1","mp","LC","LP","HF",27,"vibedu",21,1,NA,NA,27,"LC.LP.HF"
"1044","mp.LC.LP.HF.28.rhoalb.1","mp","LC","LP","HF",28,"rhoalb",17,1,29,17,17,"LC.LP.HF"
"1045","mp.LC.LP.HF.28.riblac.1","mp","LC","LP","HF",28,"riblac",NA,0,NA,NA,NA,"LC.LP.HF"
"1046","mp.LC.LP.HF.28.samrac.1","mp","LC","LP","HF",28,"samrac",37,1,42,37,37,"LC.LP.HF"
"1047","mp.LC.LP.HF.28.spibet.1","mp","LC","LP","HF",28,"spibet",17,1,NA,NA,17,"LC.LP.HF"
"1048","mp.LC.LP.HF.29.loninv.1","mp","LC","LP","HF",29,"loninv",NA,0,NA,NA,NA,"LC.LP.HF"
"1049","mp.LC.LP.HF.29.menfer.1","mp","LC","LP","HF",29,"menfer",NA,0,NA,NA,NA,"LC.LP.HF"
"1050","mp.LC.LP.HF.29.popbal.1","mp","LC","LP","HF",29,"popbal",29,1,NA,NA,42,"LC.LP.HF"
"1051","mp.LC.LP.HF.29.vibedu.1","mp","LC","LP","HF",29,"vibedu",15,1,NA,NA,15,"LC.LP.HF"
"1052","mp.LC.LP.HF.3.acegla.1","mp","LC","LP","HF",3,"acegla",NA,0,NA,NA,NA,"LC.LP.HF"
"1053","mp.LC.LP.HF.3.alninc.1","mp","LC","LP","HF",3,"alninc",31,1,31,31,31,"LC.LP.HF"
"1054","mp.LC.LP.HF.3.rhoalb.1","mp","LC","LP","HF",3,"rhoalb",19,1,19,19,19,"LC.LP.HF"
"1055","mp.LC.LP.HF.3.vibedu.1","mp","LC","LP","HF",3,"vibedu",21,1,NA,NA,27,"LC.LP.HF"
"1056","mp.LC.LP.HF.30.loninv.1","mp","LC","LP","HF",30,"loninv",17,1,NA,NA,17,"LC.LP.HF"
"1057","mp.LC.LP.HF.30.popbal.1","mp","LC","LP","HF",30,"popbal",33,1,NA,60,57,"LC.LP.HF"
"1058","mp.LC.LP.HF.30.rhoalb.1","mp","LC","LP","HF",30,"rhoalb",22,1,27,27,22,"LC.LP.HF"
"1059","mp.LC.LP.HF.30.sorsco.1","mp","LC","LP","HF",30,"sorsco",15,1,NA,NA,NA,"LC.LP.HF"
"1060","mp.LC.LP.HF.31.alninc.1","mp","LC","LP","HF",31,"alninc",25,1,36,36,27,"LC.LP.HF"
"1061","mp.LC.LP.HF.31.poptre.1","mp","LC","LP","HF",31,"poptre",31,1,34,34,31,"LC.LP.HF"
"1062","mp.LC.LP.HF.31.poptre.2","mp","LC","LP","HF",31,"poptre",34,1,40,34,34,"LC.LP.HF"
"1063","mp.LC.LP.HF.31.shecan.1","mp","LC","LP","HF",31,"shecan",19,1,27,22,19,"LC.LP.HF"
"1064","mp.LC.LP.HF.31.sorsco.1","mp","LC","LP","HF",31,"sorsco",15,1,18,18,18,"LC.LP.HF"
"1065","mp.LC.LP.HF.32.poptre.1","mp","LC","LP","HF",32,"poptre",75,1,NA,NA,NA,"LC.LP.HF"
"1066","mp.LC.LP.HF.32.rubpar.1","mp","LC","LP","HF",32,"rubpar",31,1,NA,NA,31,"LC.LP.HF"
"1067","mp.LC.LP.HF.32.samrac.1","mp","LC","LP","HF",32,"samrac",60,1,NA,60,60,"LC.LP.HF"
"1068","mp.LC.LP.HF.32.vacmem.1","mp","LC","LP","HF",32,"vacmem",17,1,NA,NA,17,"LC.LP.HF"
"1069","mp.LC.LP.HF.33.poptre.1","mp","LC","LP","HF",33,"poptre",81,1,NA,NA,81,"LC.LP.HF"
"1070","mp.LC.LP.HF.33.rubpar.1","mp","LC","LP","HF",33,"rubpar",34,1,NA,60,34,"LC.LP.HF"
"1071","mp.LC.LP.HF.33.symalb.1","mp","LC","LP","HF",33,"symalb",NA,0,NA,NA,NA,"LC.LP.HF"
"1072","mp.LC.LP.HF.33.vacmem.1","mp","LC","LP","HF",33,"vacmem",15,1,NA,NA,15,"LC.LP.HF"
"1073","mp.LC.LP.HF.34.amealn.1","mp","LC","LP","HF",34,"amealn",25,1,39,31,25,"LC.LP.HF"
"1074","mp.LC.LP.HF.34.loninv.1","mp","LC","LP","HF",34,"loninv",37,1,NA,NA,37,"LC.LP.HF"
"1075","mp.LC.LP.HF.34.poptre.1","mp","LC","LP","HF",34,"poptre",49,1,NA,NA,NA,"LC.LP.HF"
"1076","mp.LC.LP.HF.34.spipyr.1","mp","LC","LP","HF",34,"spipyr",25,1,46,46,31,"LC.LP.HF"
"1077","mp.LC.LP.HF.35.acegla.1","mp","LC","LP","HF",35,"acegla",NA,0,NA,NA,NA,"LC.LP.HF"
"1078","mp.LC.LP.HF.35.corsto.1","mp","LC","LP","HF",35,"corsto",15,1,25,25,25,"LC.LP.HF"
"1079","mp.LC.LP.HF.35.loninv.1","mp","LC","LP","HF",35,"loninv",57,1,NA,NA,57,"LC.LP.HF"
"1080","mp.LC.LP.HF.35.menfer.1","mp","LC","LP","HF",35,"menfer",25,1,NA,25,25,"LC.LP.HF"
"1081","mp.LC.LP.HF.36.corsto.1","mp","LC","LP","HF",36,"corsto",15,1,22,15,15,"LC.LP.HF"
"1082","mp.LC.LP.HF.36.loninv.1","mp","LC","LP","HF",36,"loninv",34,1,NA,NA,34,"LC.LP.HF"
"1083","mp.LC.LP.HF.36.rhoalb.1","mp","LC","LP","HF",36,"rhoalb",19,1,NA,NA,19,"LC.LP.HF"
"1084","mp.LC.LP.HF.36.vibedu.1","mp","LC","LP","HF",36,"vibedu",22,1,NA,NA,22,"LC.LP.HF"
"1085","mp.LC.LP.HF.37.acegla.1","mp","LC","LP","HF",37,"acegla",57,1,NA,NA,57,"LC.LP.HF"
"1086","mp.LC.LP.HF.37.menfer.1","mp","LC","LP","HF",37,"menfer",33,1,NA,NA,33,"LC.LP.HF"
"1087","mp.LC.LP.HF.37.rubpar.1","mp","LC","LP","HF",37,"rubpar",17,1,NA,19,17,"LC.LP.HF"
"1088","mp.LC.LP.HF.37.sorsco.1","mp","LC","LP","HF",37,"sorsco",29,1,NA,NA,29,"LC.LP.HF"
"1089","mp.LC.LP.HF.38.acegla.1","mp","LC","LP","HF",38,"acegla",60,1,NA,NA,60,"LC.LP.HF"
"1090","mp.LC.LP.HF.38.riblac.1","mp","LC","LP","HF",38,"riblac",17,1,NA,17,17,"LC.LP.HF"
"1091","mp.LC.LP.HF.38.spibet.1","mp","LC","LP","HF",38,"spibet",15,1,24,24,24,"LC.LP.HF"
"1092","mp.LC.LP.HF.38.spipyr.1","mp","LC","LP","HF",38,"spipyr",24,1,NA,NA,24,"LC.LP.HF"
"1093","mp.LC.LP.HF.39.corsto.1","mp","LC","LP","HF",39,"corsto",19,1,25,25,19,"LC.LP.HF"
"1094","mp.LC.LP.HF.39.popbal.1","mp","LC","LP","HF",39,"popbal",25,1,NA,46,25,"LC.LP.HF"
"1095","mp.LC.LP.HF.39.samrac.1","mp","LC","LP","HF",39,"samrac",NA,0,NA,NA,NA,"LC.LP.HF"
"1096","mp.LC.LP.HF.39.spibet.1","mp","LC","LP","HF",39,"spibet",15,1,NA,NA,15,"LC.LP.HF"
"1097","mp.LC.LP.HF.4.alninc.1","mp","LC","LP","HF",4,"alninc",22,1,27,24,22,"LC.LP.HF"
