"lab2","population","treatment","flask","species","tbb","nl","latbb80","latbb50","latbb1"
"sm.HC.HP.HF.2.vibedu.1","sm","HC.HP.HF",2,"vibedu",3,1,NA,10,3
"sm.HC.HP.HF.20.riblac.1","sm","HC.HP.HF",20,"riblac",16,1,NA,NA,16
"sm.HC.HP.HF.20.spibet.1","sm","HC.HP.HF",20,"spibet",10,1,NA,10,10
"sm.HC.HP.HF.20.vacmem.1","sm","HC.HP.HF",20,"vacmem",13,1,NA,NA,13
"sm.HC.HP.HF.20.vacmem.2","sm","HC.HP.HF",20,"vacmem",13,1,NA,NA,13
"sm.HC.HP.HF.21.amealn.1","sm","HC.HP.HF",21,"amealn",7,1,26,10,10
"sm.HC.HP.HF.21.loninv.1","sm","HC.HP.HF",21,"loninv",7,1,19,7,7
"sm.HC.HP.HF.21.vacmem.1","sm","HC.HP.HF",21,"vacmem",13,1,NA,16,13
"sm.HC.HP.HF.22.betpap.1","sm","HC.HP.HF",22,"betpap",26,1,26,26,26
"sm.HC.HP.HF.22.riblac.1","sm","HC.HP.HF",22,"riblac",13,1,NA,17,13
"sm.HC.HP.HF.22.shecan.1","sm","HC.HP.HF",22,"shecan",19,1,NA,40,23
"sm.HC.HP.HF.22.symalb.1","sm","HC.HP.HF",22,"symalb",13,1,NA,NA,13
"sm.HC.HP.HF.23.betpap.1","sm","HC.HP.HF",23,"betpap",19,1,19,19,19
"sm.HC.HP.HF.23.popbal.1","sm","HC.HP.HF",23,"popbal",23,1,NA,NA,NA
"sm.HC.HP.HF.23.spibet.1","sm","HC.HP.HF",23,"spibet",10,1,NA,28,10
"sm.HC.HP.HF.24.alnvir.1","sm","HC.HP.HF",24,"alnvir",31,1,63,37,31
"sm.HC.HP.HF.24.alnvir.2","sm","HC.HP.HF",24,"alnvir",34,1,37,34,34
"sm.HC.HP.HF.24.symalb.1","sm","HC.HP.HF",24,"symalb",13,1,NA,NA,13
"sm.HC.HP.HF.24.vacmem.1","sm","HC.HP.HF",24,"vacmem",17,1,NA,23,17
"sm.HC.HP.HF.25.betpap.1","sm","HC.HP.HF",25,"betpap",23,1,23,23,23
"sm.HC.HP.HF.25.corsto.1","sm","HC.HP.HF",25,"corsto",7,1,10,7,7
"sm.HC.HP.HF.25.poptre.1","sm","HC.HP.HF",25,"poptre",16,1,NA,NA,NA
"sm.HC.HP.HF.25.rubpar.1","sm","HC.HP.HF",25,"rubpar",23,1,NA,40,23
"sm.HC.HP.HF.26.menfer.1","sm","HC.HP.HF",26,"menfer",22,1,54,34,22
"sm.HC.HP.HF.26.menfer.2","sm","HC.HP.HF",26,"menfer",26,1,NA,NA,26
"sm.HC.HP.HF.26.rubpar.1","sm","HC.HP.HF",26,"rubpar",13,1,NA,19,13
"sm.HC.HP.HF.26.shecan.1","sm","HC.HP.HF",26,"shecan",16,1,57,31,16
"sm.HC.HP.HF.27.acegla.1","sm","HC.HP.HF",27,"acegla",23,1,NA,37,23
"sm.HC.HP.HF.27.betpap.1","sm","HC.HP.HF",27,"betpap",19,1,19,19,19
"sm.HC.HP.HF.27.sorsco.1","sm","HC.HP.HF",27,"sorsco",10,1,NA,NA,NA
"sm.HC.HP.HF.27.vacmem.1","sm","HC.HP.HF",27,"vacmem",13,1,NA,NA,13
"sm.HC.HP.HF.28.popbal.1","sm","HC.HP.HF",28,"popbal",22,1,26,22,22
"sm.HC.HP.HF.28.riblac.1","sm","HC.HP.HF",28,"riblac",10,1,NA,16,10
"sm.HC.HP.HF.28.shecan.1","sm","HC.HP.HF",28,"shecan",22,1,NA,42,22
"sm.HC.HP.HF.28.vacmem.1","sm","HC.HP.HF",28,"vacmem",10,1,NA,22,10
"sm.HC.HP.HF.28.vibedu.1","sm","HC.HP.HF",28,"vibedu",5,1,NA,NA,5
"sm.HC.HP.HF.29.alnvir.1","sm","HC.HP.HF",29,"alnvir",28,1,NA,34,28
"sm.HC.HP.HF.29.riblac.1","sm","HC.HP.HF",29,"riblac",16,1,NA,54,16
"sm.HC.HP.HF.29.spipyr.1","sm","HC.HP.HF",29,"spipyr",7,1,10,7,7
"sm.HC.HP.HF.3.alnvir.1","sm","HC.HP.HF",3,"alnvir",34,1,37,34,34
"sm.HC.HP.HF.3.alnvir.2","sm","HC.HP.HF",3,"alnvir",37,1,40,40,37
"sm.HC.HP.HF.3.popbal.1","sm","HC.HP.HF",3,"popbal",17,1,19,19,19
"sm.HC.HP.HF.3.sorsco.1","sm","HC.HP.HF",3,"sorsco",5,1,NA,NA,NA
"sm.HC.HP.HF.30.alninc.1","sm","HC.HP.HF",30,"alninc",22,1,28,25,22
"sm.HC.HP.HF.30.alnvir.1","sm","HC.HP.HF",30,"alnvir",19,1,NA,40,28
"sm.HC.HP.HF.30.corsto.1","sm","HC.HP.HF",30,"corsto",7,1,7,7,7
"sm.HC.HP.HF.30.vibedu.1","sm","HC.HP.HF",30,"vibedu",0,1,NA,22,3
"sm.HC.HP.HF.31.acegla.1","sm","HC.HP.HF",31,"acegla",26,1,NA,31,26
"sm.HC.HP.HF.31.alninc.1","sm","HC.HP.HF",31,"alninc",NA,0,NA,NA,NA
"sm.HC.HP.HF.31.riblac.1","sm","HC.HP.HF",31,"riblac",10,1,NA,NA,12
"sm.HC.HP.HF.31.riblac.2","sm","HC.HP.HF",31,"riblac",10,1,NA,12,12
"sm.HC.HP.HF.32.loninv.1","sm","HC.HP.HF",32,"loninv",10,1,NA,10,10
"sm.HC.HP.HF.32.spipyr.1","sm","HC.HP.HF",32,"spipyr",10,1,10,10,10
"sm.HC.HP.HF.32.vacmem.1","sm","HC.HP.HF",32,"vacmem",13,1,NA,NA,13
"sm.HC.HP.HF.33.corsto.1","sm","HC.HP.HF",33,"corsto",7,1,10,7,7
"sm.HC.HP.HF.33.poptre.1","sm","HC.HP.HF",33,"poptre",23,1,NA,NA,NA
"sm.HC.HP.HF.33.shecan.1","sm","HC.HP.HF",33,"shecan",23,1,28,28,23
"sm.HC.HP.HF.33.spibet.1","sm","HC.HP.HF",33,"spibet",10,1,NA,NA,NA
"sm.HC.HP.HF.33.spipyr.1","sm","HC.HP.HF",33,"spipyr",7,1,NA,7,7
"sm.HC.HP.HF.34.amealn.1","sm","HC.HP.HF",34,"amealn",10,1,10,10,10
"sm.HC.HP.HF.34.corsto.1","sm","HC.HP.HF",34,"corsto",12,1,16,16,12
"sm.HC.HP.HF.34.rubpar.1","sm","HC.HP.HF",34,"rubpar",31,1,NA,34,31
"sm.HC.HP.HF.34.vibedu.1","sm","HC.HP.HF",34,"vibedu",3,1,NA,23,3
"sm.HC.HP.HF.35.betpap.1","sm","HC.HP.HF",35,"betpap",19,1,19,19,19
"sm.HC.HP.HF.35.loninv.1","sm","HC.HP.HF",35,"loninv",10,1,25,12,10
"sm.HC.HP.HF.35.rubpar.1","sm","HC.HP.HF",35,"rubpar",25,1,NA,31,25
"sm.HC.HP.HF.36.alninc.1","sm","HC.HP.HF",36,"alninc",17,1,22,19,17
"sm.HC.HP.HF.36.loninv.1","sm","HC.HP.HF",36,"loninv",7,1,NA,NA,7
"sm.HC.HP.HF.36.menfer.1","sm","HC.HP.HF",36,"menfer",22,1,31,22,22
"sm.HC.HP.HF.36.spipyr.1","sm","HC.HP.HF",36,"spipyr",13,1,NA,NA,NA
"sm.HC.HP.HF.37.acegla.1","sm","HC.HP.HF",37,"acegla",42,1,NA,NA,42
"sm.HC.HP.HF.37.corsto.1","sm","HC.HP.HF",37,"corsto",10,1,13,13,10
"sm.HC.HP.HF.37.rubpar.1","sm","HC.HP.HF",37,"rubpar",16,1,NA,16,16
"sm.HC.HP.HF.37.sorsco.1","sm","HC.HP.HF",37,"sorsco",4,1,NA,NA,NA
"sm.HC.HP.HF.38.amealn.1","sm","HC.HP.HF",38,"amealn",19,1,34,31,19
"sm.HC.HP.HF.38.menfer.1","sm","HC.HP.HF",38,"menfer",37,1,NA,60,37
"sm.HC.HP.HF.38.shecan.1","sm","HC.HP.HF",38,"shecan",17,1,28,28,17
"sm.HC.HP.HF.38.spipyr.1","sm","HC.HP.HF",38,"spipyr",13,1,NA,13,13
"sm.HC.HP.HF.39.acegla.1","sm","HC.HP.HF",39,"acegla",26,1,26,26,26
"sm.HC.HP.HF.39.alnvir.1","sm","HC.HP.HF",39,"alnvir",19,1,NA,NA,19
"sm.HC.HP.HF.39.spibet.1","sm","HC.HP.HF",39,"spibet",10,1,10,10,10
"sm.HC.HP.HF.39.spibet.2","sm","HC.HP.HF",39,"spibet",10,1,10,10,10
"sm.HC.HP.HF.4.alninc.1","sm","HC.HP.HF",4,"alninc",16,1,26,23,23
"sm.HC.HP.HF.4.amealn.1","sm","HC.HP.HF",4,"amealn",5,1,16,5,5
"sm.HC.HP.HF.4.sorsco.1","sm","HC.HP.HF",4,"sorsco",13,1,NA,NA,NA
"sm.HC.HP.HF.40.acegla.1","sm","HC.HP.HF",40,"acegla",17,1,34,17,17
"sm.HC.HP.HF.40.sorsco.1","sm","HC.HP.HF",40,"sorsco",7,1,NA,NA,NA
"sm.HC.HP.HF.40.spipyr.1","sm","HC.HP.HF",40,"spipyr",7,1,7,7,7
"sm.HC.HP.HF.40.symalb.1","sm","HC.HP.HF",40,"symalb",13,1,NA,13,13
"sm.HC.HP.HF.5.acegla.1","sm","HC.HP.HF",5,"acegla",54,1,NA,NA,NA
"sm.HC.HP.HF.5.alnvir.1","sm","HC.HP.HF",5,"alnvir",31,1,NA,42,31
"sm.HC.HP.HF.5.corsto.1","sm","HC.HP.HF",5,"corsto",7,1,10,7,7
"sm.HC.HP.HF.5.riblac.1","sm","HC.HP.HF",5,"riblac",12,1,22,22,12
"sm.HC.HP.HF.6.amealn.1","sm","HC.HP.HF",6,"amealn",7,1,10,10,7
"sm.HC.HP.HF.6.loninv.1","sm","HC.HP.HF",6,"loninv",7,1,NA,7,7
"sm.HC.HP.HF.6.vibedu.1","sm","HC.HP.HF",6,"vibedu",0,1,NA,3,3
"sm.HC.HP.HF.6.vibedu.2","sm","HC.HP.HF",6,"vibedu",3,1,NA,10,3
"sm.HC.HP.HF.7.poptre.1","sm","HC.HP.HF",7,"poptre",16,1,34,16,16
"sm.HC.HP.HF.7.riblac.1","sm","HC.HP.HF",7,"riblac",13,1,NA,26,13
"sm.HC.HP.HF.7.shecan.1","sm","HC.HP.HF",7,"shecan",16,1,26,26,16
"sm.HC.HP.HF.7.vacmem.1","sm","HC.HP.HF",7,"vacmem",10,1,NA,19,10
"sm.HC.HP.HF.8.amealn.1","sm","HC.HP.HF",8,"amealn",7,1,25,13,10
"sm.HC.HP.HF.8.betpap.1","sm","HC.HP.HF",8,"betpap",19,1,23,19,19
"sm.HC.HP.HF.8.poptre.1","sm","HC.HP.HF",8,"poptre",31,1,31,31,31
"sm.HC.HP.HF.9.acegla.1","sm","HC.HP.HF",9,"acegla",16,1,NA,NA,NA
"sm.HC.HP.HF.9.sorsco.1","sm","HC.HP.HF",9,"sorsco",13,1,NA,NA,NA
"sm.HC.HP.HF.9.spipyr.1","sm","HC.HP.HF",9,"spipyr",10,1,40,13,10
"sm.HC.HP.LF.1.amealn.1","sm","HC.HP.LF",1,"amealn",13,1,24,16,13
"sm.HC.HP.LF.1.corsto.1","sm","HC.HP.LF",1,"corsto",16,1,NA,16,16
"sm.HC.HP.LF.1.sorsco.1","sm","HC.HP.LF",1,"sorsco",0,1,NA,NA,10
"sm.HC.HP.LF.1.symalb.1","sm","HC.HP.LF",1,"symalb",33,1,36,36,33
"sm.HC.HP.LF.10.amealn.1","sm","HC.HP.LF",10,"amealn",10,1,13,13,13
"sm.HC.HP.LF.10.rubpar.1","sm","HC.HP.LF",10,"rubpar",36,1,NA,39,36
"sm.HC.HP.LF.10.shecan.1","sm","HC.HP.LF",10,"shecan",36,1,NA,NA,36
"sm.HC.HP.LF.10.vibedu.1","sm","HC.HP.LF",10,"vibedu",0,1,NA,20,0
"sm.HC.HP.LF.11.betpap.1","sm","HC.HP.LF",11,"betpap",27,1,27,27,27
"sm.HC.HP.LF.11.riblac.1","sm","HC.HP.LF",11,"riblac",16,1,NA,20,16
"sm.HC.HP.LF.11.vibedu.1","sm","HC.HP.LF",11,"vibedu",4,1,NA,NA,NA
"sm.HC.HP.LF.12.popbal.1","sm","HC.HP.LF",12,"popbal",36,1,NA,NA,NA
"sm.HC.HP.LF.12.poptre.1","sm","HC.HP.LF",12,"poptre",24,1,NA,NA,NA
"sm.HC.HP.LF.12.shecan.1","sm","HC.HP.LF",12,"shecan",30,1,61,49,30
"sm.HC.HP.LF.13.acegla.1","sm","HC.HP.LF",13,"acegla",76,1,NA,NA,76
"sm.HC.HP.LF.13.amealn.1","sm","HC.HP.LF",13,"amealn",7,1,10,10,7
"sm.HC.HP.LF.13.betpap.1","sm","HC.HP.LF",13,"betpap",24,1,24,24,24
"sm.HC.HP.LF.13.sorsco.1","sm","HC.HP.LF",13,"sorsco",7,1,27,27,27
"sm.HC.HP.LF.14.amealn.1","sm","HC.HP.LF",14,"amealn",13,1,20,20,16
"sm.HC.HP.LF.14.amealn.2","sm","HC.HP.LF",14,"amealn",13,1,NA,39,13
"sm.HC.HP.LF.14.betpap.1","sm","HC.HP.LF",14,"betpap",24,1,24,24,24
"sm.HC.HP.LF.14.poptre.1","sm","HC.HP.LF",14,"poptre",43,1,NA,NA,NA
"sm.HC.HP.LF.15.alnvir.1","sm","HC.HP.LF",15,"alnvir",36,1,36,36,36
"sm.HC.HP.LF.15.corsto.1","sm","HC.HP.LF",15,"corsto",20,1,24,24,20
"sm.HC.HP.LF.15.menfer.1","sm","HC.HP.LF",15,"menfer",36,1,NA,NA,36
"sm.HC.HP.LF.15.vibedu.1","sm","HC.HP.LF",15,"vibedu",7,1,13,13,7
"sm.HC.HP.LF.16.alnvir.1","sm","HC.HP.LF",16,"alnvir",36,1,NA,NA,42
"sm.HC.HP.LF.16.loninv.1","sm","HC.HP.LF",16,"loninv",13,1,NA,NA,NA
"sm.HC.HP.LF.16.loninv.2","sm","HC.HP.LF",16,"loninv",20,1,NA,NA,20
"sm.HC.HP.LF.16.vacmem.1","sm","HC.HP.LF",16,"vacmem",24,1,NA,NA,24
"sm.HC.HP.LF.17.acegla.1","sm","HC.HP.LF",17,"acegla",27,1,42,30,27
"sm.HC.HP.LF.17.alnvir.1","sm","HC.HP.LF",17,"alnvir",24,1,33,33,24
"sm.HC.HP.LF.17.spipyr.1","sm","HC.HP.LF",17,"spipyr",20,1,36,20,20
"sm.HC.HP.LF.17.vacmem.1","sm","HC.HP.LF",17,"vacmem",13,1,NA,30,13
"sm.HC.HP.LF.18.acegla.1","sm","HC.HP.LF",18,"acegla",20,1,49,39,24
"sm.HC.HP.LF.18.corsto.1","sm","HC.HP.LF",18,"corsto",20,1,NA,NA,20
"sm.HC.HP.LF.18.symalb.1","sm","HC.HP.LF",18,"symalb",20,1,NA,36,20
"sm.HC.HP.LF.18.vacmem.1","sm","HC.HP.LF",18,"vacmem",24,1,NA,NA,24
"sm.HC.HP.LF.19.amealn.1","sm","HC.HP.LF",19,"amealn",13,1,NA,NA,24
"sm.HC.HP.LF.19.shecan.1","sm","HC.HP.LF",19,"shecan",0,1,43,33,20
"sm.HC.HP.LF.19.sorsco.1","sm","HC.HP.LF",19,"sorsco",16,1,NA,NA,NA
"sm.HC.HP.LF.19.spibet.1","sm","HC.HP.LF",19,"spibet",20,1,NA,NA,NA
"sm.HC.HP.LF.2.acegla.1","sm","HC.HP.LF",2,"acegla",42,1,NA,55,42
"sm.HC.HP.LF.2.alninc.1","sm","HC.HP.LF",2,"alninc",33,1,39,39,36
"sm.HC.HP.LF.2.alninc.2","sm","HC.HP.LF",2,"alninc",33,1,36,36,33
"sm.HC.HP.LF.2.loninv.1","sm","HC.HP.LF",2,"loninv",4,1,NA,NA,NA
"sm.HC.HP.LF.20.acegla.1","sm","HC.HP.LF",20,"acegla",33,1,NA,NA,NA
"sm.HC.HP.LF.20.popbal.1","sm","HC.HP.LF",20,"popbal",20,1,20,20,20
"sm.HC.HP.LF.20.popbal.2","sm","HC.HP.LF",20,"popbal",20,1,NA,NA,NA
"sm.HC.HP.LF.20.symalb.1","sm","HC.HP.LF",20,"symalb",20,1,NA,39,20
"sm.HC.HP.LF.21.acegla.1","sm","HC.HP.LF",21,"acegla",27,1,NA,NA,NA
"sm.HC.HP.LF.21.popbal.1","sm","HC.HP.LF",21,"popbal",24,1,NA,NA,NA
"sm.HC.HP.LF.21.spibet.1","sm","HC.HP.LF",21,"spibet",19,1,NA,NA,19
"sm.HC.HP.LF.21.vibedu.1","sm","HC.HP.LF",21,"vibedu",9,1,NA,19,9
"sm.HC.HP.LF.22.menfer.1","sm","HC.HP.LF",22,"menfer",73,1,NA,NA,73
"sm.HC.HP.LF.22.menfer.2","sm","HC.HP.LF",22,"menfer",30,1,NA,NA,30
"sm.HC.HP.LF.22.symalb.1","sm","HC.HP.LF",22,"symalb",24,1,43,39,24
"sm.HC.HP.LF.22.vacmem.1","sm","HC.HP.LF",22,"vacmem",24,1,NA,NA,24
"sm.HC.HP.LF.23.betpap.1","sm","HC.HP.LF",23,"betpap",20,1,20,20,20
"sm.HC.HP.LF.23.riblac.1","sm","HC.HP.LF",23,"riblac",20,1,NA,43,20
"sm.HC.HP.LF.23.rubpar.1","sm","HC.HP.LF",23,"rubpar",27,1,NA,27,27
"sm.HC.HP.LF.23.symalb.1","sm","HC.HP.LF",23,"symalb",27,1,NA,33,27
"sm.HC.HP.LF.24.acegla.1","sm","HC.HP.LF",24,"acegla",27,1,42,42,30
"sm.HC.HP.LF.24.menfer.1","sm","HC.HP.LF",24,"menfer",73,1,NA,NA,73
"sm.HC.HP.LF.24.popbal.1","sm","HC.HP.LF",24,"popbal",27,1,36,36,36
"sm.HC.HP.LF.25.acegla.1","sm","HC.HP.LF",25,"acegla",19,1,39,36,19
"sm.HC.HP.LF.25.betpap.1","sm","HC.HP.LF",25,"betpap",24,1,27,24,24
"sm.HC.HP.LF.25.corsto.1","sm","HC.HP.LF",25,"corsto",12,1,19,19,12
"sm.HC.HP.LF.25.vibedu.1","sm","HC.HP.LF",25,"vibedu",3,1,NA,36,3
"sm.HC.HP.LF.26.alninc.1","sm","HC.HP.LF",26,"alninc",30,1,36,33,33
"sm.HC.HP.LF.26.alnvir.1","sm","HC.HP.LF",26,"alnvir",33,1,36,36,33
"sm.HC.HP.LF.26.menfer.1","sm","HC.HP.LF",26,"menfer",84,1,NA,NA,84
"sm.HC.HP.LF.26.popbal.1","sm","HC.HP.LF",26,"popbal",27,1,NA,NA,NA
"sm.HC.HP.LF.27.alninc.1","sm","HC.HP.LF",27,"alninc",20,1,30,24,20
"sm.HC.HP.LF.27.corsto.1","sm","HC.HP.LF",27,"corsto",16,1,16,16,16
"sm.HC.HP.LF.27.poptre.1","sm","HC.HP.LF",27,"poptre",36,1,82,36,36
"sm.HC.HP.LF.27.symalb.1","sm","HC.HP.LF",27,"symalb",20,1,27,24,20
"sm.HC.HP.LF.28.corsto.1","sm","HC.HP.LF",28,"corsto",13,1,13,13,13
"sm.HC.HP.LF.28.loninv.1","sm","HC.HP.LF",28,"loninv",13,1,30,20,13
"sm.HC.HP.LF.28.loninv.2","sm","HC.HP.LF",28,"loninv",20,1,20,20,20
"sm.HC.HP.LF.28.rubpar.1","sm","HC.HP.LF",28,"rubpar",27,1,NA,33,27
"sm.HC.HP.LF.29.poptre.1","sm","HC.HP.LF",29,"poptre",5,1,NA,5,5
"sm.HC.HP.LF.29.shecan.1","sm","HC.HP.LF",29,"shecan",24,1,39,30,24
"sm.HC.HP.LF.29.spipyr.1","sm","HC.HP.LF",29,"spipyr",12,1,NA,NA,12
"sm.HC.HP.LF.29.vibedu.1","sm","HC.HP.LF",29,"vibedu",7,1,7,7,7
"sm.HC.HP.LF.3.betpap.1","sm","HC.HP.LF",3,"betpap",33,1,NA,NA,NA
"sm.HC.HP.LF.3.shecan.1","sm","HC.HP.LF",3,"shecan",30,1,46,42,30
"sm.HC.HP.LF.3.vacmem.1","sm","HC.HP.LF",3,"vacmem",20,1,NA,NA,20
"sm.HC.HP.LF.30.corsto.1","sm","HC.HP.LF",30,"corsto",13,1,16,13,13
"sm.HC.HP.LF.30.poptre.1","sm","HC.HP.LF",30,"poptre",NA,0,NA,NA,NA
"sm.HC.HP.LF.30.rubpar.1","sm","HC.HP.LF",30,"rubpar",24,1,NA,30,24
"sm.HC.HP.LF.30.spipyr.1","sm","HC.HP.LF",30,"spipyr",10,1,NA,43,10
"sm.HC.HP.LF.31.alninc.1","sm","HC.HP.LF",31,"alninc",24,1,33,27,27
"sm.HC.HP.LF.31.loninv.1","sm","HC.HP.LF",31,"loninv",0,1,NA,24,0
"sm.HC.HP.LF.31.menfer.1","sm","HC.HP.LF",31,"menfer",49,1,NA,61,49
"sm.HC.HP.LF.31.rubpar.1","sm","HC.HP.LF",31,"rubpar",20,1,30,30,30
"sm.HC.HP.LF.32.alnvir.1","sm","HC.HP.LF",32,"alnvir",27,1,NA,49,30
"sm.HC.HP.LF.32.riblac.1","sm","HC.HP.LF",32,"riblac",0,1,84,49,20
"sm.HC.HP.LF.32.sorsco.1","sm","HC.HP.LF",32,"sorsco",7,1,NA,NA,NA
"sm.HC.HP.LF.32.vacmem.1","sm","HC.HP.LF",32,"vacmem",20,1,NA,30,20
"sm.HC.HP.LF.33.popbal.1","sm","HC.HP.LF",33,"popbal",24,1,NA,30,27
"sm.HC.HP.LF.33.spipyr.1","sm","HC.HP.LF",33,"spipyr",10,1,10,10,10
"sm.HC.HP.LF.34.riblac.1","sm","HC.HP.LF",34,"riblac",19,1,NA,36,20
"sm.HC.HP.LF.34.spipyr.1","sm","HC.HP.LF",34,"spipyr",13,1,NA,NA,13
"sm.HC.HP.LF.34.symalb.1","sm","HC.HP.LF",34,"symalb",33,1,NA,NA,33
"sm.HC.HP.LF.35.alnvir.1","sm","HC.HP.LF",35,"alnvir",27,1,27,27,27
"sm.HC.HP.LF.35.riblac.1","sm","HC.HP.LF",35,"riblac",30,1,NA,NA,36
"sm.HC.HP.LF.35.spibet.1","sm","HC.HP.LF",35,"spibet",13,1,NA,84,13
"sm.HC.HP.LF.36.amealn.1","sm","HC.HP.LF",36,"amealn",7,1,27,12,7
"sm.HC.HP.LF.36.sorsco.1","sm","HC.HP.LF",36,"sorsco",5,1,NA,NA,27
"sm.HC.HP.LF.36.spipyr.1","sm","HC.HP.LF",36,"spipyr",19,1,NA,NA,19
"sm.HC.HP.LF.36.spipyr.2","sm","HC.HP.LF",36,"spipyr",24,1,NA,NA,24
"sm.HC.HP.LF.37.amealn.1","sm","HC.HP.LF",37,"amealn",12,1,20,19,12
"sm.HC.HP.LF.37.poptre.1","sm","HC.HP.LF",37,"poptre",27,1,30,30,30
"sm.HC.HP.LF.37.shecan.1","sm","HC.HP.LF",37,"shecan",27,1,39,27,27
"sm.HC.HP.LF.37.vibedu.1","sm","HC.HP.LF",37,"vibedu",4,1,27,9,4
"sm.HC.HP.LF.38.alninc.1","sm","HC.HP.LF",38,"alninc",27,1,30,30,27
"sm.HC.HP.LF.38.alnvir.1","sm","HC.HP.LF",38,"alnvir",49,1,76,55,49
"sm.HC.HP.LF.38.riblac.1","sm","HC.HP.LF",38,"riblac",20,1,NA,49,24
"sm.HC.HP.LF.38.riblac.2","sm","HC.HP.LF",38,"riblac",27,1,NA,39,27
"sm.HC.HP.LF.39.loninv.1","sm","HC.HP.LF",39,"loninv",13,1,20,13,13
"sm.HC.HP.LF.39.rubpar.1","sm","HC.HP.LF",39,"rubpar",19,1,NA,30,19
"sm.HC.HP.LF.39.symalb.1","sm","HC.HP.LF",39,"symalb",19,1,NA,24,19
"sm.HC.HP.LF.4.alninc.1","sm","HC.HP.LF",4,"alninc",24,1,33,27,24
"sm.HC.HP.LF.4.poptre.1","sm","HC.HP.LF",4,"poptre",27,1,NA,30,30
"sm.HC.HP.LF.4.rubpar.1","sm","HC.HP.LF",4,"rubpar",24,1,NA,27,24
"sm.HC.HP.LF.4.sorsco.1","sm","HC.HP.LF",4,"sorsco",16,1,NA,NA,30
"sm.HC.HP.LF.40.alninc.1","sm","HC.HP.LF",40,"alninc",20,1,20,20,20
"sm.HC.HP.LF.40.alnvir.1","sm","HC.HP.LF",40,"alnvir",27,1,39,39,36
"sm.HC.HP.LF.40.spibet.1","sm","HC.HP.LF",40,"spibet",20,1,20,20,20
"sm.HC.HP.LF.40.vacmem.1","sm","HC.HP.LF",40,"vacmem",NA,0,NA,NA,NA
"sm.HC.HP.LF.5.loninv.1","sm","HC.HP.LF",5,"loninv",4,1,NA,NA,7
"sm.HC.HP.LF.5.popbal.1","sm","HC.HP.LF",5,"popbal",27,1,NA,NA,NA
"sm.HC.HP.LF.5.rubpar.1","sm","HC.HP.LF",5,"rubpar",NA,0,NA,NA,NA
"sm.HC.HP.LF.5.spibet.1","sm","HC.HP.LF",5,"spibet",13,1,NA,13,13
"sm.HC.HP.LF.6.betpap.1","sm","HC.HP.LF",6,"betpap",24,1,24,24,24
"sm.HC.HP.LF.6.corsto.1","sm","HC.HP.LF",6,"corsto",13,1,13,13,13
"sm.HC.HP.LF.6.vibedu.1","sm","HC.HP.LF",6,"vibedu",4,1,NA,9,4
"sm.HC.HP.LF.7.menfer.1","sm","HC.HP.LF",7,"menfer",33,1,73,52,33
"sm.HC.HP.LF.7.spibet.1","sm","HC.HP.LF",7,"spibet",20,1,27,27,27
"sm.HC.HP.LF.7.spipyr.1","sm","HC.HP.LF",7,"spipyr",13,1,39,13,13
"sm.HC.HP.LF.7.vacmem.1","sm","HC.HP.LF",7,"vacmem",20,1,33,24,20
"sm.HC.HP.LF.8.betpap.1","sm","HC.HP.LF",8,"betpap",36,1,NA,NA,NA
"sm.HC.HP.LF.8.riblac.1","sm","HC.HP.LF",8,"riblac",16,1,58,20,16
"sm.HC.HP.LF.8.spibet.1","sm","HC.HP.LF",8,"spibet",10,1,NA,20,10
"sm.HC.HP.LF.9.menfer.1","sm","HC.HP.LF",9,"menfer",42,1,NA,55,42
"sm.HC.HP.LF.9.poptre.1","sm","HC.HP.LF",9,"poptre",36,1,36,36,36
"sm.HC.HP.LF.9.shecan.1","sm","HC.HP.LF",9,"shecan",13,1,27,24,24
"sm.HC.HP.LF.9.spibet.1","sm","HC.HP.LF",9,"spibet",10,1,NA,NA,10
"sm.HC.LP.HF.1.menfer.1","sm","HC.LP.HF",1,"menfer",34,1,NA,51,34
"sm.HC.LP.HF.1.shecan.1","sm","HC.LP.HF",1,"shecan",13,1,19,16,13
"sm.HC.LP.HF.1.spipyr.1","sm","HC.LP.HF",1,"spipyr",10,1,NA,10,10
"sm.HC.LP.HF.1.vibedu.1","sm","HC.LP.HF",1,"vibedu",5,1,NA,7,5
"sm.HC.LP.HF.10.menfer.1","sm","HC.LP.HF",10,"menfer",34,1,NA,60,34
"sm.HC.LP.HF.10.spibet.1","sm","HC.LP.HF",10,"spibet",12,1,12,12,12
"sm.HC.LP.HF.10.vacmem.1","sm","HC.LP.HF",10,"vacmem",13,1,NA,NA,13
"sm.HC.LP.HF.11.alnvir.1","sm","HC.LP.HF",11,"alnvir",42,1,54,54,54
"sm.HC.LP.HF.11.corsto.1","sm","HC.LP.HF",11,"corsto",17,1,NA,23,17
"sm.HC.LP.HF.11.riblac.1","sm","HC.LP.HF",11,"riblac",13,1,NA,34,13
"sm.HC.LP.HF.11.vibedu.1","sm","HC.LP.HF",11,"vibedu",0,1,NA,NA,4
"sm.HC.LP.HF.12.amealn.1","sm","HC.LP.HF",12,"amealn",7,1,19,19,7
"sm.HC.LP.HF.12.corsto.1","sm","HC.LP.HF",12,"corsto",13,1,NA,19,16
"sm.HC.LP.HF.12.loninv.1","sm","HC.LP.HF",12,"loninv",7,1,NA,7,7
