"","lab2","population","chill","photo","force","flask","species","tbb","nl","latbb80","latbb50","latbb1"
"876","mp.LC.HP.LF.26.poptre.1","mp","LC","HP","LF",26,"poptre",78,1,NA,NA,NA
"877","mp.LC.HP.LF.26.rhoalb.1","mp","LC","HP","LF",26,"rhoalb",24,1,NA,NA,24
"878","mp.LC.HP.LF.26.riblac.1","mp","LC","HP","LF",26,"riblac",66,1,NA,NA,66
"879","mp.LC.HP.LF.27.popbal.1","mp","LC","HP","LF",27,"popbal",46,1,57,57,46
"880","mp.LC.HP.LF.27.poptre.1","mp","LC","HP","LF",27,"poptre",NA,0,NA,NA,NA
"881","mp.LC.HP.LF.27.rhoalb.1","mp","LC","HP","LF",27,"rhoalb",22,1,39,24,24
"882","mp.LC.HP.LF.27.riblac.1","mp","LC","HP","LF",27,"riblac",78,1,NA,NA,78
"883","mp.LC.HP.LF.28.menfer.1","mp","LC","HP","LF",28,"menfer",NA,0,NA,NA,NA
"884","mp.LC.HP.LF.28.riblac.1","mp","LC","HP","LF",28,"riblac",NA,0,NA,NA,NA
"885","mp.LC.HP.LF.28.spipyr.1","mp","LC","HP","LF",28,"spipyr",78,1,NA,NA,78
"886","mp.LC.HP.LF.28.spipyr.2","mp","LC","HP","LF",28,"spipyr",NA,0,NA,NA,NA
"887","mp.LC.HP.LF.29.rhoalb.1","mp","LC","HP","LF",29,"rhoalb",21,1,39,24,24
"888","mp.LC.HP.LF.29.riblac.1","mp","LC","HP","LF",29,"riblac",39,1,NA,NA,NA
"889","mp.LC.HP.LF.29.sorsco.1","mp","LC","HP","LF",29,"sorsco",32,1,NA,NA,NA
"890","mp.LC.HP.LF.29.symalb.1","mp","LC","HP","LF",29,"symalb",74,1,NA,NA,74
"891","mp.LC.HP.LF.3.popbal.1","mp","LC","HP","LF",3,"popbal",43,1,NA,48,43
"892","mp.LC.HP.LF.3.rubpar.1","mp","LC","HP","LF",3,"rubpar",28,1,57,45,35
"893","mp.LC.HP.LF.3.spibet.1","mp","LC","HP","LF",3,"spibet",45,1,NA,NA,NA
"894","mp.LC.HP.LF.3.vibedu.1","mp","LC","HP","LF",3,"vibedu",26,1,NA,NA,26
"895","mp.LC.HP.LF.30.alnvir.1","mp","LC","HP","LF",30,"alnvir",75,1,NA,NA,NA
"896","mp.LC.HP.LF.30.alnvir.2","mp","LC","HP","LF",30,"alnvir",61,1,NA,NA,61
"897","mp.LC.HP.LF.30.loninv.1","mp","LC","HP","LF",30,"loninv",NA,0,NA,NA,NA
"898","mp.LC.HP.LF.30.symalb.1","mp","LC","HP","LF",30,"symalb",NA,0,NA,NA,NA
"899","mp.LC.HP.LF.31.corsto.1","mp","LC","HP","LF",31,"corsto",22,1,NA,45,24
"900","mp.LC.HP.LF.31.poptre.1","mp","LC","HP","LF",31,"poptre",61,1,63,61,61
"901","mp.LC.HP.LF.31.spibet.1","mp","LC","HP","LF",31,"spibet",NA,0,NA,NA,NA
"902","mp.LC.HP.LF.31.symalb.1","mp","LC","HP","LF",31,"symalb",55,1,NA,NA,55
"903","mp.LC.HP.LF.32.alnvir.1","mp","LC","HP","LF",32,"alnvir",81,1,NA,NA,81
"904","mp.LC.HP.LF.32.loninv.1","mp","LC","HP","LF",32,"loninv",NA,0,NA,NA,NA
"905","mp.LC.HP.LF.32.riblac.1","mp","LC","HP","LF",32,"riblac",NA,0,NA,NA,NA
"906","mp.LC.HP.LF.32.symalb.1","mp","LC","HP","LF",32,"symalb",66,1,NA,NA,66
"907","mp.LC.HP.LF.33.alninc.1","mp","LC","HP","LF",33,"alninc",43,1,45,45,45
"908","mp.LC.HP.LF.33.shecan.1","mp","LC","HP","LF",33,"shecan",4,1,48,43,39
"909","mp.LC.HP.LF.33.sorsco.1","mp","LC","HP","LF",33,"sorsco",26,1,NA,NA,NA
"910","mp.LC.HP.LF.33.vacmem.1","mp","LC","HP","LF",33,"vacmem",NA,0,NA,NA,NA
"911","mp.LC.HP.LF.34.corsto.1","mp","LC","HP","LF",34,"corsto",NA,0,NA,NA,NA
"912","mp.LC.HP.LF.34.loninv.1","mp","LC","HP","LF",34,"loninv",NA,0,NA,NA,NA
"913","mp.LC.HP.LF.34.poptre.1","mp","LC","HP","LF",34,"poptre",NA,0,NA,NA,NA
"914","mp.LC.HP.LF.34.rubpar.1","mp","LC","HP","LF",34,"rubpar",NA,0,NA,NA,NA
"915","mp.LC.HP.LF.35.acegla.1","mp","LC","HP","LF",35,"acegla",NA,0,NA,NA,NA
"916","mp.LC.HP.LF.35.corsto.1","mp","LC","HP","LF",35,"corsto",15,1,37,15,15
"917","mp.LC.HP.LF.35.loninv.1","mp","LC","HP","LF",35,"loninv",NA,0,NA,NA,NA
"918","mp.LC.HP.LF.35.vacmem.1","mp","LC","HP","LF",35,"vacmem",32,1,NA,NA,32
"919","mp.LC.HP.LF.36.acegla.1","mp","LC","HP","LF",36,"acegla",NA,0,NA,NA,NA
"920","mp.LC.HP.LF.36.acegla.2","mp","LC","HP","LF",36,"acegla",26,1,60,53,45
"921","mp.LC.HP.LF.36.amealn.1","mp","LC","HP","LF",36,"amealn",45,1,NA,NA,45
"922","mp.LC.HP.LF.36.vibedu.1","mp","LC","HP","LF",36,"vibedu",34,1,NA,NA,34
"923","mp.LC.HP.LF.37.menfer.1","mp","LC","HP","LF",37,"menfer",61,1,NA,NA,61
"924","mp.LC.HP.LF.37.samrac.1","mp","LC","HP","LF",37,"samrac",19,1,19,19,19
"925","mp.LC.HP.LF.37.shecan.1","mp","LC","HP","LF",37,"shecan",39,1,NA,NA,39
"926","mp.LC.HP.LF.37.vacmem.1","mp","LC","HP","LF",37,"vacmem",38,1,NA,NA,38
"927","mp.LC.HP.LF.38.acegla.1","mp","LC","HP","LF",38,"acegla",61,1,NA,NA,NA
"928","mp.LC.HP.LF.38.acegla.2","mp","LC","HP","LF",38,"acegla",61,1,NA,NA,61
"929","mp.LC.HP.LF.38.rubpar.1","mp","LC","HP","LF",38,"rubpar",45,1,NA,45,45
"930","mp.LC.HP.LF.38.shecan.1","mp","LC","HP","LF",38,"shecan",37,1,45,43,37
"931","mp.LC.HP.LF.39.amealn.1","mp","LC","HP","LF",39,"amealn",28,1,57,57,28
"932","mp.LC.HP.LF.39.menfer.1","mp","LC","HP","LF",39,"menfer",NA,0,NA,NA,NA
"933","mp.LC.HP.LF.39.poptre.1","mp","LC","HP","LF",39,"poptre",66,1,66,66,66
"934","mp.LC.HP.LF.39.spibet.1","mp","LC","HP","LF",39,"spibet",72,1,NA,NA,72
"935","mp.LC.HP.LF.4.alninc.1","mp","LC","HP","LF",4,"alninc",43,1,48,45,45
"936","mp.LC.HP.LF.4.popbal.1","mp","LC","HP","LF",4,"popbal",24,1,NA,75,24
"937","mp.LC.HP.LF.4.spibet.1","mp","LC","HP","LF",4,"spibet",39,1,NA,NA,39
"938","mp.LC.HP.LF.4.spibet.2","mp","LC","HP","LF",4,"spibet",61,1,NA,NA,NA
"939","mp.LC.HP.LF.40.alninc.1","mp","LC","HP","LF",40,"alninc",48,1,48,48,48
"940","mp.LC.HP.LF.40.samrac.1","mp","LC","HP","LF",40,"samrac",57,1,NA,NA,NA
"941","mp.LC.HP.LF.40.shecan.1","mp","LC","HP","LF",40,"shecan",39,1,46,46,39
"942","mp.LC.HP.LF.40.symalb.1","mp","LC","HP","LF",40,"symalb",NA,0,NA,NA,NA
"943","mp.LC.HP.LF.5.loninv.1","mp","LC","HP","LF",5,"loninv",39,1,NA,NA,45
"944","mp.LC.HP.LF.5.riblac.1","mp","LC","HP","LF",5,"riblac",NA,0,NA,NA,NA
"945","mp.LC.HP.LF.5.rubpar.1","mp","LC","HP","LF",5,"rubpar",NA,0,NA,NA,NA
"946","mp.LC.HP.LF.5.samrac.1","mp","LC","HP","LF",5,"samrac",45,1,NA,81,81
"947","mp.LC.HP.LF.6.alninc.1","mp","LC","HP","LF",6,"alninc",48,1,55,55,55
"948","mp.LC.HP.LF.6.alninc.2","mp","LC","HP","LF",6,"alninc",26,1,43,39,38
"949","mp.LC.HP.LF.6.amealn.1","mp","LC","HP","LF",6,"amealn",48,1,NA,NA,48
"950","mp.LC.HP.LF.6.rubpar.1","mp","LC","HP","LF",6,"rubpar",43,1,NA,45,43
"951","mp.LC.HP.LF.7.menfer.1","mp","LC","HP","LF",7,"menfer",NA,0,NA,NA,NA
"952","mp.LC.HP.LF.7.riblac.1","mp","LC","HP","LF",7,"riblac",49,1,NA,NA,49
"953","mp.LC.HP.LF.7.sorsco.1","mp","LC","HP","LF",7,"sorsco",21,1,NA,NA,NA
"954","mp.LC.HP.LF.7.vacmem.1","mp","LC","HP","LF",7,"vacmem",43,1,NA,NA,43
"955","mp.LC.HP.LF.8.amealn.1","mp","LC","HP","LF",8,"amealn",39,1,NA,NA,39
"956","mp.LC.HP.LF.8.corsto.1","mp","LC","HP","LF",8,"corsto",17,1,32,19,17
"957","mp.LC.HP.LF.8.menfer.1","mp","LC","HP","LF",8,"menfer",NA,0,NA,NA,NA
"958","mp.LC.HP.LF.8.popbal.1","mp","LC","HP","LF",8,"popbal",45,1,NA,NA,NA
"959","mp.LC.HP.LF.9.samrac.1","mp","LC","HP","LF",9,"samrac",69,1,NA,NA,NA
"960","mp.LC.HP.LF.9.shecan.1","mp","LC","HP","LF",9,"shecan",37,1,45,39,37
"961","mp.LC.HP.LF.9.spibet.1","mp","LC","HP","LF",9,"spibet",32,1,32,32,32
"962","mp.LC.HP.LF.9.spipyr.1","mp","LC","HP","LF",9,"spipyr",37,1,37,37,37
"963","mp.LC.LP.HF.1.amealn.1","mp","LC","LP","HF",1,"amealn",15,1,22,15,15
"964","mp.LC.LP.HF.1.corsto.1","mp","LC","LP","HF",1,"corsto",9,1,19,15,15
"965","mp.LC.LP.HF.1.riblac.1","mp","LC","LP","HF",1,"riblac",19,1,NA,NA,19
"966","mp.LC.LP.HF.1.symalb.1","mp","LC","LP","HF",1,"symalb",19,1,NA,NA,19
"967","mp.LC.LP.HF.10.alnvir.1","mp","LC","LP","HF",10,"alnvir",34,1,53,42,34
"968","mp.LC.LP.HF.10.riblac.1","mp","LC","LP","HF",10,"riblac",72,1,NA,NA,72
"969","mp.LC.LP.HF.10.sorsco.1","mp","LC","LP","HF",10,"sorsco",15,1,NA,NA,NA
"970","mp.LC.LP.HF.10.spipyr.1","mp","LC","LP","HF",10,"spipyr",31,1,NA,NA,34
"971","mp.LC.LP.HF.11.amealn.1","mp","LC","LP","HF",11,"amealn",17,1,34,22,17
"972","mp.LC.LP.HF.11.poptre.1","mp","LC","LP","HF",11,"poptre",46,1,NA,NA,NA
"973","mp.LC.LP.HF.11.poptre.2","mp","LC","LP","HF",11,"poptre",50,1,NA,NA,NA
"974","mp.LC.LP.HF.11.spipyr.1","mp","LC","LP","HF",11,"spipyr",22,1,29,27,22
"975","mp.LC.LP.HF.12.alnvir.1","mp","LC","LP","HF",12,"alnvir",39,1,NA,75,39
"976","mp.LC.LP.HF.12.amealn.1","mp","LC","LP","HF",12,"amealn",9,1,17,9,9
"977","mp.LC.LP.HF.12.amealn.2","mp","LC","LP","HF",12,"amealn",10,1,10,10,10
"978","mp.LC.LP.HF.12.shecan.1","mp","LC","LP","HF",12,"shecan",26,1,26,26,26
"979","mp.LC.LP.HF.12.spipyr.1","mp","LC","LP","HF",12,"spipyr",17,1,NA,19,17
"980","mp.LC.LP.HF.13.acegla.1","mp","LC","LP","HF",13,"acegla",22,1,NA,NA,NA
"981","mp.LC.LP.HF.13.alninc.1","mp","LC","LP","HF",13,"alninc",22,1,27,24,22
"982","mp.LC.LP.HF.13.riblac.1","mp","LC","LP","HF",13,"riblac",19,1,19,19,19
"983","mp.LC.LP.HF.13.rubpar.1","mp","LC","LP","HF",13,"rubpar",27,1,NA,27,27
"984","mp.LC.LP.HF.14.alninc.1","mp","LC","LP","HF",14,"alninc",27,1,31,31,29
"985","mp.LC.LP.HF.14.shecan.1","mp","LC","LP","HF",14,"shecan",24,1,27,24,24
"986","mp.LC.LP.HF.14.shecan.2","mp","LC","LP","HF",14,"shecan",27,1,27,27,27
"987","mp.LC.LP.HF.14.vibedu.1","mp","LC","LP","HF",14,"vibedu",15,1,NA,NA,15
"988","mp.LC.LP.HF.15.alninc.1","mp","LC","LP","HF",15,"alninc",31,1,37,31,31
"989","mp.LC.LP.HF.15.loninv.1","mp","LC","LP","HF",15,"loninv",15,1,NA,NA,15
"990","mp.LC.LP.HF.15.spibet.1","mp","LC","LP","HF",15,"spibet",15,1,NA,22,17
"991","mp.LC.LP.HF.15.vibedu.1","mp","LC","LP","HF",15,"vibedu",15,1,NA,NA,15
"992","mp.LC.LP.HF.16.alnvir.1","mp","LC","LP","HF",16,"alnvir",33,1,66,66,33
"993","mp.LC.LP.HF.16.corsto.1","mp","LC","LP","HF",16,"corsto",19,1,NA,21,21
"994","mp.LC.LP.HF.16.popbal.1","mp","LC","LP","HF",16,"popbal",27,1,37,29,27
"995","mp.LC.LP.HF.16.spipyr.1","mp","LC","LP","HF",16,"spipyr",19,1,NA,27,19
"996","mp.LC.LP.HF.17.amealn.1","mp","LC","LP","HF",17,"amealn",9,1,19,9,9
"997","mp.LC.LP.HF.17.menfer.1","mp","LC","LP","HF",17,"menfer",72,1,NA,NA,72
"998","mp.LC.LP.HF.17.symalb.1","mp","LC","LP","HF",17,"symalb",40,1,NA,NA,40
"999","mp.LC.LP.HF.17.vacmem.1","mp","LC","LP","HF",17,"vacmem",19,1,NA,NA,25
"1000","mp.LC.LP.HF.18.corsto.1","mp","LC","LP","HF",18,"corsto",15,1,15,15,15
"1001","mp.LC.LP.HF.18.rubpar.1","mp","LC","LP","HF",18,"rubpar",31,1,NA,NA,31
"1002","mp.LC.LP.HF.18.vacmem.1","mp","LC","LP","HF",18,"vacmem",15,1,NA,NA,NA
"1003","mp.LC.LP.HF.18.vibedu.1","mp","LC","LP","HF",18,"vibedu",7,1,NA,NA,37
"1004","mp.LC.LP.HF.19.rhoalb.1","mp","LC","LP","HF",19,"rhoalb",19,1,NA,NA,22
"1005","mp.LC.LP.HF.19.riblac.1","mp","LC","LP","HF",19,"riblac",15,1,NA,NA,69
"1006","mp.LC.LP.HF.19.sorsco.1","mp","LC","LP","HF",19,"sorsco",15,1,NA,NA,NA
"1007","mp.LC.LP.HF.19.sorsco.2","mp","LC","LP","HF",19,"sorsco",22,1,NA,22,22
"1008","mp.LC.LP.HF.2.amealn.1","mp","LC","LP","HF",2,"amealn",15,1,25,21,15
"1009","mp.LC.LP.HF.2.menfer.1","mp","LC","LP","HF",2,"menfer",81,1,NA,NA,81
"1010","mp.LC.LP.HF.2.rubpar.1","mp","LC","LP","HF",2,"rubpar",25,1,NA,40,25
"1011","mp.LC.LP.HF.2.shecan.1","mp","LC","LP","HF",2,"shecan",19,1,21,21,15
"1012","mp.LC.LP.HF.20.rhoalb.1","mp","LC","LP","HF",20,"rhoalb",19,1,NA,NA,22
"1013","mp.LC.LP.HF.20.rhoalb.2","mp","LC","LP","HF",20,"rhoalb",19,1,NA,22,22
"1014","mp.LC.LP.HF.20.samrac.1","mp","LC","LP","HF",20,"samrac",40,1,42,42,40
"1015","mp.LC.LP.HF.20.shecan.1","mp","LC","LP","HF",20,"shecan",15,1,NA,29,19
"1016","mp.LC.LP.HF.21.acegla.1","mp","LC","LP","HF",21,"acegla",39,1,NA,NA,39
"1017","mp.LC.LP.HF.21.popbal.1","mp","LC","LP","HF",21,"popbal",34,1,NA,NA,57
"1018","mp.LC.LP.HF.21.spibet.1","mp","LC","LP","HF",21,"spibet",22,1,22,22,22
"1019","mp.LC.LP.HF.21.symalb.1","mp","LC","LP","HF",21,"symalb",NA,0,NA,NA,NA
"1020","mp.LC.LP.HF.22.alnvir.1","mp","LC","LP","HF",22,"alnvir",39,1,NA,50,46
"1021","mp.LC.LP.HF.22.popbal.1","mp","LC","LP","HF",22,"popbal",26,1,NA,50,27
"1022","mp.LC.LP.HF.22.riblac.1","mp","LC","LP","HF",22,"riblac",50,1,NA,NA,50
"1023","mp.LC.LP.HF.22.shecan.1","mp","LC","LP","HF",22,"shecan",15,1,29,22,15
"1024","mp.LC.LP.HF.23.alnvir.1","mp","LC","LP","HF",23,"alnvir",57,1,78,72,63
"1025","mp.LC.LP.HF.23.loninv.1","mp","LC","LP","HF",23,"loninv",19,1,NA,NA,NA
"1026","mp.LC.LP.HF.23.symalb.1","mp","LC","LP","HF",23,"symalb",15,1,22,17,15
"1027","mp.LC.LP.HF.23.vacmem.1","mp","LC","LP","HF",23,"vacmem",NA,0,NA,NA,NA
"1028","mp.LC.LP.HF.24.acegla.1","mp","LC","LP","HF",24,"acegla",NA,0,NA,NA,NA
"1029","mp.LC.LP.HF.24.loninv.1","mp","LC","LP","HF",24,"loninv",17,1,NA,NA,NA
"1030","mp.LC.LP.HF.24.menfer.1","mp","LC","LP","HF",24,"menfer",57,1,NA,NA,57
"1031","mp.LC.LP.HF.24.vacmem.1","mp","LC","LP","HF",24,"vacmem",17,1,NA,NA,19
"1032","mp.LC.LP.HF.25.spibet.1","mp","LC","LP","HF",25,"spibet",19,1,31,19,19
"1033","mp.LC.LP.HF.25.spibet.2","mp","LC","LP","HF",25,"spibet",19,1,36,22,19
"1034","mp.LC.LP.HF.25.spipyr.1","mp","LC","LP","HF",25,"spipyr",19,1,NA,NA,19
"1035","mp.LC.LP.HF.25.symalb.1","mp","LC","LP","HF",25,"symalb",19,1,36,22,19
"1036","mp.LC.LP.HF.26.corsto.1","mp","LC","LP","HF",26,"corsto",15,1,19,15,15
"1037","mp.LC.LP.HF.26.samrac.1","mp","LC","LP","HF",26,"samrac",57,1,NA,57,57
"1038","mp.LC.LP.HF.26.spibet.1","mp","LC","LP","HF",26,"spibet",15,1,19,19,19
"1039","mp.LC.LP.HF.26.vibedu.1","mp","LC","LP","HF",26,"vibedu",19,1,NA,NA,19
"1040","mp.LC.LP.HF.27.acegla.1","mp","LC","LP","HF",27,"acegla",42,1,NA,NA,42
"1041","mp.LC.LP.HF.27.amealn.1","mp","LC","LP","HF",27,"amealn",19,1,NA,19,19
"1042","mp.LC.LP.HF.27.samrac.1","mp","LC","LP","HF",27,"samrac",27,1,NA,NA,27
"1043","mp.LC.LP.HF.27.vibedu.1","mp","LC","LP","HF",27,"vibedu",21,1,NA,NA,27
"1044","mp.LC.LP.HF.28.rhoalb.1","mp","LC","LP","HF",28,"rhoalb",17,1,29,17,17
"1045","mp.LC.LP.HF.28.riblac.1","mp","LC","LP","HF",28,"riblac",NA,0,NA,NA,NA
"1046","mp.LC.LP.HF.28.samrac.1","mp","LC","LP","HF",28,"samrac",37,1,42,37,37
"1047","mp.LC.LP.HF.28.spibet.1","mp","LC","LP","HF",28,"spibet",17,1,NA,NA,17
"1048","mp.LC.LP.HF.29.loninv.1","mp","LC","LP","HF",29,"loninv",NA,0,NA,NA,NA
"1049","mp.LC.LP.HF.29.menfer.1","mp","LC","LP","HF",29,"menfer",NA,0,NA,NA,NA
"1050","mp.LC.LP.HF.29.popbal.1","mp","LC","LP","HF",29,"popbal",29,1,NA,NA,42
"1051","mp.LC.LP.HF.29.vibedu.1","mp","LC","LP","HF",29,"vibedu",15,1,NA,NA,15
"1052","mp.LC.LP.HF.3.acegla.1","mp","LC","LP","HF",3,"acegla",NA,0,NA,NA,NA
"1053","mp.LC.LP.HF.3.alninc.1","mp","LC","LP","HF",3,"alninc",31,1,31,31,31
"1054","mp.LC.LP.HF.3.rhoalb.1","mp","LC","LP","HF",3,"rhoalb",19,1,19,19,19
"1055","mp.LC.LP.HF.3.vibedu.1","mp","LC","LP","HF",3,"vibedu",21,1,NA,NA,27
"1056","mp.LC.LP.HF.30.loninv.1","mp","LC","LP","HF",30,"loninv",17,1,NA,NA,17
"1057","mp.LC.LP.HF.30.popbal.1","mp","LC","LP","HF",30,"popbal",33,1,NA,60,57
"1058","mp.LC.LP.HF.30.rhoalb.1","mp","LC","LP","HF",30,"rhoalb",22,1,27,27,22
"1059","mp.LC.LP.HF.30.sorsco.1","mp","LC","LP","HF",30,"sorsco",15,1,NA,NA,NA
"1060","mp.LC.LP.HF.30.sorsco.2","mp","LC","LP","HF",30,"sorsco",NA,0,NA,NA,NA
"1061","mp.LC.LP.HF.31.alninc.1","mp","LC","LP","HF",31,"alninc",25,1,36,36,27
"1062","mp.LC.LP.HF.31.poptre.1","mp","LC","LP","HF",31,"poptre",31,1,34,34,31
"1063","mp.LC.LP.HF.31.poptre.2","mp","LC","LP","HF",31,"poptre",34,1,40,34,34
"1064","mp.LC.LP.HF.31.shecan.1","mp","LC","LP","HF",31,"shecan",19,1,27,22,19
"1065","mp.LC.LP.HF.31.sorsco.1","mp","LC","LP","HF",31,"sorsco",15,1,18,18,18
"1066","mp.LC.LP.HF.32.poptre.1","mp","LC","LP","HF",32,"poptre",75,1,NA,NA,NA
"1067","mp.LC.LP.HF.32.rubpar.1","mp","LC","LP","HF",32,"rubpar",31,1,NA,NA,31
"1068","mp.LC.LP.HF.32.samrac.1","mp","LC","LP","HF",32,"samrac",60,1,NA,60,60
"1069","mp.LC.LP.HF.32.vacmem.1","mp","LC","LP","HF",32,"vacmem",17,1,NA,NA,17
"1070","mp.LC.LP.HF.33.poptre.1","mp","LC","LP","HF",33,"poptre",81,1,NA,NA,81
"1071","mp.LC.LP.HF.33.rubpar.1","mp","LC","LP","HF",33,"rubpar",34,1,NA,60,34
"1072","mp.LC.LP.HF.33.symalb.1","mp","LC","LP","HF",33,"symalb",NA,0,NA,NA,NA
"1073","mp.LC.LP.HF.33.vacmem.1","mp","LC","LP","HF",33,"vacmem",15,1,NA,NA,15
"1074","mp.LC.LP.HF.34.amealn.1","mp","LC","LP","HF",34,"amealn",25,1,39,31,25
"1075","mp.LC.LP.HF.34.loninv.1","mp","LC","LP","HF",34,"loninv",37,1,NA,NA,37
"1076","mp.LC.LP.HF.34.poptre.1","mp","LC","LP","HF",34,"poptre",49,1,NA,NA,NA
"1077","mp.LC.LP.HF.34.spipyr.1","mp","LC","LP","HF",34,"spipyr",25,1,46,46,31
"1078","mp.LC.LP.HF.35.acegla.1","mp","LC","LP","HF",35,"acegla",NA,0,NA,NA,NA
"1079","mp.LC.LP.HF.35.corsto.1","mp","LC","LP","HF",35,"corsto",15,1,25,25,25
"1080","mp.LC.LP.HF.35.loninv.1","mp","LC","LP","HF",35,"loninv",57,1,NA,NA,57
"1081","mp.LC.LP.HF.35.menfer.1","mp","LC","LP","HF",35,"menfer",25,1,NA,25,25
"1082","mp.LC.LP.HF.36.corsto.1","mp","LC","LP","HF",36,"corsto",15,1,22,15,15
"1083","mp.LC.LP.HF.36.loninv.1","mp","LC","LP","HF",36,"loninv",34,1,NA,NA,34
"1084","mp.LC.LP.HF.36.rhoalb.1","mp","LC","LP","HF",36,"rhoalb",19,1,NA,NA,19
"1085","mp.LC.LP.HF.36.vibedu.1","mp","LC","LP","HF",36,"vibedu",22,1,NA,NA,22
"1086","mp.LC.LP.HF.37.acegla.1","mp","LC","LP","HF",37,"acegla",57,1,NA,NA,57
"1087","mp.LC.LP.HF.37.menfer.1","mp","LC","LP","HF",37,"menfer",33,1,NA,NA,33
"1088","mp.LC.LP.HF.37.rubpar.1","mp","LC","LP","HF",37,"rubpar",17,1,NA,19,17
"1089","mp.LC.LP.HF.37.sorsco.1","mp","LC","LP","HF",37,"sorsco",29,1,NA,NA,29
"1090","mp.LC.LP.HF.38.acegla.1","mp","LC","LP","HF",38,"acegla",60,1,NA,NA,60
"1091","mp.LC.LP.HF.38.riblac.1","mp","LC","LP","HF",38,"riblac",17,1,NA,17,17
"1092","mp.LC.LP.HF.38.spibet.1","mp","LC","LP","HF",38,"spibet",15,1,24,24,24
"1093","mp.LC.LP.HF.38.spipyr.1","mp","LC","LP","HF",38,"spipyr",24,1,NA,NA,24
"1094","mp.LC.LP.HF.39.corsto.1","mp","LC","LP","HF",39,"corsto",19,1,25,25,19
"1095","mp.LC.LP.HF.39.popbal.1","mp","LC","LP","HF",39,"popbal",25,1,NA,46,25
"1096","mp.LC.LP.HF.39.samrac.1","mp","LC","LP","HF",39,"samrac",NA,0,NA,NA,NA
"1097","mp.LC.LP.HF.39.spibet.1","mp","LC","LP","HF",39,"spibet",15,1,NA,NA,15
"1098","mp.LC.LP.HF.4.alninc.1","mp","LC","LP","HF",4,"alninc",22,1,27,24,22
"1099","mp.LC.LP.HF.4.amealn.1","mp","LC","LP","HF",4,"amealn",27,1,NA,31,27
"1100","mp.LC.LP.HF.4.menfer.1","mp","LC","LP","HF",4,"menfer",NA,0,NA,NA,NA
"1101","mp.LC.LP.HF.4.vacmem.1","mp","LC","LP","HF",4,"vacmem",19,1,NA,NA,19
"1102","mp.LC.LP.HF.40.menfer.1","mp","LC","LP","HF",40,"menfer",78,1,NA,NA,78
"1103","mp.LC.LP.HF.40.rhoalb.1","mp","LC","LP","HF",40,"rhoalb",19,1,NA,37,19
"1104","mp.LC.LP.HF.40.shecan.1","mp","LC","LP","HF",40,"shecan",26,1,NA,NA,26
"1105","mp.LC.LP.HF.40.symalb.1","mp","LC","LP","HF",40,"symalb",63,1,NA,NA,63
"1106","mp.LC.LP.HF.5.popbal.1","mp","LC","LP","HF",5,"popbal",24,1,NA,34,24
"1107","mp.LC.LP.HF.5.rubpar.1","mp","LC","LP","HF",5,"rubpar",22,1,NA,24,24
"1108","mp.LC.LP.HF.5.samrac.1","mp","LC","LP","HF",5,"samrac",27,1,78,37,37
"1109","mp.LC.LP.HF.5.spipyr.1","mp","LC","LP","HF",5,"spipyr",19,1,NA,24,19
"1110","mp.LC.LP.HF.6.alninc.1","mp","LC","LP","HF",6,"alninc",31,1,34,34,31
"1111","mp.LC.LP.HF.6.alninc.2","mp","LC","LP","HF",6,"alninc",31,1,34,31,31
"1112","mp.LC.LP.HF.6.popbal.1","mp","LC","LP","HF",6,"popbal",31,1,31,31,31
"1113","mp.LC.LP.HF.6.riblac.1","mp","LC","LP","HF",6,"riblac",15,1,NA,31,15
"1114","mp.LC.LP.HF.7.alnvir.1","mp","LC","LP","HF",7,"alnvir",57,1,NA,NA,57
"1115","mp.LC.LP.HF.7.corsto.1","mp","LC","LP","HF",7,"corsto",15,1,NA,31,17
"1116","mp.LC.LP.HF.7.poptre.1","mp","LC","LP","HF",7,"poptre",57,1,63,57,57
"1117","mp.LC.LP.HF.7.sorsco.1","mp","LC","LP","HF",7,"sorsco",17,1,NA,NA,NA
"1118","mp.LC.LP.HF.8.alnvir.1","mp","LC","LP","HF",8,"alnvir",57,1,NA,NA,63
"1119","mp.LC.LP.HF.8.alnvir.2","mp","LC","LP","HF",8,"alnvir",66,1,NA,NA,NA
"1120","mp.LC.LP.HF.8.rubpar.1","mp","LC","LP","HF",8,"rubpar",36,1,NA,NA,36
"1121","mp.LC.LP.HF.8.sorsco.1","mp","LC","LP","HF",8,"sorsco",15,1,NA,NA,19
"1122","mp.LC.LP.HF.9.samrac.1","mp","LC","LP","HF",9,"samrac",25,1,60,60,60
"1123","mp.LC.LP.HF.9.sorsco.1","mp","LC","LP","HF",9,"sorsco",25,1,NA,NA,NA
"1124","mp.LC.LP.HF.9.symalb.1","mp","LC","LP","HF",9,"symalb",25,1,NA,NA,25
"1125","mp.LC.LP.HF.9.vacmem.1","mp","LC","LP","HF",9,"vacmem",19,1,NA,NA,19
"1126","mp.LC.LP.LF.1.acegla.1","mp","LC","LP","LF",1,"acegla",NA,0,NA,NA,NA
"1127","mp.LC.LP.LF.1.alninc.1","mp","LC","LP","LF",1,"alninc",43,1,43,43,43
"1128","mp.LC.LP.LF.1.corsto.1","mp","LC","LP","LF",1,"corsto",15,1,19,19,19
"1129","mp.LC.LP.LF.1.spibet.1","mp","LC","LP","LF",1,"spibet",19,1,NA,NA,19
