day,population,treatment,indiv,flask,species,bbch.t,percent.t,count.t,bbch.l,percent.l,bbch2.l,percent2.l,bbch3.l,percent3.l,bud.count,flowering,bbch4.l,percent4.l,
16,sm,LHH,NA,32,rubpar ,0,100,2,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,mp,LHH,NA,33,amealn,3,100,1,1,30,0,70,NA,NA,17,NA,NA,NA,
16,mp,LHH,NA,33,menfer,1,100,4,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,mp,LHH,NA,33,popbal,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,mp,LHH,NA,33,vacmem,1,90,NA,1,30,0,70,NA,NA,NA,NA,NA,NA,
16,sm,LHH,13,33,acegla,1,100,4,0,100,,,,,,,,,
16,sm,LHH, b12,33,spipyr,3,100,1,3,50,1,30,0,20,,,,,
16,sm,LHH,4,33,vibedu,10,100,1,9,20,3,40,1,10,10,,,,
16,sm,LHH,extra,33,vibedu,9,80,5,9,50,1,50,,,2,,3,20,
16,mp,LHH,NA,34,menfer,1,100,10,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,mp,LHH,NA,34,popbal,1,100,1,1,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,mp,LHH,NA,34,rubpar,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,mp,LHH,NA,34,shecan,3,100,2,1,70,0,30,NA,NA,NA,NA,NA,NA,
16,sm,LHH,NA,34,alninc,1,100,1,0,100,NA,NA,NA,NA,8,NA,NA,NA,
16,sm,LHH,NA,34,amealn,1,65,3,10,1,40,0,50,NA,13,NA,NA,NA,
16,sm,LHH,NA,34,riblac,3,100,1,3,20,1,45,0,35,16,NA,NA,NA,
16,sm,LHH,NA,34,vibedu,9,50,2,9,10,7,25,3,65,17,NA,NA,NA,
16,mp,LHH,NA,35,loninv,3,100,1,3,25,1,75,NA,NA,8,NA,NA,NA,
16,mp,LHH,NA,35,popbal,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,mp,LHH,NA,35,spibet,3,100,1,7,75,1,25,NA,NA,NA,NA,NA,NA,
16,mp,LHH,NA,35,vibedu,3,100,1,3,100,NA,NA,NA,NA,12,NA,NA,NA,
16,sm,LHH,NA,35,betpap,0,100,1,0,100,NA,NA,NA,NA,4,NA,NA,NA,
16,sm,LHH,2,35,menfer,1,50,9,1,10,0,90,NA,NA,NA,NA,NA,NA,
16,sm,LHH,11,35,menfer,1,80,11,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,sm,LHH,NA,35,symalb,NA,NA,NA,1,100,NA,NA,NA,NA,20,NA,NA,NA,
16,mp,LHH,NA,36,alnvir,3,100,2,3,55,1,35,0,10,9,NA,NA,NA,
16,mp,LHH,NA,36,menfer,1,100,4,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,mp,LHH,NA,36,poptre,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,mp,LHH,NA,36,rubpar,1,100,1,3,25,1,75,NA,NA,NA,NA,NA,NA,
16,sm,LHH,13,36,acegla,1,100,1,1,75,0,25,,,,,,,
16,sm,LHH,11,36,sorsco,1,100,1,0,100,,,,,,,,,
16,sm,LHH,11,36,vibedu,15,20,5,11,10,9,40,7,5,24,,10,0,
16,sm,LHH,2,36,vibedu,7,33,3,7,30,3,70,,,13,,,,
16,mp,LHH,NA,37,alnvir,3,50,2,3,10,1,60,0,30,10,NA,NA,NA,
16,mp,LHH,NA,37,loninv,1,100,5,0,100,NA,NA,NA,NA,4,NA,NA,NA,
16,mp,LHH,NA,37,poptre,0,100,2,0,100,NA,NA,NA,NA,14,NA,NA,NA,
16,mp,LHH,NA,37,vibedu,3,100,2,3,70,1,30,NA,NA,14,NA,NA,NA,
16,sm,LHH, b,37,popre,0,100,1,0,100,,,,,3,,,,
16,sm,LHH,,37,sorsco,7,33,3,,,,,,,,,0,66,
16,sm,LHH,,37,symalb,NA,NA,NA,1,50,0,50,,,,,,,
16,sm,LHH,3,37,vibedu,7,100,1,11,30,10,30,3,15,7,,,,
16,mp,LHH,NA,38,popbal,1,100,1,1,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,mp,LHH,NA,38,rubpar,0,100,1,1,50,0,50,NA,NA,NA,NA,NA,NA,
16,mp,LHH,NA,38,samrac,3,50,2,3,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,mp,LHH,NA,38,shecan,1,75,3,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,sm,LHH,A,38,spibet,3,100,1,3,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,sm,LHH,unknown,38,spibet,0,100,1,0,100,NA,NA,NA,NA,6,NA,NA,NA,
16,sm,LHH,A,38,symalb,NA,NA,NA,3,50,1,50,NA,NA,NA,NA,NA,NA,
16,sm,LHH,B,38,symalb,NA,NA,NA,3,70,1,30,NA,NA,NA,NA,NA,NA,
16,sm,LHH,NA,38,vacmem,3,100,100,3,20,1,40,0,40,NA,NA,NA,NA,
16,mp,LHH,NA,39,acegla,1,100,2,1,100,NA,NA,NA,NA,6,NA,NA,NA,
16,mp,LHH,NA,39,corsto,10,25,8,7,25,1,75,,,NA,NA,9,75,
16,mp,LHH,NA,39,samrac,1,100,2,1,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,mp,LHH,NA,39,shecan,3,100,1,3,70,7,5,1,25,24,NA,NA,NA,
16,sm,LHH,NA,39,betpap,1,50,2,0,100,NA,NA,NA,NA,5,NA,NA,NA,
16,sm,LHH,NA,39,menfer,1,30,7,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,sm,LHH,NA,39,sorsco,0,100,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16,sm,LHH,NA,39,vacmem,3,90,NA,1,40,0,60,NA,NA,NA,NA,1,10,
16,mp,LHH,NA,40,corsto,9,80,5,9,20,7,10,3,70,11,NA,7,20,
16,mp,LHH,NA,40,rhoalb,1,100,1,0,100,NA,NA,NA,NA,8,NA,NA,NA,
16,mp,LHH,NA,40,rubpar,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,mp,LHH,NA,40,shecan,3,100,1,3,40,1,40,0,20,24,NA,NA,NA,
16,sm,LHH,1,40,alninc,1,100,2,0,100,,,,,8,,,,
16,sm,LHH,5,40,amealn,3,60,3,50,1,30,0,20,,23,,1,40,
16,sm,LHH, cl,40,symalb,NA,NA,NA,3,70,1,30,,,,,,,
16,sm,LHH,4,40,vibedu,11,100,1,11,20,10,5,9,35,,,,,
16,mp,LHL,NA,1,amealn,7,50,6,7,40,1,20,0,40,24,NA,3,50,
16,mp,LHL,NA,1,menfer,1,65,12,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,mp,LHL,NA,1,poptre,0,100,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16,mp,LHL,NA,1,rhoalb,1,100,4,0,100,NA,NA,NA,NA,21,NA,NA,NA,
16,sm,LHL,NA,1,acegla,3,100,1,1,80,NA,NA,NA,NA,NA,NA,NA,NA,
16,sm,LHL,NA,1,corsto,7,100,5,3,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,sm,LHL,NA,1,spibet,1,100,0,3,95,NA,NA,NA,NA,NA,NA,NA,NA,
16,mp,LHL,10,2,popbal,0,100,1,0,100,,,,,,,,,
16,mp,LHL,9,2,rhoalb,1,100,2,1,50,0,50,,,,,,,
16,mp,LHL,2,2,samrac,3,100,1,1,100,,,,,,,,,
16,mp,LHL,7,2,vibedu,3,100,10,3,100,,,,,,,,,
16,sm,LHL,3,2,amealn,3,66,3,25,1,40,0,35,,,,1,33,
16,sm,LHL,10,2,popre,1,45,11,0,100,NA,NS,,,1,,0,55,
16,sm,LHL,7,2,shecan,3,50,2,3,25,1,60,0,15,,,,,
16,sm,LHL, A29,2,spibet,3,100,1,3,75,0,25,,,4,,,,
16,mp,LHL,6,3,popbal,,100,,,,,,,,,,,,
16,mp,LHL,sg,3,rubpar,,100,,,,,,,,,,,,
16,mp,LHL,,3,spibet,,100,,,,,,,,,,,,
16,mp,LHL,atml,3,vibedu,,100,,,,,,,,,,,,
16,sm,LHL,5,3,bepap,0,100,1,0,100,,,,,6,,,,
16,sm,LHL,5,3,loninv,3,100,1,3,50,1,25,0,25,,,,,
16,sm,LHL,8,3,menfer,1,64,14,0,100,,,,,,,,,
16,sm,LHL, cl,3,symalb,,,,1,100,,,,,,,,,
16,mp,LHL,10,4,alninc,,100,,,,,,,,,,,,
16,mp,LHL,2,4,popbal,,100,,,,,,,,,,,,
16,mp,LHL,tml,4,spibet,,100,,,,,,,,,,,,
16,mp,LHL,tml,4,spibet,,100,,,,,,,,,,,,
16,sm,LHL,8- MISSING,4,popbal,NA,NA,NA,NA,,,,,,,,,,
16,sm,LHL, C,4,popre,0,100,5,0,100,,,,,7,,,,
16,Sm,LHL,7,4,shecan,1,100,1,1,100,,,,,,,,,
16,sm,LHL, oc21,4,vacmem,3,10,,3,10,1,35,0,55,,,,,
16,mp,LHL,10,5,loninv,,100,,,,,,,,,,,,
16,mp,LHL,3,5,riblac,,100,,,,,,,,,,,,
16,mp,LHL,tml,5,rubpar,,100,,,,,,,,,,,,
16,mp,LHL,11,5,samrac,,100,,,,,,,,,,,,
16,sm,LHL,5,5,bepap,1,50,2,1,25,0,75,,,8,,,,
16,sm,LHL,5,5,loninv,3,70,7,1,30,0,70,,,34,,1,30,
16,sm,LHL, A,5,popbal,0,100,1,0,100,,,,,,,,,
16,sm,LHL, A34,5,spibet,3,20,5,3,20,1,60,0,20,,,1,80,
16,mp,LHL,3,6,alninc,1,50,2,1,40,0,60,,,8,,,,
16,mp,LHL,4,6,alninc,1,100,3,1,30,0,70,,,15,,,,
16,mp,LHL,6,6,amealn,0,100,4,0,100,,,,,,,,,
16,mp,LHL,9,6,rubpar,0,100,1,0,100,,,,,,,,,
16,sm,LHL,10,6,bepap,1,66,3,1,25,0,75,,,11,,,,
16,sm,LHL,9,6,loninv,3,100,1,3,50,1,30,0,20,,,,,
16,sm,LHL, cl,6,rubpar,0,100,1,0,100,,,,,,,,,
16,sm,LHL, cl,6,rubpar,0,100,1,0,100,,,,,,,,,
16,sm,LHL,7,6,shecan,,100,,,,,,,,,,,,
16,mp,LHL,8,7,menfer,,100,,,,,,,,,,,,
16,mp,LHL,6,7,riblac,,100,,,,,,,,,,,,
16,mp,LHL,13,7,sorsco,,100,,,,,,,,,,,,
16,mp,LHL,11,7,vacmem,,100,,,,,,,,,,,,
16,sm,LHL,6,7,alnvir,,100,,,,,,,,,,,,
16,sm,LHL,12,7,sorsco,,100,,,,,,,,,,,,
16,sm,LHL, oc21,7,vacmem,,100,,,,,,,,,,,,
16,mp,LHL,2,8,amealn,,100,,,,,,,,,,,,
16,mp,LHL,6,8,corsto,,100,,,,,,,,,,,,
16,mp,LHL,8,8,menfer,,100,,,,,,,,,,,,
16,mp,LHL,9,8,popbal,,100,,,,,,,,,,,,
16,sm,LHL,13,8,acegla,3,100,1,3,80,1,20,,,,,,,
16,sm,LHL,9,8,menfer,1,50,13,0,100,,,,,,,,,
16,sm,LHL,12,8,popbal,0,100,1,0,100,,,,,,,,,
16,sm,LHL,3,8,popbal,0,100,1,0,100,,,,,,,,,
16,mp,LHL,8,9,samrac,,100,,,,,,,,,,,,
16,mp,LHL,6,9,shecan,,100,,,,,,,,,,,,
16,mp,LHL,tml,9,spibet,,100,,,,,,,,,,,,
16,mp,LHL,wjt,9,spipyr,,100,,,,,,,,,,,,
16,sm,LHL,13,9,acegla,3,100,2,3,20,1,60,0,20,,,,,
16,sm,LHL,12,9,popbal,0,100,3,NA,NA,NA,,,,,,,,
16,sm,LHL,7,9,sorsco,3,100,1,1,50,0,50,,,,,,,
16,mp,LHL,7,10,acegla,,100,,,,,,,,,,,,
16,mp,LHL,11,10,shecan,,100,,,,,,,,,,,,
16,mp,LHL,,10,spipyr,,100,,,,,,,,,,,,
16,mp,LHL,A,10,vacmem,,100,,,,,,,,,,,,
16,sm,LHL, 3b,10,riblac,,100,,,,,,,,,,,,
16,sm,LHL, 3b,10,riblac,,100,,,,,,,,,,,,
16,sm,LHL,8,10,shecan,,100,,,,,,,,,,,,
16,mp,LHL,8,11,menfer,,100,,,,,,,,,,,,
16,mp,LHL,2,11,shecan,,100,,,,,,,,,,,,
16,mp,LHL,wjt,11,spipyr,,100,,,,,,,,,,,,
16,mp,LHL,tml,11,vacmem,,100,,,,,,,,,,,,
16,sm,LHL,9,11,acegla,,100,,,,,,,,,,,,
16,sm,LHL,4,11,alninc,,100,,,,,,,,,,,,
16,sm,LHL,7,11,amealn,,100,,,,,,,,,,,,
16,sm,LHL,3,11,symalb,,,,,,,,,,,,,,
16,mp,LHL,6,12,amealn,,100,,,,,,,,,,,,
16,mp,LHL,6,12,amealn,,100,,,,,,,,,,,,
16,mp,LHL,9,12,sorsco,,100,,,,,,,,,,,,
16,mp,LHL,9,12,sorsco,,100,,,,,,,,,,,,
16,sm,LHL,NA,12,alninc,1,100,1,1,20,0,80,NA,NA,10,NA,NA,NA,
16,sm,LHL,NA,12,amealn,32,100,2,3,30,1,30,0,40,7,NA,NA,NA,
16,sm,LHL,NA,12,sorsco,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,sm,LHL,NA,12,vibedu,3,100,2,7,15,3,85,NA,NA,14,NA,NA,NA,
16,mp,LHL,3,13,acegla,,,,,,,,,,,,,,
16,mp,LHL,10,13,alninc,,,,,,,,,,,,,,
16,mp,LHL,2,13,shecan,,,,,,,,,,,,,,
16,mp,LHL,wjt,13,spipyr,,,,,,,,,,,,,,
16,sm,LHL,10,13,bepap,,,,,,,,,,,,,,
16,sm,LHL,2,13,menfer,,,,,,,,,,,,,,
16,sm,LHL, cl,13,rubpar,,,,,,,,,,,,,,
16,sm,LHL,1,13,sorsco,,,,,,,,,,,,,,
16,mp,LHL,7,14,acegla,,,,,,,,,,,,,,
16,mp,LHL,10,14,loninv,,,,,,,,,,,,,,
16,mp,LHL,10,14,menfer,,,,,,,,,,,,,,
16,mp,LHL,bski,14,poptre,,,,,,,,,,,,,,
16,sm,LHL,7,14,acegla,,,,,,,,,,,,,,
16,sm,LHL,10,14,alnvir,,,,,,,,,,,,,,
16,sm,LHL, cl,14,rubpar,,,,,,,,,,,,,,
16,sm,LHL, cl,14,rubpar,,,,,,,,,,,,,,
16,mp,LHL,4,15,alninc,,,,,,,,,,,,,,
16,mp,LHL,9,15,rubpar,,,,,,,,,,,,,,
16,mp,LHL,2,15,spipyr,,,,,,,,,,,,,,
16,mp,LHL,2,15,vibedu,,,,,,,,,,,,,,
16,sm,LHL, A,15,corsto,,,,,,,,,,,,,,
16,sm,LHL, C,15,popre,,,,,,,,,,,,,,
16,sm,LHL,,15,symalb,,,,,,,,,,,,,,
16,sm,LHL,,15,symalb,,,,,,,,,,,,,,
16,mp,LHL,10,16,riblac,1,,3,1,60,0,40,,,,,,,
16,mp,LHL,LL,16,symalb,,,,1,100,,,,,,,,,
16,mp,LHL,Tml,16,vacmem,3,100,,3,60,1,30,0,10,,,,,
16,mp,LHL,11,16,vibedu,3,,1,3,100,,,,,8,,,,
16,sm,LHL,NA,16,alnvir,0,100,3,0,100,NA,NA,NA,NA,11,NA,NA,NA,
16,sm,LHL,NA,16,riblac,0,100,5,0,100,NA,NA,NA,NA,32,NA,NA,NA,
16,sm,LHL,NA,16,vibedu,9,33,3,7,40,3,60,NA,NA,13,NA,NA,NA,
16,sm,LHL,NA,16,vibedu,7,33,3,NA,NA,NA,NA,NA,NA,NA,NA,3,33,
16,mp,LHL,1,17,alnvir,3,33,3,1,40,0,60,,,,,1,66,
16,mp,LHL,10,17,popbal,0,100,1,0,100,,,,,,,,,
16,mp,LHL,tml,17,spibet,0,100,1,0,100,,,,,,,,,
16,mp,LHL,eg,17,symalb,,,,1,80,0,20,,,,,,,
16,sm,LHL,NA,17,amealn,1,100,1,1,50,0,50,NA,NA,10,NA,NA,NA,
16,sm,LHL,NA,17,loninv,3,100,2,3,40,1,40,0,20,24,NA,NA,NA,
16,sm,LHL,NA,17,riblac,1,100,1,3,50,1,40,0,10,18,NA,NA,NA,
16,sm,LHL,NA,17,shecan,1,100,1,3,1,20,0,80,NA,NA,NA,NA,NA,
16,sm,LHL,NA,17,vibedu,7,100,1,7,90,3,10,NA,NA,11,NA,NA,NA,
16,mp,LHL,10,18,alninc,,,,,,,,,,,,,,
16,mp,LHL,6,18,popbal,,,,,,,,,,,,,,
16,mp,LHL,8,18,samrac,,,,,,,,,,,,,,
16,mp,LHL,9,18,samrac,,,,,,,,,,,,,,
16,sm,LHL,2,18,acegla,1,,4,1,30,0,70,,,10,,,,
16,sm,LHL,9,18,acegla,1,,3,1,60,0,40,,,12,,,,
16,sm,LHL,2,18,alninc,1,,2,0,100,,,,,9,,,,
16,sm,LHL,12,18,sorsco,7,50,2,0,100,,,,,,1,50,,
16,mp,LHL,NA,19,corsto,3,100,1,3,20,1,80,NA,NA,10,NA,NA,NA,
16,mp,LHL,NA,19,rhoalb,1,100,1,0,100,NA,NA,NA,NA,8,NA,NA,NA,
16,mp,LHL,8,19,vibedu,3,100,1,3,90,1,10,NA,NA,9,NA,NA,NA,
16,mp,LHL,11,19,vibedu,3,100,1,3,75,1,20,0,5,18,NA,NA,NA,
16,sm,LHL,NA,19,loninv,9,80,5,9,15,7,15,3,20,23,NA,7,20,
16,sm,LHL,NA,19,riblac,NA,NA,1,1,15,0,85,NA,NA,NA,NA,NA,NA,
16,sm,LHL,NA,19,spibet,3,100,1,3,100,NA,NA,NA,NA,5,NA,NA,NA,
16,sm,LHL,NA,19,spipyr,1,100,4,3,15,1,50,0,45,32,NA,NA,NA,
16,mp,LHL,1,20,corsto,,,,,,,,,,,,,,
16,mp,LHL,5,20,corsto,,,,,,,,,,,,,,
16,mp,LHL,11,20,rhoalb,,,,,,,,,,,,,,
16,mp,LHL,7,20,vibedu,,,,,,,,,,,,,,
16,sm,LHL, D,20,popre,,,,,,,,,,,,,,
16,sm,LHL,,20,rubpar,,,,,,,,,,,,,,
16,sm,LHL,,20,spibet,,,,,,,,,,,,,,
16,sm,LHL,,20,spipyr,,,,,,,,,,,,,,
16,mp,LHL,4,21,alnvir,,,,,,,,,,,,,,
16,mp,LHL,3,21,rhoalb,,,,,,,,,,,,,,
16,mp,LHL,sg,21,rubpar,,,,,,,,,,,,,,
16,mp,LHL,ll,21,symalb,,,,,,,,,,,,,,
16,sm,LHL,2,21,alnvir,,,,,,,,,,,,,,
16,sm,LHL,3,21,amealn,,,,,,,,,,,,,,
16,sm,LHL,12,21,sorsco,,,,,,,,,,,,,,
16,sm,LHL,26octt,21,vacmem,,,,,,,,,,,,,,
16,mp,LHL,1,22,alnvir,,,,,,,,,,,,,,
16,mp,LHL,3,22,alnvir,,,,,,,,,,,,,,
16,mp,LHL,2,22,samrac,,,,,,,,,,,,,,
16,mp,LHL,tml,22,vacmem,,,,,,,,,,,,,,
16,sm,LHL, A,22,corsto,,,,,,,,,,,,,,
16,sm,LHL,7,22,loninv,,,,,,,,,,,,,,
16,sm,LHL,13,22,menfer,,,,,,,,,,,,,,
16,sm,LHL,8,22,popbal,,,,,,,,,,,,,,
16,mp,LHL,10,23,loninv,,,,,,,,,,,,,,
16,mp,LHL,6,23,poptre,,,,,,,,,,,,,,
16,mp,LHL,tml,23,rubpar,,,,,,,,,,,,,,
16,mp,LHL,Asf,23,sorsco,,,,,,,,,,,,,,
16,sm,LHL, 3b,23,riblac,3,50,6,1,60,0,40,,,,,,,
16,sm,LHL,,23,spibet,3,,1,3,100,,,,,,,,,
16,sm,LHL,,23,spipyr,3,50,4,3,20,1,70,0,10,,,1,50,
16,sm,LHL,3,23,vibedu,7,50,2,9,10,7,25,3,65,,,,,
16,mp,LHL,4,24,amealn,,,,,,,,,,,,,,
16,mp,LHL,9,24,popbal,,,,,,,,,,,,,,
16,mp,LHL,8,24,sorsco,,,,,,,,,,,,,,
16,mp,LHL,13,24,sorsco,,,,,,,,,,,,,,
16,sm,LHL,NA,24,betpap,0,100,1,0,100,NA,NA,NA,NA,4,NA,NA,NA,
16,sm,LHL,NA,24,sorsco,0,100,1,0,100,NA,NA,NA,NA,3,NA,NA,NA,
16,sm,LHL,NA,24,sorsco,0,100,1,0,100,NA,NA,NA,NA,3,NA,NA,NA,
16,sm,LHL,NA,24,vibedu,3,100,1,7,35,3,65,NA,NA,11,NA,NA,NA,
16,mp,LHL,NA,25,corsto,3,100,1,1,100,NA,NA,NA,NA,10,NA,NA,NA,
16,mp,LHL,NA,25,loninv,3,100,1,3,10,1,90,NA,NA,NA,NA,NA,NA,
16,mp,LHL,NA,25,spibet,0,100,1,0,100,NA,NA,NA,NA,9,NA,NA,NA,
16,mp,LHL,NA,25,spipyr,NA,NA,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,sm,LHL,8,25,popbal,,,,,,,,,,,,,,
16,sm,LHL, B,25,popre,,,,,,,,,,,,,,
16,sm,LHL,,25,Shecan,,,,,,,,,,,,,,
16,sm,LHL,,25,spibet,,,,,,,,,,,,,,
16,mp,LHL,4,26,alnvir,,,,,,,,,,,,,,
16,mp,LHL,5,26,poptre,,,,,,,,,,,,,,
16,mp,LHL,3,26,rhoalb,,,,,,,,,,,,,,
16,mp,LHL,10,26,riblac,,,,,,,,,,,,,,
16,sm,LHL,7,26,amealn,,,,,,,,,,,,,,
16,sm,LHL,6,26,bepap,,,,,,,,,,,,,,
16,sm,LHL, w10,26,rubpar,,,,,,,,,,,,,,
16,mp,LHL,6,27,popbal,,,,,,,,,,,,,,
16,mp,LHL,5,27,poptre,,,,,,,,,,,,,,
16,mp,LHL,11,27,rhoalb,,,,,,,,,,,,,,
16,mp,LHL,11,27,riblac,,,,,,,,,,,,,,
16,sm,LHL,6,27,alnvir,,,,,,,,,,,,,,
16,sm,LHL,6,27,amealn,,,,,,,,,,,,,,
16,sm,LHL,12,27,sorsco,,,,,,,,,,,,,,
16,sm,LHL, oc 21,27,vacmem,,,,,,,,,,,,,,
16,mp,LHL,10,28,menfer,,,,,,,,,,,,,,
16,mp,LHL,csf,28,riblac,,,,,,,,,,,,,,
16,mp,LHL,2,28,spipyr,,,,,,,,,,,,,,
16,mp,LHL,2,28,spipyr,,,,,,,,,,,,,,
16,sm,LHL,1,28,alninc,,,,,,,,,,,,,,
16,sm,LHL,11,28,corsto,,,,,,,,,,,,,,
16,sm,LHL,5,28,sorsco,,,,,,,,,,,,,,
16,sm,LHL, A17,28,spibet,,,,,,,,,,,,,,
16,mp,LHL,9,29,rhoalb,,,,,,,,,,,,,,
16,mp,LHL,Dsf,29,riblac,,,,,,,,,,,,,,
16,mp,LHL,9,29,sorsco,,,,,,,,,,,,,,
16,mp,LHL,eg,29,symalb,,,,,,,,,,,,,,
16,sm,LHL,5,29,alninc,,,,,,,,,,,,,,
16,sm,LHL, cl,29,symalb,,,,,,,,,,,,,,
16,sm,LHL, cl,29,vacmem,,,,,,,,,,,,,,
16,sm,LHL, cl,29,vacmem,,,,,,,,,,,,,,
16,mp,LHL,7,30,alnvir,,,,,,,,,,,,,,
16,mp,LHL,5,30,alnvir,,,,,,,,,,,,,,
16,mp,LHL,8,30,loninv,,,,,,,,,,,,,,
16,mp,LHL,9,30,symalb,,,,,,,,,,,,,,
16,sm,LHL,1,30,alninc,,,,,,,,,,,,,,
16,sm,LHL,3,30,amealn,,,,,,,,,,,,,,
16,sm,LHL, C,30,popre,,,,,,,,,,,,,,
16,sm,LHL, B15,30,spipyr,,,,,,,,,,,,,,
16,mp,LHL,5,31,corsto,,,,,,,,,,,,,,
16,mp,LHL,Geg,31,poptre,,,,,,,,,,,,,,
16,mp,LHL,tml,31,spibet,,,,,,,,,,,,,,
16,mp,LHL,eg,31,symalb,,,,,,,,,,,,,,
16,sm,LHL,NA,31,loninv,3,100,1,3,50,1,50,NA,NA,8,NA,NA,NA,
16,sm,LHL,3b,31,riblac,1,100,2,1,60,0,40,NA,NA,24,NA,NA,NA,
16,sm,LHL,9,31,riblac,0,100,1,1,20,0,80,NA,NA,NA,NA,NA,NA,
16,sm,LHL,NA,31,shecan,3,100,2,7,10,3,70,1,20,NA,NA,NA,NA,
16,mp,LHL,5,32,alnvir,,,,,,,,,,,,,,
16,mp,LHL,8,32,loninv,,,,,,,,,,,,,,
16,mp,LHL,11,32,riblac,,,,,,,,,,,,,,
16,mp,LHL,9,32,symalb,,,,,,,,,,,,,,
16,sm,LHL,NA,32,loninv,3,100,1,1,100,NA,NA,NA,NA,10,NA,NA,NA,
16,sm,LHL,NA,32,poptre,0,100,3,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
16,sm,LHL,NA,32,vibedu,7,100,1,9,20,7,20,3,60,14,NA,NA,NA,
16,mp,LHL,4,33,alninc,,,,,,,,,,,,,,
16,mp,LHL,8,33,shecan,,,,,,,,,,,,,,
16,mp,LHL,9,33,sorsco,,,,,,,,,,,,,,
16,mp,LHL,tml,33,vacmem,,,,,,,,,,,,,,
16,sm,LHL,1,33,alninc,,,,,,,,,,,,,,
16,sm,LHL,8,33,popbal,,,,,,,,,,,,,,
16,sm,LHL, b21,33,spipyr,,,,,,,,,,,,,,
16,sm,LHL,2,33,symalb,,,,,,,,,,,,,,
16,mp,LHL,10,34,corsto,,,,,,,,,,,,,,
16,mp,LHL,4,34,loninv,,,,,,,,,,,,,,
16,mp,LHL,Beg-juv,34,poptre,,,,,,,,,,,,,,
16,mp,LHL,sg,34,rubpar,,,,,,,,,,,,,,
16,sm,LHL,2,34,alnvir,,,,,,,,,,,,,,
16,sm,LHL,8,34,menfer,,,,,,,,,,,,,,
16,sm,LHL,8,34,popre,,,,,,,,,,,,,,
16,sm,LHL,11,34,sorsco,,,,,,,,,,,,,,
16,mp,LHL,3,35,acegla,3,25,12,1,60,,,,,18,,1,75,
16,mp,LHL,10,35,corsto,7,,1,7,65,3,35,,,,,,,
16,mp,LHL,10,35,loninv,3,,1,1,100,,,,,6,,,,
16,mp,LHL,LL,35,vacmem,3,100,1,20,0,80,,,,,,,,
16,sm,LHL,11,35,acegla,,,,,,,,,,,,,,
16,sm,LHL, #3,35,menfer,,,,,,,,,,,,,,
16,sm,LHL, cl,35,rubpar,,,,,,,,,,,,,,
16,sm,LHL, b5,35,spipyr,,,,,,,,,,,,,,
16,mp,LHL,11,36,acegla,,,,,,,,,,,,,,
16,mp,LHL,4,36,acegla,,,,,,,,,,,,,,
16,mp,LHL,2,36,amealn,,,,,,,,,,,,,,
16,mp,LHL,11,36,vibedu,,,,,,,,,,,,,,
16,sm,LHL, A,36,corsto,7,,1,3,75,0,25,,,,,,,
16,sm,LHL,13,36,menfer,1,50,20,100,,,,,,,,,,
16,sm,LHL,,36,spipyr,0,,1,3,50,1,20,0,30,,,,,
16,sm,LHL,,36,symalb,,,,1,80,0,20,,,,,,,
16,mp,LHL,7,37,menfer,,,,,,,,,,,,,,
16,mp,LHL,8,37,samrac,,,,,,,,,,,,,,
16,mp,LHL,2,37,shecan,,,,,,,,,,,,,,
16,mp,LHL,11,37,vacmem,,,,,,,,,,,,,,
16,sm,LHL,5,37,alninc,,,,,,,,,,,,,,
16,sm,LHL,1,37,bepap,,,,,,,,,,,,,,
16,sm,LHL, #3,37,menfer,,,,,,,,,,,,,,
16,sm,LHL, oc21`,37,vacmem,,,,,,,,,,,,,,
16,mp,LHL,11,38,acegla,,,,,,,,,,,,,,
16,mp,LHL,11,38,acegla,,,,,,,,,,,,,,
16,mp,LHL,tml,38,rubpar,,,,,,,,,,,,,,
16,mp,LHL,11,38,shecan,,,,,,,,,,,,,,
