site,trt,indiv,flask,species
sm,LC_HP_HF, 3B,2,riblac
sm,LC_HP_HF,13,2,shecan
sm,LC_HP_HF,6,20,alnvir
sm,LC_HP_HF,10,20,bepap
sm,LC_HP_HF, cl,20,rubpar
sm,LC_HP_HF,11,20,sorsco
sm,LC_HP_HF,7,21,amealn
sm,LC_HP_HF,3,21,amealn
sm,LC_HP_HF,5,21,alninc
sm,LC_HP_HF, #3,21,menfer
sm,LC_HP_HF, A,22,corso
sm,LC_HP_HF,3,22,riblac
sm,LC_HP_HF,,22,spibe
sm,LC_HP_HF,,22,spipyr
sm,LC_HP_HF,10,22,shecan
sm,LC_HP_HF,2,23,alnvir
sm,LC_HP_HF,10,23,bepap
sm,LC_HP_HF,8,23,menfer
sm,LC_HP_HF,10,24,acegla
sm,LC_HP_HF,19,24,alnvir
sm,LC_HP_HF,11,24,loninv
sm,LC_HP_HF,12,24,sorsco
sm,LC_HP_HF, C,25,popre
sm,LC_HP_HF,,25,symalb
sm,LC_HP_HF,,25,spipyr
sm,LC_HP_HF, A,25,shecan
sm,LC_HP_HF,2,26,acegla
sm,LC_HP_HF,9,26,acegla
sm,LC_HP_HF,11,26,loninv
sm,LC_HP_HF, D,26,popre
sm,LC_HP_HF,1,27,alninc
sm,LC_HP_HF, C,27,popre
sm,LC_HP_HF,2,27,symalb
sm,LC_HP_HF,9,28,acegla
sm,LC_HP_HF,2,28,alninc
sm,LC_HP_HF,19,28,alnvir
sm,LC_HP_HF, D,28,popre
sm,LC_HP_HF,7,29,shecan
sm,LC_HP_HF,,29,spipyr
sm,LC_HP_HF,,29,spipyr
sm,LC_HP_HF,11,29,shecan
sm,LC_HP_HF,6,3,amealn
sm,LC_HP_HF,10,3,corso
sm,LC_HP_HF,9,3,menfer
sm,LC_HP_HF, A27,3,spibe
sm,LC_HP_HF,12,3,shecan
sm,LC_HP_HF,8,30,popbal
sm,LC_HP_HF,,30,rubpar
sm,LC_HP_HF,,30,spipyr
sm,LC_HP_HF, oc21,30,vacmem
sm,LC_HP_HF,7,31,amealn
sm,LC_HP_HF,5,31,alninc
sm,LC_HP_HF, A,31,bepap
sm,LC_HP_HF, ?,31,loninv
sm,LC_HP_HF,6,32,alnvir
sm,LC_HP_HF,10,32,bepap
sm,LC_HP_HF, onionB,32,popbal
sm,LC_HP_HF, w/10,32,rubpar
sm,LC_HP_HF,13,33,acegla
sm,LC_HP_HF, b12,33,spipyr
sm,LC_HP_HF,4,33,vibedu
sm,LC_HP_HF,1,34,amealn
sm,LC_HP_HF,5,34,alninc
sm,LC_HP_HF,7,34,riblac
sm,LC_HP_HF,2,34,vibedu
sm,LC_HP_HF,6,35,bepap
sm,LC_HP_HF,2,35,menfer
sm,LC_HP_HF,11,35,menfer
sm,LC_HP_HF,,35,symalb
sm,LC_HP_HF,13,36,acegla
sm,LC_HP_HF,11,36,sorsco
sm,LC_HP_HF,11,36,vibedu
sm,LC_HP_HF,2,36,vibedu
sm,LC_HP_HF, b,37,popre
sm,LC_HP_HF,,37,symalb
sm,LC_HP_HF,3,37,vibedu
sm,LC_HP_HF,,38,symalb
sm,LC_HP_HF,,38,symalb
sm,LC_HP_HF,,38,spibe
sm,LC_HP_HF, oc21,38,vacmem
sm,LC_HP_HF,6,39,bepap
sm,LC_HP_HF, #3,39,menfer
sm,LC_HP_HF,11,39,sorsco
sm,LC_HP_HF, oc25,39,vacmem
sm,LC_HP_HF,1,4,menfer
sm,LC_HP_HF,8,4,popbal
sm,LC_HP_HF,,4,spibe
sm,LC_HP_HF,,4,spibe
sm,LC_HP_HF,5,40,amealn
sm,LC_HP_HF,1,40,alninc
sm,LC_HP_HF, cl,40,symalb
sm,LC_HP_HF,4,40,vibedu
sm,LC_HP_HF,6,5,bepap
sm,LC_HP_HF,5,5,loninv
sm,LC_HP_HF, A36,5,spibe
sm,LC_HP_HF,2,5,vibedu
sm,LC_HP_HF,2,6,alnvir
sm,LC_HP_HF, cl,6,symalb
sm,LC_HP_HF,11,6,sorsco
sm,LC_HP_HF,8,6,vacmem
sm,LC_HP_HF,8,7,corso
sm,LC_HP_HF, A,7,corso
sm,LC_HP_HF,8,7,popbal
sm,LC_HP_HF,3,7,riblac
sm,LC_HP_HF,6,8,bepap
sm,LC_HP_HF,10,8,corso
sm,LC_HP_HF, 12(skinny,8,riblac
sm,LC_HP_HF,9,8,riblac
sm,LC_HP_HF,8,9,popre
sm,LC_HP_HF, w10,9,rubpar
sm,LC_HP_HF, oc21,9,vacmem
sm,LC_HP_HF, oc21,9,vacmem
sm,LC_HP_LF,11,1,acegla
sm,LC_HP_LF,11,1,corso
sm,LC_HP_LF, A7,1,spibe
sm,LC_HP_LF, 3b,10,riblac
sm,LC_HP_LF, 3b,10,riblac
sm,LC_HP_LF,8,10,shecan
sm,LC_HP_LF,7,11,amealn
sm,LC_HP_LF,9,11,acegla
sm,LC_HP_LF,4,11,alninc
sm,LC_HP_LF,3,11,symalb
sm,LC_HP_LF,1,12,amealn
sm,LC_HP_LF,1,12,alninc
sm,LC_HP_LF,7,12,sorsco
sm,LC_HP_LF,4,12,vibedu
sm,LC_HP_LF,10,13,bepap
sm,LC_HP_LF,2,13,menfer
sm,LC_HP_LF, cl,13,rubpar
sm,LC_HP_LF,1,13,sorsco
sm,LC_HP_LF,7,14,acegla
sm,LC_HP_LF,10,14,alnvir
sm,LC_HP_LF, cl,14,rubpar
sm,LC_HP_LF, cl,14,rubpar
sm,LC_HP_LF, A,15,corso
sm,LC_HP_LF, C,15,popre
sm,LC_HP_LF,,15,symalb
sm,LC_HP_LF,,15,symalb
sm,LC_HP_LF,2,16,alnvir
sm,LC_HP_LF,2,16,riblac
sm,LC_HP_LF,11,16,sorsco
sm,LC_HP_LF,9,16,vibedu
sm,LC_HP_LF,7,17,amealn
sm,LC_HP_LF,10,17,loninv
sm,LC_HP_LF,3,17,riblac
sm,LC_HP_LF,10,17,vibedu
sm,LC_HP_LF,10,17,shecan
sm,LC_HP_LF,2,18,acegla
sm,LC_HP_LF,9,18,acegla
sm,LC_HP_LF,2,18,alninc
sm,LC_HP_LF,12,18,sorsco
sm,LC_HP_LF,11,19,loninv
sm,LC_HP_LF,3,19,riblac
sm,LC_HP_LF,,19,spibe
sm,LC_HP_LF,,19,spipyr
sm,LC_HP_LF,3,2,amealn
sm,LC_HP_LF,10,2,popre
sm,LC_HP_LF, A29,2,spibe
sm,LC_HP_LF,7,2,shecan
sm,LC_HP_LF, D,20,popre
sm,LC_HP_LF,,20,rubpar
sm,LC_HP_LF,,20,spibe
sm,LC_HP_LF,,20,spipyr
sm,LC_HP_LF,3,21,amealn
sm,LC_HP_LF,2,21,alnvir
sm,LC_HP_LF,12,21,sorsco
sm,LC_HP_LF, A,22,corso
sm,LC_HP_LF,7,22,loninv
sm,LC_HP_LF,13,22,menfer
sm,LC_HP_LF,8,22,popbal
sm,LC_HP_LF, 3b,23,riblac
sm,LC_HP_LF,,23,spibe
sm,LC_HP_LF,,23,spipyr
sm,LC_HP_LF,3,23,vibedu
sm,LC_HP_LF,10,24,bepap
sm,LC_HP_LF,,24,sorsco
sm,LC_HP_LF,,24,sorsco
sm,LC_HP_LF,,24,vibedu
sm,LC_HP_LF,8,25,popbal
sm,LC_HP_LF, B,25,popre
sm,LC_HP_LF,,25,spibe
sm,LC_HP_LF,,25,Shecan
sm,LC_HP_LF,7,26,amealn
sm,LC_HP_LF,6,26,bepap
sm,LC_HP_LF, w10,26,rubpar
sm,LC_HP_LF,,26oc 21,vacmem
sm,LC_HP_LF,6,27,amealn
sm,LC_HP_LF,6,27,alnvir
sm,LC_HP_LF,12,27,sorsco
sm,LC_HP_LF, oc 21,27,vacmem
sm,LC_HP_LF,1,28,alninc
sm,LC_HP_LF,11,28,corso
sm,LC_HP_LF, A17,28,spibe
sm,LC_HP_LF,5,28,sorsco
sm,LC_HP_LF,5,29,alninc
sm,LC_HP_LF, cl,29,symalb
sm,LC_HP_LF, cl,29,vacmem
sm,LC_HP_LF, cl,29,vacmem
sm,LC_HP_LF,5,3,bepap
sm,LC_HP_LF,5,3,loninv
sm,LC_HP_LF,8,3,menfer
sm,LC_HP_LF, cl,3,symalb
sm,LC_HP_LF,3,30,amealn
sm,LC_HP_LF,1,30,alninc
sm,LC_HP_LF, C,30,popre
sm,LC_HP_LF, B15,30,spipyr
sm,LC_HP_LF,10,31,loninv
sm,LC_HP_LF,9,31,riblac
sm,LC_HP_LF, 3b,31,riblac
sm,LC_HP_LF, xx,31,sorsco
sm,LC_HP_LF,11,31,shecan
sm,LC_HP_LF,10,32,loninv
sm,LC_HP_LF, D,32,popre
sm,LC_HP_LF, cx,32,sorsco
sm,LC_HP_LF,3,32,vibedu
sm,LC_HP_LF,1,33,alninc
sm,LC_HP_LF,8,33,popbal
sm,LC_HP_LF,2,33,symalb
sm,LC_HP_LF, b21,33,spipyr
sm,LC_HP_LF,2,34,alnvir
sm,LC_HP_LF,8,34,menfer
sm,LC_HP_LF,8,34,popre
sm,LC_HP_LF,11,34,sorsco
sm,LC_HP_LF,11,35,acegla
sm,LC_HP_LF, #3,35,menfer
sm,LC_HP_LF, cl,35,rubpar
sm,LC_HP_LF, b5,35,spipyr
sm,LC_HP_LF, A,36,corso
sm,LC_HP_LF,13,36,menfer
sm,LC_HP_LF,,36,symalb
sm,LC_HP_LF,,36,spipyr
sm,LC_HP_LF,5,37,alninc
sm,LC_HP_LF,1,37,bepap
sm,LC_HP_LF, #3,37,menfer
sm,LC_HP_LF, oc21`,37,vacmem
sm,LC_HP_LF,6,38,alnvir
sm,LC_HP_LF,10,38,alnvir
sm,LC_HP_LF,12,38,corso
sm,LC_HP_LF,9,38,vibedu
sm,LC_HP_LF, A,39,corso
sm,LC_HP_LF,,39,symalb
sm,LC_HP_LF,,39,spipyr
sm,LC_HP_LF,3,39,vibedu
sm,LC_HP_LF,8,4,popbal
sm,LC_HP_LF, C,4,popre
sm,LC_HP_LF, oc21,4,vacmem
Sm,LC_HP_LF,7,4,shecan
sm,LC_HP_LF,5,40,bepap
sm,LC_HP_LF, b,40,corso
sm,LC_HP_LF, A,40,sorsco
sm,LC_HP_LF, oc 25,40,vacmem
sm,LC_HP_LF,5,5,bepap
sm,LC_HP_LF,5,5,loninv
sm,LC_HP_LF, A,5,popbal
sm,LC_HP_LF, A34,5,spibe
sm,LC_HP_LF,10,6,bepap
sm,LC_HP_LF,9,6,loninv
sm,LC_HP_LF, cl,6,rubpar
sm,LC_HP_LF, cl,6,rubpar
sm,LC_HP_LF,7,6,shecan
sm,LC_HP_LF,6,7,alnvir
sm,LC_HP_LF,12,7,sorsco
sm,LC_HP_LF, oc21,7,vacmem
sm,LC_HP_LF,13,8,acegla
sm,LC_HP_LF,9,8,menfer
sm,LC_HP_LF,12,8,popbal
sm,LC_HP_LF,3,8,popbal
sm,LC_HP_LF,13,9,acegla
sm,LC_HP_LF,12,9,popbal
sm,LC_HP_LF,7,9,sorsco
sm,LC_LP_HF,1,1,amealn
sm,LC_LP_HF,6,1,alnvir
sm,LC_LP_HF, A,1,bepap
sm,LC_LP_HF,11,1,sorsco
sm,LC_LP_HF,11,10,acegla
sm,LC_LP_HF, C,10,popre
sm,LC_LP_HF, cl,10,rubpar
sm,LC_LP_HF, oc21/8,10,vacmem
sm,LC_LP_HF,15,11,acegla
sm,LC_LP_HF, A,11,bepap
sm,LC_LP_HF, cl,11,symalb
sm,LC_LP_HF,2,12,alninc
sm,LC_LP_HF,3,12,alnvir
sm,LC_LP_HF,11,12,corso
sm,LC_LP_HF, b13,12,spipyr
sm,LC_LP_HF,6,13,alnvir
sm,LC_LP_HF,8,13,popre
sm,LC_LP_HF, A23,13,spibe
sm,LC_LP_HF, A24,13,spibe
sm,LC_LP_HF, B,14,popre
sm,LC_LP_HF,9,14,riblac
sm,LC_LP_HF,,14,symalb
sm,LC_LP_HF,,14,spibe
sm,LC_LP_HF, D,15,riblac
sm,LC_LP_HF,,15,rubpar
sm,LC_LP_HF,,15,symalb
sm,LC_LP_HF, A,15,shecan
sm,LC_LP_HF, A,16,corso
sm,LC_LP_HF,13,16,menfer
sm,LC_LP_HF,,16,symalb
sm,LC_LP_HF, oc21,16,vacmem
sm,LC_LP_HF,8,17,popbal
sm,LC_LP_HF,9,17,riblac
sm,LC_LP_HF,,1710,shecan
sm,LC_LP_HF,3,17,vibedu
sm,LC_LP_HF,10,18,loninv
sm,LC_LP_HF,8,18,popbal
sm,LC_LP_HF,11,18,shecan
sm,LC_LP_HF,3,18,vibedu
sm,LC_LP_HF,1,19,alninc
sm,LC_LP_HF,10,19,bepap
sm,LC_LP_HF,7,19,popre
sm,LC_LP_HF, B17,19,spipyr
sm,LC_LP_HF, D,2,riblac
sm,LC_LP_HF, A,2,shecan
sm,LC_LP_HF,,2,symalb
sm,LC_LP_HF, oc21,2,vacmem
sm,LC_LP_HF,5,20,amealn
sm,LC_LP_HF,6,20,alnvir
sm,LC_LP_HF,11,20,sorsco
sm,LC_LP_HF,2,21,alnvir
sm,LC_LP_HF, onion b,21,popbal
sm,LC_LP_HF,8,21,popbal
sm,LC_LP_HF, w/10,21,rubpar
sm,LC_LP_HF,4,22,alninc
sm,LC_LP_HF,2,22,riblac
sm,LC_LP_HF, A18,22,spibe
sm,LC_LP_HF,6,22,vibedu
sm,LC_LP_HF,3,23,amealn
sm,LC_LP_HF, cl,23,rubpar
sm,LC_LP_HF, cl,23,symalb
sm,LC_LP_HF, oc25,23,vacmem
sm,LC_LP_HF,10,24,bepap
sm,LC_LP_HF,9,24,loninv
sm,LC_LP_HF, cl,24,symalb
sm,LC_LP_HF, oc25,24,vacmem
sm,LC_LP_HF,11,25,bepap
sm,LC_LP_HF, C,25,corso
sm,LC_LP_HF,11,25,riblac
sm,LC_LP_HF, A,25,sorsco
sm,LC_LP_HF,11,26,acegla
sm,LC_LP_HF,9,26,corso
sm,LC_LP_HF,2,26,menfer
sm,LC_LP_HF,9,26,menfer
sm,LC_LP_HF,11,27,menfer
sm,LC_LP_HF, D,27,popre
sm,LC_LP_HF, xx,27,sorsco
sm,LC_LP_HF,3,27,vibedu
sm,LC_LP_HF,11,27,shecan
sm,LC_LP_HF,3,28,amealn
sm,LC_LP_HF,9,28,loninv
sm,LC_LP_HF, B31,28,spipyr
sm,LC_LP_HF,8,28,vibedu
sm,LC_LP_HF,10,29,acegla
sm,LC_LP_HF,4,29,alninc
sm,LC_LP_HF, Cl,29,rubpar
sm,LC_LP_HF, spibe7_01,29,spibe
sm,LC_LP_HF,10,3,alnvir
sm,LC_LP_HF,6,3,loninv
sm,LC_LP_HF, w/10,3,rubpar
sm,LC_LP_HF, oc 21,3,vacmem
sm,LC_LP_HF, 3b,30,riblac
sm,LC_LP_HF,,30,spibe
sm,LC_LP_HF,11,30,shecan
Sm,LC_LP_HF,,30,symalb
sm,LC_LP_HF,13,31,acegla
sm,LC_LP_HF, b11,31,spipyr
sm,LC_LP_HF,11,31,sorsco
sm,LC_LP_HF,5,32,alninc
sm,LC_LP_HF,10,32,bepap
sm,LC_LP_HF,4,32,menfer
sm,LC_LP_HF,2,33,alnvir
sm,LC_LP_HF, onion b,33,popbal
sm,LC_LP_HF,8,33,popre
sm,LC_LP_HF, b25,33,spipyr
sm,LC_LP_HF, A,34,corso
sm,LC_LP_HF,7,34,loninv
sm,LC_LP_HF, xx,34,sorsco
sm,LC_LP_HF, oc25,34,vacmem
sm,LC_LP_HF,11,34,shecan
sm,LC_LP_HF,8,35,popbal
sm,LC_LP_HF,,35,symalb
sm,LC_LP_HF,,35,spibe
sm,LC_LP_HF, oc21,35,vacmem
sm,LC_LP_HF,3,36,amealn
sm,LC_LP_HF,10,36,popre
sm,LC_LP_HF,10,36,popre
sm,LC_LP_HF,8,36,vibedu
sm,LC_LP_HF,10,37,loninv
sm,LC_LP_HF,13,37,menfer
sm,LC_LP_HF,6,37,shecan
sm,LC_LP_HF,3,37,vibedu
sm,LC_LP_HF, A,38,amealn
sm,LC_LP_HF, B,38,corso
sm,LC_LP_HF,8,38,vibedu
sm,LC_LP_HF,7,38,shecan
sm,LC_LP_HF,5,39,bepap
sm,LC_LP_HF,9,39,loninv
sm,LC_LP_HF,6,39,menfer
sm,LC_LP_HF,8,39,menfer
sm,LC_LP_HF,11,4,acegla
sm,LC_LP_HF,4,4,corso
sm,LC_LP_HF, b1,4,spipyr
sm,LC_LP_HF, b2,4,spipyr
sm,LC_LP_HF,3,40,alninc
sm,LC_LP_HF,4,40,alninc
sm,LC_LP_HF,12,40,popbal
sm,LC_LP_HF,,40wih 10,rubpar
sm,LC_LP_HF, A,5,amealn
sm,LC_LP_HF, B,5,corso
sm,LC_LP_HF, cl,5,symalb
sm,LC_LP_HF, B32,5,spipyr
sm,LC_LP_HF,7,5,shecan
sm,LC_LP_HF,,6,amealn
sm,LC_LP_HF,,6,alnvir
sm,LC_LP_HF,,6,sorsco
sm,LC_LP_HF,11,7,acegla
sm,LC_LP_HF,8,7,popbal
sm,LC_LP_HF, cl,7,rubpar
sm,LC_LP_HF,15,8,acegla
sm,LC_LP_HF,9,8,bepap
sm,LC_LP_HF,11,8,loninv
sm,LC_LP_HF,8,8,riblac
sm,LC_LP_HF,1,9,alninc
sm,LC_LP_HF, A16,9,spibe
sm,LC_LP_HF,,9,sorsco
sm,LC_LP_HF,,9,sorsco
sm,LC_LP_LF,4,1,alninc
sm,LC_LP_LF,7,1,popre
sm,LC_LP_LF,6,1,vibedu
sm,LC_LP_LF, oc21,1,vacmem
sm,LC_LP_LF,4,10,alninc
sm,LC_LP_LF,11,10,loninv
sm,LC_LP_LF,10,10,riblac
sm,LC_LP_LF,9,10,symalb
sm,LC_LP_LF, B,11,popre
sm,LC_LP_LF, D,11,popre
sm,LC_LP_LF,3,11,vibedu
sm,LC_LP_LF, oc21,11,vacmem
sm,LC_LP_LF, A,12,amealn
sm,LC_LP_LF, c,12,corso
sm,LC_LP_LF,,12,sorsco
sm,LC_LP_LF,,12,sorsco
sm,LC_LP_LF,8,13,popbal
sm,LC_LP_LF,8,13,popbal
sm,LC_LP_LF, oc21,13,vacmem
sm,LC_LP_LF, oc21,13,vacmem
sm,LC_LP_LF,3,14,riblac
sm,LC_LP_LF,3,14,riblac
sm,LC_LP_LF,,14,spipyr
sm,LC_LP_LF, A,14,shecan
sm,LC_LP_LF,1,15,alninc
sm,LC_LP_LF, w/10,15,rubpar
sm,LC_LP_LF, w/10,15,rubpar
sm,LC_LP_LF,3,15,symalb
sm,LC_LP_LF,7,16,amealn
sm,LC_LP_LF,10,16,acegla
sm,LC_LP_LF, A,16,bepap
sm,LC_LP_LF,11,16,vibedu
sm,LC_LP_LF,10,17,loninv
sm,LC_LP_LF,12,17,menfer
sm,LC_LP_LF,,17,rubpar
sm,LC_LP_LF,7,17,shecan
sm,LC_LP_LF,1,18,alninc
sm,LC_LP_LF,8,18,bepap
sm,LC_LP_LF,4,18,popbal
sm,LC_LP_LF, oc21,18,vacmem
sm,LC_LP_LF,11,19,bepap
sm,LC_LP_LF, C,19,corso
sm,LC_LP_LF, A34,19,spibe
sm,LC_LP_LF,,19,sorsco
sm,LC_LP_LF,11,2,acegla
sm,LC_LP_LF,12,2,popbal
sm,LC_LP_LF, cl,2,rubpar
sm,LC_LP_LF, b7,2,spipyr
sm,LC_LP_LF,,20,acegla
sm,LC_LP_LF,,20,spibe
sm,LC_LP_LF,,20,spipyr
sm,LC_LP_LF,13,21,acegla
sm,LC_LP_LF,3,21,popbal
sm,LC_LP_LF, cl,21,rubpar
sm,LC_LP_LF,7,21,sorsco
sm,LC_LP_LF,15,22,acegla
sm,LC_LP_LF,9,22,bepap
sm,LC_LP_LF, #3,22,menfer
sm,LC_LP_LF, CL,22,symalb
sm,LC_LP_LF,1,23,alnvir
sm,LC_LP_LF,10,23,alnvir
sm,LC_LP_LF,9,23,corso
sm,LC_LP_LF, ,23,riblac
sm,LC_LP_LF,5,24,alninc
sm,LC_LP_LF,2,24,alnvir
sm,LC_LP_LF,1,24,menfer
sm,LC_LP_LF,11,24,sorsco
sm,LC_LP_LF,4,25,alninc
sm,LC_LP_LF,7,25,popre
sm,LC_LP_LF, D,25,popre
sm,LC_LP_LF,11,25,sorsco
sm,LC_LP_LF,7,26,acegla
sm,LC_LP_LF,10,26,alnvir
sm,LC_LP_LF, A,26,bepap
sm,LC_LP_LF,9,26,corso
sm,LC_LP_LF, A,27,corso
sm,LC_LP_LF, xx,27,sorsco
sm,LC_LP_LF,,27,spipyr
sm,LC_LP_LF,3,27,vibedu
sm,LC_LP_LF,5,28,bepap
sm,LC_LP_LF,2,28,menfer
sm,LC_LP_LF, cl,28,rubpar
sm,LC_LP_LF,,10,shecan
sm,LC_LP_LF,6,29,amealn
sm,LC_LP_LF,1,29,alnvir
sm,LC_LP_LF,8,29,popbal
sm,LC_LP_LF, D,29,popre
sm,LC_LP_LF,4,3,alninc
sm,LC_LP_LF,9,3,menfer
sm,LC_LP_LF, w/10,3,rubpar
sm,LC_LP_LF,8,30,shecan
sm,LC_LP_LF,10,30,shecan
sm,LC_LP_LF,6,30,shecan
sm,LC_LP_LF, b,30,vibedu
sm,LC_LP_LF,3,31,amealn
sm,LC_LP_LF,5,31,acegla
sm,LC_LP_LF, A4,31,spibe
sm,LC_LP_LF, A5,31,spibe
sm,LC_LP_LF,10,32,alnvir
sm,LC_LP_LF,7,32,bepap
sm,LC_LP_LF,10,32,vacmem
sm,LC_LP_LF,5,33,amealn
sm,LC_LP_LF,11,33,riblac
sm,LC_LP_LF, A,33,sorsco
sm,LC_LP_LF,10,33,shecan
sm,LC_LP_LF,3,34,riblac
sm,LC_LP_LF,,34,rubpar
sm,LC_LP_LF,,34,spibe
sm,LC_LP_LF,,34,spibe
Sm,LC_LP_LF,10,34,shecan
sm,LC_LP_LF,7,35,popre
sm,LC_LP_LF, 3b,35,riblac
sm,LC_LP_LF, xx,35,sorsco
sm,LC_LP_LF,,35,spipyr
sm,LC_LP_LF,10,36,loninv
sm,LC_LP_LF,,36,spipyr
sm,LC_LP_LF,,36,spipyr
sm,LC_LP_LF, oc21,36,vacmem
sm,LC_LP_LF,2,37,alnvir
sm,LC_LP_LF,11,37,loninv
sm,LC_LP_LF,9,37,menfer
sm,LC_LP_LF,3,38,riblac
sm,LC_LP_LF,,38,spibe
sm,LC_LP_LF, B,38,vibedu
Sm,LC_LP_LF,7,38,shecan
sm,LC_LP_LF,10,39,loninv
sm,LC_LP_LF,10,39,loninv
sm,LC_LP_LF,12,39,menfer
sm,LC_LP_LF,,39,symalb
sm,LC_LP_LF,8,4,popbal
sm,LC_LP_LF, bC,4,popre
sm,LC_LP_LF, ,4,symalb
sm,LC_LP_LF,11,4,shecan
sm,LC_LP_LF, A,40,corso
sm,LC_LP_LF,,40,symalb
sm,LC_LP_LF,,40,spibe
sm,LC_LP_LF,3,40,vibedu
sm,LC_LP_LF,1,5,alninc
sm,LC_LP_LF,10,5,bepap
sm,LC_LP_LF,20,5,popbal
sm,LC_LP_LF,8,5,sorsco
sm,LC_LP_LF,19,6,alnvir
sm,LC_LP_LF,8,6,corso
sm,LC_LP_LF,5,6,loninv
sm,LC_LP_LF,3,6,symalb
sm,LC_LP_LF,7,7,amealn
sm,LC_LP_LF,6,7,amealn
sm,LC_LP_LF,9,7,loninv
sm,LC_LP_LF,10,7,shecan
sm,LC_LP_LF, cl,7,symalb
sm,LC_LP_LF,11,8,acegla
sm,LC_LP_LF,4,8,corso
sm,LC_LP_LF, b3,8,spipyr
sm,LC_LP_LF, oc21,8,vacmem
sm,LC_LP_LF,3,9,amealn
sm,LC_LP_LF,2,9,menfer
sm,LC_LP_LF,1,9,sorsco
sm,LC_LP_LF,11,9,vibedu
