site,flask_id,indiv
mp,sorsco_LC_HP_HF_17,14
mp,vibedu_LC_HP_HF_17,10
mp,loninv_LC_HP_HF_18,10
mp,riblac_LC_HP_HF_18,8
mp,spipyr_LC_HP_HF_18,wjt
mp,spipyr_LC_HP_HF_18,wjt
mp,acegla_LC_HP_HF_19,8
mp,alnvir_LC_HP_HF_19,7
mp,alnvir_LC_HP_HF_19,5
mp,samrac_LC_HP_HF_19,8
mp,loninv_LC_HP_HF_2,A
mp,menfer_LC_HP_HF_2,4
mp,poptre_LC_HP_HF_2,Feg
mp,spibet_LC_HP_HF_2,tml
mp,acegla_LC_HP_HF_20,3
mp,rhoalb_LC_HP_HF_20,11
mp,riblac_LC_HP_HF_20,2
mp,spibet_LC_HP_HF_20,tml
mp,acegla_LC_HP_HF_21,4
mp,menfer_LC_HP_HF_21,7
mp,rhoalb_LC_HP_HF_21,11
mp,spipyr_LC_HP_HF_21,
mp,acegla_LC_HP_HF_22,8
mp,alninc_LC_HP_HF_22,9
mp,alninc_LC_HP_HF_22,10
mp,spibet_LC_HP_HF_22,wjt
mp,alnvir_LC_HP_HF_23,4
mp,popbal_LC_HP_HF_23,6
mp,rhoalb_LC_HP_HF_23,11
mp,vacmem_LC_HP_HF_23,A
mp,poptre_LC_HP_HF_24,5
mp,sorsco_LC_HP_HF_24,13
mp,symalb_LC_HP_HF_24,9
mp,vacmem_LC_HP_HF_24,wjt
mp,alninc_LC_HP_HF_25,BLL
mp,amealn_LC_HP_HF_25,7
mp,corsto_LC_HP_HF_25,1
mp,symalb_LC_HP_HF_25,sf
mp,acegla_LC_HP_HF_26,7
mp,alnvir_LC_HP_HF_26,1
mp,vibedu_LC_HP_HF_26,12
mp,vibedu_LC_HP_HF_26,12
mp,alninc_LC_HP_HF_27,10
mp,amealn_LC_HP_HF_27,10
mp,samrac_LC_HP_HF_27,8
mp,spibet_LC_HP_HF_27,tml
mp,acegla_LC_HP_HF_28,8
mp,corsto_LC_HP_HF_28,8
mp,popbal_LC_HP_HF_28,2
mp,vacmem_LC_HP_HF_28,LL
mp,rubpar_LC_HP_HF_29,7
mp,shecan_LC_HP_HF_29,9
mp,shecan_LC_HP_HF_29,10
mp,symalb_LC_HP_HF_29,sf
mp,amealn_LC_HP_HF_3,10
mp,popbal_LC_HP_HF_3,6
mp,poptre_LC_HP_HF_3,5
mp,sorsco_LC_HP_HF_3,13
mp,rubpar_LC_HP_HF_30,7
mp,samrac_LC_HP_HF_30,6
mp,symalb_LC_HP_HF_30,sf
mp,symalb_LC_HP_HF_30,sf
mp,corsto_LC_HP_HF_31,1
mp,riblac_LC_HP_HF_31,sfA
mp,vacmem_LC_HP_HF_31,LL
mp,vacmem_LC_HP_HF_31,LL
mp,alninc_LC_HP_HF_32,10
mp,poptre_LC_HP_HF_32,5
mp,sorsco_LC_HP_HF_32,13
mp,spibet_LC_HP_HF_32,tml
mp,amealn_LC_HP_HF_33,7
mp,menfer_LC_HP_HF_33,4
mp,popbal_LC_HP_HF_33,10
mp,vacmem_LC_HP_HF_33,LL
mp,menfer_LC_HP_HF_34,4
mp,popbal_LC_HP_HF_34,10
mp,rubpar_LC_HP_HF_34,7
mp,shecan_LC_HP_HF_34,9
mp,loninv_LC_HP_HF_35,8
mp,popbal_LC_HP_HF_35,2
mp,spibet_LC_HP_HF_35,tml
mp,vibedu_LC_HP_HF_35,8
mp,alnvir_LC_HP_HF_36,8
mp,menfer_LC_HP_HF_36,4
mp,poptre_LC_HP_HF_36,Feg
mp,rubpar_LC_HP_HF_36,7
mp,alnvir_LC_HP_HF_37,8
mp,loninv_LC_HP_HF_37,A
mp,poptre_LC_HP_HF_37,feg
mp,vibedu_LC_HP_HF_37,10
mp,popbal_LC_HP_HF_38,2
mp,rubpar_LC_HP_HF_38,sg
mp,samrac_LC_HP_HF_38,9
mp,shecan_LC_HP_HF_38,2
mp,acegla_LC_HP_HF_39,8
mp,corsto_LC_HP_HF_39,8
mp,samrac_LC_HP_HF_39,8
mp,shecan_LC_HP_HF_39,2
mp,corsto_LC_HP_HF_4,1
mp,shecan_LC_HP_HF_4,9
mp,shecan_LC_HP_HF_4,10
mp,symalb_LC_HP_HF_4,A eg
mp,corsto_LC_HP_HF_40,8
mp,rhoalb_LC_HP_HF_40,3
mp,rubpar_LC_HP_HF_40,sg
mp,shecan_LC_HP_HF_40,2
mp,alnvir_LC_HP_HF_5,1
mp,loninv_LC_HP_HF_5,A
mp,sorsco_LC_HP_HF_5,14
mp,spipyr_LC_HP_HF_5,2
mp,corsto_LC_HP_HF_6,10
mp,loninv_LC_HP_HF_6,10
mp,riblac_LC_HP_HF_6,8
mp,rubpar_LC_HP_HF_6,sg
mp,riblac_LC_HP_HF_7,2
mp,rubpar_LC_HP_HF_7,sg
mp,spipyr_LC_HP_HF_7,wjt
mp,vibedu_LC_HP_HF_7,11
mp,rhoalb_LC_HP_HF_8,3
mp,riblac_LC_HP_HF_8,2
mp,spibet_LC_HP_HF_8,tml
mp,spipyr_LC_HP_HF_8,wjt
mp,samrac_LC_HP_HF_9,Ase
mp,samrac_LC_HP_HF_9,6
mp,sorsco_LC_HP_HF_9,4
mp,vibedu_LC_HP_HF_9,10
mp,amealn_LC_HP_LF_1,10
mp,menfer_LC_HP_LF_1,8
mp,poptre_LC_HP_LF_1,5
mp,rhoalb_LC_HP_LF_1,1
mp,acegla_LC_HP_LF_10,7
mp,shecan_LC_HP_LF_10,11
mp,spipyr_LC_HP_LF_10,
mp,vacmem_LC_HP_LF_10,A
mp,menfer_LC_HP_LF_11,8
mp,shecan_LC_HP_LF_11,2
mp,spipyr_LC_HP_LF_11,wjt
mp,vacmem_LC_HP_LF_11,tml
mp,amealn_LC_HP_LF_12,6
mp,amealn_LC_HP_LF_12,6
mp,sorsco_LC_HP_LF_12,9
mp,sorsco_LC_HP_LF_12,9
mp,acegla_LC_HP_LF_13,3
mp,alninc_LC_HP_LF_13,10
mp,shecan_LC_HP_LF_13,2
mp,spipyr_LC_HP_LF_13,wjt
mp,acegla_LC_HP_LF_14,7
mp,loninv_LC_HP_LF_14,10
mp,menfer_LC_HP_LF_14,10
mp,poptre_LC_HP_LF_14,bski
mp,alninc_LC_HP_LF_15,4
mp,rubpar_LC_HP_LF_15,9
mp,spipyr_LC_HP_LF_15,2
mp,vibedu_LC_HP_LF_15,2
mp,riblac_LC_HP_LF_16,10
mp,symalb_LC_HP_LF_16,LL
mp,vacmem_LC_HP_LF_16,Tml
mp,vibedu_LC_HP_LF_16,11
mp,alnvir_LC_HP_LF_17,1
mp,popbal_LC_HP_LF_17,10
mp,spibet_LC_HP_LF_17,tml
mp,symalb_LC_HP_LF_17,eg
mp,alninc_LC_HP_LF_18,10
mp,popbal_LC_HP_LF_18,6
mp,samrac_LC_HP_LF_18,8
mp,samrac_LC_HP_LF_18,9
mp,corsto_LC_HP_LF_19,8
mp,rhoalb_LC_HP_LF_19,3
mp,vibedu_LC_HP_LF_19,11
mp,vibedu_LC_HP_LF_19,8
mp,popbal_LC_HP_LF_2,10
mp,rhoalb_LC_HP_LF_2,9
mp,samrac_LC_HP_LF_2,2
mp,vibedu_LC_HP_LF_2,7
mp,corsto_LC_HP_LF_20,1
mp,corsto_LC_HP_LF_20,5
mp,rhoalb_LC_HP_LF_20,11
mp,vibedu_LC_HP_LF_20,7
mp,alnvir_LC_HP_LF_21,4
mp,rhoalb_LC_HP_LF_21,3
mp,rubpar_LC_HP_LF_21,sg
mp,symalb_LC_HP_LF_21,ll
mp,alnvir_LC_HP_LF_22,1
mp,alnvir_LC_HP_LF_22,3
mp,samrac_LC_HP_LF_22,2
mp,vacmem_LC_HP_LF_22,tml
mp,loninv_LC_HP_LF_23,10
mp,poptre_LC_HP_LF_23,6
mp,rubpar_LC_HP_LF_23,tml
mp,sorsco_LC_HP_LF_23,Asf
mp,amealn_LC_HP_LF_24,4
mp,popbal_LC_HP_LF_24,9
mp,sorsco_LC_HP_LF_24,8
mp,sorsco_LC_HP_LF_24,13
mp,corsto_LC_HP_LF_25,1
mp,loninv_LC_HP_LF_25,Atml
mp,spibet_LC_HP_LF_25,
mp,spipyr_LC_HP_LF_25,
mp,alnvir_LC_HP_LF_26,4
mp,poptre_LC_HP_LF_26,5
mp,rhoalb_LC_HP_LF_26,3
mp,riblac_LC_HP_LF_26,10
mp,popbal_LC_HP_LF_27,6
mp,poptre_LC_HP_LF_27,5
mp,rhoalb_LC_HP_LF_27,11
mp,riblac_LC_HP_LF_27,11
mp,menfer_LC_HP_LF_28,10
mp,riblac_LC_HP_LF_28,csf
mp,spipyr_LC_HP_LF_28,2
mp,spipyr_LC_HP_LF_28,2
mp,rhoalb_LC_HP_LF_29,9
mp,riblac_LC_HP_LF_29,Dsf
mp,sorsco_LC_HP_LF_29,9
mp,symalb_LC_HP_LF_29,eg
mp,popbal_LC_HP_LF_3,6
mp,rubpar_LC_HP_LF_3,sg
mp,spibet_LC_HP_LF_3,
mp,vibedu_LC_HP_LF_3,atml
mp,alnvir_LC_HP_LF_30,7
mp,alnvir_LC_HP_LF_30,5
mp,loninv_LC_HP_LF_30,8
mp,symalb_LC_HP_LF_30,9
mp,corsto_LC_HP_LF_31,5
mp,poptre_LC_HP_LF_31,Geg
mp,spibet_LC_HP_LF_31,tml
mp,symalb_LC_HP_LF_31,eg
mp,alnvir_LC_HP_LF_32,5
mp,loninv_LC_HP_LF_32,8
mp,riblac_LC_HP_LF_32,11
mp,symalb_LC_HP_LF_32,9
mp,alninc_LC_HP_LF_33,4
mp,shecan_LC_HP_LF_33,8
mp,sorsco_LC_HP_LF_33,9
mp,vacmem_LC_HP_LF_33,tml
mp,corsto_LC_HP_LF_34,10
mp,loninv_LC_HP_LF_34,4
mp,poptre_LC_HP_LF_34,Beg-juv
mp,rubpar_LC_HP_LF_34,sg
mp,acegla_LC_HP_LF_35,3
mp,corsto_LC_HP_LF_35,10
mp,loninv_LC_HP_LF_35,10
mp,vacmem_LC_HP_LF_35,LL
mp,acegla_LC_HP_LF_36,11
mp,acegla_LC_HP_LF_36,4
mp,amealn_LC_HP_LF_36,2
mp,vibedu_LC_HP_LF_36,11
mp,menfer_LC_HP_LF_37,7
mp,samrac_LC_HP_LF_37,8
mp,shecan_LC_HP_LF_37,2
mp,vacmem_LC_HP_LF_37,11
mp,acegla_LC_HP_LF_38,11
mp,acegla_LC_HP_LF_38,11
mp,rubpar_LC_HP_LF_38,tml
mp,shecan_LC_HP_LF_38,11
mp,amealn_LC_HP_LF_39,7
mp,menfer_LC_HP_LF_39,10
mp,poptre_LC_HP_LF_39,Geg
mp,spibet_LC_HP_LF_39,tml
mp,alninc_LC_HP_LF_4,10
mp,popbal_LC_HP_LF_4,2
mp,spibet_LC_HP_LF_4,tml
mp,spibet_LC_HP_LF_4,tml
mp,alninc_LC_HP_LF_40,10
mp,samrac_LC_HP_LF_40,8
mp,shecan_LC_HP_LF_40,4
mp,symalb_LC_HP_LF_40,9
mp,loninv_LC_HP_LF_5,10
mp,riblac_LC_HP_LF_5,3
mp,rubpar_LC_HP_LF_5,tml
mp,samrac_LC_HP_LF_5,11
mp,alninc_LC_HP_LF_6,3
mp,alninc_LC_HP_LF_6,4
mp,amealn_LC_HP_LF_6,6
mp,rubpar_LC_HP_LF_6,9
mp,menfer_LC_HP_LF_7,8
mp,riblac_LC_HP_LF_7,6
mp,sorsco_LC_HP_LF_7,13
mp,vacmem_LC_HP_LF_7,11
mp,amealn_LC_HP_LF_8,2
mp,corsto_LC_HP_LF_8,6
mp,menfer_LC_HP_LF_8,8
mp,popbal_LC_HP_LF_8,9
mp,samrac_LC_HP_LF_9,8
mp,shecan_LC_HP_LF_9,6
mp,spibet_LC_HP_LF_9,tml
mp,spipyr_LC_HP_LF_9,wjt
mp,amealn_LC_LP_HF_1,8
mp,corsto_LC_LP_HF_1,10
mp,riblac_LC_LP_HF_1,C sf
mp,symalb_LC_LP_HF_1,LL
mp,alnvir_LC_LP_HF_10,3
mp,riblac_LC_LP_HF_10,dsf
mp,sorsco_LC_LP_HF_10,9
mp,spipyr_LC_LP_HF_10,2
mp,amealn_LC_LP_HF_11,8
mp,poptre_LC_LP_HF_11,5
mp,poptre_LC_LP_HF_11,5
mp,spipyr_LC_LP_HF_11,wjt
mp,alnvir_LC_LP_HF_12,7
mp,amealn_LC_LP_HF_12,10
mp,shecan_LC_LP_HF_12,6
mp,spipyr_LC_LP_HF_12,wjt
mp,acegla_LC_LP_HF_13,4
mp,alninc_LC_LP_HF_13,5
mp,riblac_LC_LP_HF_13,6
mp,rubpar_LC_LP_HF_13,sg
mp,alninc_LC_LP_HF_14,4
mp,shecan_LC_LP_HF_14,8
mp,shecan_LC_LP_HF_14,9
mp,vibedu_LC_LP_HF_14,7
mp,alninc_LC_LP_HF_15,5
mp,loninv_LC_LP_HF_15,Atml
mp,spibet_LC_LP_HF_15,
mp,vibedu_LC_LP_HF_15,3
mp,alnvir_LC_LP_HF_16,3
mp,corsto_LC_LP_HF_16,5
mp,popbal_LC_LP_HF_16,10
mp,spipyr_LC_LP_HF_16,2
mp,amealn_LC_LP_HF_17,8
mp,menfer_LC_LP_HF_17,9
mp,symalb_LC_LP_HF_17,LL
mp,vacmem_LC_LP_HF_17,LL
mp,corsto_LC_LP_HF_18,9
mp,rubpar_LC_LP_HF_18,tml
mp,vacmem_LC_LP_HF_18,A
mp,vibedu_LC_LP_HF_18,Atml
mp,rhoalb_LC_LP_HF_19,3
mp,riblac_LC_LP_HF_19,11
mp,sorsco_LC_LP_HF_19,8
mp,sorsco_LC_LP_HF_19,13
mp,amealn_LC_LP_HF_2,2
mp,menfer_LC_LP_HF_2,4
mp,rubpar_LC_LP_HF_2,sg
mp,shecan_LC_LP_HF_2,11
mp,rhoalb_LC_LP_HF_20,1
mp,rhoalb_LC_LP_HF_20,3
mp,samrac_LC_LP_HF_20,8
mp,shecan_LC_LP_HF_20,4
mp,acegla_LC_LP_HF_21,5
mp,popbal_LC_LP_HF_21,8
mp,spibet_LC_LP_HF_21,
mp,symalb_LC_LP_HF_21,LL
mp,alnvir_LC_LP_HF_22,3
mp,popbal_LC_LP_HF_22,10
mp,riblac_LC_LP_HF_22,dsf
mp,shecan_LC_LP_HF_22,10
mp,alnvir_LC_LP_HF_23,4
mp,loninv_LC_LP_HF_23,Atml
mp,symalb_LC_LP_HF_23,w/6
mp,vacmem_LC_LP_HF_23,tml
mp,acegla_LC_LP_HF_24,10
mp,loninv_LC_LP_HF_24,atml
mp,menfer_LC_LP_HF_24,10
mp,vacmem_LC_LP_HF_24,A
mp,spibet_LC_LP_HF_25,WJT
mp,spibet_LC_LP_HF_25,WJT
mp,spipyr_LC_LP_HF_25,WJT
mp,symalb_LC_LP_HF_25,LL
mp,corsto_LC_LP_HF_26,6
mp,samrac_LC_LP_HF_26,8
mp,spibet_LC_LP_HF_26,tml
mp,vibedu_LC_LP_HF_26,11
mp,acegla_LC_LP_HF_27,10
mp,amealn_LC_LP_HF_27,2
mp,samrac_LC_LP_HF_27,5
mp,vibedu_LC_LP_HF_27,Atml
mp,rhoalb_LC_LP_HF_28,9
mp,riblac_LC_LP_HF_28,C sf
mp,samrac_LC_LP_HF_28,4
mp,spibet_LC_LP_HF_28,
mp,loninv_LC_LP_HF_29,8
mp,menfer_LC_LP_HF_29,8
mp,popbal_LC_LP_HF_29,6
mp,vibedu_LC_LP_HF_29,11
mp,acegla_LC_LP_HF_3,3
mp,alninc_LC_LP_HF_3,5
mp,rhoalb_LC_LP_HF_3,9
mp,vibedu_LC_LP_HF_3,7
mp,loninv_LC_LP_HF_30,A -ss
mp,popbal_LC_LP_HF_30,8
mp,rhoalb_LC_LP_HF_30,4
mp,sorsco_LC_LP_HF_30,1
mp,alninc_LC_LP_HF_31,4
mp,poptre_LC_LP_HF_31,Geg
mp,poptre_LC_LP_HF_31,beg
mp,shecan_LC_LP_HF_31,10
mp,poptre_LC_LP_HF_32,6
mp,rubpar_LC_LP_HF_32,sg
mp,samrac_LC_LP_HF_32,4
mp,vacmem_LC_LP_HF_32,wjt
mp,poptre_LC_LP_HF_33,6
mp,rubpar_LC_LP_HF_33,tml
mp,symalb_LC_LP_HF_33,w/6
mp,vacmem_LC_LP_HF_33,tml
mp,amealn_LC_LP_HF_34,4
mp,loninv_LC_LP_HF_34,4
mp,poptre_LC_LP_HF_34,6
mp,spipyr_LC_LP_HF_34,A
mp,acegla_LC_LP_HF_35,7
mp,corsto_LC_LP_HF_35,5
mp,loninv_LC_LP_HF_35,4
mp,menfer_LC_LP_HF_35,7
mp,corsto_LC_LP_HF_36,6
mp,loninv_LC_LP_HF_36,8
mp,rhoalb_LC_LP_HF_36,1
mp,vibedu_LC_LP_HF_36,11
mp,acegla_LC_LP_HF_37,7
mp,menfer_LC_LP_HF_37,ALL\
mp,rubpar_LC_LP_HF_37,SG
mp,sorsco_LC_LP_HF_37,1
mp,acegla_LC_LP_HF_38,9
mp,riblac_LC_LP_HF_38,6
mp,spibet_LC_LP_HF_38,
mp,spipyr_LC_LP_HF_38,
mp,corsto_LC_LP_HF_39,5
mp,popbal_LC_LP_HF_39,10
mp,samrac_LC_LP_HF_39,2
mp,spibet_LC_LP_HF_39,tml
mp,alninc_LC_LP_HF_4,5
mp,amealn_LC_LP_HF_4,2
mp,menfer_LC_LP_HF_4,8
mp,vacmem_LC_LP_HF_4,wjt
mp,menfer_LC_LP_HF_40,7
mp,rhoalb_LC_LP_HF_40,11
mp,shecan_LC_LP_HF_40,2
mp,symalb_LC_LP_HF_40,eg
mp,popbal_LC_LP_HF_5,6
mp,rubpar_LC_LP_HF_5,tml
mp,samrac_LC_LP_HF_5,5
mp,spipyr_LC_LP_HF_5,2
mp,alninc_LC_LP_HF_6,5
mp,alninc_LC_LP_HF_6,3
mp,popbal_LC_LP_HF_6,10
mp,riblac_LC_LP_HF_6,8
mp,alnvir_LC_LP_HF_7,7
mp,corsto_LC_LP_HF_7,6
mp,poptre_LC_LP_HF_7,6
mp,sorsco_LC_LP_HF_7,8
mp,alnvir_LC_LP_HF_8,4
mp,alnvir_LC_LP_HF_8,7
mp,rubpar_LC_LP_HF_8,tml
mp,sorsco_LC_LP_HF_8,9
mp,samrac_LC_LP_HF_9,4
mp,sorsco_LC_LP_HF_9,12
mp,symalb_LC_LP_HF_9,LL
mp,vacmem_LC_LP_HF_9,LL
mp,acegla_LC_LP_LF_1,7
mp,alninc_LC_LP_LF_1,ALL
mp,corsto_LC_LP_LF_1,9
mp,spibet_LC_LP_LF_1,tml
mp,popbal_LC_LP_LF_10,6
mp,rhoalb_LC_LP_LF_10,3
mp,shecan_LC_LP_LF_10,4
mp,spipyr_LC_LP_LF_10,wjt
mp,corsto_LC_LP_LF_11,9
mp,loninv_LC_LP_LF_11,
mp,rhoalb_LC_LP_LF_11,
mp,rubpar_LC_LP_LF_11,
mp,acegla_LC_LP_LF_12,7
mp,loninv_LC_LP_LF_12,4
mp,rubpar_LC_LP_LF_12,tml
mp,samrac_LC_LP_LF_12,11
mp,amealn_LC_LP_LF_13,
mp,rubpar_LC_LP_LF_13,
mp,sorsco_LC_LP_LF_13,
mp,spipyr_LC_LP_LF_13,
mp,alninc_LC_LP_LF_14,ALL
mp,alninc_LC_LP_LF_14,5
mp,popbal_LC_LP_LF_14,8
mp,symalb_LC_LP_LF_14,eg
mp,alnvir_LC_LP_LF_15,2
mp,corsto_LC_LP_LF_15,10
mp,loninv_LC_LP_LF_15,8
mp,spipyr_LC_LP_LF_15,2
mp,menfer_LC_LP_LF_16,ALL
mp,menfer_LC_LP_LF_16,ALL
mp,rubpar_LC_LP_LF_16,tml
mp,spibet_LC_LP_LF_16,
mp,amealn_LC_LP_LF_17,1
mp,corsto_LC_LP_LF_17,6
mp,poptre_LC_LP_LF_17,6
mp,samrac_LC_LP_LF_17,4
mp,poptre_LC_LP_LF_18,5
mp,riblac_LC_LP_LF_18,8
mp,symalb_LC_LP_LF_18,eg
mp,vibedu_LC_LP_LF_18,7
mp,corsto_LC_LP_LF_19,10
mp,loninv_LC_LP_LF_19,8
mp,loninv_LC_LP_LF_19,120
mp,shecan_LC_LP_LF_19,11
mp,alninc_LC_LP_LF_2,5
mp,spibet_LC_LP_LF_2,tml
mp,spibet_LC_LP_LF_2,tml
mp,vibedu_LC_LP_LF_2,4
mp,acegla_LC_LP_LF_20,7
mp,alninc_LC_LP_LF_20,ALL
mp,menfer_LC_LP_LF_20,A
mp,vacmem_LC_LP_LF_20,tml
mp,acegla_LC_LP_LF_21,4
mp,samrac_LC_LP_LF_21,2
mp,sorsco_LC_LP_LF_21,9
mp,vibedu_LC_LP_LF_21,Atml
mp,rubpar_LC_LP_LF_22,sg
mp,spibet_LC_LP_LF_22,tml
mp,spipyr_LC_LP_LF_22,wjt
mp,vacmem_LC_LP_LF_22,wjt
mp,acegla_LC_LP_LF_23,3
mp,amealn_LC_LP_LF_23,10
mp,poptre_LC_LP_LF_23,Aski
mp,shecan_LC_LP_LF_23,11
mp,menfer_LC_LP_LF_24,7
mp,riblac_LC_LP_LF_24,sfc
mp,samrac_LC_LP_LF_24,11
mp,vacmem_LC_LP_LF_24,LL
mp,acegla_LC_LP_LF_25,3
mp,spibet_LC_LP_LF_25,tml
mp,symalb_LC_LP_LF_25,eg
mp,vibedu_LC_LP_LF_25,Atml
mp,amealn_LC_LP_LF_26,2
mp,spibet_LC_LP_LF_26,
mp,spipyr_LC_LP_LF_26,
mp,vibedu_LC_LP_LF_26,14
mp,acegla_LC_LP_LF_27,4
mp,shecan_LC_LP_LF_27,4
mp,sorsco_LC_LP_LF_27,8
mp,spipyr_LC_LP_LF_27,wjt
mp,acegla_LC_LP_LF_28,11
mp,alninc_LC_LP_LF_28,9
mp,amealn_LC_LP_LF_28,1
mp,riblac_LC_LP_LF_28,6
mp,alnvir_LC_LP_LF_29,2
mp,symalb_LC_LP_LF_29,eg
mp,vacmem_LC_LP_LF_29,tml
mp,vibedu_LC_LP_LF_29,A
mp,alnvir_LC_LP_LF_3,2
mp,rubpar_LC_LP_LF_3,tml
mp,samrac_LC_LP_LF_3,10
mp,shecan_LC_LP_LF_3,11
mp,popbal_LC_LP_LF_30,8
mp,poptre_LC_LP_LF_30,6
mp,rubpar_LC_LP_LF_30,tml
mp,sorsco_LC_LP_LF_30,1
mp,loninv_LC_LP_LF_31,8
mp,samrac_LC_LP_LF_31,4
mp,shecan_LC_LP_LF_31,6
mp,symalb_LC_LP_LF_31,w/9
mp,popbal_LC_LP_LF_32,11
mp,rhoalb_LC_LP_LF_32,4
mp,shecan_LC_LP_LF_32,4
mp,vibedu_LC_LP_LF_32,14
mp,alninc_LC_LP_LF_33,ALL
mp,alnvir_LC_LP_LF_33,2
mp,corsto_LC_LP_LF_33,9
mp,popbal_LC_LP_LF_33,8
mp,amealn_LC_LP_LF_34,2
mp,popbal_LC_LP_LF_34,11
mp,sorsco_LC_LP_LF_34,1
mp,vacmem_LC_LP_LF_34,LL
mp,poptre_LC_LP_LF_35,6
mp,riblac_LC_LP_LF_35,6
mp,rubpar_LC_LP_LF_35,sg
mp,samrac_LC_LP_LF_35,4
mp,poptre_LC_LP_LF_36,6
mp,rhoalb_LC_LP_LF_36,4
mp,samrac_LC_LP_LF_36,10
mp,symalb_LC_LP_LF_36,w/6
mp,alnvir_LC_LP_LF_37,10
mp,poptre_LC_LP_LF_37,Aski
mp,rhoalb_LC_LP_LF_37,9
mp,vibedu_LC_LP_LF_37,Atml
mp,alnvir_LC_LP_LF_38,A
mp,amealn_LC_LP_LF_38,8
mp,menfer_LC_LP_LF_38,2
mp,symalb_LC_LP_LF_38,eg
mp,alnvir_LC_LP_LF_39,2
mp,riblac_LC_LP_LF_39,8
mp,riblac_LC_LP_LF_39,8
mp,symalb_LC_LP_LF_39,eg
mp,menfer_LC_LP_LF_4,2
mp,menfer_LC_LP_LF_4,7
mp,menfer_LC_LP_LF_4,8
mp,sorsco_LC_LP_LF_4,8
mp,popbal_LC_LP_LF_40,6
mp,poptre_LC_LP_LF_40,5
mp,rhoalb_LC_LP_LF_40,9
mp,sorsco_LC_LP_LF_40,9
mp,alnvir_LC_LP_LF_5,2
mp,loninv_LC_LP_LF_5,Atml
mp,spibet_LC_LP_LF_5,tml
mp,vacmem_LC_LP_LF_5,tml
mp,amealn_LC_LP_LF_6,2
mp,riblac_LC_LP_LF_6,4
mp,shecan_LC_LP_LF_6,4
mp,vacmem_LC_LP_LF_6,LL
mp,corsto_LC_LP_LF_7,9
mp,popbal_LC_LP_LF_7,2
mp,rhoalb_LC_LP_LF_7,11
mp,vacmem_LC_LP_LF_7,wjt
mp,corsto_LC_LP_LF_8,9
mp,loninv_LC_LP_LF_8,8
mp,sorsco_LC_LP_LF_8,9
mp,spipyr_LC_LP_LF_8,eg
mp,alninc_LC_LP_LF_9,5
mp,rhoalb_LC_LP_LF_9,11
mp,riblac_LC_LP_LF_9,
mp,spipyr_LC_LP_LF_9,eg
