"lab2","lab3","population","treatment","chill","force","photo","species","tbb","latbb1"
"KALANG04_SH_01","KALANG04_SH_01_chill0_LP_HF","SH","WS0","chill0","HF","LP","KALANG",27,27
"KALANG04_SH_04","KALANG04_SH_04_chill0_HP_HF","SH","WL0","chill0","HF","HP","KALANG",13,13
"KALANG05_SH_01","KALANG05_SH_01_chill0_HP_LF","SH","CL0","chill0","LF","HP","KALANG",32,32
"KALANG05_SH_03","KALANG05_SH_03_chill0_HP_HF","SH","WL0","chill0","HF","HP","KALANG",26,29
"KALANG07_SH_01","KALANG07_SH_01_chill0_LP_HF","SH","WS0","chill0","HF","LP","KALANG",27,27
"KALANG09_HF_04","KALANG09_HF_04_chill0_LP_HF","HF","WS0","chill0","HF","LP","KALANG",26,26
"KALANG11_HF_01","KALANG11_HF_01_chill0_HP_HF","HF","WL0","chill0","HF","HP","KALANG",26,29
"KALANG11_HF_04","KALANG11_HF_04_chill0_LP_LF","HF","CS0","chill0","LF","LP","KALANG",33,75
"KALANG12_HF_03","KALANG12_HF_03_chill0_LP_HF","HF","WS0","chill0","HF","LP","KALANG",27,27
"KALANG99_SH_01","KALANG99_SH_01_chill0_LP_HF","SH","WS0","chill0","HF","LP","KALANG",27,27
"KALANG99_SH_04","KALANG99_SH_04_chill0_HP_HF","SH","WL0","chill0","HF","HP","KALANG",26,29
"LONCAN01_HF_01","LONCAN01_HF_01_chill0_HP_LF","HF","CL0","chill0","LF","HP","LONCAN",12,20
"LONCAN01_HF_02","LONCAN01_HF_02_chill0_LP_LF","HF","CS0","chill0","LF","LP","LONCAN",13,13
"LONCAN01_HF_03","LONCAN01_HF_03_chill0_HP_HF","HF","WL0","chill0","HF","HP","LONCAN",18,13
"LONCAN01_HF_04","LONCAN01_HF_04_chill0_LP_HF","HF","WS0","chill0","HF","LP","LONCAN",13,13
"LONCAN01_SH_01","LONCAN01_SH_01_chill0_LP_HF","SH","WS0","chill0","HF","LP","LONCAN",12,12
"LONCAN01_SH_02","LONCAN01_SH_02_chill0_HP_LF","SH","CL0","chill0","LF","HP","LONCAN",20,20
"LONCAN01_SH_03","LONCAN01_SH_03_chill0_HP_HF","SH","WL0","chill0","HF","HP","LONCAN",13,13
"LONCAN01_SH_04","LONCAN01_SH_04_chill0_LP_LF","SH","CS0","chill0","LF","LP","LONCAN",13,13
"LONCAN02_HF_01","LONCAN02_HF_01_chill0_HP_LF","HF","CL0","chill0","LF","HP","LONCAN",20,20
"LONCAN02_HF_02","LONCAN02_HF_02_chill0_HP_HF","HF","WL0","chill0","HF","HP","LONCAN",26,26
"LONCAN02_HF_03","LONCAN02_HF_03_chill0_LP_HF","HF","WS0","chill0","HF","LP","LONCAN",29,18
"LONCAN02_HF_04","LONCAN02_HF_04_chill0_LP_LF","HF","CS0","chill0","LF","LP","LONCAN",13,21
"LONCAN04_HF_01","LONCAN04_HF_01_chill0_HP_HF","HF","WL0","chill0","HF","HP","LONCAN",13,13
"LONCAN04_HF_02","LONCAN04_HF_02_chill0_LP_LF","HF","CS0","chill0","LF","LP","LONCAN",21,33
"LONCAN04_HF_03","LONCAN04_HF_03_chill0_LP_HF","HF","WS0","chill0","HF","LP","LONCAN",12,12
"LONCAN04_HF_04","LONCAN04_HF_04_chill0_HP_LF","HF","CL0","chill0","LF","HP","LONCAN",20,20
"LONCAN05_HF_01","LONCAN05_HF_01_chill0_HP_LF","HF","CL0","chill0","LF","HP","LONCAN",20,20
"LONCAN05_HF_02","LONCAN05_HF_02_chill0_LP_HF","HF","WS0","chill0","HF","LP","LONCAN",12,12
"LONCAN05_HF_03","LONCAN05_HF_03_chill0_HP_HF","HF","WL0","chill0","HF","HP","LONCAN",13,13
"LONCAN05_HF_04","LONCAN05_HF_04_chill0_LP_LF","HF","CS0","chill0","LF","LP","LONCAN",21,33
"LONCAN05_SH_01","LONCAN05_SH_01_chill0_HP_LF","SH","CL0","chill0","LF","HP","LONCAN",12,20
"LONCAN05_SH_02","LONCAN05_SH_02_chill0_HP_HF","SH","WL0","chill0","HF","HP","LONCAN",13,13
"LONCAN05_SH_03","LONCAN05_SH_03_chill0_LP_LF","SH","CS0","chill0","LF","LP","LONCAN",13,13
"LONCAN05_SH_04","LONCAN05_SH_04_chill0_LP_HF","SH","WS0","chill0","HF","LP","LONCAN",12,12
"LONCAN06_HF_01","LONCAN06_HF_01_chill0_LP_HF","HF","WS0","chill0","HF","LP","LONCAN",12,18
"LONCAN06_HF_02","LONCAN06_HF_02_chill0_LP_LF","HF","CS0","chill0","LF","LP","LONCAN",13,13
"LONCAN06_HF_03","LONCAN06_HF_03_chill0_HP_LF","HF","CL0","chill0","LF","HP","LONCAN",20,20
"LONCAN07_HF_01","LONCAN07_HF_01_chill0_HP_HF","HF","WL0","chill0","HF","HP","LONCAN",13,13
"LONCAN07_HF_03","LONCAN07_HF_03_chill0_HP_LF","HF","CL0","chill0","LF","HP","LONCAN",20,12
"LONCAN07_HF_04","LONCAN07_HF_04_chill0_LP_HF","HF","WS0","chill0","HF","LP","LONCAN",6,6
"LONCAN99_SH_01","LONCAN99_SH_01_chill0_HP_HF","SH","WL0","chill0","HF","HP","LONCAN",13,13
"LONCAN99_SH_02","LONCAN99_SH_02_chill0_LP_LF","SH","CS0","chill0","LF","LP","LONCAN",21,21
"LONCAN99_SH_03","LONCAN99_SH_03_chill0_LP_HF","SH","WS0","chill0","HF","LP","LONCAN",27,27
"LONCAN99_SH_04","LONCAN99_SH_04_chill0_HP_LF","SH","CL0","chill0","LF","HP","LONCAN",32,20
"LYOLIG05_HF_01","LYOLIG05_HF_01_chill0_HP_HF","HF","WL0","chill0","HF","HP","LYOLIG",53,39
"LYOLIG05_HF_03","LYOLIG05_HF_03_chill0_HP_LF","HF","CL0","chill0","LF","HP","LYOLIG",74,54
"LYOLIG05_HF_04","LYOLIG05_HF_04_chill0_LP_HF","HF","WS0","chill0","HF","LP","LYOLIG",12,12
"LYOLIG06_HF_01","LYOLIG06_HF_01_chill0_LP_HF","HF","WS0","chill0","HF","LP","LYOLIG",26,26
"LYOLIG06_HF_02","LYOLIG06_HF_02_chill0_HP_LF","HF","CL0","chill0","LF","HP","LYOLIG",40,40
"LYOLIG06_HF_04","LYOLIG06_HF_04_chill0_HP_HF","HF","WL0","chill0","HF","HP","LYOLIG",29,26
"LYOLIG07_HF_01","LYOLIG07_HF_01_chill0_HP_HF","HF","WL0","chill0","HF","HP","LYOLIG",26,26
"LYOLIG07_HF_02","LYOLIG07_HF_02_chill0_LP_HF","HF","WS0","chill0","HF","LP","LYOLIG",27,27
"LYOLIG07_HF_03","LYOLIG07_HF_03_chill0_HP_LF","HF","CL0","chill0","LF","HP","LYOLIG",12,32
"LYOLIG07_HF_04","LYOLIG07_HF_04_chill0_LP_LF","HF","CS0","chill0","LF","LP","LYOLIG",68,47
"LYOLIG08_HF_01","LYOLIG08_HF_01_chill0_LP_HF","HF","WS0","chill0","HF","LP","LYOLIG",27,27
"LYOLIG08_HF_02","LYOLIG08_HF_02_chill0_HP_LF","HF","CL0","chill0","LF","HP","LYOLIG",40,32
"LYOLIG08_HF_03","LYOLIG08_HF_03_chill0_LP_LF","HF","CS0","chill0","LF","LP","LYOLIG",42,42
"LYOLIG08_HF_04","LYOLIG08_HF_04_chill0_HP_HF","HF","WL0","chill0","HF","HP","LYOLIG",26,26
"LYOLIG09_HF_01","LYOLIG09_HF_01_chill0_LP_LF","HF","CS0","chill0","LF","LP","LYOLIG",33,33
"LYOLIG09_HF_02","LYOLIG09_HF_02_chill0_HP_HF","HF","WL0","chill0","HF","HP","LYOLIG",26,26
"LYOLIG09_HF_03","LYOLIG09_HF_03_chill0_HP_LF","HF","CL0","chill0","LF","HP","LYOLIG",32,32
"LYOLIG09_HF_04","LYOLIG09_HF_04_chill0_LP_HF","HF","WS0","chill0","HF","LP","LYOLIG",18,18
"LYOLIG33_HF_01","LYOLIG33_HF_01_chill0_LP_LF","HF","CS0","chill0","LF","LP","LYOLIG",39,39
"LYOLIG33_HF_02","LYOLIG33_HF_02_chill0_HP_LF","HF","CL0","chill0","LF","HP","LYOLIG",34,34
"LYOLIG33_HF_03","LYOLIG33_HF_03_chill0_HP_HF","HF","WL0","chill0","HF","HP","LYOLIG",26,26
"LYOLIG33_HF_04","LYOLIG33_HF_04_chill0_LP_HF","HF","WS0","chill0","HF","LP","LYOLIG",27,27
"NYSSYL03_HF_01","NYSSYL03_HF_01_chill0_LP_LF","HF","CS0","chill0","LF","LP","NYSSYL",39,39
"NYSSYL03_HF_02","NYSSYL03_HF_02_chill0_LP_HF","HF","WS0","chill0","HF","LP","NYSSYL",29,34
"NYSSYL03_HF_03","NYSSYL03_HF_03_chill0_HP_LF","HF","CL0","chill0","LF","HP","NYSSYL",32,32
"NYSSYL03_HF_04","NYSSYL03_HF_04_chill0_HP_HF","HF","WL0","chill0","HF","HP","NYSSYL",26,26
"NYSSYL06_HF_01","NYSSYL06_HF_01_chill0_HP_HF","HF","WL0","chill0","HF","HP","NYSSYL",26,26
"NYSSYL06_HF_03","NYSSYL06_HF_03_chill0_LP_LF","HF","CS0","chill0","LF","LP","NYSSYL",39,42
"NYSSYL06_HF_04","NYSSYL06_HF_04_chill0_HP_LF","HF","CL0","chill0","LF","HP","NYSSYL",32,32
"NYSSYL08_HF_01","NYSSYL08_HF_01_chill0_HP_HF","HF","WL0","chill0","HF","HP","NYSSYL",33,29
"NYSSYL08_HF_02","NYSSYL08_HF_02_chill0_HP_LF","HF","CL0","chill0","LF","HP","NYSSYL",34,40
"NYSSYL08_HF_03","NYSSYL08_HF_03_chill0_LP_LF","HF","CS0","chill0","LF","LP","NYSSYL",33,39
"NYSSYL08_HF_04","NYSSYL08_HF_04_chill0_LP_HF","HF","WS0","chill0","HF","LP","NYSSYL",26,26
"NYSSYL10_HF_01","NYSSYL10_HF_01_chill0_HP_LF","HF","CL0","chill0","LF","HP","NYSSYL",29,34
"NYSSYL10_HF_02","NYSSYL10_HF_02_chill0_LP_LF","HF","CS0","chill0","LF","LP","NYSSYL",39,39
"NYSSYL10_HF_03","NYSSYL10_HF_03_chill0_HP_HF","HF","WL0","chill0","HF","HP","NYSSYL",26,26
"NYSSYL10_HF_04","NYSSYL10_HF_04_chill0_LP_HF","HF","WS0","chill0","HF","LP","NYSSYL",34,34
"NYSSYL13_HF_01","NYSSYL13_HF_01_chill0_HP_HF","HF","WL0","chill0","HF","HP","NYSSYL",26,26
"NYSSYL13_HF_02","NYSSYL13_HF_02_chill0_LP_LF","HF","CS0","chill0","LF","LP","NYSSYL",47,47
"NYSSYL13_HF_03","NYSSYL13_HF_03_chill0_LP_HF","HF","WS0","chill0","HF","LP","NYSSYL",34,43
"NYSSYL14_HF_01","NYSSYL14_HF_01_chill0_HP_LF","HF","CL0","chill0","LF","HP","NYSSYL",29,34
"NYSSYL14_HF_02","NYSSYL14_HF_02_chill0_LP_HF","HF","WS0","chill0","HF","LP","NYSSYL",26,26
"NYSSYL14_HF_03","NYSSYL14_HF_03_chill0_HP_HF","HF","WL0","chill0","HF","HP","NYSSYL",26,26
"NYSSYL14_HF_04","NYSSYL14_HF_04_chill0_LP_LF","HF","CS0","chill0","LF","LP","NYSSYL",33,33
"POPGRA01_SH_01","POPGRA01_SH_01_LC_LP_LF","SH","CS1","LC","LF","LP","POPGRA",48,48
"POPGRA01_SH_03","POPGRA01_SH_03_chill0_HP_LF","SH","CL0","chill0","LF","HP","POPGRA",48,48
"POPGRA01_SH_05","POPGRA01_SH_05_chill0_LP_HF","SH","WS0","chill0","HF","LP","POPGRA",34,34
"POPGRA01_SH_08","POPGRA01_SH_08_chill0_LP_LF","SH","CS0","chill0","LF","LP","POPGRA",53,53
"POPGRA01_SH_10","POPGRA01_SH_10_LC_LP_HF","SH","WS1","LC","HF","LP","POPGRA",57,83
"POPGRA01_SH_12","POPGRA01_SH_12_chill0_HP_HF","SH","WL0","chill0","HF","HP","POPGRA",33,33
"POPGRA02_HF_01","POPGRA02_HF_01_LC_HP_LF","HF","CL1","LC","LF","HP","POPGRA",50,50
"POPGRA02_HF_02","POPGRA02_HF_02_LC_LP_LF","HF","CS1","LC","LF","LP","POPGRA",42,48
"POPGRA02_HF_04","POPGRA02_HF_04_HC_HP_HF","HF","WL2","HC","HF","HP","POPGRA",47,47
"POPGRA02_HF_06","POPGRA02_HF_06_chill0_LP_LF","HF","CS0","chill0","LF","LP","POPGRA",47,42
"POPGRA02_HF_07","POPGRA02_HF_07_chill0_HP_HF","HF","WL0","chill0","HF","HP","POPGRA",33,33
"POPGRA02_HF_09","POPGRA02_HF_09_chill0_LP_HF","HF","WS0","chill0","HF","LP","POPGRA",34,34
"POPGRA02_HF_10","POPGRA02_HF_10_LC_LP_HF","HF","WS1","LC","HF","LP","POPGRA",49,49
"POPGRA02_HF_11","POPGRA02_HF_11_LC_HP_HF","HF","WL1","LC","HF","HP","POPGRA",41,41
"POPGRA02_HF_12","POPGRA02_HF_12_chill0_HP_LF","HF","CL0","chill0","LF","HP","POPGRA",34,34
"POPGRA02_SH_01","POPGRA02_SH_01_chill0_HP_LF","SH","CL0","chill0","LF","HP","POPGRA",48,43
"POPGRA02_SH_02","POPGRA02_SH_02_LC_LP_HF","SH","WS1","LC","HF","LP","POPGRA",57,49
"POPGRA02_SH_04","POPGRA02_SH_04_chill0_LP_HF","SH","WS0","chill0","HF","LP","POPGRA",40,40
"POPGRA02_SH_05","POPGRA02_SH_05_HC_LP_LF","SH","CS2","HC","LF","LP","POPGRA",56,56
"POPGRA02_SH_06","POPGRA02_SH_06_LC_HP_LF","SH","CL1","LC","LF","HP","POPGRA",70,70
"POPGRA02_SH_07","POPGRA02_SH_07_HC_HP_LF","SH","CL2","HC","LF","HP","POPGRA",56,56
"POPGRA02_SH_10","POPGRA02_SH_10_chill0_LP_LF","SH","CS0","chill0","LF","LP","POPGRA",68,68
"POPGRA02_SH_11","POPGRA02_SH_11_chill0_HP_HF","SH","WL0","chill0","HF","HP","POPGRA",33,33
"POPGRA02_SH_12","POPGRA02_SH_12_HC_HP_HF","SH","WL2","HC","HF","HP","POPGRA",47,47
"POPGRA03_HF_01","POPGRA03_HF_01_chill0_HP_HF","HF","WL0","chill0","HF","HP","POPGRA",39,39
"POPGRA03_HF_02","POPGRA03_HF_02_HC_HP_LF","HF","CL2","HC","LF","HP","POPGRA",56,63
"POPGRA03_HF_03","POPGRA03_HF_03_chill0_HP_LF","HF","CL0","chill0","LF","HP","POPGRA",54,54
"POPGRA03_HF_04","POPGRA03_HF_04_chill0_LP_LF","HF","CS0","chill0","LF","LP","POPGRA",68,13
"POPGRA03_HF_05","POPGRA03_HF_05_chill0_LP_HF","HF","WS0","chill0","HF","LP","POPGRA",43,56
"POPGRA03_HF_06","POPGRA03_HF_06_HC_HP_HF","HF","WL2","HC","HF","HP","POPGRA",53,60
"POPGRA03_HF_08","POPGRA03_HF_08_LC_HP_HF","HF","WL1","LC","HF","HP","POPGRA",57,57
"POPGRA03_HF_09","POPGRA03_HF_09_HC_LP_HF","HF","WS2","HC","HF","LP","POPGRA",83,57
"POPGRA03_HF_10","POPGRA03_HF_10_LC_LP_LF","HF","CS1","LC","LF","LP","POPGRA",56,56
"POPGRA03_HF_11","POPGRA03_HF_11_LC_HP_LF","HF","CL1","LC","LF","HP","POPGRA",63,63
"POPGRA03_HF_12","POPGRA03_HF_12_LC_LP_HF","HF","WS1","LC","HF","LP","POPGRA",57,57
"POPGRA04_SH_01","POPGRA04_SH_01_HC_LP_LF","SH","CS2","HC","LF","LP","POPGRA",63,77
"POPGRA04_SH_02","POPGRA04_SH_02_chill0_LP_LF","SH","CS0","chill0","LF","LP","POPGRA",68,68
"POPGRA04_SH_08","POPGRA04_SH_08_LC_HP_LF","SH","CL1","LC","LF","HP","POPGRA",63,63
"POPGRA04_SH_11","POPGRA04_SH_11_chill0_HP_LF","SH","CL0","chill0","LF","HP","POPGRA",54,54
"POPGRA05_HF_12","POPGRA05_HF_12_chill0_LP_HF","HF","WS0","chill0","HF","LP","POPGRA",40,43
"POPGRA05_SH_02","POPGRA05_SH_02_LC_LP_LF","SH","CS1","LC","LF","LP","POPGRA",56,63
"POPGRA05_SH_03","POPGRA05_SH_03_chill0_HP_HF","SH","WL0","chill0","HF","HP","POPGRA",33,33
"POPGRA05_SH_06","POPGRA05_SH_06_LC_LP_HF","SH","WS1","LC","HF","LP","POPGRA",49,71
"POPGRA05_SH_10","POPGRA05_SH_10_LC_HP_HF","SH","WL1","LC","HF","HP","POPGRA",46,64
"POPGRA05_SH_11","POPGRA05_SH_11_LC_HP_LF","SH","CL1","LC","LF","HP","POPGRA",46,50
"POPGRA05_SH_12","POPGRA05_SH_12_chill0_LP_LF","SH","CS0","chill0","LF","LP","POPGRA",75,68
"POPGRA06_HF_01","POPGRA06_HF_01_chill0_HP_LF","HF","CL0","chill0","LF","HP","POPGRA",54,68
"POPGRA06_HF_02","POPGRA06_HF_02_LC_LP_HF","HF","WS1","LC","HF","LP","POPGRA",57,57
"POPGRA06_HF_04","POPGRA06_HF_04_HC_LP_LF","HF","CS2","HC","LF","LP","POPGRA",77,85
"POPGRA06_HF_07","POPGRA06_HF_07_chill0_HP_HF","HF","WL0","chill0","HF","HP","POPGRA",39,39
"POPGRA06_HF_08","POPGRA06_HF_08_chill0_LP_LF","HF","CS0","chill0","LF","LP","POPGRA",68,68
"POPGRA06_HF_09","POPGRA06_HF_09_chill0_LP_HF","HF","WS0","chill0","HF","LP","POPGRA",34,40
"POPGRA06_SH_01","POPGRA06_SH_01_HC_HP_HF","SH","WL2","HC","HF","HP","POPGRA",47,47
"POPGRA06_SH_03","POPGRA06_SH_03_LC_HP_HF","SH","WL1","LC","HF","HP","POPGRA",50,57
"POPGRA06_SH_05","POPGRA06_SH_05_LC_LP_HF","SH","WS1","LC","HF","LP","POPGRA",57,57
"POPGRA06_SH_07","POPGRA06_SH_07_chill0_LP_HF","SH","WS0","chill0","HF","LP","POPGRA",43,40
"POPGRA06_SH_08","POPGRA06_SH_08_chill0_HP_LF","SH","CL0","chill0","LF","HP","POPGRA",54,54
"POPGRA06_SH_09","POPGRA06_SH_09_chill0_LP_LF","SH","CS0","chill0","LF","LP","POPGRA",68,68
"POPGRA06_SH_11","POPGRA06_SH_11_LC_HP_LF","SH","CL1","LC","LF","HP","POPGRA",55,55
"POPGRA06_SH_12","POPGRA06_SH_12_chill0_HP_HF","SH","WL0","chill0","HF","HP","POPGRA",39,39
"POPGRA07_HF_01","POPGRA07_HF_01_LC_HP_LF","HF","CL1","LC","LF","HP","POPGRA",63,63
"POPGRA07_HF_03","POPGRA07_HF_03_chill0_LP_HF","HF","WS0","chill0","HF","LP","POPGRA",40,40
"POPGRA07_HF_04","POPGRA07_HF_04_chill0_HP_HF","HF","WL0","chill0","HF","HP","POPGRA",6,6
"POPGRA07_HF_08","POPGRA07_HF_08_LC_HP_HF","HF","WL1","LC","HF","HP","POPGRA",64,57
"POPGRA08_SH_01","POPGRA08_SH_01_LC_HP_HF","SH","WL1","LC","HF","HP","POPGRA",46,46
"POPGRA08_SH_02","POPGRA08_SH_02_LC_LP_HF","SH","WS1","LC","HF","LP","POPGRA",49,49
"POPGRA08_SH_03","POPGRA08_SH_03_chill0_LP_HF","SH","WS0","chill0","HF","LP","POPGRA",34,34
"POPGRA08_SH_04","POPGRA08_SH_04_LC_HP_LF","SH","CL1","LC","LF","HP","POPGRA",46,46
"POPGRA08_SH_06","POPGRA08_SH_06_HC_HP_LF","SH","CL2","HC","LF","HP","POPGRA",56,56
"POPGRA08_SH_07","POPGRA08_SH_07_LC_LP_LF","SH","CS1","LC","LF","LP","POPGRA",56,48
"POPGRA08_SH_08","POPGRA08_SH_08_HC_LP_LF","SH","CS2","HC","LF","LP","POPGRA",56,63
"POPGRA08_SH_10","POPGRA08_SH_10_chill0_HP_HF","SH","WL0","chill0","HF","HP","POPGRA",33,33
"POPGRA08_SH_11","POPGRA08_SH_11_chill0_LP_LF","SH","CS0","chill0","LF","LP","POPGRA",13,13
"PRUPEN02_SH_01","PRUPEN02_SH_01_chill0_LP_LF","SH","CS0","chill0","LF","LP","PRUPEN",21,13
"PRUPEN02_SH_02","PRUPEN02_SH_02_chill0_HP_LF","SH","CL0","chill0","LF","HP","PRUPEN",12,12
"PRUPEN02_SH_03","PRUPEN02_SH_03_chill0_LP_HF","SH","WS0","chill0","HF","LP","PRUPEN",12,12
"PRUPEN02_SH_04","PRUPEN02_SH_04_chill0_HP_HF","SH","WL0","chill0","HF","HP","PRUPEN",13,13
"PRUPEN03_SH_02","PRUPEN03_SH_02_chill0_LP_HF","SH","WS0","chill0","HF","LP","PRUPEN",29,29
"PRUPEN04_HF_01","PRUPEN04_HF_01_chill0_LP_LF","HF","CS0","chill0","LF","LP","PRUPEN",21,21
"PRUPEN04_HF_02","PRUPEN04_HF_02_chill0_HP_LF","HF","CL0","chill0","LF","HP","PRUPEN",40,20
"PRUPEN04_HF_03","PRUPEN04_HF_03_chill0_HP_HF","HF","WL0","chill0","HF","HP","PRUPEN",13,13
"PRUPEN04_SH_01","PRUPEN04_SH_01_chill0_HP_HF","SH","WL0","chill0","HF","HP","PRUPEN",13,13
"PRUPEN04_SH_04","PRUPEN04_SH_04_chill0_LP_LF","SH","CS0","chill0","LF","LP","PRUPEN",21,21
"PRUPEN05_HF_01","PRUPEN05_HF_01_chill0_HP_LF","HF","CL0","chill0","LF","HP","PRUPEN",12,12
"PRUPEN05_HF_02","PRUPEN05_HF_02_chill0_LP_LF","HF","CS0","chill0","LF","LP","PRUPEN",13,13
"PRUPEN05_HF_03","PRUPEN05_HF_03_chill0_HP_HF","HF","WL0","chill0","HF","HP","PRUPEN",13,13
"PRUPEN05_HF_04","PRUPEN05_HF_04_chill0_LP_HF","HF","WS0","chill0","HF","LP","PRUPEN",12,12
"PRUPEN06_HF_01","PRUPEN06_HF_01_chill0_HP_LF","HF","CL0","chill0","LF","HP","PRUPEN",12,12
"PRUPEN06_HF_02","PRUPEN06_HF_02_chill0_LP_LF","HF","CS0","chill0","LF","LP","PRUPEN",13,13
"PRUPEN06_HF_03","PRUPEN06_HF_03_chill0_HP_HF","HF","WL0","chill0","HF","HP","PRUPEN",13,13
"PRUPEN06_HF_04","PRUPEN06_HF_04_chill0_LP_HF","HF","WS0","chill0","HF","LP","PRUPEN",18,18
"PRUPEN06_SH_01","PRUPEN06_SH_01_chill0_HP_LF","SH","CL0","chill0","LF","HP","PRUPEN",12,12
"PRUPEN06_SH_02","PRUPEN06_SH_02_chill0_LP_LF","SH","CS0","chill0","LF","LP","PRUPEN",13,13
"PRUPEN06_SH_03","PRUPEN06_SH_03_chill0_HP_HF","SH","WL0","chill0","HF","HP","PRUPEN",13,13
"PRUPEN06_SH_04","PRUPEN06_SH_04_chill0_LP_HF","SH","WS0","chill0","HF","LP","PRUPEN",29,27
"PRUPEN07_HF_01","PRUPEN07_HF_01_chill0_HP_HF","HF","WL0","chill0","HF","HP","PRUPEN",13,13
"PRUPEN07_HF_02","PRUPEN07_HF_02_chill0_LP_LF","HF","CS0","chill0","LF","LP","PRUPEN",21,21
"PRUPEN07_HF_03","PRUPEN07_HF_03_chill0_LP_HF","HF","WS0","chill0","HF","LP","PRUPEN",18,18
"PRUPEN07_HF_04","PRUPEN07_HF_04_chill0_HP_LF","HF","CL0","chill0","LF","HP","PRUPEN",20,20
"PRUPEN08_HF_01","PRUPEN08_HF_01_chill0_HP_LF","HF","CL0","chill0","LF","HP","PRUPEN",32,32
"PRUPEN08_HF_02","PRUPEN08_HF_02_chill0_LP_LF","HF","CS0","chill0","LF","LP","PRUPEN",13,13
"PRUPEN08_HF_03","PRUPEN08_HF_03_chill0_LP_HF","HF","WS0","chill0","HF","LP","PRUPEN",29,29
"PRUPEN08_HF_04","PRUPEN08_HF_04_chill0_HP_HF","HF","WL0","chill0","HF","HP","PRUPEN",33,18
"PRUPEN08_SH_02","PRUPEN08_SH_02_chill0_HP_LF","SH","CL0","chill0","LF","HP","PRUPEN",20,20
"PRUPEN08_SH_03","PRUPEN08_SH_03_chill0_LP_HF","SH","WS0","chill0","HF","LP","PRUPEN",29,27
"PRUPEN09_HF_01","PRUPEN09_HF_01_chill0_HP_HF","HF","WL0","chill0","HF","HP","PRUPEN",18,18
"PRUPEN09_HF_02","PRUPEN09_HF_02_chill0_LP_LF","HF","CS0","chill0","LF","LP","PRUPEN",13,13
"PRUPEN09_HF_03","PRUPEN09_HF_03_chill0_HP_LF","HF","CL0","chill0","LF","HP","PRUPEN",32,32
"PRUPEN09_HF_04","PRUPEN09_HF_04_chill0_LP_HF","HF","WS0","chill0","HF","LP","PRUPEN",27,27
"PRUPEN09_SH_01","PRUPEN09_SH_01_chill0_LP_HF","SH","WS0","chill0","HF","LP","PRUPEN",6,6
"PRUPEN09_SH_02","PRUPEN09_SH_02_chill0_HP_LF","SH","CL0","chill0","LF","HP","PRUPEN",12,12
"PRUPEN09_SH_03","PRUPEN09_SH_03_chill0_HP_HF","SH","WL0","chill0","HF","HP","PRUPEN",13,13
"PRUPEN09_SH_04","PRUPEN09_SH_04_chill0_LP_LF","SH","CS0","chill0","LF","LP","PRUPEN",13,13
"PRUPEN12_HF_01","PRUPEN12_HF_01_chill0_LP_HF","HF","WS0","chill0","HF","LP","PRUPEN",18,18
"PRUPEN12_HF_02","PRUPEN12_HF_02_chill0_HP_LF","HF","CL0","chill0","LF","HP","PRUPEN",20,20
"PRUPEN12_HF_03","PRUPEN12_HF_03_chill0_HP_HF","HF","WL0","chill0","HF","HP","PRUPEN",13,13
"PRUPEN12_HF_04","PRUPEN12_HF_04_chill0_LP_LF","HF","CS0","chill0","LF","LP","PRUPEN",21,21
"PRUPEN13_HF_01","PRUPEN13_HF_01_chill0_LP_LF","HF","CS0","chill0","LF","LP","PRUPEN",21,21
"PRUPEN13_HF_02","PRUPEN13_HF_02_chill0_HP_LF","HF","CL0","chill0","LF","HP","PRUPEN",20,20
"PRUPEN13_HF_03","PRUPEN13_HF_03_chill0_LP_HF","HF","WS0","chill0","HF","LP","PRUPEN",12,12
"PRUPEN13_HF_04","PRUPEN13_HF_04_chill0_HP_HF","HF","WL0","chill0","HF","HP","PRUPEN",13,13
"QUEALB09_HF_01","QUEALB09_HF_01_chill0_HP_LF","HF","CL0","chill0","LF","HP","QUEALB",40,43
"QUEALB09_HF_02","QUEALB09_HF_02_chill0_LP_HF","HF","WS0","chill0","HF","LP","QUEALB",40,40
"QUEALB09_HF_03","QUEALB09_HF_03_chill0_HP_HF","HF","WL0","chill0","HF","HP","QUEALB",29,39
"QUEALB11_HF_02","QUEALB11_HF_02_chill0_HP_HF","HF","WL0","chill0","HF","HP","QUEALB",33,39
"QUEALB11_HF_03","QUEALB11_HF_03_chill0_LP_LF","HF","CS0","chill0","LF","LP","QUEALB",68,68
"QUEALB12_HF_01","QUEALB12_HF_01_chill0_LP_LF","HF","CS0","chill0","LF","LP","QUEALB",68,68
"QUEALB12_HF_03","QUEALB12_HF_03_chill0_HP_LF","HF","CL0","chill0","LF","HP","QUEALB",54,54
"QUEALB12_HF_04","QUEALB12_HF_04_chill0_HP_HF","HF","WL0","chill0","HF","HP","QUEALB",47,53
"QUEALB16_HF_01","QUEALB16_HF_01_chill0_HP_LF","HF","CL0","chill0","LF","HP","QUEALB",12,12
"QUEALB16_HF_02","QUEALB16_HF_02_chill0_LP_LF","HF","CS0","chill0","LF","LP","QUEALB",68,68
"QUEALB16_HF_03","QUEALB16_HF_03_chill0_HP_HF","HF","WL0","chill0","HF","HP","QUEALB",33,33
"QUEALB16_HF_04","QUEALB16_HF_04_chill0_LP_HF","HF","WS0","chill0","HF","LP","QUEALB",40,40
