"","lab","day","population","chill","photo","force","flask","percent4.t","indiv","tbb","nl","latbb80","latbb50","latbb1","treatment"
"197","mp_HC_HP_LF_2_corsto",45,"mp","HC","HP","LF",2,NA,"5",45,1,24,16,16,"HC_HP_LF"
"198","mp_HC_HP_LF_2_rubpar",17,"mp","HC","HP","LF",2,NA,"9",35,1,33,30,30,"HC_HP_LF"
"199","mp_HC_HP_LF_2_sorsco",70,"mp","HC","HP","LF",2,NA,"9",70,1,NA,NA,NA,"HC_HP_LF"
"200","mp_HC_HP_LF_20_amealn",17,"mp","HC","HP","LF",20,60,"8",17,1,24,12,10,"HC_HP_LF"
"201","mp_HC_HP_LF_20_menfer",70,"mp","HC","HP","LF",20,NA,"9",70,1,NA,67,58,"HC_HP_LF"
"202","mp_HC_HP_LF_20_rhoalb",43,"mp","HC","HP","LF",20,NA,"9",43,1,16,16,16,"HC_HP_LF"
"203","mp_HC_HP_LF_20_sorsco",42,"mp","HC","HP","LF",20,30,"12",42,1,NA,NA,NA,"HC_HP_LF"
"204","mp_HC_HP_LF_21_popbal",32,"mp","HC","HP","LF",21,85,"10",32,1,NA,NA,NA,"HC_HP_LF"
"205","mp_HC_HP_LF_21_samrac",41,"mp","HC","HP","LF",21,NA,"2",41,1,24,16,16,"HC_HP_LF"
"206","mp_HC_HP_LF_21_sorsco",66,"mp","HC","HP","LF",21,NA,"9",66,1,24,22,20,"HC_HP_LF"
"207","mp_HC_HP_LF_21_vibedu",32,"mp","HC","HP","LF",21,NA,"2",32,1,NA,24,16,"HC_HP_LF"
"208","mp_HC_HP_LF_22_loninv",6,"mp","HC","HP","LF",22,NA,"10",31,1,84,30,30,"HC_HP_LF"
"209","mp_HC_HP_LF_22_riblac",80,"mp","HC","HP","LF",22,NA,"8",80,1,49,36,33,"HC_HP_LF"
"210","mp_HC_HP_LF_22_spipyr",38,"mp","HC","HP","LF",22,NA,"a",38,1,24,20,20,"HC_HP_LF"
"211","mp_HC_HP_LF_23_alnvir",72,"mp","HC","HP","LF",23,50,"5",72,1,61,58,58,"HC_HP_LF"
"212","mp_HC_HP_LF_23_samrac",39,"mp","HC","HP","LF",23,50,"5",39,1,NA,43,43,"HC_HP_LF"
"213","mp_HC_HP_LF_23_shecan",48,"mp","HC","HP","LF",23,NA,"4",48,1,30,24,20,"HC_HP_LF"
"214","mp_HC_HP_LF_23_spipyr",26,"mp","HC","HP","LF",23,NA,"wjt",26,1,58,24,20,"HC_HP_LF"
"215","mp_HC_HP_LF_24_alninc",22,"mp","HC","HP","LF",24,NA,"NA",22,1,27,27,27,"HC_HP_LF"
"216","mp_HC_HP_LF_24_poptre",57,"mp","HC","HP","LF",24,60,"NA",57,1,58,55,49,"HC_HP_LF"
"217","mp_HC_HP_LF_24_spibet",45,"mp","HC","HP","LF",24,NA,"NA",45,1,NA,24,20,"HC_HP_LF"
"218","mp_HC_HP_LF_24_vibedu",64,"mp","HC","HP","LF",24,15,"NA",64,1,23,20,20,"HC_HP_LF"
"219","mp_HC_HP_LF_25_acegla",57,"mp","HC","HP","LF",25,30,"5",57,1,NA,NA,NA,"HC_HP_LF"
"220","mp_HC_HP_LF_25_alnvir",24,"mp","HC","HP","LF",25,NA,"4",58,1,73,67,49,"HC_HP_LF"
"221","mp_HC_HP_LF_25_corsto",14,"mp","HC","HP","LF",25,NA,"10",14,1,20,13,13,"HC_HP_LF"
"222","mp_HC_HP_LF_25_menfer",0,"mp","HC","HP","LF",25,NA,"9",82,1,NA,NA,49,"HC_HP_LF"
"223","mp_HC_HP_LF_26_acegla",0,"mp","HC","HP","LF",26,NA,"11",58,1,NA,NA,NA,"HC_HP_LF"
"224","mp_HC_HP_LF_26_alninc",30,"mp","HC","HP","LF",26,NA,"a_ll",30,1,24,20,20,"HC_HP_LF"
"225","mp_HC_HP_LF_26_poptre",36,"mp","HC","HP","LF",26,NA,"6",66,1,58,52,52,"HC_HP_LF"
"226","mp_HC_HP_LF_26_shecan",64,"mp","HC","HP","LF",26,25,"11",64,1,33,27,23,"HC_HP_LF"
"227","mp_HC_HP_LF_27_poptre",70,"mp","HC","HP","LF",27,45,"a_ski",70,1,49,49,49,"HC_HP_LF"
"228","mp_HC_HP_LF_27_sorsco",57,"mp","HC","HP","LF",27,50,"12",57,1,NA,NA,NA,"HC_HP_LF"
"229","mp_HC_HP_LF_27_vacmem",69,"mp","HC","HP","LF",27,10,"wjt",69,1,24,20,20,"HC_HP_LF"
"230","mp_HC_HP_LF_28_amealn",79,"mp","HC","HP","LF",28,NA,"2",79,1,22,20,13,"HC_HP_LF"
"231","mp_HC_HP_LF_28_rhoalb",63,"mp","HC","HP","LF",28,NA,"11",63,1,NA,24,13,"HC_HP_LF"
"232","mp_HC_HP_LF_28_riblac",39,"mp","HC","HP","LF",28,NA,"5",39,1,NA,49,30,"HC_HP_LF"
"233","mp_HC_HP_LF_28_sorsco",79,"mp","HC","HP","LF",28,NA,"10",79,1,NA,NA,NA,"HC_HP_LF"
"234","mp_HC_HP_LF_29_poptre",67,"mp","HC","HP","LF",29,40,"a_ski",67,1,NA,NA,NA,"HC_HP_LF"
"235","mp_HC_HP_LF_29_riblac",47,"mp","HC","HP","LF",29,NA,"4",47,1,82,39,30,"HC_HP_LF"
"236","mp_HC_HP_LF_29_spipyr",82,"mp","HC","HP","LF",29,NA,"NA",82,1,20,20,20,"HC_HP_LF"
"237","mp_HC_HP_LF_3_popbal",4,"mp","HC","HP","LF",3,NA,"6",58,1,NA,NA,NA,"HC_HP_LF"
"238","mp_HC_HP_LF_3_poptre",70,"mp","HC","HP","LF",3,70,"6",70,1,NA,NA,NA,"HC_HP_LF"
"239","mp_HC_HP_LF_3_spipyr",35,"mp","HC","HP","LF",3,NA,"wjt",35,1,NA,24,20,"HC_HP_LF"
"240","mp_HC_HP_LF_3_vacmem",30,"mp","HC","HP","LF",3,NA,"wjt",30,1,NA,NA,20,"HC_HP_LF"
"241","mp_HC_HP_LF_30_rhoalb",78,"mp","HC","HP","LF",30,NA,"4",78,1,NA,52,20,"HC_HP_LF"
"242","mp_HC_HP_LF_30_riblac",20,"mp","HC","HP","LF",30,NA,"NA",66,1,70,49,36,"HC_HP_LF"
"243","mp_HC_HP_LF_30_vacmem",7,"mp","HC","HP","LF",30,NA,"ll",26,1,24,20,12,"HC_HP_LF"
"244","mp_HC_HP_LF_31_amealn",67,"mp","HC","HP","LF",31,50,"2",67,1,13,10,10,"HC_HP_LF"
"245","mp_HC_HP_LF_31_riblac",44,"mp","HC","HP","LF",31,NA,"8",44,1,NA,84,33,"HC_HP_LF"
"246","mp_HC_HP_LF_31_samrac",79,"mp","HC","HP","LF",31,50,"10",79,1,27,27,27,"HC_HP_LF"
"247","mp_HC_HP_LF_32_amealn",1,"mp","HC","HP","LF",32,NA,"2",84,1,24,10,10,"HC_HP_LF"
"248","mp_HC_HP_LF_32_corsto",22,"mp","HC","HP","LF",32,NA,"2",22,1,10,10,10,"HC_HP_LF"
"249","mp_HC_HP_LF_32_rhoalb",42,"mp","HC","HP","LF",32,60,"11",42,1,16,16,10,"HC_HP_LF"
"250","mp_HC_HP_LF_32_rubpar",44,"mp","HC","HP","LF",32,NA,"sf",44,1,24,24,20,"HC_HP_LF"
"251","mp_HC_HP_LF_33_corsto",60,"mp","HC","HP","LF",33,NA,"2",60,1,13,13,13,"HC_HP_LF"
"252","mp_HC_HP_LF_33_loninv",46,"mp","HC","HP","LF",33,50,"3",46,1,NA,NA,58,"HC_HP_LF"
"253","mp_HC_HP_LF_33_shecan",79,"mp","HC","HP","LF",33,NA,"6",79,1,36,30,27,"HC_HP_LF"
"254","mp_HC_HP_LF_33_vibedu",37,"mp","HC","HP","LF",33,50,"9",37,1,NA,NA,20,"HC_HP_LF"
"255","mp_HC_HP_LF_34_alnvir",37,"mp","HC","HP","LF",34,NA,"4",78,1,52,52,49,"HC_HP_LF"
"256","mp_HC_HP_LF_34_riblac",32,"mp","HC","HP","LF",34,NA,"3",55,1,NA,39,36,"HC_HP_LF"
"257","mp_HC_HP_LF_34_spibet",12,"mp","HC","HP","LF",34,NA,"NA",41,1,24,24,24,"HC_HP_LF"
"258","mp_HC_HP_LF_34_spipyr",38,"mp","HC","HP","LF",34,NA,"NA",38,1,24,24,24,"HC_HP_LF"
"259","mp_HC_HP_LF_35_loninv",39,"mp","HC","HP","LF",35,20,"NA",39,1,24,24,20,"HC_HP_LF"
"260","mp_HC_HP_LF_35_sorsco",17,"mp","HC","HP","LF",35,70,"NA",17,1,NA,NA,NA,"HC_HP_LF"
"261","mp_HC_HP_LF_35_vacmem",40,"mp","HC","HP","LF",35,NA,"NA",40,1,NA,24,16,"HC_HP_LF"
"262","mp_HC_HP_LF_36_corsto",68,"mp","HC","HP","LF",36,NA,"5",68,1,13,13,13,"HC_HP_LF"
"263","mp_HC_HP_LF_36_popbal",14,"mp","HC","HP","LF",36,NA,"6",72,1,24,24,24,"HC_HP_LF"
"264","mp_HC_HP_LF_36_vibedu",0,"mp","HC","HP","LF",36,NA,"12",54,1,24,20,16,"HC_HP_LF"
"265","mp_HC_HP_LF_37_acegla",54,"mp","HC","HP","LF",37,NA,"4",54,1,NA,58,36,"HC_HP_LF"
"266","mp_HC_HP_LF_37_alnvir",27,"mp","HC","HP","LF",37,NA,"7",68,1,61,61,55,"HC_HP_LF"
"267","mp_HC_HP_LF_37_loninv",63,"mp","HC","HP","LF",37,50,"10",63,1,NA,34,10,"HC_HP_LF"
"268","mp_HC_HP_LF_37_symalb",69,"mp","HC","HP","LF",37,NA,"1",69,1,24,20,10,"HC_HP_LF"
"269","mp_HC_HP_LF_38_loninv",1,"mp","HC","HP","LF",38,NA,"4",84,1,NA,NA,61,"HC_HP_LF"
"270","mp_HC_HP_LF_38_rubpar",63,"mp","HC","HP","LF",38,NA,"tml",63,1,NA,24,24,"HC_HP_LF"
"271","mp_HC_HP_LF_38_spibet",1,"mp","HC","HP","LF",38,NA,"tml",33,1,NA,24,20,"HC_HP_LF"
"272","mp_HC_HP_LF_38_vacmem",13,"mp","HC","HP","LF",38,NA,"a",34,1,NA,NA,27,"HC_HP_LF"
"273","mp_HC_HP_LF_39_alninc",37,"mp","HC","HP","LF",39,NA,"3",37,1,36,36,34,"HC_HP_LF"
"274","mp_HC_HP_LF_39_amealn",41,"mp","HC","HP","LF",39,NA,"4",41,1,36,36,30,"HC_HP_LF"
"275","mp_HC_HP_LF_39_spibet",20,"mp","HC","HP","LF",39,NA,"NA",20,1,13,13,13,"HC_HP_LF"
"276","mp_HC_HP_LF_39_vibedu",7,"mp","HC","HP","LF",39,NA,"12",35,1,24,16,16,"HC_HP_LF"
"277","mp_HC_HP_LF_4_menfer",63,"mp","HC","HP","LF",4,NA,"a",63,1,NA,NA,36,"HC_HP_LF"
"278","mp_HC_HP_LF_4_samrac",43,"mp","HC","HP","LF",4,50,"11",43,1,49,49,49,"HC_HP_LF"
"279","mp_HC_HP_LF_4_spibet",40,"mp","HC","HP","LF",4,NA,"NA",40,1,24,20,20,"HC_HP_LF"
"280","mp_HC_HP_LF_4_vacmem",40,"mp","HC","HP","LF",4,30,"a",40,1,NA,NA,20,"HC_HP_LF"
"281","mp_HC_HP_LF_40_acegla",75,"mp","HC","HP","LF",40,NA,"6",75,1,36,36,36,"HC_HP_LF"
"282","mp_HC_HP_LF_40_rhoalb",34,"mp","HC","HP","LF",40,25,"1",34,1,24,24,24,"HC_HP_LF"
"283","mp_HC_HP_LF_5_acegla",23,"mp","HC","HP","LF",5,NA,"7",70,1,39,36,34,"HC_HP_LF"
"284","mp_HC_HP_LF_5_menfer",27,"mp","HC","HP","LF",5,NA,"a",68,1,NA,70,42,"HC_HP_LF"
"285","mp_HC_HP_LF_5_symalb",7,"mp","HC","HP","LF",5,NA,"NA",44,1,13,13,13,"HC_HP_LF"
"286","mp_HC_HP_LF_6_alnvir",61,"mp","HC","HP","LF",6,NA,"NA",NA,0,NA,NA,NA,"HC_HP_LF"
"287","mp_HC_HP_LF_6_popbal",44,"mp","HC","HP","LF",6,NA,"NA",NA,0,NA,NA,NA,"HC_HP_LF"
"288","mp_HC_HP_LF_6_rubpar",70,"mp","HC","HP","LF",6,NA,"NA",NA,0,NA,NA,NA,"HC_HP_LF"
"289","mp_HC_HP_LF_7_alnvir",14,"mp","HC","HP","LF",7,NA,"2",53,1,61,52,42,"HC_HP_LF"
"290","mp_HC_HP_LF_7_amealn",31,"mp","HC","HP","LF",7,NA,"8",31,1,20,20,10,"HC_HP_LF"
"291","mp_HC_HP_LF_7_sorsco",31,"mp","HC","HP","LF",7,NA,"9",31,1,NA,NA,NA,"HC_HP_LF"
"292","mp_HC_HP_LF_7_vacmem",51,"mp","HC","HP","LF",7,50,"tml",51,1,NA,NA,20,"HC_HP_LF"
"293","mp_HC_HP_LF_8_corsto",43,"mp","HC","HP","LF",8,NA,"10",43,1,24,12,12,"HC_HP_LF"
"294","mp_HC_HP_LF_8_spibet",6,"mp","HC","HP","LF",8,NA,"NA",66,1,12,12,12,"HC_HP_LF"
"295","mp_HC_HP_LF_8_vibedu",79,"mp","HC","HP","LF",8,35,"11",79,1,24,24,12,"HC_HP_LF"
"296","mp_HC_HP_LF_9_alnvir",32,"mp","HC","HP","LF",9,NA,"5",58,1,52,49,49,"HC_HP_LF"
"297","mp_HC_HP_LF_9_loninv",37,"mp","HC","HP","LF",9,NA,"10",68,1,NA,84,76,"HC_HP_LF"
"298","mp_HC_HP_LF_9_samrac",81,"mp","HC","HP","LF",9,NA,"7",81,1,27,27,27,"HC_HP_LF"
"299","mp_HC_LP_HF_1_alninc",34,"mp","HC","LP","HF",1,NA,"5",34,1,34,24,23,"HC_LP_HF"
"300","mp_HC_LP_HF_1_rhoalb",76,"mp","HC","LP","HF",1,40,"4",76,1,NA,NA,23,"HC_LP_HF"
"301","mp_HC_LP_HF_1_spibet",81,"mp","HC","LP","HF",1,NA,"NA",81,1,NA,NA,NA,"HC_LP_HF"
"302","mp_HC_LP_HF_1_symalb",24,"mp","HC","LP","HF",1,NA,"w/1",24,1,24,24,7,"HC_LP_HF"
"303","mp_HC_LP_HF_10_corsto",64,"mp","HC","LP","HF",10,NA,"1",64,1,24,17,13,"HC_LP_HF"
"304","mp_HC_LP_HF_10_menfer",0,"mp","HC","LP","HF",10,NA,"7",39,1,NA,31,26,"HC_LP_HF"
"305","mp_HC_LP_HF_10_vacmem",26,"mp","HC","LP","HF",10,NA,"a",38,1,24,24,13,"HC_LP_HF"
"306","mp_HC_LP_HF_11_popbal",48,"mp","HC","LP","HF",11,NA,"6",48,1,24,23,19,"HC_LP_HF"
"307","mp_HC_LP_HF_11_samrac",63,"mp","HC","LP","HF",11,50,"3",63,1,NA,NA,NA,"HC_LP_HF"
"308","mp_HC_LP_HF_11_symalb",37,"mp","HC","LP","HF",11,NA,"wjt",37,1,24,24,16,"HC_LP_HF"
"309","mp_HC_LP_HF_11_vibedu",82,"mp","HC","LP","HF",11,NA,"9",82,1,24,13,10,"HC_LP_HF"
"310","mp_HC_LP_HF_12_alninc",40,"mp","HC","LP","HF",12,NA,"4",40,1,23,19,19,"HC_LP_HF"
"311","mp_HC_LP_HF_12_corsto",44,"mp","HC","LP","HF",12,NA,"1",44,1,16,12,12,"HC_LP_HF"
"312","mp_HC_LP_HF_12_vacmem",38,"mp","HC","LP","HF",12,50,"a",38,1,NA,NA,12,"HC_LP_HF"
"313","mp_HC_LP_HF_12_vibedu",39,"mp","HC","LP","HF",12,NA,"12",39,1,NA,24,16,"HC_LP_HF"
"314","mp_HC_LP_HF_13_rhoalb",44,"mp","HC","LP","HF",13,15,"11",44,1,NA,NA,26,"HC_LP_HF"
"315","mp_HC_LP_HF_13_samrac",60,"mp","HC","LP","HF",13,NA,"7",60,1,NA,24,17,"HC_LP_HF"
"316","mp_HC_LP_HF_13_spibet",1,"mp","HC","LP","HF",13,NA,"NA",27,1,17,17,17,"HC_LP_HF"
"317","mp_HC_LP_HF_13_vacmem",42,"mp","HC","LP","HF",13,5,"a",42,1,NA,NA,17,"HC_LP_HF"
"318","mp_HC_LP_HF_14_acegla",35,"mp","HC","LP","HF",14,NA,"7",NA,0,NA,NA,NA,"HC_LP_HF"
"319","mp_HC_LP_HF_14_loninv",37,"mp","HC","LP","HF",14,NA,"8",37,1,NA,NA,13,"HC_LP_HF"
"320","mp_HC_LP_HF_14_rhoalb",10,"mp","HC","LP","HF",14,NA,"4",42,1,NA,NA,17,"HC_LP_HF"
"321","mp_HC_LP_HF_14_rubpar",32,"mp","HC","LP","HF",14,NA,"tml",32,1,24,23,23,"HC_LP_HF"
"322","mp_HC_LP_HF_15_loninv",40,"mp","HC","LP","HF",15,NA,"6",40,1,NA,NA,16,"HC_LP_HF"
"323","mp_HC_LP_HF_15_poptre",33,"mp","HC","LP","HF",15,NA,"6",40,1,34,34,34,"HC_LP_HF"
"324","mp_HC_LP_HF_15_sorsco",32,"mp","HC","LP","HF",15,NA,"10",32,1,NA,NA,NA,"HC_LP_HF"
"325","mp_HC_LP_HF_15_symalb",38,"mp","HC","LP","HF",15,NA,"wjt",38,1,24,24,12,"HC_LP_HF"
"326","mp_HC_LP_HF_16_alnvir",28,"mp","HC","LP","HF",16,50,"6",28,1,26,26,26,"HC_LP_HF"
"327","mp_HC_LP_HF_16_amealn",37,"mp","HC","LP","HF",16,NA,"2",37,1,10,10,10,"HC_LP_HF"
"328","mp_HC_LP_HF_16_shecan",81,"mp","HC","LP","HF",16,NA,"6",81,1,31,28,17,"HC_LP_HF"
"329","mp_HC_LP_HF_16_symalb",75,"mp","HC","LP","HF",16,NA,"wjt",75,1,NA,NA,17,"HC_LP_HF"
"330","mp_HC_LP_HF_17_loninv",23,"mp","HC","LP","HF",17,NA,"13",23,1,NA,24,9,"HC_LP_HF"
"331","mp_HC_LP_HF_17_poptre",57,"mp","HC","LP","HF",17,20,"a_ski",57,1,31,31,31,"HC_LP_HF"
"332","mp_HC_LP_HF_17_spibet",80,"mp","HC","LP","HF",17,NA,"NA",80,1,23,23,23,"HC_LP_HF"
"333","mp_HC_LP_HF_17_vibedu",35,"mp","HC","LP","HF",17,NA,"11",35,1,16,13,12,"HC_LP_HF"
"334","mp_HC_LP_HF_18_loninv",37,"mp","HC","LP","HF",18,NA,"13",37,1,10,10,10,"HC_LP_HF"
"335","mp_HC_LP_HF_18_poptre",37,"mp","HC","LP","HF",18,85,"a_ski",37,1,NA,34,31,"HC_LP_HF"
"336","mp_HC_LP_HF_18_sorsco",33,"mp","HC","LP","HF",18,NA,"12",33,1,19,17,17,"HC_LP_HF"
"337","mp_HC_LP_HF_18_spipyr",5,"mp","HC","LP","HF",18,NA,"NA",20,1,NA,NA,17,"HC_LP_HF"
"338","mp_HC_LP_HF_19_amealn",21,"mp","HC","LP","HF",19,NA,"2",21,1,7,7,7,"HC_LP_HF"
"339","mp_HC_LP_HF_19_loninv",50,"mp","HC","LP","HF",19,NA,"8",50,1,NA,NA,NA,"HC_LP_HF"
"340","mp_HC_LP_HF_19_popbal",21,"mp","HC","LP","HF",19,NA,"11",NA,0,NA,NA,NA,"HC_LP_HF"
"341","mp_HC_LP_HF_19_spibet",81,"mp","HC","LP","HF",19,NA,"NA",81,1,28,28,28,"HC_LP_HF"
"342","mp_HC_LP_HF_2_alninc",68,"mp","HC","LP","HF",2,50,"3",68,1,23,19,12,"HC_LP_HF"
"343","mp_HC_LP_HF_2_menfer",36,"mp","HC","LP","HF",2,NA,"7",NA,0,NA,NA,NA,"HC_LP_HF"
"344","mp_HC_LP_HF_2_poptre",73,"mp","HC","LP","HF",2,15,"a_ski",73,1,NA,NA,23,"HC_LP_HF"
"345","mp_HC_LP_HF_2_vibedu",18,"mp","HC","LP","HF",2,NA,"12",18,1,24,23,12,"HC_LP_HF"
"346","mp_HC_LP_HF_20_alninc",52,"mp","HC","LP","HF",20,NA,"4",52,1,20,17,17,"HC_LP_HF"
"347","mp_HC_LP_HF_20_poptre",20,"mp","HC","LP","HF",20,NA,"b_ski",43,1,NA,NA,NA,"HC_LP_HF"
"348","mp_HC_LP_HF_20_samrac",64,"mp","HC","LP","HF",20,NA,"7",64,1,NA,NA,23,"HC_LP_HF"
"349","mp_HC_LP_HF_21_popbal",10,"mp","HC","LP","HF",21,NA,"11",53,1,16,16,12,"HC_LP_HF"
"350","mp_HC_LP_HF_21_rhoalb",53,"mp","HC","LP","HF",21,NA,"4",53,1,NA,NA,26,"HC_LP_HF"
"351","mp_HC_LP_HF_21_spipyr",6,"mp","HC","LP","HF",21,NA,"NA",10,1,24,10,10,"HC_LP_HF"
"352","mp_HC_LP_HF_21_symalb",60,"mp","HC","LP","HF",21,NA,"w/6",60,1,24,10,10,"HC_LP_HF"
"353","mp_HC_LP_HF_22_alnvir",39,"mp","HC","LP","HF",22,NA,"1",57,1,54,48,45,"HC_LP_HF"
"354","mp_HC_LP_HF_22_amealn",0,"mp","HC","LP","HF",22,NA,"2",0,1,0,0,0,"HC_LP_HF"
"355","mp_HC_LP_HF_22_corsto",37,"mp","HC","LP","HF",22,NA,"5",37,1,20,10,10,"HC_LP_HF"
"356","mp_HC_LP_HF_22_shecan",10,"mp","HC","LP","HF",22,NA,"11",44,1,28,24,13,"HC_LP_HF"
"357","mp_HC_LP_HF_23_alnvir",64,"mp","HC","LP","HF",23,NA,"6",64,1,23,23,23,"HC_LP_HF"
"358","mp_HC_LP_HF_23_menfer",14,"mp","HC","LP","HF",23,NA,"10",34,1,NA,NA,28,"HC_LP_HF"
"359","mp_HC_LP_HF_23_rhoalb",64,"mp","HC","LP","HF",23,75,"1",64,1,NA,NA,17,"HC_LP_HF"
"360","mp_HC_LP_HF_23_vacmem",31,"mp","HC","LP","HF",23,NA,"wjt",31,1,NA,NA,20,"HC_LP_HF"
"361","mp_HC_LP_HF_24_acegla",34,"mp","HC","LP","HF",24,NA,"3",46,1,NA,54,54,"HC_LP_HF"
"362","mp_HC_LP_HF_24_sorsco",82,"mp","HC","LP","HF",24,NA,"10",82,1,NA,24,17,"HC_LP_HF"
"363","mp_HC_LP_HF_24_vibedu",10,"mp","HC","LP","HF",24,NA,"9",69,1,24,20,13,"HC_LP_HF"
"364","mp_HC_LP_HF_25_alnvir",45,"mp","HC","LP","HF",25,50,"1",45,1,54,54,34,"HC_LP_HF"
"365","mp_HC_LP_HF_25_corsto",60,"mp","HC","LP","HF",25,NA,"9",60,1,8,8,8,"HC_LP_HF"
"366","mp_HC_LP_HF_25_riblac",30,"mp","HC","LP","HF",25,NA,"3",82,1,NA,NA,31,"HC_LP_HF"
"367","mp_HC_LP_HF_25_shecan",34,"mp","HC","LP","HF",25,NA,"11",34,1,31,24,17,"HC_LP_HF"
"368","mp_HC_LP_HF_26_alninc",13,"mp","HC","LP","HF",26,NA,"5",31,1,24,24,23,"HC_LP_HF"
"369","mp_HC_LP_HF_26_alnvir",1,"mp","HC","LP","HF",26,NA,"2",31,1,34,34,31,"HC_LP_HF"
"370","mp_HC_LP_HF_26_loninv",29,"mp","HC","LP","HF",26,NA,"8",29,1,NA,24,13,"HC_LP_HF"
"371","mp_HC_LP_HF_26_popbal",11,"mp","HC","LP","HF",26,NA,"6",63,1,23,23,23,"HC_LP_HF"
"372","mp_HC_LP_HF_27_loninv",75,"mp","HC","LP","HF",27,NA,"NA",75,1,NA,NA,12,"HC_LP_HF"
"373","mp_HC_LP_HF_27_shecan",9,"mp","HC","LP","HF",27,NA,"NA",84,1,NA,NA,23,"HC_LP_HF"
"374","mp_HC_LP_HF_27_spibet",9,"mp","HC","LP","HF",27,NA,"NA",75,1,NA,NA,NA,"HC_LP_HF"
"375","mp_HC_LP_HF_27_vibedu",80,"mp","HC","LP","HF",27,NA,"NA",80,1,NA,NA,26,"HC_LP_HF"
"376","mp_HC_LP_HF_28_corsto",44,"mp","HC","LP","HF",28,NA,"10",44,1,24,10,10,"HC_LP_HF"
"377","mp_HC_LP_HF_28_rubpar",14,"mp","HC","LP","HF",28,NA,"sf",41,1,NA,24,23,"HC_LP_HF"
"378","mp_HC_LP_HF_28_sorsco",33,"mp","HC","LP","HF",28,NA,"ll",33,1,NA,24,12,"HC_LP_HF"
"379","mp_HC_LP_HF_28_spipyr",46,"mp","HC","LP","HF",28,NA,"wjt",46,1,7,7,7,"HC_LP_HF"
"380","mp_HC_LP_HF_29_amealn",61,"mp","HC","LP","HF",29,50,"6",61,1,10,10,10,"HC_LP_HF"
"381","mp_HC_LP_HF_29_menfer",3,"mp","HC","LP","HF",29,NA,"4",61,1,37,37,26,"HC_LP_HF"
"382","mp_HC_LP_HF_3_menfer",4,"mp","HC","LP","HF",3,NA,"a",47,1,NA,28,26,"HC_LP_HF"
"383","mp_HC_LP_HF_3_poptre",60,"mp","HC","LP","HF",3,30,"5",60,1,NA,NA,NA,"HC_LP_HF"
"384","mp_HC_LP_HF_3_rhoalb",47,"mp","HC","LP","HF",3,50,"11",47,1,NA,NA,17,"HC_LP_HF"
"385","mp_HC_LP_HF_3_vacmem",22,"mp","HC","LP","HF",3,NA,"a",NA,0,NA,NA,NA,"HC_LP_HF"
"386","mp_HC_LP_HF_30_loninv",24,"mp","HC","LP","HF",30,NA,"8",24,1,NA,NA,NA,"HC_LP_HF"
"387","mp_HC_LP_HF_30_rhoalb",46,"mp","HC","LP","HF",30,50,"1",46,1,NA,NA,31,"HC_LP_HF"
"388","mp_HC_LP_HF_30_rubpar",14,"mp","HC","LP","HF",30,NA,"sf",40,1,NA,34,23,"HC_LP_HF"
"389","mp_HC_LP_HF_30_samrac",41,"mp","HC","LP","HF",30,50,"3",41,1,24,23,23,"HC_LP_HF"
"390","mp_HC_LP_HF_31_alnvir",30,"mp","HC","LP","HF",31,NA,"1",50,1,42,42,31,"HC_LP_HF"
"391","mp_HC_LP_HF_31_shecan",75,"mp","HC","LP","HF",31,50,"9",75,1,23,16,16,"HC_LP_HF"
"392","mp_HC_LP_HF_31_symalb",42,"mp","HC","LP","HF",31,NA,"eg",42,1,NA,24,16,"HC_LP_HF"
"393","mp_HC_LP_HF_32_popbal",42,"mp","HC","LP","HF",32,30,"8",42,1,NA,NA,NA,"HC_LP_HF"
"394","mp_HC_LP_HF_32_shecan",12,"mp","HC","LP","HF",32,NA,"4",NA,0,NA,NA,NA,"HC_LP_HF"
"395","mp_HC_LP_HF_32_spibet",60,"mp","HC","LP","HF",32,NA,"wjt",60,1,16,13,13,"HC_LP_HF"
"396","mp_HC_LP_HF_32_vibedu",42,"mp","HC","LP","HF",32,NA,"11",42,1,24,16,12,"HC_LP_HF"
"397","mp_HC_LP_HF_33_riblac",57,"mp","HC","LP","HF",33,40,"a_sf",57,1,NA,34,10,"HC_LP_HF"
"398","mp_HC_LP_HF_33_rubpar",38,"mp","HC","LP","HF",33,NA,"9",38,1,23,23,23,"HC_LP_HF"
"399","mp_HC_LP_HF_33_vacmem",38,"mp","HC","LP","HF",33,NA,"ll",NA,0,NA,NA,NA,"HC_LP_HF"
"400","mp_HC_LP_HF_34_alninc",21,"mp","HC","LP","HF",34,NA,"5",21,1,13,13,13,"HC_LP_HF"
"401","mp_HC_LP_HF_34_corsto",44,"mp","HC","LP","HF",34,NA,"2",44,1,12,10,10,"HC_LP_HF"
"402","mp_HC_LP_HF_34_sorsco",22,"mp","HC","LP","HF",34,NA,"10",22,1,24,16,16,"HC_LP_HF"
"403","mp_HC_LP_HF_35_acegla",44,"mp","HC","LP","HF",35,NA,"5",NA,0,NA,NA,NA,"HC_LP_HF"
"404","mp_HC_LP_HF_35_alnvir",76,"mp","HC","LP","HF",35,50,"1",76,1,NA,NA,45,"HC_LP_HF"
"405","mp_HC_LP_HF_35_rubpar",43,"mp","HC","LP","HF",35,NA,"sf",43,1,NA,28,26,"HC_LP_HF"
