"","site","chill","photo","force","indiv","flask","species"
"1923","mp","LC","HP","HF","4","14","sorsco"
"1924","mp","LC","HP","HF",NA,"14","symalb"
"1925","mp","LC","HP","HF",NA,"14","vibedu"
"1926","mp","LC","HP","HF","2","15","amealn"
"1927","mp","LC","HP","HF","10","15","menfer"
"1928","mp","LC","HP","HF","11","15","rhoalb"
"1929","mp","LC","HP","HF","7","15","samrac"
"1930","mp","LC","HP","HF","8","16","corsto"
"1931","mp","LC","HP","HF","3","16","rhoalb"
"1932","mp","LC","HP","HF","8","16","riblac"
"1933","mp","LC","HP","HF","tml","16","spibet"
"1934","mp","LC","HP","HF","b_ll","17","alninc"
"1935","mp","LC","HP","HF","7","17","amealn"
"1936","mp","LC","HP","HF","14","17","sorsco"
"1937","mp","LC","HP","HF","10","17","vibedu"
"1938","mp","LC","HP","HF","10","18","loninv"
"1939","mp","LC","HP","HF","8","18","riblac"
"1940","mp","LC","HP","HF","wjt","18","spipyr"
"1941","mp","LC","HP","HF","wjt","18","spipyr"
"1942","mp","LC","HP","HF","8","19","acegla"
"1943","mp","LC","HP","HF","7","19","alnvir"
"1944","mp","LC","HP","HF","5","19","alnvir"
"1945","mp","LC","HP","HF","8","19","samrac"
"1946","mp","LC","HP","HF","a","2","loninv"
"1947","mp","LC","HP","HF","4","2","menfer"
"1948","mp","LC","HP","HF","f_eg","2","poptre"
"1949","mp","LC","HP","HF","tml","2","spibet"
"1950","mp","LC","HP","HF","3","20","acegla"
"1951","mp","LC","HP","HF","11","20","rhoalb"
"1952","mp","LC","HP","HF","2","20","riblac"
"1953","mp","LC","HP","HF","tml","20","spibet"
"1954","mp","LC","HP","HF","4","21","acegla"
"1955","mp","LC","HP","HF","7","21","menfer"
"1956","mp","LC","HP","HF","11","21","rhoalb"
"1957","mp","LC","HP","HF",NA,"21","spipyr"
"1958","mp","LC","HP","HF","8","22","acegla"
"1959","mp","LC","HP","HF","9","22","alninc"
"1960","mp","LC","HP","HF","10","22","alninc"
"1961","mp","LC","HP","HF","wjt","22","spibet"
"1962","mp","LC","HP","HF","4","23","alnvir"
"1963","mp","LC","HP","HF","6","23","popbal"
"1964","mp","LC","HP","HF","11","23","rhoalb"
"1965","mp","LC","HP","HF","a","23","vacmem"
"1966","mp","LC","HP","HF","5","24","poptre"
"1967","mp","LC","HP","HF","13","24","sorsco"
"1968","mp","LC","HP","HF","9","24","symalb"
"1969","mp","LC","HP","HF","wjt","24","vacmem"
"1970","mp","LC","HP","HF","b_ll","25","alninc"
"1971","mp","LC","HP","HF","7","25","amealn"
"1972","mp","LC","HP","HF","1","25","corsto"
"1973","mp","LC","HP","HF","sf","25","symalb"
"1974","mp","LC","HP","HF","7","26","acegla"
"1975","mp","LC","HP","HF","1","26","alnvir"
"1976","mp","LC","HP","HF","12","26","vibedu"
"1977","mp","LC","HP","HF","12","26","vibedu"
"1978","mp","LC","HP","HF","10","27","alninc"
"1979","mp","LC","HP","HF","10","27","amealn"
"1980","mp","LC","HP","HF","8","27","samrac"
"1981","mp","LC","HP","HF","tml","27","spibet"
"1982","mp","LC","HP","HF","8","28","acegla"
"1983","mp","LC","HP","HF","8","28","corsto"
"1984","mp","LC","HP","HF","2","28","popbal"
"1985","mp","LC","HP","HF","ll","28","vacmem"
"1986","mp","LC","HP","HF","7","29","rubpar"
"1987","mp","LC","HP","HF","9","29","shecan"
"1988","mp","LC","HP","HF","10","29","shecan"
"1989","mp","LC","HP","HF","sf","29","symalb"
"1990","mp","LC","HP","HF","10","3","amealn"
"1991","mp","LC","HP","HF","6","3","popbal"
"1992","mp","LC","HP","HF","5","3","poptre"
"1993","mp","LC","HP","HF","13","3","sorsco"
"1994","mp","LC","HP","HF","7","30","rubpar"
"1995","mp","LC","HP","HF","6","30","samrac"
"1996","mp","LC","HP","HF","sf","30","symalb"
"1997","mp","LC","HP","HF","sf","30","symalb"
"1998","mp","LC","HP","HF","1","31","corsto"
"1999","mp","LC","HP","HF","a_sf","31","riblac"
"2000","mp","LC","HP","HF","ll","31","vacmem"
"2001","mp","LC","HP","HF","ll","31","vacmem"
"2002","mp","LC","HP","HF","10","32","alninc"
"2003","mp","LC","HP","HF","5","32","poptre"
"2004","mp","LC","HP","HF","13","32","sorsco"
"2005","mp","LC","HP","HF","tml","32","spibet"
"2006","mp","LC","HP","HF","7","33","amealn"
"2007","mp","LC","HP","HF","4","33","menfer"
"2008","mp","LC","HP","HF","10","33","popbal"
"2009","mp","LC","HP","HF","ll","33","vacmem"
"2010","mp","LC","HP","HF","4","34","menfer"
"2011","mp","LC","HP","HF","10","34","popbal"
"2012","mp","LC","HP","HF","7","34","rubpar"
"2013","mp","LC","HP","HF","9","34","shecan"
"2014","mp","LC","HP","HF","8","35","loninv"
"2015","mp","LC","HP","HF","2","35","popbal"
"2016","mp","LC","HP","HF","tml","35","spibet"
"2017","mp","LC","HP","HF","8","35","vibedu"
"2018","mp","LC","HP","HF","8","36","alnvir"
"2019","mp","LC","HP","HF","4","36","menfer"
"2020","mp","LC","HP","HF","f_eg","36","poptre"
"2021","mp","LC","HP","HF","7","36","rubpar"
"2022","mp","LC","HP","HF","8","37","alnvir"
"2023","mp","LC","HP","HF","a","37","loninv"
"2024","mp","LC","HP","HF","f_eg","37","poptre"
"2025","mp","LC","HP","HF","10","37","vibedu"
"2026","mp","LC","HP","HF","2","38","popbal"
"2027","mp","LC","HP","HF","sf","38","rubpar"
"2028","mp","LC","HP","HF","9","38","samrac"
"2029","mp","LC","HP","HF","2","38","shecan"
"2030","mp","LC","HP","HF","8","39","acegla"
"2031","mp","LC","HP","HF","8","39","corsto"
"2032","mp","LC","HP","HF","8","39","samrac"
"2033","mp","LC","HP","HF","2","39","shecan"
"2034","mp","LC","HP","HF","1","4","corsto"
"2035","mp","LC","HP","HF","9","4","shecan"
"2036","mp","LC","HP","HF","10","4","shecan"
"2037","mp","LC","HP","HF","a_eg","4","symalb"
"2038","mp","LC","HP","HF","8","40","corsto"
"2039","mp","LC","HP","HF","3","40","rhoalb"
"2040","mp","LC","HP","HF","sf","40","rubpar"
"2041","mp","LC","HP","HF","2","40","shecan"
"2042","mp","LC","HP","HF","1","5","alnvir"
"2043","mp","LC","HP","HF","a","5","loninv"
"2044","mp","LC","HP","HF","14","5","sorsco"
"2045","mp","LC","HP","HF","2","5","spipyr"
"2046","mp","LC","HP","HF","10","6","corsto"
"2047","mp","LC","HP","HF","10","6","loninv"
"2048","mp","LC","HP","HF","8","6","riblac"
"2049","mp","LC","HP","HF","sf","6","rubpar"
"2050","mp","LC","HP","HF","2","7","riblac"
"2051","mp","LC","HP","HF","sf","7","rubpar"
"2052","mp","LC","HP","HF","wjt","7","spipyr"
"2053","mp","LC","HP","HF","11","7","vibedu"
"2054","mp","LC","HP","HF","3","8","rhoalb"
"2055","mp","LC","HP","HF","2","8","riblac"
"2056","mp","LC","HP","HF","tml","8","spibet"
"2057","mp","LC","HP","HF","wjt","8","spipyr"
"2058","mp","LC","HP","HF","a_sf","9","samrac"
"2059","mp","LC","HP","HF","6","9","samrac"
"2060","mp","LC","HP","HF","4","9","sorsco"
"2061","mp","LC","HP","HF","10","9","vibedu"
"2062","mp","LC","HP","LF","10","1","amealn"
"2063","mp","LC","HP","LF","8","1","menfer"
"2064","mp","LC","HP","LF","5","1","poptre"
"2065","mp","LC","HP","LF","1","1","rhoalb"
"2066","mp","LC","HP","LF","7","10","acegla"
"2067","mp","LC","HP","LF","11","10","shecan"
"2068","mp","LC","HP","LF",NA,"10","spipyr"
"2069","mp","LC","HP","LF","a","10","vacmem"
"2070","mp","LC","HP","LF","8","11","menfer"
"2071","mp","LC","HP","LF","2","11","shecan"
"2072","mp","LC","HP","LF","wjt","11","spipyr"
"2073","mp","LC","HP","LF","tml","11","vacmem"
"2074","mp","LC","HP","LF","6","12","amealn"
"2075","mp","LC","HP","LF","6","12","amealn"
"2076","mp","LC","HP","LF","9","12","sorsco"
"2077","mp","LC","HP","LF","9","12","sorsco"
"2078","mp","LC","HP","LF","3","13","acegla"
"2079","mp","LC","HP","LF","10","13","alninc"
"2080","mp","LC","HP","LF","2","13","shecan"
"2081","mp","LC","HP","LF","wjt","13","spipyr"
"2082","mp","LC","HP","LF","7","14","acegla"
"2083","mp","LC","HP","LF","10","14","loninv"
"2084","mp","LC","HP","LF","10","14","menfer"
"2085","mp","LC","HP","LF","b_ski","14","poptre"
"2086","mp","LC","HP","LF","4","15","alninc"
"2087","mp","LC","HP","LF","9","15","rubpar"
"2088","mp","LC","HP","LF","2","15","spipyr"
"2089","mp","LC","HP","LF","2","15","vibedu"
"2090","mp","LC","HP","LF","10","16","riblac"
"2091","mp","LC","HP","LF","ll","16","symalb"
"2092","mp","LC","HP","LF","tml","16","vacmem"
"2093","mp","LC","HP","LF","11","16","vibedu"
"2094","mp","LC","HP","LF","1","17","alnvir"
"2095","mp","LC","HP","LF","10","17","popbal"
"2096","mp","LC","HP","LF","tml","17","spibet"
"2097","mp","LC","HP","LF","eg","17","symalb"
"2098","mp","LC","HP","LF","10","18","alninc"
"2099","mp","LC","HP","LF","6","18","popbal"
"2100","mp","LC","HP","LF","8","18","samrac"
"2101","mp","LC","HP","LF","9","18","samrac"
"2102","mp","LC","HP","LF","8","19","corsto"
"2103","mp","LC","HP","LF","3","19","rhoalb"
"2104","mp","LC","HP","LF","11","19","vibedu"
"2105","mp","LC","HP","LF","8","19","vibedu"
"2106","mp","LC","HP","LF","10","2","popbal"
"2107","mp","LC","HP","LF","9","2","rhoalb"
"2108","mp","LC","HP","LF","2","2","samrac"
"2109","mp","LC","HP","LF","7","2","vibedu"
"2110","mp","LC","HP","LF","1","20","corsto"
"2111","mp","LC","HP","LF","5","20","corsto"
"2112","mp","LC","HP","LF","11","20","rhoalb"
"2113","mp","LC","HP","LF","7","20","vibedu"
"2114","mp","LC","HP","LF","4","21","alnvir"
"2115","mp","LC","HP","LF","3","21","rhoalb"
"2116","mp","LC","HP","LF","sf","21","rubpar"
"2117","mp","LC","HP","LF","ll","21","symalb"
"2118","mp","LC","HP","LF","1","22","alnvir"
"2119","mp","LC","HP","LF","3","22","alnvir"
"2120","mp","LC","HP","LF","2","22","samrac"
"2121","mp","LC","HP","LF","tml","22","vacmem"
"2122","mp","LC","HP","LF","10","23","loninv"
"2123","mp","LC","HP","LF","6","23","poptre"
"2124","mp","LC","HP","LF","tml","23","rubpar"
"2125","mp","LC","HP","LF","a_sf","23","sorsco"
"2126","mp","LC","HP","LF","4","24","amealn"
"2127","mp","LC","HP","LF","9","24","popbal"
"2128","mp","LC","HP","LF","8","24","sorsco"
"2129","mp","LC","HP","LF","13","24","sorsco"
"2130","mp","LC","HP","LF","1","25","corsto"
"2131","mp","LC","HP","LF","a_tml","25","loninv"
"2132","mp","LC","HP","LF",NA,"25","spibet"
"2133","mp","LC","HP","LF",NA,"25","spipyr"
"2134","mp","LC","HP","LF","4","26","alnvir"
"2135","mp","LC","HP","LF","5","26","poptre"
"2136","mp","LC","HP","LF","3","26","rhoalb"
"2137","mp","LC","HP","LF","10","26","riblac"
"2138","mp","LC","HP","LF","6","27","popbal"
"2139","mp","LC","HP","LF","5","27","poptre"
"2140","mp","LC","HP","LF","11","27","rhoalb"
"2141","mp","LC","HP","LF","11","27","riblac"
"2142","mp","LC","HP","LF","10","28","menfer"
"2143","mp","LC","HP","LF","c_sf","28","riblac"
"2144","mp","LC","HP","LF","2","28","spipyr"
"2145","mp","LC","HP","LF","2","28","spipyr"
"2146","mp","LC","HP","LF","9","29","rhoalb"
"2147","mp","LC","HP","LF","d_sf","29","riblac"
"2148","mp","LC","HP","LF","9","29","sorsco"
"2149","mp","LC","HP","LF","eg","29","symalb"
"2150","mp","LC","HP","LF","6","3","popbal"
"2151","mp","LC","HP","LF","sf","3","rubpar"
"2152","mp","LC","HP","LF",NA,"3","spibet"
"2153","mp","LC","HP","LF","a_tml","3","vibedu"
"2154","mp","LC","HP","LF","7","30","alnvir"
"2155","mp","LC","HP","LF","5","30","alnvir"
"2156","mp","LC","HP","LF","8","30","loninv"
"2157","mp","LC","HP","LF","9","30","symalb"
"2158","mp","LC","HP","LF","5","31","corsto"
"2159","mp","LC","HP","LF","g_eg","31","poptre"
"2160","mp","LC","HP","LF","tml","31","spibet"
"2161","mp","LC","HP","LF","eg","31","symalb"
"2162","mp","LC","HP","LF","5","32","alnvir"
"2163","mp","LC","HP","LF","8","32","loninv"
"2164","mp","LC","HP","LF","11","32","riblac"
"2165","mp","LC","HP","LF","9","32","symalb"
"2166","mp","LC","HP","LF","4","33","alninc"
"2167","mp","LC","HP","LF","8","33","shecan"
"2168","mp","LC","HP","LF","9","33","sorsco"
"2169","mp","LC","HP","LF","tml","33","vacmem"
"2170","mp","LC","HP","LF","10","34","corsto"
"2171","mp","LC","HP","LF","4","34","loninv"
"2172","mp","LC","HP","LF","b_eg_juv","34","poptre"
"2173","mp","LC","HP","LF","sf","34","rubpar"
"2174","mp","LC","HP","LF","3","35","acegla"
"2175","mp","LC","HP","LF","10","35","corsto"
"2176","mp","LC","HP","LF","10","35","loninv"
"2177","mp","LC","HP","LF","ll","35","vacmem"
"2178","mp","LC","HP","LF","11","36","acegla"
"2179","mp","LC","HP","LF","4","36","acegla"
"2180","mp","LC","HP","LF","2","36","amealn"
"2181","mp","LC","HP","LF","11","36","vibedu"
"2182","mp","LC","HP","LF","7","37","menfer"
"2183","mp","LC","HP","LF","8","37","samrac"
"2184","mp","LC","HP","LF","2","37","shecan"
"2185","mp","LC","HP","LF","11","37","vacmem"
"2186","mp","LC","HP","LF","11","38","acegla"
"2187","mp","LC","HP","LF","11","38","acegla"
"2188","mp","LC","HP","LF","tml","38","rubpar"
"2189","mp","LC","HP","LF","11","38","shecan"
"2190","mp","LC","HP","LF","7","39","amealn"
"2191","mp","LC","HP","LF","10","39","menfer"
"2192","mp","LC","HP","LF","g_eg","39","poptre"
"2193","mp","LC","HP","LF","tml","39","spibet"
"2194","mp","LC","HP","LF","10","4","alninc"
"2195","mp","LC","HP","LF","2","4","popbal"
"2196","mp","LC","HP","LF","tml","4","spibet"
"2197","mp","LC","HP","LF","tml","4","spibet"
"2198","mp","LC","HP","LF","10","40","alninc"
"2199","mp","LC","HP","LF","8","40","samrac"
"2200","mp","LC","HP","LF","4","40","shecan"
"2201","mp","LC","HP","LF","9","40","symalb"
"2202","mp","LC","HP","LF","10","5","loninv"
"2203","mp","LC","HP","LF","3","5","riblac"
"2204","mp","LC","HP","LF","tml","5","rubpar"
"2205","mp","LC","HP","LF","11","5","samrac"
"2206","mp","LC","HP","LF","3","6","alninc"
"2207","mp","LC","HP","LF","4","6","alninc"
"2208","mp","LC","HP","LF","6","6","amealn"
"2209","mp","LC","HP","LF","9","6","rubpar"
"2210","mp","LC","HP","LF","8","7","menfer"
"2211","mp","LC","HP","LF","6","7","riblac"
"2212","mp","LC","HP","LF","13","7","sorsco"
"2213","mp","LC","HP","LF","11","7","vacmem"
"2214","mp","LC","HP","LF","2","8","amealn"
"2215","mp","LC","HP","LF","6","8","corsto"
"2216","mp","LC","HP","LF","8","8","menfer"
"2217","mp","LC","HP","LF","9","8","popbal"
"2218","mp","LC","HP","LF","8","9","samrac"
"2219","mp","LC","HP","LF","6","9","shecan"
"2220","mp","LC","HP","LF","tml","9","spibet"
"2221","mp","LC","HP","LF","wjt","9","spipyr"
"2222","mp","LC","LP","HF","8","1","amealn"
"2223","mp","LC","LP","HF","10","1","corsto"
"2224","mp","LC","LP","HF","c_sf","1","riblac"
"2225","mp","LC","LP","HF","ll","1","symalb"
"2226","mp","LC","LP","HF","3","10","alnvir"
"2227","mp","LC","LP","HF","d_sf","10","riblac"
"2228","mp","LC","LP","HF","9","10","sorsco"
"2229","mp","LC","LP","HF","2","10","spipyr"
"2230","mp","LC","LP","HF","8","11","amealn"
"2231","mp","LC","LP","HF","5","11","poptre"
"2232","mp","LC","LP","HF","5","11","poptre"
"2233","mp","LC","LP","HF","wjt","11","spipyr"
"2234","mp","LC","LP","HF","7","12","alnvir"
"2235","mp","LC","LP","HF","10","12","amealn"
"2236","mp","LC","LP","HF","6","12","shecan"
"2237","mp","LC","LP","HF","wjt","12","spipyr"
"2238","mp","LC","LP","HF","4","13","acegla"
"2239","mp","LC","LP","HF","5","13","alninc"
"2240","mp","LC","LP","HF","6","13","riblac"
"2241","mp","LC","LP","HF","sf","13","rubpar"
"2242","mp","LC","LP","HF","4","14","alninc"
"2243","mp","LC","LP","HF","8","14","shecan"
"2244","mp","LC","LP","HF","9","14","shecan"
"2245","mp","LC","LP","HF","7","14","vibedu"
"2246","mp","LC","LP","HF","5","15","alninc"
"2247","mp","LC","LP","HF","a_tml","15","loninv"
"2248","mp","LC","LP","HF",NA,"15","spibet"
"2249","mp","LC","LP","HF","3","15","vibedu"
"2250","mp","LC","LP","HF","3","16","alnvir"
"2251","mp","LC","LP","HF","5","16","corsto"
"2252","mp","LC","LP","HF","10","16","popbal"
"2253","mp","LC","LP","HF","2","16","spipyr"
"2254","mp","LC","LP","HF","8","17","amealn"
"2255","mp","LC","LP","HF","9","17","menfer"
"2256","mp","LC","LP","HF","ll","17","symalb"
"2257","mp","LC","LP","HF","ll","17","vacmem"
"2258","mp","LC","LP","HF","9","18","corsto"
"2259","mp","LC","LP","HF","tml","18","rubpar"
"2260","mp","LC","LP","HF","a","18","vacmem"
"2261","mp","LC","LP","HF","a_tml","18","vibedu"
"2262","mp","LC","LP","HF","3","19","rhoalb"
"2263","mp","LC","LP","HF","11","19","riblac"
"2264","mp","LC","LP","HF","8","19","sorsco"
"2265","mp","LC","LP","HF","13","19","sorsco"
"2266","mp","LC","LP","HF","2","2","amealn"
"2267","mp","LC","LP","HF","4","2","menfer"
"2268","mp","LC","LP","HF","sf","2","rubpar"
"2269","mp","LC","LP","HF","11","2","shecan"
"2270","mp","LC","LP","HF","1","20","rhoalb"
"2271","mp","LC","LP","HF","3","20","rhoalb"
"2272","mp","LC","LP","HF","8","20","samrac"
"2273","mp","LC","LP","HF","4","20","shecan"
"2274","mp","LC","LP","HF","5","21","acegla"
"2275","mp","LC","LP","HF","8","21","popbal"
"2276","mp","LC","LP","HF",NA,"21","spibet"
"2277","mp","LC","LP","HF","ll","21","symalb"
"2278","mp","LC","LP","HF","3","22","alnvir"
"2279","mp","LC","LP","HF","10","22","popbal"
"2280","mp","LC","LP","HF","d_sf","22","riblac"
"2281","mp","LC","LP","HF","10","22","shecan"
"2282","mp","LC","LP","HF","4","23","alnvir"
"2283","mp","LC","LP","HF","a_tml","23","loninv"
"2284","mp","LC","LP","HF","w/6","23","symalb"
"2285","mp","LC","LP","HF","tml","23","vacmem"
"2286","mp","LC","LP","HF","10","24","acegla"
"2287","mp","LC","LP","HF","a_tml","24","loninv"
"2288","mp","LC","LP","HF","10","24","menfer"
"2289","mp","LC","LP","HF","a","24","vacmem"
"2290","mp","LC","LP","HF","wjt","25","spibet"
"2291","mp","LC","LP","HF","wjt","25","spibet"
"2292","mp","LC","LP","HF","wjt","25","spipyr"
"2293","mp","LC","LP","HF","ll","25","symalb"
"2294","mp","LC","LP","HF","6","26","corsto"
"2295","mp","LC","LP","HF","8","26","samrac"
"2296","mp","LC","LP","HF","tml","26","spibet"
"2297","mp","LC","LP","HF","11","26","vibedu"
"2298","mp","LC","LP","HF","10","27","acegla"
"2299","mp","LC","LP","HF","2","27","amealn"
"2300","mp","LC","LP","HF","5","27","samrac"
"2301","mp","LC","LP","HF","a_tml","27","vibedu"
"2302","mp","LC","LP","HF","9","28","rhoalb"
"2303","mp","LC","LP","HF","c_sf","28","riblac"
"2304","mp","LC","LP","HF","4","28","samrac"
"2305","mp","LC","LP","HF",NA,"28","spibet"
"2306","mp","LC","LP","HF","8","29","loninv"
"2307","mp","LC","LP","HF","8","29","menfer"
"2308","mp","LC","LP","HF","6","29","popbal"
"2309","mp","LC","LP","HF","11","29","vibedu"
"2310","mp","LC","LP","HF","3","3","acegla"
"2311","mp","LC","LP","HF","5","3","alninc"
"2312","mp","LC","LP","HF","9","3","rhoalb"
"2313","mp","LC","LP","HF","7","3","vibedu"
"2314","mp","LC","LP","HF","a_ss","30","loninv"
"2315","mp","LC","LP","HF","8","30","popbal"
"2316","mp","LC","LP","HF","4","30","rhoalb"
"2317","mp","LC","LP","HF","1","30","sorsco"
"2318","mp","LC","LP","HF","4","31","alninc"
"2319","mp","LC","LP","HF","g_eg","31","poptre"
"2320","mp","LC","LP","HF","b_eg","31","poptre"
"2321","mp","LC","LP","HF","10","31","shecan"
"2322","mp","LC","LP","HF","6","32","poptre"
"2323","mp","LC","LP","HF","sf","32","rubpar"
"2324","mp","LC","LP","HF","4","32","samrac"
"2325","mp","LC","LP","HF","wjt","32","vacmem"
"2326","mp","LC","LP","HF","6","33","poptre"
"2327","mp","LC","LP","HF","tml","33","rubpar"
"2328","mp","LC","LP","HF","w/6","33","symalb"
"2329","mp","LC","LP","HF","tml","33","vacmem"
"2330","mp","LC","LP","HF","4","34","amealn"
"2331","mp","LC","LP","HF","4","34","loninv"
"2332","mp","LC","LP","HF","6","34","poptre"
"2333","mp","LC","LP","HF","a","34","spipyr"
"2334","mp","LC","LP","HF","7","35","acegla"
"2335","mp","LC","LP","HF","5","35","corsto"
"2336","mp","LC","LP","HF","4","35","loninv"
"2337","mp","LC","LP","HF","7","35","menfer"
"2338","mp","LC","LP","HF","6","36","corsto"
"2339","mp","LC","LP","HF","8","36","loninv"
"2340","mp","LC","LP","HF","1","36","rhoalb"
"2341","mp","LC","LP","HF","11","36","vibedu"
"2342","mp","LC","LP","HF","7","37","acegla"
"2343","mp","LC","LP","HF","a_ll","37","menfer"
"2344","mp","LC","LP","HF","sf","37","rubpar"
"2345","mp","LC","LP","HF","1","37","sorsco"
"2346","mp","LC","LP","HF","9","38","acegla"
"2347","mp","LC","LP","HF","6","38","riblac"
"2348","mp","LC","LP","HF",NA,"38","spibet"
"2349","mp","LC","LP","HF",NA,"38","spipyr"
"2350","mp","LC","LP","HF","5","39","corsto"
"2351","mp","LC","LP","HF","10","39","popbal"
"2352","mp","LC","LP","HF","2","39","samrac"
"2353","mp","LC","LP","HF","tml","39","spibet"
"2354","mp","LC","LP","HF","5","4","alninc"
"2355","mp","LC","LP","HF","2","4","amealn"
"2356","mp","LC","LP","HF","8","4","menfer"
"2357","mp","LC","LP","HF","wjt","4","vacmem"
"2358","mp","LC","LP","HF","7","40","menfer"
"2359","mp","LC","LP","HF","11","40","rhoalb"
"2360","mp","LC","LP","HF","2","40","shecan"
"2361","mp","LC","LP","HF","eg","40","symalb"
"2362","mp","LC","LP","HF","6","5","popbal"
"2363","mp","LC","LP","HF","tml","5","rubpar"
"2364","mp","LC","LP","HF","5","5","samrac"
"2365","mp","LC","LP","HF","2","5","spipyr"
"2366","mp","LC","LP","HF","5","6","alninc"
"2367","mp","LC","LP","HF","3","6","alninc"
"2368","mp","LC","LP","HF","10","6","popbal"
"2369","mp","LC","LP","HF","8","6","riblac"
"2370","mp","LC","LP","HF","7","7","alnvir"
"2371","mp","LC","LP","HF","6","7","corsto"
"2372","mp","LC","LP","HF","6","7","poptre"
"2373","mp","LC","LP","HF","8","7","sorsco"
"2374","mp","LC","LP","HF","4","8","alnvir"
"2375","mp","LC","LP","HF","7","8","alnvir"
"2376","mp","LC","LP","HF","tml","8","rubpar"
"2377","mp","LC","LP","HF","9","8","sorsco"
"2378","mp","LC","LP","HF","4","9","samrac"
"2379","mp","LC","LP","HF","12","9","sorsco"
"2380","mp","LC","LP","HF","ll","9","symalb"
"2381","mp","LC","LP","HF","ll","9","vacmem"
"2382","mp","LC","LP","LF","7","1","acegla"
"2383","mp","LC","LP","LF","a_ll","1","alninc"
"2384","mp","LC","LP","LF","9","1","corsto"
"2385","mp","LC","LP","LF","tml","1","spibet"
"2386","mp","LC","LP","LF","6","10","popbal"
"2387","mp","LC","LP","LF","3","10","rhoalb"
"2388","mp","LC","LP","LF","4","10","shecan"
"2389","mp","LC","LP","LF","wjt","10","spipyr"
"2390","mp","LC","LP","LF","9","11","corsto"
"2391","mp","LC","LP","LF",NA,"11","loninv"
"2392","mp","LC","LP","LF",NA,"11","rhoalb"
"2393","mp","LC","LP","LF",NA,"11","rubpar"
"2394","mp","LC","LP","LF","7","12","acegla"
"2395","mp","LC","LP","LF","4","12","loninv"
"2396","mp","LC","LP","LF","tml","12","rubpar"
"2397","mp","LC","LP","LF","11","12","samrac"
"2398","mp","LC","LP","LF",NA,"13","amealn"
"2399","mp","LC","LP","LF",NA,"13","rubpar"
"2400","mp","LC","LP","LF",NA,"13","sorsco"
"2401","mp","LC","LP","LF",NA,"13","spipyr"
"2402","mp","LC","LP","LF","a_ll","14","alninc"
"2403","mp","LC","LP","LF","5","14","alninc"
"2404","mp","LC","LP","LF","8","14","popbal"
"2405","mp","LC","LP","LF","eg","14","symalb"
"2406","mp","LC","LP","LF","2","15","alnvir"
"2407","mp","LC","LP","LF","10","15","corsto"
"2408","mp","LC","LP","LF","8","15","loninv"
"2409","mp","LC","LP","LF","2","15","spipyr"
"2410","mp","LC","LP","LF","a_ll","16","menfer"
"2411","mp","LC","LP","LF","a_ll","16","menfer"
"2412","mp","LC","LP","LF","tml","16","rubpar"
"2413","mp","LC","LP","LF",NA,"16","spibet"
"2414","mp","LC","LP","LF","1","17","amealn"
"2415","mp","LC","LP","LF","6","17","corsto"
"2416","mp","LC","LP","LF","6","17","poptre"
"2417","mp","LC","LP","LF","4","17","samrac"
"2418","mp","LC","LP","LF","5","18","poptre"
"2419","mp","LC","LP","LF","8","18","riblac"
"2420","mp","LC","LP","LF","eg","18","symalb"
"2421","mp","LC","LP","LF","7","18","vibedu"
"2422","mp","LC","LP","LF","10","19","corsto"
"2423","mp","LC","LP","LF","8","19","loninv"
"2424","mp","LC","LP","LF","12","19","loninv"
"2425","mp","LC","LP","LF","11","19","shecan"
"2426","mp","LC","LP","LF","5","2","alninc"
"2427","mp","LC","LP","LF","tml","2","spibet"
"2428","mp","LC","LP","LF","tml","2","spibet"
"2429","mp","LC","LP","LF","4","2","vibedu"
"2430","mp","LC","LP","LF","7","20","acegla"
"2431","mp","LC","LP","LF","a_ll","20","alninc"
"2432","mp","LC","LP","LF","a","20","menfer"
"2433","mp","LC","LP","LF","tml","20","vacmem"
"2434","mp","LC","LP","LF","4","21","acegla"
"2435","mp","LC","LP","LF","2","21","samrac"
"2436","mp","LC","LP","LF","9","21","sorsco"
"2437","mp","LC","LP","LF","a_tml","21","vibedu"
"2438","mp","LC","LP","LF","sf","22","rubpar"
"2439","mp","LC","LP","LF","tml","22","spibet"
"2440","mp","LC","LP","LF","wjt","22","spipyr"
"2441","mp","LC","LP","LF","wjt","22","vacmem"
"2442","mp","LC","LP","LF","3","23","acegla"
"2443","mp","LC","LP","LF","10","23","amealn"
"2444","mp","LC","LP","LF","a_ski","23","poptre"
"2445","mp","LC","LP","LF","11","23","shecan"
"2446","mp","LC","LP","LF","7","24","menfer"
"2447","mp","LC","LP","LF","c_sf","24","riblac"
"2448","mp","LC","LP","LF","11","24","samrac"
"2449","mp","LC","LP","LF","ll","24","vacmem"
"2450","mp","LC","LP","LF","3","25","acegla"
"2451","mp","LC","LP","LF","tml","25","spibet"
"2452","mp","LC","LP","LF","eg","25","symalb"
"2453","mp","LC","LP","LF","a_tml","25","vibedu"
"2454","mp","LC","LP","LF","2","26","amealn"
"2455","mp","LC","LP","LF",NA,"26","spibet"
"2456","mp","LC","LP","LF",NA,"26","spipyr"
"2457","mp","LC","LP","LF","14","26","vibedu"
"2458","mp","LC","LP","LF","4","27","acegla"
"2459","mp","LC","LP","LF","4","27","shecan"
"2460","mp","LC","LP","LF","8","27","sorsco"
"2461","mp","LC","LP","LF","wjt","27","spipyr"
