"year","month","tempMin","tempMax","tempMean","site"
"2015",11,"-2.5","3.6","0.6","smithers"
"2015",12,"-1.4","4.6","1.6","smithers"
"2016",1,"0.0","6.5","3.3","smithers"
"2016",2,"-2.5","7.0","2.3","smithers"
"2016",3,"3.5","8.0","5.8","smithers"
"2016",4,"4.0","10.0","7.0","smithers"
"2016",5,"5.0","10.0","7.5","smithers"
"2016",6,"4.0","10.5","7.3","smithers"
"2016",7,"-0.5","11.5","5.5","smithers"
"2016",8,"5.0","6.0","5.5","smithers"
"2016",9,"1.5","9.0","5.3","smithers"
"2016",10,"0.0","8.0","4.0","smithers"
"2016",11,"0.5","9.5","5.0","smithers"
"2016",12,"-0.5","5.5","2.5","smithers"
"2017",1,"1.0","7.0","4.0","smithers"
"2017",2,"-6.0","-2.0","-4.0","smithers"
"2017",3,"-13.0","-3.0","-8.0","smithers"
"2017",4,"-6.5","-2.5","-4.5","smithers"
"2017",5,"-14.5","-1.0","-7.8","smithers"
"2017",6,"-13.0","-4.5","-8.8","smithers"
"2017",7,"-6.0","0.0","-3.0","smithers"
"2017",8,"-2.5","-0.5","-1.5","smithers"
"2017",9,"-10.5","-2.5","-6.5","smithers"
"2017",10,"-9.5","-3.0","-6.3","smithers"
"2017",11,"-6.0","2.0","-2.0","smithers"
"2017",12,"-1.5","3.5","1.0","smithers"
"2018",1,"-1.5","6.0","2.3","smithers"
"2018",2,"0.0","7.0","3.5","smithers"
"2018",3,"3.0","5.5","4.3","smithers"
"2018",4,"","","","smithers"
"2018",5,"","","","smithers"
"2018",6,"","","","smithers"
"2018",7,"","","","smithers"
"2018",8,"","","","smithers"
"2018",9,"","","","smithers"
"2018",10,"","","","smithers"
"2018",11,"","","","smithers"
"2018",12,"","","","smithers"
