lab2,population,treatment,flask,species,bb,trt
sm.HC.HP.HF.2.spibet.1,sm,HC.HP.HF,2,spibet,7,HC_HP_HF
mp.LC.HP.HF.2.spibet.1,mp,LC.HP.HF,2,spibet,15,LC_HP_HF
sm.LC.HP.LF.2.spibet.1,sm,LC.HP.LF,2,spibet,26,LC_HP_LF
mp.LC.LP.LF.2.spibet.1,mp,LC.LP.LF,2,spibet,39,LC_LP_LF
sm.LC.HP.HF.3.spibet.1,sm,LC.HP.HF,3,spibet,15,LC_HP_HF
mp.LC.HP.LF.3.spibet.1,mp,LC.HP.LF,3,spibet,45,LC_HP_LF
mp.HC.HP.LF.4.spibet.1,mp,HC.HP.LF,4,spibet,20,HC_HP_LF
sm.LC.HP.HF.4.spibet.1,sm,LC.HP.HF,4,spibet,9,LC_HP_HF
sm.LC.HP.HF.4.spibet.2,sm,LC.HP.HF,4,spibet,10,LC_HP_HF
mp.LC.HP.LF.4.spibet.1,mp,LC.HP.LF,4,spibet,39,LC_HP_LF
mp.LC.HP.LF.4.spibet.2,mp,LC.HP.LF,4,spibet,61,LC_HP_LF
sm.HC.HP.LF.5.spibet.1,sm,HC.HP.LF,5,spibet,13,HC_HP_LF
sm.HC.LP.HF.5.spibet.1,sm,HC.LP.HF,5,spibet,13,HC_LP_HF
sm.LC.HP.HF.5.spibet.1,sm,LC.HP.HF,5,spibet,22,LC_HP_HF
sm.LC.HP.LF.5.spibet.1,sm,LC.HP.LF,5,spibet,38,LC_HP_LF
mp.LC.LP.LF.5.spibet.1,mp,LC.LP.LF,5,spibet,45,LC_LP_LF
sm.HC.HP.LF.7.spibet.1,sm,HC.HP.LF,7,spibet,20,HC_HP_LF
mp.HC.HP.LF.8.spibet.1,mp,HC.HP.LF,8,spibet,12,HC_HP_LF
sm.HC.HP.LF.8.spibet.1,sm,HC.HP.LF,8,spibet,10,HC_HP_LF
sm.HC.HP.LF.9.spibet.1,sm,HC.HP.LF,9,spibet,10,HC_HP_LF
mp.HC.LP.HF.9.spibet.1,mp,HC.LP.HF,9,spibet,17,HC_LP_HF
sm.HC.LP.HF.9.spibet.1,sm,HC.LP.HF,9,spibet,10,HC_LP_HF
mp.HC.LP.LF.9.spibet.1,mp,HC.LP.LF,9,spibet,43,HC_LP_LF
mp.LC.HP.LF.9.spibet.1,mp,LC.HP.LF,9,spibet,33,LC_HP_LF
sm.LC.LP.HF.9.spibet.1,sm,LC.LP.HF,9,spibet,15,LC_LP_HF
sm.HC.LP.HF.10.spibet.1,sm,HC.LP.HF,10,spibet,12,HC_LP_HF
mp.HC.LP.LF.10.spibet.1,mp,HC.LP.LF,10,spibet,20,HC_LP_LF
sm.HC.LP.LF.10.spibet.1,sm,HC.LP.LF,10,spibet,12,HC_LP_LF
sm.HC.LP.LF.11.spibet.1,sm,HC.LP.LF,11,spibet,20,HC_LP_LF
mp.HC.HP.LF.12.spibet.1,mp,HC.HP.LF,12,spibet,19,HC_HP_LF
mp.HC.LP.HF.13.spibet.1,mp,HC.LP.HF,13,spibet,10,HC_LP_HF
sm.LC.LP.HF.13.spibet.1,sm,LC.LP.HF,13,spibet,15,LC_LP_HF
sm.LC.LP.HF.13.spibet.2,sm,LC.LP.HF,13,spibet,9,LC_LP_HF
mp.HC.HP.HF.14.spibet.1,mp,HC.HP.HF,14,spibet,10,HC_HP_HF
sm.LC.LP.HF.14.spibet.1,sm,LC.LP.HF,14,spibet,19,LC_LP_HF
mp.HC.HP.HF.15.spibet.1,mp,HC.HP.HF,15,spibet,10,HC_HP_HF
sm.HC.HP.HF.15.spibet.1,sm,HC.HP.HF,15,spibet,7,HC_HP_HF
sm.HC.LP.LF.15.spibet.1,sm,HC.LP.LF,15,spibet,12,HC_LP_LF
mp.LC.LP.HF.15.spibet.1,mp,LC.LP.HF,15,spibet,15,LC_LP_HF
mp.HC.HP.HF.16.spibet.1,mp,HC.HP.HF,16,spibet,13,HC_HP_HF
sm.HC.HP.HF.16.spibet.1,sm,HC.HP.HF,16,spibet,10,HC_HP_HF
mp.LC.HP.HF.16.spibet.1,mp,LC.HP.HF,16,spibet,23,LC_HP_HF
mp.HC.LP.HF.17.spibet.1,mp,HC.LP.HF,17,spibet,23,HC_LP_HF
sm.HC.LP.HF.17.spibet.1,sm,HC.LP.HF,17,spibet,10,HC_LP_HF
sm.LC.HP.HF.17.spibet.1,sm,LC.HP.HF,17,spibet,10,LC_HP_HF
mp.LC.HP.LF.17.spibet.1,mp,LC.HP.LF,17,spibet,38,LC_HP_LF
sm.HC.LP.LF.18.spibet.1,sm,HC.LP.LF,18,spibet,13,HC_LP_LF
sm.HC.LP.LF.18.spibet.2,sm,HC.LP.LF,18,spibet,13,HC_LP_LF
sm.HC.HP.LF.19.spibet.1,sm,HC.HP.LF,19,spibet,20,HC_HP_LF
mp.HC.LP.HF.19.spibet.1,mp,HC.LP.HF,19,spibet,28,HC_LP_HF
sm.HC.LP.HF.19.spibet.1,sm,HC.LP.HF,19,spibet,7,HC_LP_HF
sm.LC.HP.HF.19.spibet.1,sm,LC.HP.HF,19,spibet,15,LC_HP_HF
sm.LC.HP.LF.19.spibet.1,sm,LC.HP.LF,19,spibet,26,LC_HP_LF
sm.LC.LP.LF.19.spibet.1,sm,LC.LP.LF,19,spibet,31,LC_LP_LF
sm.HC.HP.HF.20.spibet.1,sm,HC.HP.HF,20,spibet,10,HC_HP_HF
mp.LC.HP.HF.20.spibet.1,mp,LC.HP.HF,20,spibet,37,LC_HP_HF
sm.LC.HP.LF.20.spibet.1,sm,LC.HP.LF,20,spibet,19,LC_HP_LF
sm.LC.LP.LF.20.spibet.1,sm,LC.LP.LF,20,spibet,19,LC_LP_LF
sm.HC.HP.LF.21.spibet.1,sm,HC.HP.LF,21,spibet,19,HC_HP_LF
mp.LC.LP.HF.21.spibet.1,mp,LC.LP.HF,21,spibet,22,LC_LP_HF
mp.LC.HP.HF.22.spibet.1,mp,LC.HP.HF,22,spibet,16,LC_HP_HF
sm.LC.HP.HF.22.spibet.1,sm,LC.HP.HF,22,spibet,15,LC_HP_HF
sm.LC.LP.HF.22.spibet.1,sm,LC.LP.HF,22,spibet,15,LC_LP_HF
mp.LC.LP.LF.22.spibet.1,mp,LC.LP.LF,22,spibet,32,LC_LP_LF
sm.HC.HP.HF.23.spibet.1,sm,HC.HP.HF,23,spibet,10,HC_HP_HF
sm.LC.HP.LF.23.spibet.1,sm,LC.HP.LF,23,spibet,24,LC_HP_LF
mp.HC.HP.LF.24.spibet.1,mp,HC.HP.LF,24,spibet,20,HC_HP_LF
mp.HC.LP.LF.24.spibet.1,mp,HC.LP.LF,24,spibet,12,HC_LP_LF
mp.LC.HP.LF.25.spibet.1,mp,LC.HP.LF,25,spibet,34,LC_HP_LF
sm.LC.HP.LF.25.spibet.1,sm,LC.HP.LF,25,spibet,39,LC_HP_LF
mp.LC.LP.HF.25.spibet.1,mp,LC.LP.HF,25,spibet,19,LC_LP_HF
mp.LC.LP.HF.25.spibet.2,mp,LC.LP.HF,25,spibet,19,LC_LP_HF
mp.LC.LP.LF.25.spibet.1,mp,LC.LP.LF,25,spibet,39,LC_LP_LF
mp.LC.LP.HF.26.spibet.1,mp,LC.LP.HF,26,spibet,15,LC_LP_HF
mp.LC.LP.LF.26.spibet.1,mp,LC.LP.LF,26,spibet,39,LC_LP_LF
mp.HC.LP.HF.27.spibet.1,mp,HC.LP.HF,27,spibet,12,HC_LP_HF
sm.HC.LP.LF.27.spibet.1,sm,HC.LP.LF,27,spibet,13,HC_LP_LF
mp.LC.HP.HF.27.spibet.1,mp,LC.HP.HF,27,spibet,23,LC_HP_HF
mp.HC.HP.HF.28.spibet.1,mp,HC.HP.HF,28,spibet,10,HC_HP_HF
mp.LC.LP.HF.28.spibet.1,mp,LC.LP.HF,28,spibet,17,LC_LP_HF
sm.LC.LP.HF.29.spibet.1,sm,LC.LP.HF,29,spibet,19,LC_LP_HF
sm.LC.LP.HF.30.spibet.1,sm,LC.LP.HF,30,spibet,22,LC_LP_HF
sm.LC.LP.LF.31.spibet.1,sm,LC.LP.LF,31,spibet,43,LC_LP_LF
sm.LC.LP.LF.31.spibet.2,sm,LC.LP.LF,31,spibet,35,LC_LP_LF
mp.HC.HP.HF.32.spibet.1,mp,HC.HP.HF,32,spibet,10,HC_HP_HF
mp.HC.LP.HF.32.spibet.1,mp,HC.LP.HF,32,spibet,13,HC_LP_HF
sm.HC.LP.LF.32.spibet.1,sm,HC.LP.LF,32,spibet,20,HC_LP_LF
mp.LC.HP.HF.32.spibet.1,mp,LC.HP.HF,32,spibet,37,LC_HP_HF
mp.LC.HP.HF.32.spibet.2,mp,LC.HP.HF,32,spibet,23,LC_HP_HF
sm.HC.HP.HF.33.spibet.1,sm,HC.HP.HF,33,spibet,10,HC_HP_HF
sm.HC.LP.HF.33.spibet.1,sm,HC.LP.HF,33,spibet,12,HC_LP_HF
mp.HC.HP.LF.34.spibet.1,mp,HC.HP.LF,34,spibet,24,HC_HP_LF
sm.LC.LP.LF.34.spibet.1,sm,LC.LP.LF,34,spibet,32,LC_LP_LF
sm.LC.LP.LF.34.spibet.2,sm,LC.LP.LF,34,spibet,43,LC_LP_LF
mp.HC.HP.HF.35.spibet.1,mp,HC.HP.HF,35,spibet,17,HC_HP_HF
sm.HC.HP.LF.35.spibet.1,sm,HC.HP.LF,35,spibet,13,HC_HP_LF
sm.HC.LP.HF.35.spibet.1,sm,HC.LP.HF,35,spibet,8,HC_LP_HF
mp.HC.LP.LF.35.spibet.1,mp,HC.LP.LF,35,spibet,33,HC_LP_LF
mp.LC.HP.HF.35.spibet.1,mp,LC.HP.HF,35,spibet,16,LC_HP_HF
sm.LC.LP.HF.35.spibet.1,sm,LC.LP.HF,35,spibet,9,LC_LP_HF
mp.HC.LP.HF.37.spibet.1,mp,HC.LP.HF,37,spibet,7,HC_LP_HF
mp.HC.LP.LF.37.spibet.1,mp,HC.LP.LF,37,spibet,30,HC_LP_LF
mp.HC.HP.LF.38.spibet.1,mp,HC.HP.LF,38,spibet,20,HC_HP_LF
sm.HC.LP.HF.38.spibet.1,sm,HC.LP.HF,38,spibet,10,HC_LP_HF
sm.LC.HP.HF.38.spibet.1,sm,LC.HP.HF,38,spibet,23,LC_HP_HF
mp.LC.LP.HF.38.spibet.1,mp,LC.LP.HF,38,spibet,15,LC_LP_HF
sm.LC.LP.LF.38.spibet.1,sm,LC.LP.LF,38,spibet,43,LC_LP_LF
sm.HC.HP.HF.39.spibet.1,sm,HC.HP.HF,39,spibet,10,HC_HP_HF
sm.HC.HP.HF.39.spibet.2,sm,HC.HP.HF,39,spibet,10,HC_HP_HF
mp.HC.HP.LF.39.spibet.1,mp,HC.HP.LF,39,spibet,13,HC_HP_LF
mp.HC.LP.LF.39.spibet.1,mp,HC.LP.LF,39,spibet,20,HC_LP_LF
sm.HC.LP.LF.39.spibet.1,sm,HC.LP.LF,39,spibet,20,HC_LP_LF
mp.LC.HP.LF.39.spibet.1,mp,LC.HP.LF,39,spibet,72,LC_HP_LF
sm.HC.HP.LF.40.spibet.1,sm,HC.HP.LF,40,spibet,20,HC_HP_LF
sm.LC.LP.LF.40.spibet.1,sm,LC.LP.LF,40,spibet,15,LC_LP_LF
sm.HC.LP.HF.1.spipyr.1,sm,HC.LP.HF,1,spipyr,10,HC_LP_HF
sm.HC.LP.HF.2.spipyr.1,sm,HC.LP.HF,2,spipyr,7,HC_LP_HF
sm.HC.LP.LF.2.spipyr.1,sm,HC.LP.LF,2,spipyr,16,HC_LP_LF
sm.LC.LP.LF.2.spipyr.1,sm,LC.LP.LF,2,spipyr,43,LC_LP_LF
mp.HC.HP.LF.3.spipyr.1,mp,HC.HP.LF,3,spipyr,20,HC_HP_LF
sm.LC.LP.HF.4.spipyr.1,sm,LC.LP.HF,4,spipyr,19,LC_LP_HF
sm.LC.LP.HF.4.spipyr.2,sm,LC.LP.HF,4,spipyr,15,LC_LP_HF
mp.HC.LP.HF.5.spipyr.1,mp,HC.LP.HF,5,spipyr,17,HC_LP_HF
mp.LC.HP.HF.5.spipyr.1,mp,LC.HP.HF,5,spipyr,29,LC_HP_HF
mp.LC.LP.HF.5.spipyr.1,mp,LC.LP.HF,5,spipyr,19,LC_LP_HF
sm.LC.LP.HF.5.spipyr.1,sm,LC.LP.HF,5,spipyr,34,LC_LP_HF
mp.HC.HP.HF.6.spipyr.1,mp,HC.HP.HF,6,spipyr,7,HC_HP_HF
mp.HC.LP.LF.6.spipyr.1,mp,HC.LP.LF,6,spipyr,20,HC_LP_LF
mp.HC.LP.LF.6.spipyr.2,mp,HC.LP.LF,6,spipyr,24,HC_LP_LF
sm.HC.HP.LF.7.spipyr.1,sm,HC.HP.LF,7,spipyr,13,HC_HP_LF
mp.LC.HP.HF.7.spipyr.1,mp,LC.HP.HF,7,spipyr,15,LC_HP_HF
mp.HC.LP.LF.8.spipyr.1,mp,HC.LP.LF,8,spipyr,20,HC_LP_LF
mp.LC.HP.HF.8.spipyr.1,mp,LC.HP.HF,8,spipyr,19,LC_HP_HF
sm.HC.HP.HF.9.spipyr.1,sm,HC.HP.HF,9,spipyr,10,HC_HP_HF
mp.HC.LP.HF.9.spipyr.1,mp,HC.LP.HF,9,spipyr,17,HC_LP_HF
mp.HC.LP.LF.9.spipyr.1,mp,HC.LP.LF,9,spipyr,20,HC_LP_LF
mp.LC.HP.LF.9.spipyr.1,mp,LC.HP.LF,9,spipyr,37,LC_HP_LF
mp.LC.LP.LF.9.spipyr.1,mp,LC.LP.LF,9,spipyr,66,LC_LP_LF
sm.HC.HP.HF.10.spipyr.1,sm,HC.HP.HF,10,spipyr,10,HC_HP_HF
sm.HC.LP.LF.10.spipyr.1,sm,HC.LP.LF,10,spipyr,16,HC_LP_LF
mp.LC.HP.HF.10.spipyr.1,mp,LC.HP.HF,10,spipyr,19,LC_HP_HF
mp.LC.HP.LF.10.spipyr.1,mp,LC.HP.LF,10,spipyr,28,LC_HP_LF
mp.LC.LP.HF.10.spipyr.1,mp,LC.LP.HF,10,spipyr,31,LC_LP_HF
mp.LC.LP.LF.10.spipyr.1,mp,LC.LP.LF,10,spipyr,49,LC_LP_LF
sm.LC.HP.HF.11.spipyr.1,sm,LC.HP.HF,11,spipyr,19,LC_HP_HF
mp.LC.HP.LF.11.spipyr.1,mp,LC.HP.LF,11,spipyr,39,LC_HP_LF
mp.LC.LP.HF.11.spipyr.1,mp,LC.LP.HF,11,spipyr,22,LC_LP_HF
mp.LC.HP.HF.12.spipyr.1,mp,LC.HP.HF,12,spipyr,29,LC_HP_HF
mp.LC.LP.HF.12.spipyr.1,mp,LC.LP.HF,12,spipyr,17,LC_LP_HF
sm.LC.LP.HF.12.spipyr.1,sm,LC.LP.HF,12,spipyr,15,LC_LP_HF
mp.LC.HP.LF.13.spipyr.1,mp,LC.HP.LF,13,spipyr,57,LC_HP_LF
mp.HC.HP.HF.14.spipyr.1,mp,HC.HP.HF,14,spipyr,16,HC_HP_HF
mp.HC.HP.LF.14.spipyr.1,mp,HC.HP.LF,14,spipyr,23,HC_HP_LF
sm.LC.LP.LF.14.spipyr.1,sm,LC.LP.LF,14,spipyr,39,LC_LP_LF
mp.HC.HP.LF.15.spipyr.1,mp,HC.HP.LF,15,spipyr,33,HC_HP_LF
sm.HC.LP.LF.15.spipyr.1,sm,HC.LP.LF,15,spipyr,30,HC_LP_LF
sm.LC.HP.HF.15.spipyr.1,sm,LC.HP.HF,15,spipyr,19,LC_HP_HF
mp.LC.HP.LF.15.spipyr.1,mp,LC.HP.LF,15,spipyr,43,LC_HP_LF
mp.LC.LP.LF.15.spipyr.1,mp,LC.LP.LF,15,spipyr,66,LC_LP_LF
sm.HC.LP.HF.16.spipyr.1,sm,HC.LP.HF,16,spipyr,13,HC_LP_HF
sm.HC.LP.LF.16.spipyr.1,sm,HC.LP.LF,16,spipyr,20,HC_LP_LF
mp.LC.LP.HF.16.spipyr.1,mp,LC.LP.HF,16,spipyr,19,LC_LP_HF
sm.HC.HP.LF.17.spipyr.1,sm,HC.HP.LF,17,spipyr,20,HC_HP_LF
mp.HC.HP.HF.18.spipyr.1,mp,HC.HP.HF,18,spipyr,12,HC_HP_HF
mp.HC.LP.HF.18.spipyr.1,mp,HC.LP.HF,18,spipyr,17,HC_LP_HF
mp.LC.HP.HF.18.spipyr.1,mp,LC.HP.HF,18,spipyr,15,LC_HP_HF
mp.LC.HP.HF.18.spipyr.2,mp,LC.HP.HF,18,spipyr,17,LC_HP_HF
sm.LC.HP.LF.19.spipyr.1,sm,LC.HP.LF,19,spipyr,55,LC_HP_LF
sm.LC.LP.HF.19.spipyr.1,sm,LC.LP.HF,19,spipyr,19,LC_LP_HF
mp.HC.HP.HF.20.spipyr.1,mp,HC.HP.HF,20,spipyr,13,HC_HP_HF
sm.LC.HP.LF.20.spipyr.1,sm,LC.HP.LF,20,spipyr,24,LC_HP_LF
mp.HC.HP.HF.21.spipyr.1,mp,HC.HP.HF,21,spipyr,13,HC_HP_HF
mp.HC.LP.HF.21.spipyr.1,mp,HC.LP.HF,21,spipyr,10,HC_LP_HF
mp.LC.HP.HF.21.spipyr.1,mp,LC.HP.HF,21,spipyr,15,LC_HP_HF
mp.HC.HP.HF.22.spipyr.1,mp,HC.HP.HF,22,spipyr,16,HC_HP_HF
mp.HC.HP.LF.22.spipyr.1,mp,HC.HP.LF,22,spipyr,20,HC_HP_LF
mp.HC.LP.LF.22.spipyr.1,mp,HC.LP.LF,22,spipyr,20,HC_LP_LF
sm.LC.HP.HF.22.spipyr.1,sm,LC.HP.HF,22,spipyr,15,LC_HP_HF
mp.LC.LP.LF.22.spipyr.1,mp,LC.LP.LF,22,spipyr,32,LC_LP_LF
mp.HC.HP.LF.23.spipyr.1,mp,HC.HP.LF,23,spipyr,20,HC_HP_LF
sm.LC.HP.LF.23.spipyr.1,sm,LC.HP.LF,23,spipyr,19,LC_HP_LF
sm.HC.LP.LF.25.spipyr.1,sm,HC.LP.LF,25,spipyr,16,HC_LP_LF
sm.LC.HP.HF.25.spipyr.1,sm,LC.HP.HF,25,spipyr,16,LC_HP_HF
mp.LC.HP.LF.25.spipyr.1,mp,LC.HP.LF,25,spipyr,75,LC_HP_LF
mp.LC.LP.HF.25.spipyr.1,mp,LC.LP.HF,25,spipyr,19,LC_LP_HF
sm.HC.LP.HF.26.spipyr.1,sm,HC.LP.HF,26,spipyr,10,HC_LP_HF
mp.LC.LP.LF.26.spipyr.1,mp,LC.LP.LF,26,spipyr,72,LC_LP_LF
mp.LC.LP.LF.27.spipyr.1,mp,LC.LP.LF,27,spipyr,31,LC_LP_LF
sm.LC.LP.LF.27.spipyr.1,sm,LC.LP.LF,27,spipyr,75,LC_LP_LF
mp.HC.HP.HF.28.spipyr.1,mp,HC.HP.HF,28,spipyr,13,HC_HP_HF
mp.HC.LP.HF.28.spipyr.1,mp,HC.LP.HF,28,spipyr,7,HC_LP_HF
mp.HC.LP.LF.28.spipyr.1,mp,HC.LP.LF,28,spipyr,24,HC_LP_LF
sm.HC.LP.LF.28.spipyr.1,sm,HC.LP.LF,28,spipyr,30,HC_LP_LF
mp.LC.HP.LF.28.spipyr.1,mp,LC.HP.LF,28,spipyr,78,LC_HP_LF
sm.HC.HP.HF.29.spipyr.1,sm,HC.HP.HF,29,spipyr,7,HC_HP_HF
mp.HC.HP.LF.29.spipyr.1,mp,HC.HP.LF,29,spipyr,20,HC_HP_LF
mp.HC.HP.LF.29.spipyr.2,mp,HC.HP.LF,29,spipyr,20,HC_HP_LF
sm.HC.HP.LF.29.spipyr.1,sm,HC.HP.LF,29,spipyr,12,HC_HP_LF
sm.LC.HP.HF.29.spipyr.1,sm,LC.HP.HF,29,spipyr,15,LC_HP_HF
sm.HC.HP.LF.30.spipyr.1,sm,HC.HP.LF,30,spipyr,10,HC_HP_LF
mp.HC.LP.LF.30.spipyr.1,mp,HC.LP.LF,30,spipyr,16,HC_LP_LF
sm.HC.LP.LF.30.spipyr.1,sm,HC.LP.LF,30,spipyr,20,HC_LP_LF
sm.LC.HP.HF.30.spipyr.1,sm,LC.HP.HF,30,spipyr,19,LC_HP_HF
sm.LC.HP.LF.30.spipyr.1,sm,LC.HP.LF,30,spipyr,37,LC_HP_LF
sm.LC.LP.HF.31.spipyr.1,sm,LC.LP.HF,31,spipyr,26,LC_LP_HF
sm.HC.HP.HF.32.spipyr.1,sm,HC.HP.HF,32,spipyr,10,HC_HP_HF
sm.HC.HP.HF.33.spipyr.1,sm,HC.HP.HF,33,spipyr,7,HC_HP_HF
sm.HC.HP.LF.33.spipyr.1,sm,HC.HP.LF,33,spipyr,10,HC_HP_LF
sm.LC.HP.HF.33.spipyr.1,sm,LC.HP.HF,33,spipyr,17,LC_HP_HF
sm.LC.HP.LF.33.spipyr.1,sm,LC.HP.LF,33,spipyr,75,LC_HP_LF
sm.LC.LP.HF.33.spipyr.1,sm,LC.LP.HF,33,spipyr,27,LC_LP_HF
mp.HC.HP.LF.34.spipyr.1,mp,HC.HP.LF,34,spipyr,24,HC_HP_LF
sm.HC.HP.LF.34.spipyr.1,sm,HC.HP.LF,34,spipyr,13,HC_HP_LF
sm.HC.LP.HF.34.spipyr.1,sm,HC.LP.HF,34,spipyr,7,HC_LP_HF
mp.LC.LP.HF.34.spipyr.1,mp,LC.LP.HF,34,spipyr,26,LC_LP_HF
mp.HC.LP.HF.35.spipyr.1,mp,HC.LP.HF,35,spipyr,17,HC_LP_HF
sm.LC.LP.LF.35.spipyr.1,sm,LC.LP.LF,35,spipyr,43,LC_LP_LF
sm.HC.HP.HF.36.spipyr.1,sm,HC.HP.HF,36,spipyr,13,HC_HP_HF
sm.HC.HP.LF.36.spipyr.1,sm,HC.HP.LF,36,spipyr,19,HC_HP_LF
sm.HC.HP.LF.36.spipyr.2,sm,HC.HP.LF,36,spipyr,24,HC_HP_LF
mp.HC.LP.HF.36.spipyr.1,mp,HC.LP.HF,36,spipyr,13,HC_LP_HF
sm.LC.LP.LF.36.spipyr.1,sm,LC.LP.LF,36,spipyr,43,LC_LP_LF
mp.HC.LP.HF.37.spipyr.1,mp,HC.LP.HF,37,spipyr,13,HC_LP_HF
sm.HC.LP.LF.37.spipyr.1,sm,HC.LP.LF,37,spipyr,30,HC_LP_LF
sm.HC.HP.HF.38.spipyr.1,sm,HC.HP.HF,38,spipyr,13,HC_HP_HF
mp.LC.LP.HF.38.spipyr.1,mp,LC.LP.HF,38,spipyr,24,LC_LP_HF
sm.LC.HP.LF.39.spipyr.1,sm,LC.HP.LF,39,spipyr,63,LC_HP_LF
mp.HC.HP.HF.40.spipyr.1,mp,HC.HP.HF,40,spipyr,10,HC_HP_HF
sm.HC.HP.HF.40.spipyr.1,sm,HC.HP.HF,40,spipyr,7,HC_HP_HF
mp.HC.LP.LF.40.spipyr.1,mp,HC.LP.LF,40,spipyr,33,HC_LP_LF
sm.HC.HP.LF.1.symalb.1,sm,HC.HP.LF,1,symalb,33,HC_HP_LF
mp.HC.LP.HF.1.symalb.1,mp,HC.LP.HF,1,symalb,7,HC_LP_HF
mp.LC.HP.HF.1.symalb.1,mp,LC.HP.HF,1,symalb,33,LC_HP_HF
mp.LC.LP.HF.1.symalb.1,mp,LC.LP.HF,1,symalb,19,LC_LP_HF
sm.HC.HP.HF.2.symalb.1,sm,HC.HP.HF,2,symalb,17,HC_HP_HF
sm.HC.LP.HF.2.symalb.1,sm,HC.LP.HF,2,symalb,10,HC_LP_HF
sm.LC.LP.HF.2.symalb.1,sm,LC.LP.HF,2,symalb,78,LC_LP_HF
mp.HC.HP.HF.3.symalb.1,mp,HC.HP.HF,3,symalb,10,HC_HP_HF
sm.LC.HP.LF.3.symalb.1,sm,LC.HP.LF,3,symalb,78,LC_HP_LF
mp.HC.HP.HF.4.symalb.1,mp,HC.HP.HF,4,symalb,10,HC_HP_HF
mp.LC.HP.HF.4.symalb.1,mp,LC.HP.HF,4,symalb,36,LC_HP_HF
mp.HC.HP.HF.5.symalb.1,mp,HC.HP.HF,5,symalb,10,HC_HP_HF
mp.HC.HP.LF.5.symalb.1,mp,HC.HP.LF,5,symalb,13,HC_HP_LF
mp.HC.HP.LF.5.symalb.2,mp,HC.HP.LF,5,symalb,13,HC_HP_LF
mp.HC.LP.LF.5.symalb.1,mp,HC.LP.LF,5,symalb,20,HC_LP_LF
mp.HC.HP.HF.6.symalb.1,mp,HC.HP.HF,6,symalb,10,HC_HP_HF
sm.HC.LP.LF.6.symalb.1,sm,HC.LP.LF,6,symalb,30,HC_LP_LF
sm.LC.LP.LF.6.symalb.1,sm,LC.LP.LF,6,symalb,43,LC_LP_LF
mp.HC.LP.HF.7.symalb.1,mp,HC.LP.HF,7,symalb,13,HC_LP_HF
sm.HC.LP.LF.7.symalb.1,sm,HC.LP.LF,7,symalb,30,HC_LP_LF
mp.LC.LP.HF.9.symalb.1,mp,LC.LP.HF,9,symalb,26,LC_LP_HF
mp.HC.HP.HF.10.symalb.1,mp,HC.HP.HF,10,symalb,10,HC_HP_HF
sm.HC.HP.HF.10.symalb.1,sm,HC.HP.HF,10,symalb,13,HC_HP_HF
sm.LC.LP.LF.10.symalb.1,sm,LC.LP.LF,10,symalb,69,LC_LP_LF
mp.HC.HP.LF.11.symalb.1,mp,HC.HP.LF,11,symalb,16,HC_HP_LF
mp.HC.LP.HF.11.symalb.1,mp,HC.LP.HF,11,symalb,16,HC_LP_HF
sm.LC.HP.LF.11.symalb.1,sm,LC.HP.LF,11,symalb,55,LC_HP_LF
sm.LC.LP.HF.11.symalb.1,sm,LC.LP.HF,11,symalb,26,LC_LP_HF
sm.HC.LP.HF.12.symalb.1,sm,HC.LP.HF,12,symalb,23,HC_LP_HF
mp.HC.LP.LF.12.symalb.1,mp,HC.LP.LF,12,symalb,16,HC_LP_LF
sm.HC.HP.HF.13.symalb.1,sm,HC.HP.HF,13,symalb,10,HC_HP_HF
mp.HC.HP.LF.13.symalb.1,mp,HC.HP.LF,13,symalb,13,HC_HP_LF
mp.LC.HP.HF.14.symalb.1,mp,LC.HP.HF,14,symalb,19,LC_HP_HF
sm.LC.LP.HF.14.symalb.1,sm,LC.LP.HF,14,symalb,42,LC_LP_HF
mp.LC.LP.LF.14.symalb.1,mp,LC.LP.LF,14,symalb,60,LC_LP_LF
mp.HC.HP.LF.15.symalb.1,mp,HC.HP.LF,15,symalb,27,HC_HP_LF
mp.HC.LP.HF.15.symalb.1,mp,HC.LP.HF,15,symalb,12,HC_LP_HF
sm.HC.LP.HF.15.symalb.1,sm,HC.LP.HF,15,symalb,28,HC_LP_HF
sm.HC.LP.HF.15.symalb.2,sm,HC.LP.HF,15,symalb,13,HC_LP_HF
sm.LC.HP.LF.15.symalb.1,sm,LC.HP.LF,15,symalb,39,LC_HP_LF
sm.LC.LP.HF.15.symalb.1,sm,LC.LP.HF,15,symalb,31,LC_LP_HF
sm.LC.LP.LF.15.symalb.1,sm,LC.LP.LF,15,symalb,31,LC_LP_LF
sm.HC.HP.HF.16.symalb.1,sm,HC.HP.HF,16,symalb,16,HC_HP_HF
mp.HC.HP.LF.16.symalb.1,mp,HC.HP.LF,16,symalb,20,HC_HP_LF
mp.HC.LP.HF.16.symalb.1,mp,HC.LP.HF,16,symalb,17,HC_LP_HF
mp.LC.HP.LF.16.symalb.1,mp,LC.HP.LF,16,symalb,45,LC_HP_LF
sm.LC.HP.HF.17.symalb.1,sm,LC.HP.HF,17,symalb,53,LC_HP_HF
mp.LC.HP.LF.17.symalb.1,mp,LC.HP.LF,17,symalb,69,LC_HP_LF
mp.LC.LP.HF.17.symalb.1,mp,LC.LP.HF,17,symalb,40,LC_LP_HF
sm.HC.HP.LF.18.symalb.1,sm,HC.HP.LF,18,symalb,20,HC_HP_LF
