"","X","day","population","indiv","chill","photo","force","flask","species","bbch.t","percent.t","bbch.l","percent.l","bbch2.l","percent2.l","bbch3.l","percent3.l","bbch4.t","percent4.t","lab","dup","ref","lab2"
"213229",111435,107,"mp","3","LC","HP","LF",22,"alnvir",17,40,15,20,11,25,10,15,15,40,"mp_LC_HP_LF_22_alnvir",TRUE,"b","mp_LC_HP_LF_22_alnvir_b"
"213248",111454,107,"sm",NA,"LC","HP","LF",24,"sorsco",15,100,9,30,3,70,NA,NA,NA,NA,"sm_LC_HP_LF_24_sorsco",TRUE,"b","sm_LC_HP_LF_24_sorsco_b"
"213277",111483,107,"mp","2","LC","HP","LF",28,"spipyr",0,100,0,100,NA,NA,NA,NA,NA,NA,"mp_LC_HP_LF_28_spipyr",TRUE,"b","mp_LC_HP_LF_28_spipyr_b"
"213289",111495,107,"sm","cl","LC","HP","LF",29,"vacmem",17,20,17,5,11,5,7,5,3,80,"sm_LC_HP_LF_29_vacmem",TRUE,"b","sm_LC_HP_LF_29_vacmem_b"
"213291",111497,107,"mp","5","LC","HP","LF",30,"alnvir",15,100,15,15,11,25,9,25,NA,NA,"mp_LC_HP_LF_30_alnvir",TRUE,"b","mp_LC_HP_LF_30_alnvir_b"
"213304",111510,107,"sm","9","LC","HP","LF",31,"riblac",11,100,17,15,15,15,9,15,NA,NA,"sm_LC_HP_LF_31_riblac",TRUE,"b","sm_LC_HP_LF_31_riblac_b"
"213338",111544,107,"mp","4","LC","HP","LF",36,"acegla",10,100,10,50,9,20,7,40,NA,NA,"mp_LC_HP_LF_36_acegla",TRUE,"b","mp_LC_HP_LF_36_acegla_b"
"213354",111560,107,"mp","11","LC","HP","LF",38,"acegla",1,100,9,30,3,55,1,30,NA,NA,"mp_LC_HP_LF_38_acegla",TRUE,"b","mp_LC_HP_LF_38_acegla_b"
"213358",111564,107,"sm","10","LC","HP","LF",38,"alnvir",17,50,11,15,10,10,3,75,10,50,"sm_LC_HP_LF_38_alnvir",TRUE,"b","sm_LC_HP_LF_38_alnvir_b"
"213408",111614,107,"sm","B1","LC","LP","HF",4,"spipyr",17,100,17,10,9,30,3,60,NA,NA,"sm_LC_LP_HF_4_spipyr",TRUE,"b","sm_LC_LP_HF_4_spipyr_b"
"213420",111626,107,"mp","3","LC","LP","HF",6,"alninc",15,100,17,15,15,40,10,30,NA,NA,"mp_LC_LP_HF_6_alninc",TRUE,"b","mp_LC_LP_HF_6_alninc_b"
"213435",111641,107,"mp","7","LC","LP","HF",8,"alnvir",11,20,1,55,0,45,NA,NA,10,20,"mp_LC_LP_HF_8_alnvir",TRUE,"b","mp_LC_LP_HF_8_alnvir_b"
"213448",111654,107,"sm","8","LC","LP","HF",9,"sorsco",15,100,1,30,NA,NA,NA,NA,NA,NA,"sm_LC_LP_HF_9_sorsco",TRUE,"b","sm_LC_LP_HF_9_sorsco_b"
"213460",111666,107,"mp","5","LC","LP","HF",11,"poptre",17,60,NA,NA,NA,NA,NA,NA,15,15,"mp_LC_LP_HF_11_poptre",TRUE,"b","mp_LC_LP_HF_11_poptre_b"
"213480",111686,107,"sm","Extra?","LC","LP","HF",13,"poptre",17,75,17,50,11,50,NA,NA,4,25,"sm_LC_LP_HF_13_poptre",TRUE,"b","sm_LC_LP_HF_13_poptre_b"
"213482",111688,107,"sm","B","LC","LP","HF",13,"spibet",17,100,17,85,1,15,NA,NA,10,80,"sm_LC_LP_HF_13_spibet",TRUE,"b","sm_LC_LP_HF_13_spibet_b"
"213485",111691,107,"mp","9","LC","LP","HF",14,"shecan",15,50,17,90,3,10,NA,NA,9,50,"mp_LC_LP_HF_14_shecan",TRUE,"b","mp_LC_LP_HF_14_shecan_b"
"213526",111732,107,"mp","13","LC","LP","HF",19,"sorsco",1,100,17,50,10,25,3,25,NA,NA,"mp_LC_LP_HF_19_sorsco",TRUE,"b","mp_LC_LP_HF_19_sorsco_b"
"213532",111738,107,"mp","3","LC","LP","HF",20,"rhoalb",17,100,17,10,11,25,10,25,NA,NA,"mp_LC_LP_HF_20_rhoalb",TRUE,"b","mp_LC_LP_HF_20_rhoalb_b"
"213544",111750,107,"sm",NA,"LC","LP","HF",21,"popbal",17,100,17,100,NA,NA,NA,NA,NA,NA,"sm_LC_LP_HF_21_popbal",TRUE,"b","sm_LC_LP_HF_21_popbal_b"
"213572",111778,107,"mp",NA,"LC","LP","HF",25,"spibet",17,100,15,60,9,20,1,20,NA,NA,"mp_LC_LP_HF_25_spibet",TRUE,"b","mp_LC_LP_HF_25_spibet_b"
"213586",111792,107,"sm","9","LC","LP","HF",26,"menfer",NA,NA,17,10,9,10,7,15,NA,NA,"sm_LC_LP_HF_26_menfer",TRUE,"b","sm_LC_LP_HF_26_menfer_b"
"213621",111827,107,"mp",NA,"LC","LP","HF",31,"poptre",7,40,17,75,11,25,NA,NA,NA,NA,"mp_LC_LP_HF_31_poptre",TRUE,"b","mp_LC_LP_HF_31_poptre_b"
"213664",111870,107,"sm","B","LC","LP","HF",36,"poptre",17,85,NA,NA,NA,NA,NA,NA,3,15,"sm_LC_LP_HF_36_poptre",TRUE,"b","sm_LC_LP_HF_36_poptre_b"
"213689",111895,107,"sm","8","LC","LP","HF",39,"menfer",NA,NA,10,10,7,75,0,15,NA,NA,"sm_LC_LP_HF_39_menfer",TRUE,"b","sm_LC_LP_HF_39_menfer_b"
"213695",111901,107,"sm","4","LC","LP","HF",40,"alninc",17,100,17,30,11,15,9,55,15,50,"sm_LC_LP_HF_40_alninc",TRUE,"b","sm_LC_LP_HF_40_alninc_b"
"213708",111914,107,"mp","tml","LC","LP","LF",2,"spibet",3,100,0,100,NA,NA,NA,NA,NA,NA,"mp_LC_LP_LF_2_spibet",TRUE,"b","mp_LC_LP_LF_2_spibet_b"
"213722",111928,107,"mp","7","LC","LP","LF",4,"menfer",NA,NA,9,10,3,10,1,80,NA,NA,"mp_LC_LP_LF_4_menfer",TRUE,"b","mp_LC_LP_LF_4_menfer_b"
"213723",111929,107,"mp","8","LC","LP","LF",4,"menfer",NA,NA,0,100,NA,NA,NA,NA,NA,NA,"mp_LC_LP_LF_4_menfer",TRUE,"b","mp_LC_LP_LF_4_menfer_b"
"213750",111956,107,"sm","6B","LC","LP","LF",7,"amealn",17,80,17,10,15,15,10,5,10,20,"sm_LC_LP_LF_7_amealn",TRUE,"b","sm_LC_LP_LF_7_amealn_b"
"213783",111989,107,"sm","B","LC","LP","LF",11,"poptre",17,50,1,100,NA,NA,NA,NA,11,25,"sm_LC_LP_LF_11_poptre",TRUE,"b","sm_LC_LP_LF_11_poptre_b"
"213793",111999,107,"sm",NA,"LC","LP","LF",12,"sorsco",15,100,1,100,NA,NA,NA,NA,NA,NA,"sm_LC_LP_LF_12_sorsco",TRUE,"b","sm_LC_LP_LF_12_sorsco_b"
"213799",112005,107,"sm","8","LC","LP","LF",13,"popbal",17,100,17,100,NA,NA,NA,NA,NA,NA,"sm_LC_LP_LF_13_popbal",TRUE,"b","sm_LC_LP_LF_13_popbal_b"
"213801",112007,107,"sm","oc21","LC","LP","LF",13,"vacmem",11,5,11,25,10,5,9,5,3,95,"sm_LC_LP_LF_13_vacmem",TRUE,"b","sm_LC_LP_LF_13_vacmem_b"
"213803",112009,107,"mp","5","LC","LP","LF",14,"alninc",15,100,17,30,15,30,11,15,NA,NA,"mp_LC_LP_LF_14_alninc",TRUE,"b","mp_LC_LP_LF_14_alninc_b"
"213807",112013,107,"sm","3","LC","LP","LF",14,"riblac",3,100,15,5,11,30,7,15,NA,NA,"sm_LC_LP_LF_14_riblac",TRUE,"b","sm_LC_LP_LF_14_riblac_b"
"213816",112022,107,"sm","w/10","LC","LP","LF",15,"rubpar",11,100,9,20,7,20,3,60,NA,NA,"sm_LC_LP_LF_15_rubpar",TRUE,"b","sm_LC_LP_LF_15_rubpar_b"
"213819",112025,107,"mp","ALL","LC","LP","LF",16,"menfer",NA,NA,17,10,0,90,NA,NA,NA,NA,"mp_LC_LP_LF_16_menfer",TRUE,"b","mp_LC_LP_LF_16_menfer_b"
"213844",112050,107,"mp","120","LC","LP","LF",19,"loninv",3,100,1,100,NA,NA,NA,NA,NA,NA,"mp_LC_LP_LF_19_loninv",TRUE,"b","mp_LC_LP_LF_19_loninv_b"
"213877",112084,107,"sm","10","LC","LP","LF",23,"alnvir",10,100,11,40,10,30,9,15,NA,NA,"sm_LC_LP_LF_23_alnvir",TRUE,"b","sm_LC_LP_LF_23_alnvir_b"
"213894",112101,107,"sm","D","LC","LP","LF",25,"poptre",1,100,1,90,0,10,NA,NA,NA,NA,"sm_LC_LP_LF_25_poptre",TRUE,"b","sm_LC_LP_LF_25_poptre_b"
"213932",112139,107,"sm","10","LC","LP","LF",30,"shecan",15,100,15,70,11,30,NA,NA,NA,NA,"sm_LC_LP_LF_30_shecan",TRUE,"b","sm_LC_LP_LF_30_shecan_b"
"213933",112140,107,"sm","6","LC","LP","LF",30,"shecan",9,100,15,40,11,30,9,5,NA,NA,"sm_LC_LP_LF_30_shecan",TRUE,"b","sm_LC_LP_LF_30_shecan_b"
"213943",112150,107,"sm","A5","LC","LP","LF",31,"spibet",17,100,17,20,3,80,NA,NA,NA,NA,"sm_LC_LP_LF_31_spibet",TRUE,"b","sm_LC_LP_LF_31_spibet_b"
"213967",112174,107,"sm",NA,"LC","LP","LF",34,"spibet",9,25,9,5,3,75,1,20,3,50,"sm_LC_LP_LF_34_spibet",TRUE,"b","sm_LC_LP_LF_34_spibet_b"
"213981",112188,107,"sm",NA,"LC","LP","LF",36,"spipyr",7,100,15,40,1,60,NA,NA,NA,NA,"sm_LC_LP_LF_36_spipyr",TRUE,"b","sm_LC_LP_LF_36_spipyr_b"
"214000",112207,107,"mp","8","LC","LP","LF",39,"riblac",3,100,1,60,0,40,NA,NA,NA,NA,"mp_LC_LP_LF_39_riblac",TRUE,"b","mp_LC_LP_LF_39_riblac_b"
"214003",112210,107,"sm","10","LC","LP","LF",39,"loninv",9,15,17,25,9,20,3,25,7,25,"sm_LC_LP_LF_39_loninv",TRUE,"b","sm_LC_LP_LF_39_loninv_b"
"214041",113527,108,"mp","10","LC","HP","HF",4,"shecan",17,100,15,85,10,10,3,5,NA,NA,"mp_LC_HP_HF_4_shecan",TRUE,"b","mp_LC_HP_HF_4_shecan_b"
"214046",113532,108,"sm",NA,"LC","HP","HF",4,"spibet",17,50,17,40,11,10,9,30,11,25,"sm_LC_HP_HF_4_spibet",TRUE,"b","sm_LC_HP_HF_4_spibet_b"
"214068",113554,108,"sm","A branched","LC","HP","HF",7,"corsto",17,100,17,90,10,10,NA,NA,NA,NA,"sm_LC_HP_HF_7_corsto",TRUE,"b","sm_LC_HP_HF_7_corsto_b"
"214078",113564,108,"sm",NA,"LC","HP","HF",8,"riblac",1,100,15,10,3,40,1,20,NA,NA,"sm_LC_HP_HF_8_riblac",TRUE,"b","sm_LC_HP_HF_8_riblac_b"
"214080",113566,108,"mp",NA,"LC","HP","HF",9,"samrac",NA,NA,10,50,3,50,NA,NA,NA,NA,"mp_LC_HP_HF_9_samrac",TRUE,"b","mp_LC_HP_HF_9_samrac_b"
"214086",113572,108,"sm","B","LC","HP","HF",9,"vacmem",17,5,3,80,1,20,NA,NA,7,5,"sm_LC_HP_HF_9_vacmem",TRUE,"b","sm_LC_HP_HF_9_vacmem_b"
"214094",113580,108,"sm",NA,"LC","HP","HF",10,"symalb",NA,NA,3,60,1,20,0,20,NA,NA,"sm_LC_HP_HF_10_symalb",TRUE,"b","sm_LC_HP_HF_10_symalb_b"
"214152",113638,108,"mp",NA,"LC","HP","HF",18,"spipyr",15,100,15,50,9,25,3,25,NA,NA,"mp_LC_HP_HF_18_spipyr",TRUE,"b","mp_LC_HP_HF_18_spipyr_b"
"214156",113642,108,"sm",NA,"LC","HP","HF",18,"sorsco",17,100,0,100,NA,NA,NA,NA,NA,NA,"sm_LC_HP_HF_18_sorsco",TRUE,"b","sm_LC_HP_HF_18_sorsco_b"
"214160",113646,108,"mp","7","LC","HP","HF",19,"alnvir",17,25,10,40,7,60,NA,NA,10,25,"mp_LC_HP_HF_19_alnvir",TRUE,"b","mp_LC_HP_HF_19_alnvir_b"
"214180",113666,108,"sm",NA,"LC","HP","HF",21,"amealn",17,100,17,70,11,10,9,5,NA,NA,"sm_LC_HP_HF_21_amealn",TRUE,"b","sm_LC_HP_HF_21_amealn_b"
"214184",113670,108,"mp","10","LC","HP","HF",22,"alninc",17,100,15,40,11,60,NA,NA,NA,NA,"mp_LC_HP_HF_22_alninc",TRUE,"b","mp_LC_HP_HF_22_alninc_b"
"214217",113703,108,"mp",NA,"LC","HP","HF",26,"vibedu",17,100,3,100,NA,NA,NA,NA,NA,NA,"mp_LC_HP_HF_26_vibedu",TRUE,"b","mp_LC_HP_HF_26_vibedu_b"
"214219",113705,108,"sm","9","LC","HP","HF",26,"acegla",15,50,11,35,9,10,1,20,7,50,"sm_LC_HP_HF_26_acegla",TRUE,"b","sm_LC_HP_HF_26_acegla_b"
"214239",113725,108,"mp",NA,"LC","HP","HF",29,"shecan",17,25,15,90,9,5,3,5,15,75,"mp_LC_HP_HF_29_shecan",TRUE,"b","mp_LC_HP_HF_29_shecan_b"
"214242",113728,108,"sm",NA,"LC","HP","HF",29,"shecan",17,100,15,70,11,5,9,5,NA,NA,"sm_LC_HP_HF_29_shecan",TRUE,"b","sm_LC_HP_HF_29_shecan_b"
"214247",113733,108,"mp",NA,"LC","HP","HF",30,"symalb",NA,NA,17,5,7,35,3,50,NA,NA,"mp_LC_HP_HF_30_symalb",TRUE,"b","mp_LC_HP_HF_30_symalb_b"
"214255",113741,108,"mp","B","LC","HP","HF",31,"vacmem",1,80,17,20,10,10,7,5,NA,NA,"mp_LC_HP_HF_31_vacmem",TRUE,"b","mp_LC_HP_HF_31_vacmem_b"
"214264",113750,108,"mp","B","LC","HP","HF",32,"spibet",1,100,9,70,3,10,1,20,NA,NA,"mp_LC_HP_HF_32_spibet",TRUE,"b","mp_LC_HP_HF_32_spibet_b"
"214289",113777,108,"sm","11","LC","HP","HF",35,"menfer",NA,NA,15,15,11,15,9,40,NA,NA,"sm_LC_HP_HF_35_menfer",TRUE,"b","sm_LC_HP_HF_35_menfer_b"
"214298",113786,108,"sm","2","LC","HP","HF",36,"vibedu",17,100,17,80,10,15,NA,NA,NA,NA,"sm_LC_HP_HF_36_vibedu",TRUE,"b","sm_LC_HP_HF_36_vibedu_b"
"214312",113802,108,"sm","B","LC","HP","HF",38,"symalb",NA,NA,7,10,3,50,1,30,NA,NA,"sm_LC_HP_HF_38_symalb",TRUE,"b","sm_LC_HP_HF_38_symalb_b"
"214356",113846,108,"mp","tml-unbranched","LC","HP","LF",4,"spibet",7,100,1,100,NA,NA,NA,NA,NA,NA,"mp_LC_HP_LF_4_spibet",TRUE,"b","mp_LC_HP_LF_4_spibet_b"
"214370",113860,108,"mp","4","LC","HP","LF",6,"alninc",17,100,17,5,15,40,11,40,11,70,"mp_LC_HP_LF_6_alninc",TRUE,"b","mp_LC_HP_LF_6_alninc_b"
"214376",113866,108,"sm","cl","LC","HP","LF",6,"rubpar",0,100,0,100,NA,NA,NA,NA,NA,NA,"sm_LC_HP_LF_6_rubpar",TRUE,"b","sm_LC_HP_LF_6_rubpar_b"
"214391",113881,108,"sm","3","LC","HP","LF",8,"popbal",17,100,17,50,11,50,NA,NA,NA,NA,"sm_LC_HP_LF_8_popbal",TRUE,"b","sm_LC_HP_LF_8_popbal_b"
"214404",113894,108,"sm","3b","LC","HP","LF",10,"riblac",1,100,1,100,NA,NA,NA,NA,NA,NA,"sm_LC_HP_LF_10_riblac",TRUE,"b","sm_LC_HP_LF_10_riblac_b"
"214415",113905,108,"mp","6","LC","HP","LF",12,"amealn",15,100,10,15,9,55,7,30,NA,NA,"mp_LC_HP_LF_12_amealn",TRUE,"b","mp_LC_HP_LF_12_amealn_b"
"214417",113907,108,"mp","9","LC","HP","LF",12,"sorsco",15,100,15,25,11,50,3,25,NA,NA,"mp_LC_HP_LF_12_sorsco",TRUE,"b","mp_LC_HP_LF_12_sorsco_b"
"214437",113927,108,"sm","cl","LC","HP","LF",14,"rubpar",NA,NA,17,30,15,30,3,40,NA,NA,"sm_LC_HP_LF_14_rubpar",TRUE,"b","sm_LC_HP_LF_14_rubpar_b"
"214445",113935,108,"sm",NA,"LC","HP","LF",15,"symalb",NA,NA,3,70,0,30,NA,NA,NA,NA,"sm_LC_HP_LF_15_symalb",TRUE,"b","sm_LC_HP_LF_15_symalb_b"
"214465",113955,108,"mp","9","LC","HP","LF",18,"samrac",15,50,15,25,3,75,NA,NA,3,50,"mp_LC_HP_LF_18_samrac",TRUE,"b","mp_LC_HP_LF_18_samrac_b"
"214467",113957,108,"sm","9","LC","HP","LF",18,"acegla",9,30,9,30,7,15,3,25,NA,NA,"sm_LC_HP_LF_18_acegla",TRUE,"b","sm_LC_HP_LF_18_acegla_b"
"214473",113963,108,"mp","11","LC","HP","LF",19,"vibedu",10,100,17,10,3,85,0,5,NA,NA,"mp_LC_HP_LF_19_vibedu",TRUE,"b","mp_LC_HP_LF_19_vibedu_b"
"214479",113969,108,"mp","5","LC","HP","LF",20,"corsto",17,60,17,15,11,30,3,55,15,40,"mp_LC_HP_LF_20_corsto",TRUE,"b","mp_LC_HP_LF_20_corsto_b"
"214493",113983,108,"mp","3","LC","HP","LF",22,"alnvir",17,40,15,20,11,25,10,15,15,40,"mp_LC_HP_LF_22_alnvir",TRUE,"b","mp_LC_HP_LF_22_alnvir_b"
"214512",114002,108,"sm",NA,"LC","HP","LF",24,"sorsco",15,100,9,30,3,70,NA,NA,NA,NA,"sm_LC_HP_LF_24_sorsco",TRUE,"b","sm_LC_HP_LF_24_sorsco_b"
"214541",114031,108,"mp","2","LC","HP","LF",28,"spipyr",0,100,0,100,NA,NA,NA,NA,NA,NA,"mp_LC_HP_LF_28_spipyr",TRUE,"b","mp_LC_HP_LF_28_spipyr_b"
"214553",114043,108,"sm","cl","LC","HP","LF",29,"vacmem",17,20,17,5,11,5,7,5,3,80,"sm_LC_HP_LF_29_vacmem",TRUE,"b","sm_LC_HP_LF_29_vacmem_b"
"214555",114045,108,"mp","5","LC","HP","LF",30,"alnvir",15,100,15,15,11,25,9,25,NA,NA,"mp_LC_HP_LF_30_alnvir",TRUE,"b","mp_LC_HP_LF_30_alnvir_b"
"214568",114058,108,"sm","9","LC","HP","LF",31,"riblac",11,100,17,15,15,15,9,15,NA,NA,"sm_LC_HP_LF_31_riblac",TRUE,"b","sm_LC_HP_LF_31_riblac_b"
"214602",114092,108,"mp","4","LC","HP","LF",36,"acegla",10,100,10,50,9,20,7,40,NA,NA,"mp_LC_HP_LF_36_acegla",TRUE,"b","mp_LC_HP_LF_36_acegla_b"
"214618",114108,108,"mp","11","LC","HP","LF",38,"acegla",1,100,9,30,3,55,1,30,NA,NA,"mp_LC_HP_LF_38_acegla",TRUE,"b","mp_LC_HP_LF_38_acegla_b"
"214622",114112,108,"sm","10","LC","HP","LF",38,"alnvir",17,50,11,15,10,10,3,75,10,50,"sm_LC_HP_LF_38_alnvir",TRUE,"b","sm_LC_HP_LF_38_alnvir_b"
"214672",114162,108,"sm","B1","LC","LP","HF",4,"spipyr",17,100,17,10,9,30,3,60,NA,NA,"sm_LC_LP_HF_4_spipyr",TRUE,"b","sm_LC_LP_HF_4_spipyr_b"
"214684",114174,108,"mp","3","LC","LP","HF",6,"alninc",15,100,17,15,15,40,10,30,NA,NA,"mp_LC_LP_HF_6_alninc",TRUE,"b","mp_LC_LP_HF_6_alninc_b"
"214699",114189,108,"mp","7","LC","LP","HF",8,"alnvir",11,20,1,55,0,45,NA,NA,10,20,"mp_LC_LP_HF_8_alnvir",TRUE,"b","mp_LC_LP_HF_8_alnvir_b"
"214712",114202,108,"sm","8","LC","LP","HF",9,"sorsco",15,100,1,30,NA,NA,NA,NA,NA,NA,"sm_LC_LP_HF_9_sorsco",TRUE,"b","sm_LC_LP_HF_9_sorsco_b"
"214724",114214,108,"mp","5","LC","LP","HF",11,"poptre",17,60,NA,NA,NA,NA,NA,NA,15,15,"mp_LC_LP_HF_11_poptre",TRUE,"b","mp_LC_LP_HF_11_poptre_b"
"214744",114234,108,"sm","Extra?","LC","LP","HF",13,"poptre",17,75,17,50,11,50,NA,NA,4,25,"sm_LC_LP_HF_13_poptre",TRUE,"b","sm_LC_LP_HF_13_poptre_b"
"214746",114236,108,"sm","B","LC","LP","HF",13,"spibet",17,100,17,85,1,15,NA,NA,10,80,"sm_LC_LP_HF_13_spibet",TRUE,"b","sm_LC_LP_HF_13_spibet_b"
"214749",114239,108,"mp","9","LC","LP","HF",14,"shecan",15,50,17,90,3,10,NA,NA,9,50,"mp_LC_LP_HF_14_shecan",TRUE,"b","mp_LC_LP_HF_14_shecan_b"
"214790",114280,108,"mp","13","LC","LP","HF",19,"sorsco",1,100,17,50,10,25,3,25,NA,NA,"mp_LC_LP_HF_19_sorsco",TRUE,"b","mp_LC_LP_HF_19_sorsco_b"
"214796",114286,108,"mp","3","LC","LP","HF",20,"rhoalb",17,100,17,10,11,25,10,25,NA,NA,"mp_LC_LP_HF_20_rhoalb",TRUE,"b","mp_LC_LP_HF_20_rhoalb_b"
"214808",114298,108,"sm",NA,"LC","LP","HF",21,"popbal",17,100,17,100,NA,NA,NA,NA,NA,NA,"sm_LC_LP_HF_21_popbal",TRUE,"b","sm_LC_LP_HF_21_popbal_b"
"214836",114326,108,"mp",NA,"LC","LP","HF",25,"spibet",17,100,15,60,9,20,1,20,NA,NA,"mp_LC_LP_HF_25_spibet",TRUE,"b","mp_LC_LP_HF_25_spibet_b"
"214850",114340,108,"sm","9","LC","LP","HF",26,"menfer",NA,NA,17,10,9,10,7,15,NA,NA,"sm_LC_LP_HF_26_menfer",TRUE,"b","sm_LC_LP_HF_26_menfer_b"
"214885",114375,108,"mp",NA,"LC","LP","HF",31,"poptre",7,40,17,75,11,25,NA,NA,NA,NA,"mp_LC_LP_HF_31_poptre",TRUE,"b","mp_LC_LP_HF_31_poptre_b"
"214928",114418,108,"sm","B","LC","LP","HF",36,"poptre",17,85,NA,NA,NA,NA,NA,NA,3,15,"sm_LC_LP_HF_36_poptre",TRUE,"b","sm_LC_LP_HF_36_poptre_b"
"214953",114443,108,"sm","8","LC","LP","HF",39,"menfer",NA,NA,10,10,7,75,0,15,NA,NA,"sm_LC_LP_HF_39_menfer",TRUE,"b","sm_LC_LP_HF_39_menfer_b"
"214959",114449,108,"sm","4","LC","LP","HF",40,"alninc",17,100,17,30,11,15,9,55,15,50,"sm_LC_LP_HF_40_alninc",TRUE,"b","sm_LC_LP_HF_40_alninc_b"
"214972",114462,108,"mp","tml","LC","LP","LF",2,"spibet",3,100,0,100,NA,NA,NA,NA,NA,NA,"mp_LC_LP_LF_2_spibet",TRUE,"b","mp_LC_LP_LF_2_spibet_b"
"214986",114476,108,"mp","7","LC","LP","LF",4,"menfer",NA,NA,9,10,3,10,1,80,NA,NA,"mp_LC_LP_LF_4_menfer",TRUE,"b","mp_LC_LP_LF_4_menfer_b"
"214987",114477,108,"mp","8","LC","LP","LF",4,"menfer",NA,NA,0,100,NA,NA,NA,NA,NA,NA,"mp_LC_LP_LF_4_menfer",TRUE,"b","mp_LC_LP_LF_4_menfer_b"
"215014",114504,108,"sm","6B","LC","LP","LF",7,"amealn",17,80,17,10,15,15,10,5,10,20,"sm_LC_LP_LF_7_amealn",TRUE,"b","sm_LC_LP_LF_7_amealn_b"
"215047",114537,108,"sm","B","LC","LP","LF",11,"poptre",17,50,1,100,NA,NA,NA,NA,11,25,"sm_LC_LP_LF_11_poptre",TRUE,"b","sm_LC_LP_LF_11_poptre_b"
"215057",114547,108,"sm",NA,"LC","LP","LF",12,"sorsco",15,100,1,100,NA,NA,NA,NA,NA,NA,"sm_LC_LP_LF_12_sorsco",TRUE,"b","sm_LC_LP_LF_12_sorsco_b"
"215063",114553,108,"sm","8","LC","LP","LF",13,"popbal",17,100,17,100,NA,NA,NA,NA,NA,NA,"sm_LC_LP_LF_13_popbal",TRUE,"b","sm_LC_LP_LF_13_popbal_b"
"215065",114555,108,"sm","oc21","LC","LP","LF",13,"vacmem",11,5,11,25,10,5,9,5,3,95,"sm_LC_LP_LF_13_vacmem",TRUE,"b","sm_LC_LP_LF_13_vacmem_b"
"215067",114557,108,"mp","5","LC","LP","LF",14,"alninc",15,100,17,30,15,30,11,15,NA,NA,"mp_LC_LP_LF_14_alninc",TRUE,"b","mp_LC_LP_LF_14_alninc_b"
"215071",114561,108,"sm","3","LC","LP","LF",14,"riblac",3,100,15,5,11,30,7,15,NA,NA,"sm_LC_LP_LF_14_riblac",TRUE,"b","sm_LC_LP_LF_14_riblac_b"
"215080",114570,108,"sm","w/10","LC","LP","LF",15,"rubpar",11,100,9,20,7,20,3,60,NA,NA,"sm_LC_LP_LF_15_rubpar",TRUE,"b","sm_LC_LP_LF_15_rubpar_b"
"215083",114573,108,"mp","ALL","LC","LP","LF",16,"menfer",NA,NA,17,10,0,90,NA,NA,NA,NA,"mp_LC_LP_LF_16_menfer",TRUE,"b","mp_LC_LP_LF_16_menfer_b"
"215108",114598,108,"mp","120","LC","LP","LF",19,"loninv",3,100,1,100,NA,NA,NA,NA,NA,NA,"mp_LC_LP_LF_19_loninv",TRUE,"b","mp_LC_LP_LF_19_loninv_b"
"215141",114632,108,"sm","10","LC","LP","LF",23,"alnvir",10,100,15,15,11,55,9,15,NA,NA,"sm_LC_LP_LF_23_alnvir",TRUE,"b","sm_LC_LP_LF_23_alnvir_b"
"215158",114649,108,"sm","D","LC","LP","LF",25,"poptre",9,100,7,30,3,70,NA,NA,NA,NA,"sm_LC_LP_LF_25_poptre",TRUE,"b","sm_LC_LP_LF_25_poptre_b"
"215196",114687,108,"sm","10","LC","LP","LF",30,"shecan",15,100,15,70,11,30,NA,NA,NA,NA,"sm_LC_LP_LF_30_shecan",TRUE,"b","sm_LC_LP_LF_30_shecan_b"
"215197",114688,108,"sm","6","LC","LP","LF",30,"shecan",9,100,15,40,11,30,9,5,NA,NA,"sm_LC_LP_LF_30_shecan",TRUE,"b","sm_LC_LP_LF_30_shecan_b"
"215207",114698,108,"sm","A5","LC","LP","LF",31,"spibet",17,100,17,20,3,80,NA,NA,NA,NA,"sm_LC_LP_LF_31_spibet",TRUE,"b","sm_LC_LP_LF_31_spibet_b"
"215231",114722,108,"sm",NA,"LC","LP","LF",34,"spibet",9,25,9,5,3,75,1,20,3,50,"sm_LC_LP_LF_34_spibet",TRUE,"b","sm_LC_LP_LF_34_spibet_b"
"215245",114736,108,"sm",NA,"LC","LP","LF",36,"spipyr",7,100,15,40,1,60,NA,NA,NA,NA,"sm_LC_LP_LF_36_spipyr",TRUE,"b","sm_LC_LP_LF_36_spipyr_b"
"215264",114755,108,"mp","8","LC","LP","LF",39,"riblac",3,100,1,60,0,40,NA,NA,NA,NA,"mp_LC_LP_LF_39_riblac",TRUE,"b","mp_LC_LP_LF_39_riblac_b"
"215267",114758,108,"sm","10","LC","LP","LF",39,"loninv",9,15,17,25,9,20,3,25,7,25,"sm_LC_LP_LF_39_loninv",TRUE,"b","sm_LC_LP_LF_39_loninv_b"
"215305",116075,109,"mp","10","LC","HP","HF",4,"shecan",17,100,15,85,10,10,3,5,NA,NA,"mp_LC_HP_HF_4_shecan",TRUE,"b","mp_LC_HP_HF_4_shecan_b"
"215310",116080,109,"sm",NA,"LC","HP","HF",4,"spibet",17,50,17,40,11,10,9,30,11,25,"sm_LC_HP_HF_4_spibet",TRUE,"b","sm_LC_HP_HF_4_spibet_b"
