day,population,treatment,indiv,flask,species,bbch.t,percent.t,count.t,bbch.l,percent.l,bbch2.l,percent2.l,bbch3.l,percent3.l,bud.count,flowering,bbch4.t,percent4.t,,,,,,,,
19,mp,LLH,8,20,samrac,1,100,2,1,75,0,25,,,,,,,,,,,,,,
19,mp,LLH,4,20,shecan,7,100,2,7,25,3,60,0,15,,,3,50,,,,,,,,
19,sm,LLH,6,20,alnvir,1,100,3,1,35,0,65,,,11,,,,,,,,,,,
19,sm,LLH,5,20,amealn,3,100,5,7,40,3,20,1,40,36,,,,,,,,,,,
19,sm,LLH,11,20,sorsco,3,50,2,1,100,,,,,6,,,,,,,,,,,
19,mp,LLH,NA,21,acegla,3,100,3,3,30,1,70,NA,NA,NA,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,21,acegla,3,100,3,1,35,0,65,NA,NA,NA,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,21,menfer,1,100,11,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,21,popbal,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,21,rhoalb,1,100,2,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,21,spibet,0,100,1,0,100,NA,NA,NA,NA,13,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,21,spipyr,1,100,1,3,50,1,50,NA,NA,NA,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,21,symalb,NA,NA,NA,3,30,1,60,0,10,NA,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,21,alnvir,1,100,3,3,10,0,90,NA,NA,10,NA,NA,NA,,,,,,,,
19,sm,LLH,onionB,21,popbal,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,21,popbal,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,21,rubpar,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,22,alnvir,3,100,2,3,55,1,45,NA,NA,22,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,22,popbal,1,100,1,1,10,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,22,riblac,3,100,1,3,90,1,10,NA,NA,21,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,22,shecan,3,100,1,7,20,3,55,1,10,NA,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,22,alninc,3,100,2,1,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,22,riblac,3,100,2,3,40,1,30,0,30,NA,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,22,spibet,10,100,1,10,30,9,30,7,10,NA,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,22,vibedu,11,100,1,11,15,10,5,7,10,23,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,23,alnvir,3,100,2,3,60,1,40,NA,NA,NA,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,23,loninv,7,100,1,3,20,1,80,NA,NA,5,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,23,symalb,NA,NA,NA,9,30,7,30,3,30,NA,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,23,vacmem,3,100,NA,3,80,1,20,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LLH,missing!!,23,amealn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,23,rubpar,1,100,1,9,25,3,75,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,23,symalb,NA,NA,NA,3,80,NA,NA,NA,NA,20,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,23,vacmem,3,100,NA,9,10,3,70,1,20,NA,NA,NA,NA,,,,,,,,
19,mp,LLH,10,24,acegla,3,100,3,1,80,0,20,,,15,,,,,,,,,,,
19,mp,LLH,atml,24,loninv,7,100,1,1,40,0,60,,,,,,,,,,,,,,
19,mp,LLH,10,24,menfer,3,100,16,1,40,0,60,,,,,,,,,,,,,,
19,mp,LLH,A,24,vacmem,7,10,,7,30,3,50,1,20,,,,,,,,,,,,
19,sm,LLH,NA,24,betpap,0,100,1,0,100,NA,NA,NA,NA,4,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,24,loninv,3,100,1,3,45,1,50,0,5,NA,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,24,shecan,3,80,8,3,60,1,40,NA,NA,NA,60,NA,NA,,,,,,,,
19,sm,LLH,NA,24,symalb,NA,NA,NA,1,100,NA,NA,NA,NA,10,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,24,vacmem,1,100,NA,1,10,0,90,NA,NA,NA,NA,NA,NA,,,,,,,,
19,mp,LLH,A,25,spibet,7,100,1,7,50,1,50,NA,NA,6,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,25,spibet,7,100,2,7,40,3,30,1,30,23,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,25,spipyr,1,100,3,3,7,10,3,35,1,40,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,25,symalb,NA,NA,NA,7,40,3,60,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,25,betpap,3,100,2,3,20,1,60,0,20,7,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,25,corsto,11,100,1,15,50,11,20,7,30,6,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,25,riblac,3,100,1,3,30,1,40,0,30,NA,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,25,sorsco,1,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,26,corsto,15,100,1,15,15,11,45,9,30,NA,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,26,samrac,1,100,2,1,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,26,spibet,9,100,1,7,100,,,NA,NA,NA,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,26,vibedu,3,100,1,7,15,3,85,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,26,acegla,1,100,3,1,80,0,20,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LLH,9,26,corsto,10,100,2,9,80,7,20,0,5,14,NA,NA,NA,,,,,,,,
19,sm,LLH,2,26,menfer,1,70,8,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LLH,9,26,menfer,1,100,10,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,27,acegla,3,100,1,1,50,0,50,NA,NA,18,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,27,amealn,7,100,2,7,50,3,50,NA,NA,13,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,27,samrac,1,50,2,1,50,0,50,NA,NA,NA,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,27,vibedu,3,100,1,3,60,1,20,0,20,6,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,27,menfer,1,40,5,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,27,poptre,1,100,16,1,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,27,shecan,9,100,2,7,40,3,50,1,10,17,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,27,vibedu,7,100,1,11,10,10,40,3,50,8,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,28,rhoalb,9,100,1,9,60,3,20,0,20,11,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,28,riblac,3,100,1,3,55,1,20,0,25,11,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,28,samrac,3,100,2,3,50,0,50,NA,NA,NA,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,28,spibet,9,100,1,9,20,3,30,1,20,NA,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,28,amealn,9,100,5,3,15,1,40,0,45,31,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,28,loninv,NA,NA,NA,10,40,3,30,,,8,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,28,spipyr,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,28,vibedu,11,100,4,11,45,10,5,7,5,15,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,29,loninv,3,100,1,1,100,NA,NA,NA,NA,6,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,29,menfer,3,60,7,0,100,NA,NA,NA,NA,NA,NA,1,80,,,,,,,,
19,mp,LLH,NA,29,popbal,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,29,vibedu,3,100,3,9,10,3,80,1,5,20,NA,NA,NA,,,,,,,,
19,sm,LLH,10,29,acegla,3,100,2,1,20,0,80,,,18,,,,,,,,,,,
19,sm,LLH,4,29,alninc,3,100,1,1,30,0,70,,,6,,,,,,,,,,,
19,sm,LLH, Cl,29,rubpar,9,100,1,9,33,3,66,,,,,,,,,,,,,,
19,sm,LLH, spibe7_01,29,spibet,7,100,3,7,40,3,40,1,20,,,1,66,60,1,40,0,5,,,
19,mp,LLH,NA,30,loninv,3,100,1,9,20,3,40,1,20,NA,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,30,popbal,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,30,rhoalb,1,100,1,1,15,0,85,NA,NA,6,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,30,sorsco,9,33,1,NA,NA,NA,NA,NA,NA,NA,NA,0,66,,,,,,,,
19,sm,LLH,NA,30,riblac,7,33,3,3,1,65,0,30,NA,34,NA,3,66,,,,,,,,
19,sm,LLH,NA,30,shecan,10,100,2,10,20,9,40,7,20,17,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,30,spibet,3,100,1,3,50,1,50,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,30,symalb,NA,NA,NA,3,70,1,20,0,10,NA,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,31,alninc,3,100,1,1,50,0,50,NA,NA,8,NA,NA,NA,,,,,,,,
19,mp,LLH,B,31,poptre,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,31,poptre,1,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,31,shecan ,3,100,3,7,15,3,40,1,30,NA,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,31,sorsco,10,100,1,9,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,31,acegla,3,100,6,3,80,1,20,NA,NA,14,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,31,sorsco,3,100,2,1,100,NA,NA,NA,NA,4,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,31,spipyr,1,100,1,3,100,NA,NA,NA,NA,6,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,32,poptre,1,100,1,0,100,NA,NA,NA,NA,13,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,32,rubpar,1,100,2,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,32,samrac,1,100,2,1,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,32,vacmem,3,100,NA,7,30,3,20,1,30,NA,NA,1,60,,,,,,,,
19,sm,LLH,NA,32,alninc,3,50,2,1,20,NA,NA,NA,NA,6,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,32,betpap,1,100,2,1,50,0,50,NA,NA,8,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,32,menfer,1,75,4,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,33,poptre,0,100,1,0,100,NA,NA,NA,NA,8,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,33,rubpar,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,33,symalb,NA,NA,NA,1,70,0,30,NA,NA,NA,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,33,vacmem,3,100,NA,9,5,3,50,1,45,NA,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,33,alnvir,1,100,4,3,30,1,20,0,50,18,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,33,popbal,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,33,poptre,1,100,7,1,100,NA,NA,NA,NA,11,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,33,spipyr,0,100,1,0,100,NA,NA,NA,NA,3,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,34,amealn,3,100,1,3,40,1,40,0,10,13,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,34,loninv,3,100,1,3,80,1,20,NA,NA,7,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,34,poptre,1,100,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,34,spipyr,3,100,4,3,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,34,corsto,9,100,1,7,30,3,15,1,55,NA,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,34,loninv,7,20,6,3,55,1,45,NA,NA,15,NA,3,80,,,,,,,,
19,sm,LLH,NA,34,shecan,7,100,1,3,100,NA,NA,NA,NA,18,60,NA,NA,,,,,,,,
19,sm,LLH,NA,34,vacmem,3,100,NA,3,50,1,40,0,10,NA,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,35,acegla,1,100,12,1,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,35,corsto,7,100,1,3,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,35,loninv,3,100,1,3,50,1,50,NA,NA,NA,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,35,menfer,1,100,12,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LLH,8,35,popbal,1,100,1,1,100,,,,,,,,,,,,,,,,
19,sm,LLH,NA,35,spibet,0,100,7,11,20,3,40,0,40,,,,,,,,,,,,
19,sm,LLH,NA,35,symalb,NA,NA,NA,1,70,0,30,,,,,,,,,,,,,,
19,sm,LLH, oc21,35,vacmem,1,100,NA,1,30,0,70,,,,,,,,,,,,,,
19,mp,LLH,NA,36,corsto,11,100,1,11,40,10,20,7,10,11,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,36,loninv,3,100,1,3,50,1,15,0,35,NA,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,36,rhoalb,9,100,1,9,20,7,20,3,60,15,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,36,vibedu,3,100,1,3,90,0,10,NA,NA,21,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,36,amealn,1,100,2,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LLH,A,36,poptre,1,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LLH,B,36,poptre,1,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,36,vibedu,10,100,1,10,50,9,25,1,25,NA,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,37,acegla,1,100,4,1,60,0,40,NA,NA,25,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,37,menfer,1,100,10,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,37,rubpar,9,100,1,9,30,7,40,3,30,NA,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,37,sorsco,1,100,2,1,100,NA,NA,NA,NA,4,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,37,loninv,3,100,2,7,10,3,55,1,25,32,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,37,menfer,3,90,8,1,40,0,60,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,37,shecan,3,100,1,1,100,NA,NA,NA,NA,31,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,37,vibedu,11,100,1,11,10,10,25,3,65,17,NA,NA,NA,,,,,,,,
19,mp,LLH,9,38,acegla,3,100,3,15,1,15,0,70,,13,,,,,,,,,,,
19,mp,LLH,6,38,riblac,7,50,6,7,50,3,30,1,10,27,,,,,,,,,,,
19,mp,LLH,NA,38,spibet,11,100,1,3,100,,,,,,,,,,,,,,,,
19,mp,LLH,NA,38,spipyr,1,100,1,3,40,1,40,0,20,14,,,,,,,,,,,
19,sm,LLH,NA,38,amealn,7,25,4,7,15,3,10,1,45,29,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,38,corsto,10,100,1,1,100,NA,NA,NA,NA,6,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,38,shecan,7,50,2,9,30,7,30,3,30,25,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,38,vibedu,7,80,5,9,60,7,20,3,20,14,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,39,corsto,7,100,1,7,15,3,50,1,35,8,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,39,popbal,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,39,samrac,1,100,2,1,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,39,spibet,10,100,1,7,15,3,65,1,20,7,NA,NA,NA,,,,,,,,
19,sm,LLH,5,39,betpap,1,33,3,0,100,,,,,8,,0,66,,,,,,,,
19,sm,LLH,9,39,loninv,3,100,1,3,85,1,15,,,,,,,,,,,,,,
19,sm,LLH,6,39,menfer,1,15,12,0,100,,,,,,,0,85,,,,,,,,
19,sm,LLH,8,39,menfer,1,75,8,0,100,,,,,,,0,25,,,,,,,,
19,mp,LLH,NA,40,menfer,1,70,13,1,10,0,90,NA,NA,NA,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,40,rhoalb,7,100,2,7,20,3,60,1,20,29,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,40,shecan,1,100,1,1,100,NA,NA,NA,NA,23,NA,NA,NA,,,,,,,,
19,mp,LLH,NA,40,symalb,NA,NA,NA,1,70,0,30,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LLH,3,40,alninc,1,100,1,0,100,NA,NA,NA,NA,9,NA,NA,NA,,,,,,,,
19,sm,LLH,4,40,alninc,3,100,2,1,60,0,40,NA,NA,9,NA,NA,NA,,,,,,,,
19,sm,LLH,12,40,popbal,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LLH,NA,40,rubpar,3,100,1,3,75,0,25,NA,NA,NA,NA,NA,NA,,,,,,,,
19,mp,LLL,NA,1,acegla,1,100,2,1,85,1,15,NA,NA,25,NA,NA,NA,,,,,,,,
19,mp,LLL,NA,1,alninc,1,100,1,1,60,0,40,,,7,,,,,,,,,,,
19,mp,LLL,NA,1,corsto,9,100,1,7,100,NA,NA,NA,NA,6,NA,NA,NA,,,,,,,,
19,mp,LLL,NA,1,spibet,0,100,1,7,25,3,25,1,50,2,NA,NA,NA,,,,,,,,
19,sm,LLL,NA,1,alninc,1,100,1,1,15,0,85,NA,NA,6,NA,NA,NA,,,,,,,,
19,sm,LLL,NA,1,poptre,1,100,10,1,100,NA,NA,NA,NA,10,NA,NA,NA,,,,,,,,
19,sm,LLL,NA,1,vacmem,3,100,NA,3,60,1,40,NA,NA,NA,NA,1,20,,,,,,,,
19,sm,LLL,NA,1,vibedu,7,70,3,10,25,9,20,7,10,18,NA,3,30,,,,,,,,
19,mp,LLL,5,2,alninc,3,100,1,1,50,0,50,,,6,,,,,,,,,,,
19,mp,LLL,tml,2,spibet,1,100,3,3,30,1,10,0,60,20,,,,,,,,,,,
19,mp,LLL,tml,2,spibet,0,100,1,0,100,,,,,,,,,,,,,,,,
19,mp,LLL,4,2,vibedu,3,100,1,7,15,3,85,,,7,,,,,,,,,,,
19,sm,LLL,11,2,acegla,1,100,1,1,50,0,50,,,4,,,,,,,,,,,
19,sm,LLL,12,2,popbal,0,100,1,0,100,,,,,,,,,,,,,,,,
19,sm,LLL, cl,2,rubpar,0,100,1,0,100,,,,,,,,,,,,,,,,
19,sm,LLL, b7,2,spipyr,1,100,3,1,10,0,90,,,33,,,,,,,,,,,
19,mp,LLL,2,3,alnvir,1,50,2,0,100,,,,,5,,,,,,,,,,,
19,mp,LLL,tml,3,rubpar,0,100,1,0,100,,,,,,,,,,,,,,,,
19,mp,LLL,10,3,samrac,3,100,2,3,100,,,,,,,,,,,,,,,,
19,mp,LLL,11,3,shecan,1,100,5,1,30,0,70,,,,,,,,,,,,,,
19,sm,LLL,4,3,alninc,1,100,1,1,-100,,,,,8,,,,,,,,,,,
19,sm,LLL,9,3,menfer,1,70,11,0,100,,,,,,,,,,,,,,,,
19,sm,LLL, w/10,3,rubpar,1,100,1,1,50,0,50,,,,,,,,,,,,,,
19,mp,LLL,2,4,menfer,1,25,8,0,100,,,,,,,0,75,,,,,,,,
19,mp,LLL,7,4,menfer,1,35,11,0,100,,,,,,,0,65,,,,,,,,
19,mp,LLL,8,4,menfer,1,70,11,0,100,,,,,,,0,30,,,,,,,,
19,mp,LLL,8,4,sorsco,1,100,4,NA,NA,,,,,,,,,,,,,,,,
19,sm,LLL,8,4,popbal,0,100,1,0,100,,,,,,,,,,,,,,,,
19,sm,LLL, bC,4,popre,1,70,9,1,10,0,90,,,7,,,,,,,,,,,
19,sm,LLL,11,4,shecan,1,100,2,1,100,,,,,,,,,,,,,,,,
19,sm,LLL, ,4,symalb,NA,NA,NA,0,100,,,,,,,,,,,,,,,,
19,mp,LLL,2,5,alnvir,1,,2,1,50,0,50,,,8,,,,,,,,,,,
19,mp,LLL,Atml,5,loninv,3,,1,3,10,1,80,0,10,,,,,,,,,,,,
19,mp,LLL,tml,5,spibet,0,,1,0,100,,,,,,,,,,,,,,,,
19,mp,LLL,tml,5,vacmem,3,90,3,80,1,15,0,5,,,,,,,,,,,,,
19,sm,LLL,1,5,alninc,,,,,,,,,,,,,,,,,,,,,
19,sm,LLL,10,5,betpap,,,,,,,,,,,,,,,,,,,,,
19,sm,LLL,20,5,popbal,,,,,,,,,,,,,,,,,,,,,
19,sm,LLL,8,5,sorsco,,,,,,,,,,,,,,,,,,,,,
19,mp,LLL,2,6,amealn,,,,,,,,,,,,,,,,,,,,,
19,mp,LLL,4,6,riblac,,,,,,,,,,,,,,,,,,,,,
19,mp,LLL,4,6,shecan,,,,,,,,,,,,,,,,,,,,,
19,mp,LLL,LL,6,vacmem,,,,,,,,,,,,,,,,,,,,,
19,sm,LLL,19,6,alnvir,,,,,,,,,,,,,,,,,,,,,
19,sm,LLL,8,6,corsto,,,,,,,,,,,,,,,,,,,,,
19,sm,LLL,5,6,loninv,,,,,,,,,,,,,,,,,,,,,
19,sm,LLL,3,6,symalb,,,,,,,,,,,,,,,,,,,,,
19,mp,LLL,9,7,corsto,7,100,1,9,10,7,30,3,10,,,,,,,,,,,,
19,mp,LLL,2,7,popbal,0,100,1,0,100,,,,,,,,,,,,,,,,
19,mp,LLL,11,7,rhoalb,7,60,5,3,100,,,,6,,,3,40,,,,,,,,
19,mp,LLL,wjt,7,vacmem,3,100,,3,40,1,50,0,10,,,,,,,,,,,,
19,sm,LLL,7,7,amealn,3,100,3,1,55,0,45,,,21,,,,,,,,,,,
19,sm,LLL,6B,7,amealn,3,100,5,3,90,1,10,,,18,,,,,,,,,,,
19,sm,LLL,9,7,loninv,NA,NA,NA,3,50,1,50,,,,,,,,,,,,,,
19,sm,LLL,10,7,shecan,3,100,1,3,30,1,40,0,30,,,,,,,,,,,,
19,sm,LLL, cl,7,symalb,NA,NA,NA,0,100,,,,,,,,,,,,,,,,
19,mp,LLL,9,8,corsto,7,100,1,7,70,0,20,,,,,,,,,,,,,,
19,mp,LLL,8,8,loninv,3,100,1,3,65,1,35,,,,,,,,,,,,,,
19,mp,LLL,9,8,sorsco,0,100,1,0,100,,,,,,,,,,,,,,,,
19,mp,LLL,eg,8,spipyr,1,100,1,3,50,1,50,,,,,,,,,,,,,,
19,sm,LLL,11,8,acegla,3,100,5,3,30,1,30,0,40,14,,,,,,,,,,,
19,sm,LLL,4,8,corsto,9,40,7,3,100,,,,,3,,7,60,,,,,,,,
19,sm,LLL, b3,8,spipyr,3,100,3,3,100,,,,,,,,,,,,,,,,
19,sm,LLL, oc21,8,vacmem,3,100,,3,70,1,30,,,,,,,,,,,,,,
19,mp,LLL,5,9,alninc,3,100,3,1,60,0,40,,,9,,,,,,,,,,,
19,mp,LLL,11,9,rhoalb,0,100,1,0,100,,,,,9,,,,,,,,,,,
19,mp,LLL,NA,9,riblac,3,100,4,1,100,,,,,,,,,,,,,,,,
19,mp,LLL,eg,9,spipyr,3,100,1,3,100,,,,,,,,,,,,,,,,
19,sm,LLL,NA,9,amealn,3,100,1,3,70,1,10,0,20,9,NA,NA,NA,,,,,,,,
19,sm,LLL,NA,9,menfer,1,50,20,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
19,sm,LLL,NA,9,sorsco,0,100,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,,,,,,,,
19,sm,LLL,NA,9,vibedu,10,60,5,10,5,9,80,7,15,12,NA,9,40,,,,,,,,
19,mp,LLL,6,10,popbal,0,100,1,0,100,,,,,,,,,,,,,,,,
19,mp,LLL,3,10,rhoalb,1,20,8,0,100,,,,,,,0,80,,,,,,,,
19,mp,LLL,4,10,shecan,1,100,4,1,100,,,,,,,,,,,,,,,,
19,mp,LLL,wjt,10,spipyr,0,100,,0,100,,,,,,,,,,,,,,,,
19,sm,LLL,4,10,alninc,3,100,4,NA,NA,,,,,,,,,,,,,,,,
19,sm,LLL,11,10,loninv,3,100,5,3,20,1,80,,,27,,,,,,,,,,,
19,sm,LLL,10,10,riblac,3,100,8,3,70,1,20,0,10,,,,,,,,,,,,
19,sm,LLL,9,10,symalb,NA,NA,NA,3,40,1,55,0,5,,,,,,,,,,,,
19,mp,LLL,9,11,corsto,9,100,1,7,30,3,10,0,50,,,,,,,,,,,,
19,mp,LLL,NA,11,loninv,3,100,2,1,40,,,,,,,,,,,,,,,,
19,mp,LLL,NA,11,rhoalb,3,100,2,1,40,0,65,,,7,,,,,,,,,,,
19,mp,LLL,NA,11,rubpar,1,100,1,1,25,,,,,,,,,,,,,,,,
19,sm,LLL,2,11,poptre,1,100,1,1,100,NA,NA,NA,NA,3,NA,NA,NA,,,,,,,,
19,sm,LLL,B,11,poptre,1,100,6,1,100,NA,NA,NA,NA,10,NA,NA,NA,,,,,,,,
19,sm,LLL,NA,11,vacmem,3,100,NA,3,30,1,50,0,20,NA,NA,1,40,,,,,,,,
19,sm,LLL,NA,11,vibedu,9,100,1,10,20,9,40,3,40,5,NA,NA,NA,,,,,,,,
19,mp,LLL,7,12,acegla,3,10,12,3,35,1,65,,,24,,1,90,,,,,,,,
19,mp,LLL,4,12,loninv,3,100,1,3,20,1,80,,,,,,,,,,,,,,
19,mp,LLL,tml,12,rubpar,1,100,1,1,100,,,,,,,,,,,,,,,,
19,mp,LLL,11,12,samrac,1,100,2,1,50,0,50,,,,,,,,,,,,,,
19,sm,LLL, A,12,amealn,3,100,2,3,70,1,10,0,20,,,,,,,,,,,,
