day,population,treatment,indiv,flask,species,bbch.t,percent.t,count.t,bbch.l,percent.l,bbch2.l,percent2.l,bbch3.l,percent3.l,bud.count,flowering,bbch4.t,percent4.t,Final.percent,Final.percent,
55,sm,LLH,NA,24,vacmem,10,10,NA,3,70,1,30,NA,NA,NA,y,NA,NA,,,
55,mp,LLH,A,25,spibet,15,100,1,17,100,,,NA,NA,6,NA,NA,NA,,,
55,mp,LLH,NA,25,spibet,17,100,2,15,60,9,20,1,20,23,NA,NA,NA,,,
55,mp,LLH,NA,25,spipyr,1,100,3,17,20,9,20,3,20,,NA,NA,NA,,,
55,mp,LLH,NA,25,symalb,NA,NA,NA,17,20,9,10,7,60,NA,NA,NA,NA,,,
55,sm,LLH,NA,25,betpap,17,100,2,15,45,10,15,9,30,7,NA,NA,NA,,turned yellow ,
55,sm,LLH,NA,25,corsto,17,100,1,17,65,15,35,NA,NA,6,NA,NA,NA,,extra acegla,
55,sm,LLH,NA,25,riblac,3,100,1,3,30,1,40,0,30,NA,NA,NA,NA,,,
55,sm,LLH,NA,25,sorsco,17,100,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
55,mp,LLH,NA,26,corsto,17,100,1,17,50,11,30,1,15,6,NA,NA,NA,,,
55,mp,LLH,NA,26,samrac,3,100,2,3,100,NA,NA,NA,NA,NA,NA,NA,NA,,,
55,mp,LLH,NA,26,spibet,17,100,1,9,25,7,75,,,NA,NA,NA,NA,,,
55,mp,LLH,NA,26,vibedu,3,100,1,17,15,9,30,3,55,NA,NA,NA,NA,,,
55,sm,LLH,NA,26,acegla,1,100,3,1,80,0,20,NA,NA,NA,NA,NA,NA,,,
55,sm,LLH,9,26,corsto,17,100,2,17,100,,,NA,NA,14,NA,NA,NA,,,
55,sm,LLH,2,26,menfer,3,70,8,1,50,0,50,NA,NA,NA,NA,NA,NA,,,
55,sm,LLH,9,26,menfer,3,100,10,1,30,0,70,NA,NA,NA,NA,NA,NA,,,
55,mp,LLH,NA,27,acegla,3,100,1,9,5,7,5,3,30,18,NA,NA,NA,,,
55,mp,LLH,NA,27,amealn,9,100,2,10,15,9,30,7,30,13,y,NA,NA,,,
55,mp,LLH,NA,27,samrac,11,50,2,15,25,3,75,NA,NA,NA,NA,NA,NA,,,
55,mp,LLH,NA,27,vibedu,3,100,1,11,15,3,85,,,6,y,NA,NA,,,
55,sm,LLH,11,27,menfer,10,20,5,10,25,7,10,3,25,17,NA,7,30,,,
55,sm,LLH,NA,27,poptre,17,45,16,17,25,11,25,3,50,4,NA,10,15,,2 dead buds,
55,sm,LLH,NA,27,shecan,17,100,2,17,30,15,25,7,5,17,NA,NA,NA,,,
55,sm,LLH,NA,27,vibedu,11,100,1,17,65,3,45,NA,NA,8,NA,NA,NA,,,
55,mp,LLH,NA,28,rhoalb,17,100,1,17,80,3,20,,,11,NA,NA,NA,,,
55,mp,LLH,NA,28,riblac,3,100,1,3,55,1,20,0,25,11,NA,NA,NA,,,
55,mp,LLH,NA,28,samrac,15,50,2,15,50,10,50,NA,NA,NA,NA,3,50,,,
55,mp,LLH,NA,28,spibet,17,100,1,17,20,3,30,1,20,NA,NA,NA,NA,,,
55,sm,LLH,NA,28,amealn,15,20,5,10,30,9,70,,,31,NA,11,60,,,
55,sm,LLH,NA,28,loninv,NA,NA,NA,17,40,9,10,7,10,8,NA,NA,NA,,,
55,sm,LLH,NA,28,spipyr,0,100,5,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,
55,sm,LLH,NA,28,vibedu,17,100,4,17,65,9,5,,,15,NA,NA,NA,,,
55,mp,LLH,NA,29,loninv,3,100,1,1,100,NA,NA,NA,NA,6,NA,NA,NA,,,
55,mp,LLH,NA,29,menfer,3,100,7,3,100,NA,NA,NA,NA,NA,NA,,,,,
55,mp,LLH,NA,29,popbal,17,100,1,9,25,3,75,NA,NA,NA,NA,NA,NA,,,
55,mp,LLH,NA,29,vibedu,15,100,3,15,10,3,80,1,5,20,y,NA,NA,,,
55,sm,LLH,10,29,acegla,7,50,2,7,20,3,60,1,20,18,NA,3,50,,,
55,sm,LLH,4,29,alninc,15,100,3,17,30,15,30,11,15,6,NA,NA,NA,,,
55,sm,LLH, Cl,29,rubpar,17,100,1,7,40,3,60,NA,NA,NA,y,NA,NA,,,
55,sm,LLH, spibet7_01,29,spibet,17,100,3,17,40,10,10,9,30,10,NA,NA,NA,,,
55,mp,LLH,NA,30,loninv,17,100,1,15,20,7,15,3,30,NA,NA,NA,NA,,,
55,mp,LLH,NA,30,popbal,17,100,1,3,100,NA,NA,NA,NA,NA,NA,NA,NA,,,
55,mp,LLH,NA,30,rhoalb,17,100,1,17,15,15,30,11,30,6,NA,NA,NA,,,
55,mp,LLH,NA,30,sorsco,17,35,3,0,100,NA,NA,NA,NA,NA,y,0,65,,,
55,sm,LLH,NA,30,riblac,11,35,3,NA,NA,1,65,0,30,34,NA,3,65,,,
55,sm,LLH,NA,30,shecan,17,100,2,17,90,15,10,,,17,NA,NA,NA,,,
55,sm,LLH,NA,30,spibet,3,100,1,11,10,3,70,1,20,NA,NA,NA,NA,,,
55,sm,LLH,NA,30,symalb,NA,NA,NA,7,30,3,40,1,30,NA,NA,NA,NA,,,
55,mp,LLH,NA,31,alninc,17,100,2,17,25,15,75,,,8,NA,NA,NA,,,
55,mp,LLH,B,31,poptre,3,100,1,17,40,15,20,11,40,5,NA,NA,NA,,,
55,mp,LLH,NA,31,poptre,7,40,5,17,75,11,25,,,8,NA,NA,NA,,,
55,mp,LLH,NA,31,shecan ,17,100,3,17,80,3,20,,,NA,y,NA,NA,,,
55,mp,LLH,NA,31,sorsco,17,100,1,17,100,NA,NA,NA,NA,NA,NA,NA,NA,,,
55,sm,LLH,NA,31,acegla,3,100,6,7,5,3,80,1,5,14,NA,NA,NA,,extra acegla from one with 2,
55,sm,LLH,NA,31,sorsco,17,50,2,3,100,NA,NA,NA,NA,4,NA,10,50,,,
55,sm,LLH,NA,31,spipyr,17,100,1,17,50,7,50,NA,NA,6,NA,NA,NA,,,
55,mp,LLH,NA,32,poptre,3,100,1,1,100,NA,NA,NA,NA,13,NA,NA,NA,,,
55,mp,LLH,NA,32,rubpar,3,100,2,17,20,7,20,3,60,NA,y,NA,NA,,,
55,mp,LLH,NA,32,samrac,3,100,2,1,100,NA,NA,NA,NA,NA,NA,NA,NA,,,
55,mp,LLH,NA,32,vacmem,3,100,NA,10,20,9,10,3,30,NA,NA,1,60,,,
55,sm,LLH,NA,32,alninc,17,100,2,11,50,9,35,7,15,6,NA,,,,,
55,sm,LLH,NA,32,betpap,17,100,2,17,60,15,40,NA,NA,8,NA,NA,NA,,turned yellow ,
55,sm,LLH,NA,32,menfer,3,75,4,7,15,0,50,NA,NA,NA,y,NA,NA,,extra menfer,
55,mp,LLH,NA,33,poptre,3,100,1,3,100,NA,NA,NA,NA,8,NA,NA,NA,,,
55,mp,LLH,NA,33,rubpar,0,100,1,17,25,3,25,1,50,NA,y,NA,NA,,,
55,mp,LLH,NA,33,symalb,NA,NA,NA,1,70,0,30,NA,NA,NA,NA,NA,NA,,,
55,mp,LLH,NA,33,vacmem,3,100,NA,9,5,3,50,1,45,NA,NA,NA,NA,,,
55,sm,LLH,NA,33,alnvir,11,25,4,7,5,3,75,1,20,18,NA,10,25,,,
55,sm,LLH,NA,33,popbal,17,100,1,11,25,10,75,,,NA,NA,NA,NA,,,
55,sm,LLH,NA,33,poptre,17,30,7,17,30,11,10,3,60,11,NA,11,15,,,
55,sm,LLH,NA,33,spipyr,11,100,1,9,100,NA,NA,NA,NA,3,NA,NA,NA,,,
55,mp,LLH,NA,34,amealn,10,100,1,10,10,9,40,7,40,13,y,NA,NA,,,
55,mp,LLH,NA,34,loninv,3,100,1,7,40,3,20,1,20,7,NA,NA,NA,,,
55,mp,LLH,NA,34,poptre,11,10,13,NA,NA,NA,NA,NA,NA,NA,NA,3,90,,,
55,mp,LLH,NA,34,spipyr,17,50,4,15,20,7,60,3,20,5,NA,15,50,,,
55,sm,LLH,NA,34,corsto,17,100,1,17,30,15,65,1,5,NA,NA,NA,NA,,,
55,sm,LLH,NA,34,loninv,17,20,6,15,15,10,15,7,30,15,y,7,20,,,
55,sm,LLH,NA,34,shecan,17,100,1,17,100,,,NA,NA,18,y,NA,NA,,,
55,sm,LLH,NA,34,vacmem,3,100,NA,3,50,1,40,0,10,NA,NA,NA,NA,,,
55,mp,LLH,NA,35,acegla,1,100,12,1,100,NA,NA,NA,NA,NA,NA,NA,NA,,,
55,mp,LLH,NA,35,corsto,15,100,1,15,35,11,65,,,NA,NA,NA,NA,,,
55,mp,LLH,NA,35,loninv,3,100,1,3,100,,,NA,NA,NA,NA,NA,NA,,,
55,mp,LLH,NA,35,menfer,7,10,12,17,30,10,10,7,20,NA,y,3,90,,,
55,sm,LLH,8,35,popbal,17,100,1,17,70,11,30,NA,NA,NA,NA,NA,NA,,,
55,sm,LLH,NA,35,spibet,9,100,1,17,20,3,40,0,40,NA,NA,NA,NA,,,
55,sm,LLH,NA,35,symalb,NA,NA,NA,1,70,0,30,NA,NA,NA,NA,NA,NA,,,
55,sm,LLH, oc21,35,vacmem,1,100,NA,1,30,0,70,NA,NA,NA,NA,NA,NA,,,
55,mp,LLH,NA,36,corsto,17,100,1,17,100,,,,,11,NA,NA,NA,,,
55,mp,LLH,NA,36,loninv,3,100,1,7,15,3,75,1,10,NA,NA,NA,NA,,,
55,mp,LLH,NA,36,rhoalb,17,100,1,15,15,11,15,10,15,12,y,NA,NA,,,
55,mp,LLH,NA,36,vibedu,3,100,1,17,20,3,80,,,18,y,NA,NA,,,
55,sm,LLH,NA,36,amealn,15,100,1,15,55,11,10,10,15,13,NA,3,50,,,
55,sm,LLH,A,36,poptre,17,40,10,15,50,3,50,NA,NA,3,,15,20,,,
55,sm,LLH,B,36,poptre,17,50,6,NA,NA,NA,NA,NA,NA,NA,NA,11,15,,,
55,sm,LLH,NA,36,vibedu,17,100,1,17,75,7,25,,,NA,y,NA,NA,,,
55,mp,LLH,NA,37,acegla,1,100,4,1,60,0,40,NA,NA,25,NA,NA,NA,,,
55,mp,LLH,NA,37,menfer,3,100,10,15,10,10,5,9,5,NA,y,NA,NA,,9 twice,
55,mp,LLH,NA,37,rubpar,17,100,1,17,75,3,25,,,7,y,NA,NA,,,
55,mp,LLH,NA,37,sorsco,15,50,2,15,25,3,75,NA,NA,4,NA,10,50,,,
55,sm,LLH,NA,37,loninv,11,30,7,17,20,9,10,3,20,32,NA,9,15,,,
55,sm,LLH,NA,37,menfer,3,90,8,9,5,3,20,1,40,NA,y,NA,NA,,,
55,sm,LLH,NA,37,shecan,3,100,1,15,25,11,15,9,10,31,y,NA,NA,,,
55,sm,LLH,NA,37,vibedu,17,100,1,17,30,7,5,3,65,17,y,NA,NA,,,
55,mp,LLH,9,38,acegla,3,100,3,15,1,15,0,70,NA,13,NA,NA,NA,,,
55,mp,LLH,6,38,riblac,9,50,6,9,10,7,40,3,30,27,NA,NA,NA,,,
55,mp,LLH,NA,38,spibet,17,100,1,7,100,NA,NA,NA,NA,NA,NA,NA,NA,,,
55,mp,LLH,NA,38,spipyr,1,100,1,17,20,9,20,3,50,14,NA,NA,NA,,,
55,sm,LLH,NA,38,amealn,11,25,4,17,15,11,30,9,10,22,y,9,75,,,
55,sm,LLH,NA,38,corsto,17,100,1,1,100,NA,NA,NA,NA,6,NA,NA,NA,,,
55,sm,LLH,NA,38,shecan,17,100,2,17,90,11,5,3,5,25,y,NA,NA,,,
55,sm,LLH,NA,38,vibedu,17,80,5,17,45,10,15,3,40,14,y,7,20,,,
55,mp,LLH,NA,39,corsto,17,100,1,17,15,15,65,3,20,8,NA,NA,NA,,,
55,mp,LLH,NA,39,popbal,17,100,1,15,65,3,35,NA,NA,3,NA,NA,NA,,,
55,mp,LLH,NA,39,samrac,3,100,2,3,100,NA,NA,NA,NA,NA,NA,NA,NA,,,
55,mp,LLH,NA,39,spibet,17,100,1,9,15,3,65,1,20,7,NA,NA,NA,,,
55,sm,LLH,5,39,betpap,15,100,3,15,25,11,40,9,15,8,NA,,,,,
55,sm,LLH,9,39,loninv,3,100,1,17,30,9,15,7,30,7,y,NA,NA,,,
55,sm,LLH,6,39,menfer,7,25,12,7,10,1,90,NA,NA,NA,y,3,85,,,
55,sm,LLH,8,39,menfer,3,75,8,0,100,NA,NA,NA,NA,NA,NA,0,25,,,
55,mp,LLH,NA,40,menfer,1,70,13,1,10,0,90,NA,NA,NA,NA,NA,NA,,,
55,mp,LLH,NA,40,rhoalb,17,100,2,17,5,11,25,7,5,29,NA,NA,NA,,,
55,mp,LLH,NA,40,shecan,17,100,1,15,10,11,5,3,40,23,y,NA,NA,,,
55,mp,LLH,NA,40,symalb,NA,NA,NA,3,60,1,30,0,10,NA,NA,NA,NA,,,
55,sm,LLH,3,40,alninc,17,100,1,15,55,11,45,,,9,NA,NA,NA,,,
55,sm,LLH,4,40,alninc,17,50,2,17,15,15,30,9,55,7,NA,15,50,,,
55,sm,LLH,12,40,popbal,17,100,1,17,100,,,NA,NA,NA,NA,NA,NA,,,
55,sm,LLH,NA,40,rubpar,17,100,1,17,50,9,50,NA,NA,NA,NA,NA,NA,,,
55,mp,LLL,NA,1,acegla,1,100,2,1,85,1,15,NA,NA,25,NA,NA,NA,,,
55,mp,LLL,NA,1,alninc,11,100,1,15,15,10,50,9,35,7,NA,NA,NA,,extra alnvir,
55,mp,LLL,NA,1,corsto,17,100,1,17,100,NA,NA,NA,NA,6,y,NA,NA,,,
55,mp,LLL,NA,1,spibet,0,100,1,9,25,3,25,1,50,2,NA,NA,NA,,extra spibet,
55,sm,LLL,NA,1,alninc,10,100,1,10,50,7,50,,,4,NA,NA,NA,,,
55,sm,LLL,NA,1,poptre,7,20,10,7,20,1,80,NA,NA,10,NA,3,80,,,
55,sm,LLL,NA,1,vacmem,3,100,NA,11,5,9,5,3,70,NA,NA,1,20,,,
55,sm,LLL,NA,1,vibedu,15,30,3,17,45,15,10,9,25,18,NA,9,30,,,
55,mp,LLL,5,2,alninc,15,100,1,15,50,10,20,9,30,6,NA,NA,NA,,,
55,mp,LLL,tml,2,spibet,1,100,3,10,10,7,5,3,20,20,NA,NA,NA,,,
55,mp,LLL,tml,2,spibet,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,
55,mp,LLL,4,2,vibedu,17,100,1,15,30,3,70,NA,NA,7,y,NA,NA,,,
55,sm,LLL,11,2,acegla,1,100,1,1,50,0,50,NA,NA,4,NA,NA,NA,,,
55,sm,LLL,12,2,popbal,15,15,6,,,,,NA,NA,NA,NA,11,30,,,
55,sm,LLL, cl,2,rubpar,9,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,
55,sm,LLL, b7,2,spipyr,1,100,3,7,10,1,90,NA,NA,33,NA,NA,NA,,,
55,mp,LLL,2,3,alnvir,1,50,2,0,100,NA,NA,NA,NA,5,NA,NA,NA,,miossing,
55,mp,LLL,tml,3,rubpar,1,100,1,9,25,3,75,NA,NA,NA,NA,NA,NA,,,
55,mp,LLL,10,3,samrac,3,100,2,3,100,NA,NA,NA,NA,NA,NA,NA,NA,,,
55,mp,LLL,11,3,shecan,NA,NA,NA,15,60,11,25,3,15,NA,y,NA,NA,,,
55,sm,LLL,4,3,alninc,7,100,1,7,25,3,75,NA,NA,8,NA,NA,NA,,,
55,sm,LLL,9,3,menfer,1,70,11,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,
55,sm,LLL, w/10,3,rubpar,1,100,1,1,50,0,50,NA,NA,NA,NA,NA,NA,,,
55,mp,LLL,2,4,menfer,1,25,8,0,100,NA,NA,NA,NA,NA,NA,0,75,,,
55,mp,LLL,7,4,menfer,1,35,11,0,100,NA,NA,NA,NA,NA,NA,0,65,,,
55,mp,LLL,8,4,menfer,1,70,11,0,100,NA,NA,NA,NA,NA,NA,0,30,,,
55,mp,LLL,8,4,sorsco,11,25,4,NA,NA,NA,NA,NA,NA,NA,NA,7,25,,,
55,sm,LLL,8,4,popbal,1,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,
55,sm,LLL, bC,4,poptre,7,10,9,3,10,1,90,NA,NA,7,NA,3,90,,,
55,sm,LLL,11,4,shecan,15,100,2,15,70,9,10,3,20,14,y,NA,NA,,,
55,sm,LLL, ,4,symalb,NA,NA,NA,3,25,1,75,NA,NA,NA,NA,NA,NA,,,
55,mp,LLL,2,5,alnvir,1,100,2,1,50,0,50,NA,NA,8,NA,NA,NA,,,
55,mp,LLL,Atml,5,loninv,9,100,1,3,10,1,80,0,10,NA,NA,NA,NA,,,
55,mp,LLL,tml,5,spibet,7,100,1,7,100,NA,NA,NA,NA,NA,NA,NA,NA,,,
55,mp,LLL,tml,5,vacmem,3,90,NA,9,5,3,80,1,15,NA,y,NA,NA,,,
55,sm,LLL,1,5,alninc,17,50,2,11,35,10,35,9,30,7,NA,7,50,,,
55,sm,LLL,10,5,betpap,NA,NA,NA,15,70,11,30,NA,NA,4,NA,NA,NA,,,
55,sm,LLL,20,5,popbal,NA,NA,NA,11,15,7,65,3,20,6,NA,NA,NA,,,
55,sm,LLL,8,5,sorsco,17,100,2,1,100,NA,NA,NA,NA,NA,NA,NA,NA,,,
55,mp,LLL,2,6,amealn,7,100,2,9,55,7,5,1,40,20,NA,NA,NA,,,
55,mp,LLL,4,6,riblac,3,100,7,3,50,1,30,0,20,NA,NA,NA,NA,,,
55,mp,LLL,4,6,shecan,10,25,4,11,70,9,10,3,20,NA,y,7,25,,,
55,mp,LLL,LL,6,vacmem,9,5,NA,7,5,3,50,1,20,NA,NA,7,5,,,
55,sm,LLL,19,6,alnvir,1,100,1,1,100,,,,,,,,,,,
55,sm,LLL,8,6,corsto,11,100,1,9,50,1,50,,,4,,,,,,
55,sm,LLL,5,6,loninv,10,30,3,1,100,,,,,,,7,35,,,
55,sm,LLL,3,6,symalb,NA,NA,NA,7,15,3,50,1,35,,,,,,,
55,mp,LLL,9,7,corsto,17,100,1,17,15,11,85,,,8,y,NA,NA,,,
55,mp,LLL,2,7,popbal,7,100,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
55,mp,LLL,11,7,rhoalb,15,40,5,10,20,3,80,NA,6,NA,NA,11,60,,,
55,mp,LLL,wjt,7,vacmem,3,100,NA,3,40,1,50,0,10,NA,NA,NA,NA,,,
55,sm,LLL,7,7,amealn,10,100,3,10,90,9,10,,,21,NA,NA,NA,,,
55,sm,LLL,6B,7,amealn,15,80,5,15,10,11,5,10,20,18,NA,10,20,,,
55,sm,LLL,9,7,loninv,NA,NA,NA,17,15,11,30,9,30,NA,NA,NA,NA,,,
55,sm,LLL,10,7,shecan,15,100,1,15,30,10,50,7,5,NA,y,NA,NA,,,
55,sm,LLL, cl,7,symalb,NA,NA,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,
55,mp,LLL,9,8,corsto,17,100,1,17,30,15,70,NA,NA,6,NA,NA,NA,,,
55,mp,LLL,8,8,loninv,3,100,1,3,65,1,35,NA,NA,6,NA,NA,NA,,,
55,mp,LLL,9,8,sorsco,17,100,1,0,100,NA,NA,NA,NA,3,NA,NA,NA,,,
55,mp,LLL,eg,8,spipyr,3,100,1,3,50,1,50,NA,NA,3,NA,NA,NA,,,
55,sm,LLL,11,8,acegla,3,100,5,7,15,3,45,1,30,7,NA,NA,NA,,,
55,sm,LLL,4,8,corsto,17,100,7,17,100,NA,NA,NA,NA,3,NA,,,,,
55,sm,LLL, b3,8,spipyr,3,100,3,3,100,NA,NA,NA,NA,NA,NA,NA,NA,,,
55,sm,LLL, oc21,8,vacmem,10,5,NA,3,70,1,30,NA,NA,NA,y,9,5,,,
55,mp,LLL,5,9,alninc,9,100,2,10,30,9,45,7,25,9,NA,NA,NA,,,
55,mp,LLL,11,9,rhoalb,1,100,1,17,25,10,25,9,5,9,NA,NA,NA,,,
55,mp,LLL,NA,9,riblac,3,100,4,1,100,NA,NA,NA,NA,NA,NA,NA,NA,,,
55,mp,LLL,eg,9,spipyr,3,100,1,3,100,NA,NA,NA,NA,NA,NA,NA,NA,,,
55,sm,LLL,NA,9,amealn,10,100,1,11,30,10,20,7,15,9,NA,NA,NA,,,
55,sm,LLL,NA,9,menfer,1,50,20,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,
55,sm,LLL,NA,9,sorsco,17,30,3,NA,NA,NA,NA,NA,NA,4,NA,15,70,,,
55,sm,LLL,NA,9,vibedu,17,100,5,17,75,15,25,,,12,y,,,,,
55,mp,LLL,6,10,popbal,7,100,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
55,mp,LLL,3,10,rhoalb,17,60,5,10,100,NA,NA,NA,NA,1,NA,15,20,,,
55,mp,LLL,4,10,shecan,9,100,4,15,70,3,30,,,NA,y,NA,NA,,,
55,mp,LLL,wjt,10,spipyr,7,100,2,9,5,3,20,1,20,NA,NA,NA,NA,,,
55,sm,LLL,4,10,alninc,9,50,4,NA,NA,NA,NA,NA,NA,NA,NA,7,50,,,
55,sm,LLL,11,10,loninv,7,20,5,3,20,1,80,NA,NA,27,NA,3,80,,,
55,sm,LLL,10,10,riblac,3,100,8,3,70,1,20,0,10,NA,NA,NA,NA,,,
55,sm,LLL,9,10,symalb,NA,NA,NA,3,40,1,55,0,5,NA,NA,NA,NA,,,
55,mp,LLL,9,11,corsto,17,100,1,17,80,15,20,,,NA,NA,NA,NA,,,
55,mp,LLL,NA,11,loninv,3,100,2,1,40,NA,NA,NA,NA,NA,NA,NA,NA,,,
55,mp,LLL,NA,11,rhoalb,17,100,2,15,30,10,30,3,40,7,NA,NA,NA,,,
55,mp,LLL,NA,11,rubpar,7,100,1,15,20,3,80,NA,NA,NA,NA,NA,NA,,,
55,sm,LLL,2,11,poptre,1,100,1,1,100,NA,NA,NA,NA,3,NA,NA,NA,,,
55,sm,LLL,B,11,poptre,7,15,6,1,100,NA,NA,NA,NA,10,NA,3,85,,,
55,sm,LLL,NA,11,vacmem,3,100,NA,3,50,1,30,0,20,NA,NA,1,40,,,
55,sm,LLL,NA,11,vibedu,17,100,1,15,60,3,40,NA,NA,5,y,NA,NA,,,
55,mp,LLL,7,12,acegla,3,10,12,3,35,1,65,NA,NA,24,NA,1,90,,,
55,mp,LLL,4,12,loninv,3,100,1,3,20,1,80,NA,NA,NA,NA,NA,NA,,,
55,mp,LLL,tml,12,rubpar,1,100,1,1,100,NA,NA,NA,NA,NA,NA,NA,NA,,,
55,mp,LLL,11,12,samrac,10,50,2,7,50,0,50,NA,NA,2,NA,3,50,,,
55,sm,LLL, A,12,amealn,10,100,2,11,50,10,50,,,10,NA,NA,NA,,,
55,sm,LLL, c,12,corsto,17,100,1,15,100,NA,NA,NA,NA,6,NA,NA,NA,,,
55,sm,LLL,NA,12,sorsco,11,100,1,0,100,NA,NA,NA,NA,1,NA,NA,NA,,,
55,sm,LLL,NA,12,sorsco,11,100,1,1,100,NA,NA,NA,NA,4,NA,NA,NA,,,
55,mp,LLL,NA,13,amealn,9,100,1,9,100,,,,,NA,NA,NA,NA,,,
55,mp,LLL,NA,13,rubpar,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,
55,mp,LLL,NA,13,sorsco,10,100,3,1,40,0,60,NA,NA,5,NA,,,,,
55,mp,LLL,NA,13,spipyr,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,
55,sm,LLL,8,13,popbal,0,100,1,3,100,NA,NA,NA,NA,NA,NA,NA,NA,,,
55,sm,LLL,8,13,popbal,15,100,1,10,100,NA,NA,NA,NA,1,NA,NA,NA,,,
55,sm,LLL, oc21,13,vacmem,3,100,NA,3,40,1,60,NA,NA,NA,NA,NA,NA,,,
55,sm,LLL, oc21,13,vacmem,11,5,NA,11,25,10,5,9,5,NA,NA,3,95,,,
55,mp,LLL,ALL,14,alninc,15,60,5,15,15,10,70,9,15,6,NA,11,40,,,
55,mp,LLL,5,14,alninc,9,100,1,10,30,9,70,,,6,NA,NA,NA,,,
55,mp,LLL,8,14,popbal,7,15,6,NA,NA,NA,NA,NA,NA,NA,NA,3,85,,,
55,mp,LLL,eg,14,symalb,NA,NA,NA,3,20,1,50,0,30,NA,NA,NA,NA,,,
55,sm,LLL,3,14,riblac,3,100,1,9,20,3,80,NA,NA,10,NA,NA,NA,,,
55,sm,LLL,3,14,riblac,3,100,2,3,30,1,70,,,NA,NA,NA,NA,,,
55,sm,LLL, A,14,shecan,17,50,2,10,30,9,50,3,60,10,y,11,50,,,
55,sm,LLL,NA,14,spipyr,10,100,1,11,25,3,75,NA,NA,NA,NA,NA,NA,,,
55,mp,LLL,2,15,alnvir,1,100,1,1,50,0,50,NA,NA,6,NA,NA,NA,,,
55,mp,LLL,10,15,corsto,17,100,6,17,70,0,30,NA,NA,6,NA,NA,NA,,,
55,mp,LLL,8,15,loninv,3,100,1,1,100,NA,NA,NA,NA,6,NA,NA,NA,,,
55,mp,LLL,2,15,spipyr,1,100,1,1,60,0,40,NA,NA,NA,NA,NA,NA,,,
55,sm,LLL,1,15,alninc,15,100,1,15,30,11,30,9,30,7,NA,NA,NA,,,
55,sm,LLL, w/10,15,rubpar,11,100,1,10,30,7,70,NA,NA,NA,NA,NA,NA,,,
55,sm,LLL, w/10,15,rubpar,7,100,1,7,40,3,60,NA,NA,NA,NA,NA,NA,,,
55,sm,LLL,3,15,symalb,NA,NA,NA,7,15,3,40,1,45,NA,NA,NA,NA,,,
55,mp,LLL,ALL-A,16,menfer,1,60,6,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,
55,mp,LLL,ALL,16,menfer,1,100,12,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,
55,mp,LLL,tml,16,rubpar,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,
55,mp,LLL,NA,16,spibet,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,,
55,sm,LLL,NA,16,acegla,3,100,2,3,75,1,25,NA,NA,23,NA,NA,NA,,,
55,sm,LLL,NA,16,amealn,11,100,1,17,20,9,60,7,20,10,NA,NA,NA,,,
55,sm,LLL,NA,16,betpap,9,100,2,11,25,9,75,,,4,NA,NA,NA,,,
55,sm,LLL,NA,16,vibedu,17,100,4,17,100,NA,NA,NA,NA,NA,NA,NA,NA,,,
55,mp,LLL,1,17,amealn,9,70,3,15,20,9,50,7,20,19,NA,7,30,,,
55,mp,LLL,6,17,corsto,17,100,5,17,100,,,,,5,NA,NA,NA,,,
55,mp,LLL,6,17,poptre,1,100,1,1,100,NA,NA,NA,NA,12,NA,NA,NA,,,
55,mp,LLL,4,17,samrac,1,100,2,7,25,0,75,NA,NA,NA,NA,NA,NA,,,
55,sm,LLL,10,17,loninv,3,80,5,9,10,3,50,1,40,26,NA,1,20,,,
55,sm,LLL,12,17,menfer,3,65,19,1,50,0,50,NA,NA,NA,NA,0,35,,,
55,sm,LLL,NA,17,rubpar,17,100,1,3,100,NA,NA,NA,NA,NA,NA,NA,NA,,,
55,sm,LLL,7,17,shecan,15,60,5,15,40,9,35,3,25,17,y,9,40,,,
55,mp,LLL,5,18,poptre,1,100,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
55,mp,LLL,8,18,riblac,7,50,4,7,10,3,50,1,10,NA,NA,3,50,,,
55,mp,LLL,eg,18,symalb,NA,NA,NA,7,20,3,30,1,50,NA,NA,NA,NA,,,
55,mp,LLL,7,18,vibedu,17,100,1,17,15,15,25,3,60,12,NA,NA,NA,,,
55,sm,LLL,1,18,alninc,11,50,2,15,25,11,40,9,40,8,NA,7,50,,,
55,sm,LLL,8,18,betpap,10,70,3,15,10,10,20,10,30,11,NA,9,30,,,
