day,population,treatment,indiv,flask,species,bbch.t,percent.t,count.t,bbch.l,percent.l,bbch2.l,percent2.l,bbch3.l,percent3.l,bud.count,flowering,bbch4.t,percent4.t,comments
116,sm,HC_HP_HF,7,31,acegla,10,60,5,15,10,11,10,10,30,10,NA,3,80,died and buds dry but green 
116,sm,HC_HP_HF,2,31,alninc,3,100,1,3,100,NA,NA,NA,NA,NA,NA,NA,NA,dead
116,sm,HC_HP_HF,10,31,riblac,3,100,5,17,20,15,10,9,5,24,NA,NA,NA,leaves turned yellow
116,sm,HC_HP_HF,12,31,riblac,9,100,3,17,10,15,20,9,15,37,NA,NA,NA,
116,mp,HC_HP_HF,A,32,menfer,3,100,NA,15,20,11,10,3,35,10,y,NA,NA,
116,mp,HC_HP_HF,x,32,spibet,11,100,1,17,30,10,10,7,30,6,NA,NA,NA,
116,mp,HC_HP_HF,A,32,vacmem,17,50,4,17,30,15,5,9,5,NA,y,NA,NA,"leaves dead, buds sv"
116,mp,HC_HP_HF,12,32,vibedu,17,100,1,15,50,3,50,NA,6,NA,y,NA,NA,
116,sm,HC_HP_HF,10,32,loninv,17,100,1,17,25,7,5,3,20,NA,NA,NA,NA,
116,sm,HC_HP_HF,xx,32,sorsco,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
116,sm,HC_HP_HF,NA,32,spipyr,17,100,1,17,20,11,20,7,60,5,NA,NA,NA,
116,sm,HC_HP_HF, 0c21,32,vacmem,17,5,4,17,20,15,20,11,5,NA,y,10,10,
116,mp,HC_HP_HF,ALL,33,alninc,17,60,5,15,50,11,30,9,20,13,NA,10,40,
116,mp,HC_HP_HF,ALL,33,alninc,17,70,3,15,50,11,10,10,20,10,NA,11,30,
116,mp,HC_HP_HF,2,33,amealn,9,100,2,10,50,9,50,,,14,y,NA,NA,
116,mp,HC_HP_HF,tml,33,rubpar,3,100,1,17,50,3,50,NA,NA,NA,y,NA,NA,reaminng buds dead
116,sm,HC_HP_HF, b,33,corsto,17,100,1,15,100,NA,NA,NA,NA,NA,NA,NA,NA,
116,sm,HC_HP_HF, b,33,poptre,17,50,19,NA,NA,NA,NA,NA,NA,NA,NA,9,5,sv
116,sm,HC_HP_HF,6,33,shecan,17,100,2,15,70,11,20,9,5,NA,y,NA,NA,
116,sm,HC_HP_HF, A39,33,spibet,7,100,1,3,100,NA,NA,NA,NA,NA,NA,NA,NA,
116,sm,HC_HP_HF, B39,33,spipyr,17,100,2,17,20,15,20,10,15,30,NA,NA,NA,remaining buds dead
116,mp,HC_HP_HF,6,34,alnvir,11,100,1,15,40,11,20,10,40,5,NA,NA,NA,
116,mp,HC_HP_HF,6,34,loninv,17,50,2,0,100,NA,NA,NA,NA,NA,y,11,50,buds still viable
116,mp,HC_HP_HF,9,34,riblac,11,25,4,15,5,9,25,3,70,8,NA,9,25,
116,mp,HC_HP_HF,3,34,samrac,17,100,1,17,40,11,40,3,20,5,y,NA,NA,remaing buds dead
116,sm,HC_HP_HF,7,34,amealn,NA,NA,NA,17,50,10,50,,,8,NA,NA,NA,
116,sm,HC_HP_HF,10,34,corsto,17,100,1,15,25,11,75,NA,NA,8,NA,NA,NA,
116,sm,HC_HP_HF, w10,34,rubpar,0,100,1,17,40,11,10,0,50,10,y,NA,NA,remaing buds dead
116,sm,HC_HP_HF, B,34,vibedu,17,50,6,15,25,11,15,7,25,19,y,3,50,
116,mp,HC_HP_HF,8,35,popbal,17,80,5,NA,NA,NA,NA,NA,NA,NA,NA,15,20,
116,mp,HC_HP_HF,4,35,rhoalb,17,50,4,11,20,10,20,3,50,12,NA,11,50,
116,mp,HC_HP_HF,NA,35,samrac,17,50,2,3,100,NA,NA,NA,NA,NA,y,0,50,2nd term b dead
116,mp,HC_HP_HF,NA,35,spibet,7,100,1,9,50,3,25,0,25,4,NA,NA,NA,
116,sm,HC_HP_HF, ,35,betpap,15,100,1,17,40,15,30,11,30,7,NA,NA,NA,died
116,sm,HC_HP_HF,NA,35,loninv,17,100,1,17,30,11,25,9,35,7,NA,NA,NA,
116,sm,HC_HP_HF,NA,35,rubpar,0,100,NA,17,40,9,20,3,40,5,y,NA,NA,sv
116,sm,HC_HP_HF,x,35,sorsco,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
116,mp,HC_HP_HF,5,36,alninc,17,50,2,17,70,10,15,3,15,7,y,15,50,
116,mp,HC_HP_HF,10,36,corsto,15,100,1,15,70,9,10,3,20,10,NA,NA,NA,
116,mp,HC_HP_HF,Bski,36,poptre,17,50,10,17,100,NA,NA,NA,NA,1,NA,9,10,
116,mp,HC_HP_HF,bski,36,poptre,17,70,10,NA,NA,NA,NA,NA,NA,NA,NA,9,20,remaining bud dead
116,sm,HC_HP_HF,5,36,alninc,15,50,2,15,35,11,40,10,25,8,NA,15,50,
116,sm,HC_HP_HF,5,36,loninv,17,100,4,15,20,7,5,3,50,24,y,NA,NA,
116,sm,HC_HP_HF,4,36,menfer,0,100,NA,11,30,10,30,9,10,30,y,NA,NA,
116,sm,HC_HP_HF, B13,36,spipyr,17,100,1,1,100,NA,NA,NA,NA,NA,NA,NA,NA,reaminng buds dead
116,mp,HC_HP_HF,8,37,popbal,17,100,4,NA,NA,NA,NA,NA,NA,NA,NA,,,
116,mp,HC_HP_HF,tml,37,rubpar,17,100,1,17,25,3,75,NA,NA,NA,y,NA,NA,remaing buds dead
116,mp,HC_HP_HF,w/6,37,symalb,NA,NA,NA,11,25,10,10,0,65,NA,NA,NA,NA,remaining buds dead
116,mp,HC_HP_HF,5,37,vibedu,17,100,1,3,100,NA,NA,NA,NA,4,NA,NA,NA,remaining buds dead
116,sm,HC_HP_HF,11,37,acegla,3,100,2,15,10,10,20,3,40,10,NA,NA,NA,
116,sm,HC_HP_HF,5,37,corsto,15,100,4,15,30,11,70,NA,NA,10,NA,NA,NA,
116,sm,HC_HP_HF, cl,37,rubpar,0,100,1,17,25,7,50,1,25,4,y,NA,NA,remaining buds dead -catkins
116,sm,HC_HP_HF,7,37,sorsco,17,100,1,1,100,NA,NA,NA,NA,3,y,NA,NA,sv
116,mp,HC_HP_HF,10,38,corsto,17,100,3,15,25,11,75,NA,NA,8,NA,NA,NA,
116,mp,HC_HP_HF,8,38,popbal,17,100,4,NA,NA,NA,NA,NA,NA,NA,NA,,,
116,mp,HC_HP_HF,4,38,riblac,11,70,3,10,5,9,30,7,10,18,NA,10,30,
116,mp,HC_HP_HF,LL,38,vacmem,17,10,NA,17,30,11,10,1,60,NA,NA,7,10,
116,sm,HC_HP_HF,5,38,amealn,7,100,1,11,15,9,85,,20,NA,NA,NA,NA,
116,sm,HC_HP_HF, A,38,menfer,0,100,NA,11,10,9,40,7,10,29,y,NA,NA,
116,sm,HC_HP_HF,10,38,shecan,15,100,2,15,70,11,30,,,NA,y,NA,NA,
116,sm,HC_HP_HF, b28,38,spipyr,17,100,1,17,10,7,50,1,20,10,NA,NA,NA,
116,mp,HC_HP_HF,6,39,alnvir,15,100,1,15,15,11,30,10,55,7,NA,NA,NA,
116,mp,HC_HP_HF,10,39,menfer,0,100,NA,17,50,15,10,10,10,23,y,NA,NA,
116,mp,HC_HP_HF,1,39,rhoalb,17,40,5,15,5,9,20,3,55,17,y,11,20,
116,mp,HC_HP_HF,10,39,sorsco,17,50,2,NA,NA,NA,NA,NA,NA,NA,y,7,50,sv
116,sm,HC_HP_HF,2,39,acegla,11,100,1,10,100,NA,NA,NA,NA,1,NA,NA,NA,remaining buds dead
116,sm,HC_HP_HF,19,39,alnvir,17,50,2,9,20,3,40,1,40,11,NA,9,50,
116,sm,HC_HP_HF,A5,39,spibet,17,100,NA,17,50,9,50,NA,NA,4,NA,NA,NA,
116,sm,HC_HP_HF, A2,39,spibet,17,100,1,9,100,NA,NA,NA,NA,1,NA,NA,NA,
116,mp,HC_HP_HF,6,40,alnvir,15,100,1,15,20,11,40,9,40,5,NA,NA,NA,
116,mp,HC_HP_HF,2,40,corsto,17,100,2,17,35,15,45,10,20,NA,NA,NA,NA,
116,mp,HC_HP_HF,wjt,40,spipyr,17,100,2,17,50,9,5,3,20,NA,NA,NA,NA,
116,mp,HC_HP_HF,9,40,vibedu,17,100,1,15,20,10,10,3,70,10,y,NA,NA,
116,sm,HC_HP_HF,13,40,acegla,10,30,10,11,25,10,50,9,25,4,y,3,70,
116,sm,HC_HP_HF,11,40,sorsco,17,100,1,1,100,NA,NA,NA,NA,5,NA,NA,NA,sv but leaves died
116,sm,HC_HP_HF, b9,40,spipyr,17,100,2,17,30,15,10,9,20,10,NA,NA,NA,
116,sm,HC_HP_HF,2,40,symalb,NA,NA,NA,17,5,7,50,3,45,NA,NA,NA,NA,remaining buds dead
116,mp,HC_HP_HF,NA,41,corsto,17,100,5,15,30,11,30,10,20,11,y,NA,NA,
116,mp,HC_HP_HF,NA,41,loninv,11,100,1,3,100,NA,NA,NA,NA,NA,NA,NA,NA,
116,mp,HC_HP_HF,NA,41,poptre,17,100,1,17,40,15,15,11,30,13,NA,NA,NA,
116,mp,HC_HP_HF,NA,41,rubpar,11,100,1,17,20,7,20,3,40,5,y,NA,NA,sv
116,mp,HC_HP_LF,6,1,amealn,17,100,4,17,20,15,30,11,20,21,NA,NA,NA,remaining buds at 10
116,mp,HC_HP_LF,10,1,menfer,0,100,NA,17,20,15,15,9,20,15,16,NA,NA,
116,mp,HC_HP_LF,8,1,shecan,15,100,1,15,80,11,20,,,NA,y,NA,NA,
116,mp,HC_HP_LF,9,1,shecan,17,100,1,17,5,15,45,7,15,15,y,NA,NA,
116,sm,HC_HP_LF,7,1,amealn,17,100,1,17,55,15,20,10,25,9,NA,NA,NA,
116,sm,HC_HP_LF,10,1,corsto,15,100,1,15,35,11,35,0,30,6,y,NA,NA,"sv, bud leaves died"
116,sm,HC_HP_LF,12,1,sorsco,17,50,2,17,10,1,90,NA,NA,10,y,10,50,
116,sm,HC_HP_LF, cl,1,symalb,NA,NA,NA,17,30,15,50,7,15,14,NA,NA,NA,
116,mp,HC_HP_LF,5,2,corsto,15,100,1,11,100,NA,NA,NA,NA,8,NA,NA,NA,
116,mp,HC_HP_LF,9,2,rubpar,0,100,1,17,25,9,50,3,25,4,y,NA,NA,reaminng buds dead
116,mp,HC_HP_LF,9,2,rubpar,0,100,1,15,30,10,15,9,15,7,y,NA,NA,reaminng buds dead
116,mp,HC_HP_LF,9,2,sorsco,17,100,1,1,100,NA,NA,NA,NA,NA,y,NA,NA,died -buds dead
116,sm,HC_HP_LF,7,2,acegla,10,75,4,10,40,9,15,3,40,8,y,7,25,
116,sm,HC_HP_LF,2,2,alninc,15,100,1,11,40,10,30,9,30,7,NA,NA,NA,
116,sm,HC_HP_LF,3,2,alninc,15,100,1,15,70,11,30,,,7,NA,NA,NA,
116,sm,HC_HP_LF,11,2,loninv,17,40,10,3,10,1,90,NA,NA,10,y,15,60,buds dead
116,mp,HC_HP_LF,6,3,popbal,17,50,2,NA,NA,NA,NA,NA,NA,NA,NA,11,50,
116,mp,HC_HP_LF,6,3,poptre,17,100,7,0,100,NA,NA,NA,NA,2,NA,,,
116,mp,HC_HP_LF,wjt,3,spipyr,15,100,1,15,45,11,5,3,10,16,NA,NA,NA,
116,mp,HC_HP_LF,wjgt,3,vacmem,3,100,10,7,15,3,40,1,20,NA,NA,NA,NA,died
116,sm,HC_HP_LF,6,3,betpap,15,40,5,NA,NA,NA,NA,NA,NA,NA,NA,11,40,
116,sm,HC_HP_LF,12,3,shecan,15,100,6,15,75,11,10,3,15,42,y,,,
116,sm,HC_HP_LF, xx,3,sorsco,0,100,NA,7,5,3,55,1,45,NA,NA,NA,NA,
116,sm,HC_HP_LF, xx,3,sorsco,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
116,sm,HC_HP_LF, oc25,3,vacmem,3,100,13,15,20,10,10,3,30,NA,y,NA,NA,
116,mp,HC_HP_LF,A,4,menfer,0,100,NA,17,15,11,20,9,5,27,NA,NA,NA,
116,mp,HC_HP_LF,11,4,samrac,17,50,2,9,100,NA,NA,NA,NA,1,y,9,50,
116,mp,HC_HP_LF,NA,4,spibet,11,100,1,17,50,3,50,NA,NA,4,NA,NA,NA,
116,mp,HC_HP_LF,A,4,vacmem,17,20,7,17,5,11,5,10,10,NA,y,10,30,
116,sm,HC_HP_LF,5,4,alninc,15,100,1,15,30,11,30,10,30,7,NA,NA,NA,
116,sm,HC_HP_LF,7,4,poptre,17,60,16,17,50,1,50,NA,NA,2,NA,11,20,
116,sm,HC_HP_LF, w/10,4,rubpar,11,100,1,15,25,9,25,7,25,4,y,NA,NA,died
116,sm,HC_HP_LF,5,4,sorsco,17,100,2,9,20,0,80,NA,NA,5,NA,NA,NA,remaing buds dead
116,mp,HC_HP_LF,7,5,acegla,17,30,10,15,40,11,40,9,20,7,y,10,50,
116,mp,HC_HP_LF,A,5,menfer,0,100,NA,17,20,15,20,9,15,23,NA,NA,NA,
116,mp,HC_HP_LF,NA,5,symalb,NA,NA,NA,15,50,11,20,3,30,26,NA,NA,NA,
116,mp,HC_HP_LF,NA,5,symalb,NA,NA,NA,15,70,11,25,3,5,NA,NA,NA,NA,
116,sm,HC_HP_LF,10,5,loninv,17,100,2,17,15,10,15,3,50,15,y,NA,NA,remaining buds dead
116,sm,HC_HP_LF,8,5,popbal,17,50,2,NA,NA,NA,NA,NA,NA,NA,NA,15,50,
116,sm,HC_HP_LF,NA,5,rubpar,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,dead
116,sm,HC_HP_LF,NA,5,spibet,17,100,1,11,50,9,25,3,25,4,NA,NA,NA,remaining buds dead
116,mp,HC_HP_LF,NA,6,alnvir,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
116,mp,HC_HP_LF,NA,6,popbal,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
116,mp,HC_HP_LF,NA,6,rubpar,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
116,mp,HC_HP_LF,NA,6,rubpar,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
116,sm,HC_HP_LF, B,6,betpap,NA,NA,NA,15,100,NA,NA,NA,NA,NA,NA,NA,NA,
116,sm,HC_HP_LF,13,6,corsto,17,100,1,15,100,NA,NA,NA,NA,4,y,NA,NA,
116,sm,HC_HP_LF,3,6,vibedu,17,100,1,15,40,9,15,3,40,7,y,NA,NA,leaves died but still green buds
116,mp,HC_HP_LF,2,7,alnvir,15,50,2,15,30,11,15,9,50,6,NA,7,50,dies
116,mp,HC_HP_LF,8,7,amealn,17,100,1,17,20,9,35,7,45,11,NA,NA,NA,
116,mp,HC_HP_LF,9,7,sorsco,17,100,1,0,100,NA,NA,NA,NA,3,NA,NA,NA,"buds died & fell off, 1 dried but green"
116,mp,HC_HP_LF,tml,7,vacmem,17,50,2,17,25,15,5,10,5,NA,y,1,50,sv but leaves died
116,sm,HC_HP_LF,13,7,menfer,0,100,NA,11,15,10,20,9,45,40,NA,NA,NA,
116,sm,HC_HP_LF,NA,7,spibet,17,100,1,11,100,NA,NA,NA,NA,1,NA,NA,NA,
116,sm,HC_HP_LF,NA,7,spipyr,17,100,1,15,60,9,20,1,20,5,NA,NA,NA,
116,sm,HC_HP_LF, oc21,7,vacmem,3,100,7,17,50,15,25,10,5,NA,y,NA,NA,remaining buds dried but still green
116,mp,HC_HP_LF,10,8,corsto,15,100,6,15,45,11,30,9,15,7,NA,NA,NA,
116,mp,HC_HP_LF,NA,8,spibet,17,100,1,9,100,NA,NA,NA,NA,5,NA,NA,NA,
116,mp,HC_HP_LF,NA,8,spibet,0,100,NA,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
116,mp,HC_HP_LF,11,8,vibedu,17,30,3,15,35,11,10,3,55,11,NA,15,35,
116,sm,HC_HP_LF,6,8,betpap,15,30,3,NA,NA,NA,NA,NA,NA,NA,NA,10,70,
116,sm,HC_HP_LF,9,8,riblac,17,100,3,17,45,15,30,7,10,9,y,,,reaminng buds dead
116,sm,HC_HP_LF, ,8,spibet,17,100,1,17,55,15,15,11,5,13,NA,NA,NA,reaminng buds dead
116,mp,HC_HP_LF,5,9,alnvir,17,100,2,15,25,11,20,10,25,13,NA,11,50,30% phase 7
116,mp,HC_HP_LF,10,9,loninv,7,100,1,7,50,3,15,0,35,6,NA,NA,NA,
116,mp,HC_HP_LF,7,9,samrac,0,100,2,15,50,9,25,3,25,4,NA,NA,NA,term dead; dead
116,mp,HC_HP_LF,7,9,samrac,0,100,2,15,25,10,50,9,25,4,NA,NA,NA,term dead; dead
116,sm,HC_HP_LF, #3,9,menfer,0,100,NA,15,10,11,10,9,50,10,NA,NA,NA,
116,sm,HC_HP_LF,8,9,poptre,17,75,4,11,100,NA,NA,NA,NA,1,NA,11,25,
116,sm,HC_HP_LF,8,9,shecan,11,100,1,15,95,1,5,,,NA,y,NA,NA,
116,sm,HC_HP_LF,NA,9,spibet,17,100,1,17,20,15,20,10,5,19,NA,NA,NA,reaminng buds dead
116,mp,HC_HP_LF,9,10,alninc,17,50,4,NA,NA,NA,NA,NA,NA,NA,NA,15,50,
116,mp,HC_HP_LF,10,10,menfer,0,100,NA,17,35,15,20,10,20,14,y,NA,NA,
116,mp,HC_HP_LF,2,10,popbal,17,100,5,NA,NA,NA,NA,NA,NA,NA,NA,,,
116,mp,HC_HP_LF,6,10,popbal,15,50,4,15,20,11,40,10,40,5,NA,11,50,
116,sm,HC_HP_LF,7,10,amealn,17,100,1,15,30,11,30,10,40,10,NA,NA,NA,
116,sm,HC_HP_LF, w10,10,rubpar,3,100,1,15,25,11,25,3,50,4,NA,NA,NA,dead -remianing buds dead
116,sm,HC_HP_LF,12,10,shecan,15,100,1,15,30,9,10,0,70,12,y,NA,NA,
116,sm,HC_HP_LF, A,10,vibedu,17,20,5,17,30,11,15,10,5,16,NA,15,80,
116,mp,HC_HP_LF,8,11,amealn,17,20,5,11,30,9,70,NA,NA,6,y,15,80,
116,mp,HC_HP_LF,8,11,popbal,17,100,6,NA,NA,NA,NA,NA,NA,NA,NA,,,
116,mp,HC_HP_LF,4,11,shecan,15,100,3,15,70,11,25,10,5,NA,y,NA,NA,
116,mp,HC_HP_LF,LL,11,symalb,NA,NA,NA,15,75,11,10,9,5,NA,NA,NA,NA,died
116,sm,HC_HP_LF,5,11,betpap,17,100,1,17,10,11,70,10,20,10,NA,NA,NA,
116,sm,HC_HP_LF,11,11,riblac,15,100,1,17,20,15,20,11,20,10,NA,NA,NA,
116,sm,HC_HP_LF,NA,11,sorsco,15,100,1,0,100,NA,NA,NA,NA,2,NA,NA,NA,remaining buds dead
116,sm,HC_HP_LF,NA,11,vibedu,15,100,6,3,100,NA,NA,NA,NA,1,NA,NA,NA,
116,mp,HC_HP_LF,G eg,12,poptre,1,100,NA,1,100,NA,NA,NA,NA,3,NA,NA,NA,
116,mp,HC_HP_LF,2,12,samrac,15,50,2,3,100,NA,NA,NA,NA,3,y,10,50,
116,mp,HC_HP_LF,8,12,shecan,11,50,8,11,40,10,20,9,10,18,y,9,40,
116,mp,HC_HP_LF,tml,12,spibet,17,100,1,9,25,1,75,NA,NA,4,NA,NA,NA,remaing buds dead
116,sm,HC_HP_LF,8,12,popbal,17,100,3,NA,NA,NA,NA,NA,NA,NA,NA,,,
116,sm,HC_HP_LF, B,12,poptre,17,50,4,0,100,NA,NA,NA,NA,2,NA,3,50,
116,sm,HC_HP_LF,10,12,shecan,10,100,1,15,45,10,30,9,15,13,NA,NA,NA,
116,mp,HC_HP_LF,3,13,acegla,15,25,8,3,100,NA,NA,NA,NA,7,y,11,25,
116,mp,HC_HP_LF,9,13,alninc,17,100,1,15,60,11,40,,,10,NA,NA,NA,
116,mp,HC_HP_LF,1,13,rhoalb,17,30,6,10,5,3,50,1,45,29,NA,15,70,
116,mp,HC_HP_LF,4,13,symalb,NA,NA,NA,15,20,11,40,10,5,NA,NA,NA,NA,
116,sm,HC_HP_LF,7,13,acegla,9,20,5,10,15,3,15,0,70,6,NA,3,80,
116,sm,HC_HP_LF,10,13,amealn,17,100,1,17,30,10,50,9,20,10,y,NA,NA,
116,sm,HC_HP_LF, A,13,betpap,17,100,1,17,65,15,35,,,6,NA,NA,NA,
116,sm,HC_HP_LF,12,13,sorsco,17,30,3,11,100,NA,NA,NA,NA,1,y,11,70,
116,mp,HC_HP_LF,3,14,alninc,3,100,1,15,60,10,30,9,10,10,NA,NA,NA,
116,mp,HC_HP_LF,4,14,alninc,15,100,1,17,50,15,40,7,15,8,NA,NA,NA,
116,mp,HC_HP_LF,10,14,menfer,0,100,NA,11,15,7,20,0,65,20,NA,NA,NA,
116,mp,HC_HP_LF,2,14,spipyr,17,70,3,17,20,15,15,9,15,19,NA,7,30,
116,sm,HC_HP_LF,6,14,amealn,15,15,6,11,20,9,80,,,19,NA,11,50,
116,sm,HC_HP_LF, CLA,14,amealn,15,70,3,11,20,10,5,9,30,20,NA,7,40,
116,sm,HC_HP_LF,10,14,betpap,11,100,1,17,30,15,70,NA,NA,3,NA,NA,NA,
116,sm,HC_HP_LF,8,14,poptre,15,50,4,NA,NA,NA,NA,NA,NA,NA,NA,11,50,
116,mp,HC_HP_LF,NA,15,menfer,0,100,NA,15,30,11,20,9,15,23,NA,NA,NA,
116,mp,HC_HP_LF,NA,15,popbal,17,70,3,17,100,NA,NA,NA,NA,1,NA,15,30,
116,mp,HC_HP_LF,NA,15,spipyr,1,100,NA,17,10,15,20,9,5,31,NA,NA,NA,
116,mp,HC_HP_LF,NA,15,symalb,NA,NA,NA,15,15,11,10,10,10,NA,NA,NA,NA,11 was written twice
116,sm,HC_HP_LF,2,15,alnvir,15,100,1,15,40,11,40,10,20,8,NA,NA,NA,remaining buds dead
116,sm,HC_HP_LF,8,15,corsto,15,100,1,15,15,11,65,9,20,6,NA,NA,NA,
116,sm,HC_HP_LF,2,15,menfer,1,100,9,15,5,11,25,10,15,20,NA,NA,NA,
116,sm,HC_HP_LF,9,15,vibedu,15,100,1,15,85,11,15,NA,NA,7,NA,NA,NA,
116,mp,HC_HP_LF,8,16,poptre,17,40,10,17,100,NA,NA,NA,NA,2,NA,11,40,remaining buds dead
116,mp,HC_HP_LF,6,16,shecan,15,100,1,15,70,11,20,7,10,18,y,NA,NA,
116,mp,HC_HP_LF,9,16,symalb,NA,NA,NA,17,5,15,50,11,10,NA,NA,NA,NA,
116,mp,HC_HP_LF,9,16,vibedu,17,100,3,15,50,11,10,3,40,19,y,NA,NA,
116,sm,HC_HP_LF,6,16,alnvir,15,100,1,11,20,7,10,3,70,10,NA,NA,NA,remaining buds dead
116,sm,HC_HP_LF,10,16,loninv,10,100,2,3,40,1,60,NA,NA,11,NA,NA,NA,dead
116,sm,HC_HP_LF,11,16,loninv,17,100,2,10,20,9,10,7,10,11,y,NA,NA,
116,sm,HC_HP_LF, oc21,16,vacmem,9,5,20,17,5,11,5,3,50,NA,y,3,95,sv
116,mp,HC_HP_LF,5,17,corsto,17,100,2,11,60,1,40,NA,NA,5,y,NA,NA,
116,mp,HC_HP_LF,11,17,rhoalb,17,100,5,7,25,3,75,NA,NA,4,NA,,,
116,mp,HC_HP_LF,csf,17,riblac,3,100,1,15,15,10,40,9,10,13,NA,NA,NA,
116,mp,HC_HP_LF,9,17,rubpar,0,100,NA,17,20,11,40,10,20,5,NA,NA,NA,2 instead of 3
116,sm,HC_HP_LF,2,17,acegla,17,100,1,10,100,,,,,8,NA,NA,NA,
116,sm,HC_HP_LF,2,17,alnvir,15,70,3,15,50,11,30,10,20,12,NA,10,30,
116,sm,HC_HP_LF, area w/ 9,17,spipyr,11,100,1,17,20,15,40,11,20,5,NA,NA,NA,
116,sm,HC_HP_LF, oc21,17,vacmem,17,10,10,17,30,15,20,11,5,NA,y,NA,NA,
116,mp,HC_HP_LF,3,18,acegla,9,100,1,11,20,10,20,7,15,15,y,NA,NA,
116,mp,HC_HP_LF,9,18,alninc,17,100,1,15,50,11,50,NA,NA,6,NA,NA,NA,
116,mp,HC_HP_LF,6,18,alnvir,15,50,2,15,20,11,60,9,20,5,NA,10,50,
116,mp,HC_HP_LF,10,18,sorsco,11,70,3,NA,NA,NA,NA,NA,NA,NA,NA,10,30,
116,sm,HC_HP_LF,14,18,acegla,15,15,6,10,30,9,50,3,20,6,y,10,50,dead
116,sm,HC_HP_LF,4,18,corsto,17,100,1,15,25,1,75,NA,NA,NA,NA,NA,NA,
116,sm,HC_HP_LF, cl,18,symalb,NA,NA,NA,17,25,15,10,11,10,NA,NA,NA,NA,
116,sm,HC_HP_LF, oc21,18,vacmem,15,10,14,15,20,11,10,9,5,NA,y,NA,NA,
116,mp,HC_HP_LF,Geg,19,poptre,17,30,9,15,15,9,15,7,30,7,NA,15,40,remaining buds dead
116,mp,HC_HP_LF,9,19,rubpar,3,100,NA,17,20,10,20,1,60,5,y,NA,NA,remaining buds dead
116,mp,HC_HP_LF,Aeg,19,symalb,NA,NA,NA,15,25,11,30,0,45,NA,NA,NA,NA,
116,mp,HC_HP_LF,2,19,vibedu,15,100,1,15,15,3,85,NA,NA,6,NA,NA,NA,
116,sm,HC_HP_LF,3,19,amealn,11,100,3,10,15,7,5,3,80,15,y,,,dead
116,sm,HC_HP_LF,7,19,shecan,15,50,2,15,70,11,20,10,10,34,y,10,50,
116,sm,HC_HP_LF,1,19,sorsco,17,100,1,0,100,NA,NA,NA,NA,3,NA,NA,NA,remaining buds dead
116,sm,HC_HP_LF, A32,19,spibet,17,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
116,mp,HC_HP_LF,8,20,amealn,17,40,5,11,15,10,10,9,35,33,y,15,40,
116,mp,HC_HP_LF,9,20,menfer,0,100,NA,15,25,11,30,10,10,19,NA,NA,NA,
116,mp,HC_HP_LF,9,20,rhoalb,17,100,1,15,60,11,15,10,15,8,NA,NA,NA,
116,mp,HC_HP_LF,12,20,sorsco,15,30,3,NA,NA,NA,NA,NA,NA,NA,NA,10,30,sv
116,sm,HC_HP_LF,14,20,acegla,15,20,5,1,100,NA,NA,NA,NA,2,NA,NA,NA,pop tre
116,sm,HC_HP_LF,3,20,popbal,17,100,1,17,30,15,70,,,6,NA,NA,NA,
116,sm,HC_HP_LF,8,20,popbal,17,100,4,NA,NA,NA,NA,NA,NA,NA,NA,,,
116,sm,HC_HP_LF,2,20,symalb,NA,NA,NA,17,10,15,30,10,5,NA,NA,NA,NA,
116,mp,HC_HP_LF,10,21,popbal,17,100,6,NA,NA,NA,NA,NA,NA,NA,NA,,,
116,mp,HC_HP_LF,2,21,samrac,17,50,2,NA,NA,NA,NA,NA,NA,NA,NA,9,50,2nd bud dead
116,mp,HC_HP_LF,9,21,sorsco,17,100,1,17,60,15,20,11,20,5,NA,NA,NA,
116,mp,HC_HP_LF,2,21,vibedu,15,100,1,17,25,11,25,3,50,4,NA,NA,NA,
116,sm,HC_HP_LF,11,21,acegla,15,25,4,0,100,NA,NA,NA,NA,2,NA,7,25,
116,sm,HC_HP_LF,8,21,popbal,17,100,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
116,sm,HC_HP_LF, A8,21,spibet,17,100,1,10,10,7,30,3,50,NA,NA,NA,NA,
116,sm,HC_HP_LF,2,21,vibedu,17,50,6,15,30,11,20,3,50,16,NA,15,50,
116,mp,HC_HP_LF,4,22,loninv,3,100,1,7,25,3,25,1,50,8,NA,NA,NA,
116,mp,HC_HP_LF,10,22,loninv,3,100,1,17,25,3,25,1,50,8,y,NA,NA,
116,mp,HC_HP_LF,8,22,riblac,3,100,1,15,40,11,30,9,20,13,NA,NA,NA,
116,mp,HC_HP_LF,A,22,spipyr,17,100,1,15,40,9,20,3,20,5,NA,NA,NA,
