day,population,treatment,indiv,flask,species,bbch.t,percent.t,count.t,bbch.l,percent.l,bbch2.l,percent2.l,bbch3.l,percent3.l,bud.count,flowering,bbch4.t,percent4.t,comments,
113,mp,LHL,eg,29,symalb,NA,NA,NA,17,5,15,10,9,10,NA,y,NA,NA,,
113,sm,LHL,5,29,alninc,10,100,1,15,30,10,30,7,20,9,NA,NA,NA,buds dead,
113,sm,LHL, cl,29,symalb,NA,NA,NA,17,20,0,80,,,NA,y,NA,NA,dead,
113,sm,LHL, cl,29,vacmem,15,30,3,17,10,15,20,9,5,NA,y,7,60,,
113,sm,LHL, cl,29,vacmem,17,20,7,17,5,11,5,7,5,NA,y,3,80,,
113,mp,LHL,7,30,alnvir,15,100,2,9,25,3,75,NA,NA,8,NA,NA,NA,remaing buds dead,
113,mp,LHL,5,30,alnvir,15,100,2,15,15,11,25,9,25,8,NA,NA,NA,remaing buds dead,
113,mp,LHL,8,30,loninv,3,100,1,11,50,7,25,0,25,4,NA,NA,NA,,
113,mp,LHL,9,30,symalb,NA,NA,NA,11,5,0,95,NA,NA,NA,NA,NA,NA,sv,
113,sm,LHL,1,30,alninc,17,100,1,17,40,11,30,10,10,10,NA,NA,NA,,
113,sm,LHL,3,30,amealn,3,100,2,17,20,11,15,10,15,15,NA,NA,NA,,
113,sm,LHL, C,30,poptre,17,45,21,17,30,11,25,3,30,12,NA,11,15,,
113,sm,LHL, B15,30,spipyr,17,100,1,11,30,3,30,1,40,7,NA,NA,NA,sv,
113,mp,LHL,5,31,corsto,17,100,1,15,20,11,40,0,40,8,y,NA,NA,,
113,mp,LHL,Geg,31,poptre,3,100,2,17,60,11,20,9,20,5,NA,NA,NA,remaing buds dead,
113,mp,LHL,tml,31,spibet,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,
113,mp,LHL,eg,31,symalb,NA,NA,NA,17,5,7,10,1,60,NA,y,NA,NA,sv,
113,sm,LHL,NA,31,loninv,17,100,1,17,50,7,25,3,25,8,y,NA,NA,,
113,sm,LHL,3b,31,riblac,1,100,2,1,60,0,40,NA,NA,24,NA,NA,NA,sv,
113,sm,LHL,9,31,riblac,11,100,1,17,15,15,15,9,15,7,NA,NA,NA,sv,
113,sm,LHL,NA,31,shecan,15,100,2,15,100,NA,NA,NA,NA,NA,y,NA,NA,,
113,mp,LHL,5,32,alnvir,15,100,2,15,30,11,30,10,30,7,NA,NA,NA,,
113,mp,LHL,8,32,loninv,17,100,1,1,100,NA,NA,NA,NA,8,NA,NA,NA,,
113,mp,LHL,11,32,riblac,3,100,1,17,40,10,20,3,40,10,NA,NA,NA,,
113,mp,LHL,9,32,symalb,NA,NA,NA,17,30,3,15,1,50,NA,y,NA,NA,,
113,sm,LHL,NA,32,loninv,3,100,1,11,40,7,10,3,50,10,NA,NA,NA,,
113,sm,LHL,2,32,poptre,17,30,3,11,10,9,10,3,80,10,NA,9,20,sv,
113,sm,LHL,NA,32,vibedu,17,100,1,17,80,7,5,NA,NA,14,NA,NA,NA,,
113,mp,LHL,4,33,alninc,17,50,2,15,45,11,15,10,40,7,NA,15,50,,
113,mp,LHL,8,33,shecan,17,100,1,15,70,11,20,10,5,16,y,NA,NA,,
113,mp,LHL,9,33,sorsco,17,25,4,1,100,NA,NA,NA,NA,5,NA,NA,NA,sv,
113,mp,LHL,tml,33,vacmem,3,100,3,17,10,10,5,3,85,NA,NA,NA,NA,,
113,sm,LHL,1,33,alninc,15,50,2,15,20,11,10,9,50,10,NA,11,50,,
113,sm,LHL,8,33,popbal,17,100,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
113,sm,LHL, b21,33,spipyr,1,100,1,7,30,3,30,1,40,7,NA,NA,NA,,
113,sm,LHL,2,33,symalb,NA,NA,NA,17,5,3,15,1,30,NA,y,NA,NA,sv,
113,mp,LHL,10,34,corsto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
113,mp,LHL,4,34,loninv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
113,mp,LHL,Beg-juv,34,poptre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
113,mp,LHL,sg,34,rubpar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
113,sm,LHL,2,34,alnvir,11,50,2,15,15,11,55,10,30,7,NA,9,50,dies; ,
113,sm,LHL,8,34,menfer,3,100,10,17,5,11,5,3,15,16,y,NA,NA,,
113,sm,LHL,8,34,poptre,17,90,9,NA,NA,NA,NA,NA,NA,NA,NA,11,10,,
113,sm,LHL,11,34,sorsco,9,100,1,15,50,9,50,NA,NA,2,NA,NA,NA,,
113,mp,LHL,3,35,acegla,3,25,12,1,60,NA,NA,NA,NA,18,NA,1,75,,
113,mp,LHL,10,35,corsto,17,100,1,17,100,NA,NA,NA,NA,NA,NA,NA,NA,,
113,mp,LHL,10,35,loninv,3,100,1,1,100,NA,NA,NA,NA,6,NA,NA,NA,,
113,mp,LHL,LL,35,vacmem,3,100,28,17,15,11,10,3,20,NA,NA,NA,NA,,
113,sm,LHL,11,35,acegla,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,dead,
113,sm,LHL, #3,35,menfer,1,100,11,15,30,11,10,10,5,27,y,NA,NA,,
113,sm,LHL, cl,35,rubpar,0,100,1,17,30,7,35,1,35,3,y,NA,NA,sv,
113,sm,LHL, b5,35,spipyr,1,100,1,1,100,NA,NA,NA,NA,NA,NA,NA,NA,Remaining buds died,
113,mp,LHL,11,36,acegla,1,100,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
113,mp,LHL,4,36,acegla,10,100,1,10,50,9,20,7,40,10,NA,NA,NA,dead,
113,mp,LHL,2,36,amealn,9,100,1,9,30,7,70,NA,NA,6,NA,NA,NA,,
113,mp,LHL,11,36,vibedu,11,100,1,15,20,11,20,9,10,10,y,NA,NA,,
113,sm,LHL, A,36,corsto,17,100,1,17,75,1,25,NA,NA,NA,y,NA,NA,,
113,sm,LHL,13,36,menfer,3,100,20,15,20,10,10,9,5,31,NA,NA,NA,,
113,sm,LHL,NA,36,spipyr,0,100,1,3,50,1,20,0,30,10,NA,NA,NA,remaing buds dead,
113,sm,LHL,NA,36,symalb,NA,NA,NA,3,60,1,20,0,20,NA,NA,NA,NA,,
113,mp,LHL,7,37,menfer,1,100,8,15,30,10,10,3,30,15,NA,NA,NA,,
113,mp,LHL,8,37,samrac,15,100,2,15,100,NA,NA,NA,NA,1,NA,NA,NA,,
113,mp,LHL,2,37,shecan,3,100,1,15,15,3,25,1,60,13,y,NA,NA,,
113,mp,LHL,11,37,vacmem,3,20,10,11,5,10,10,9,5,NA,NA,1,80,remaing buds dead,
113,sm,LHL,5,37,alninc,15,100,2,15,60,11,40,,,5,NA,,,,
113,sm,LHL,1,37,betpap,17,100,1,17,50,11,50,NA,NA,6,NA,NA,NA,,
113,sm,LHL, #3,37,menfer,3,75,8,1,100,NA,NA,NA,NA,13,y,1,25,sv,
113,sm,LHL, oc21,37,vacmem,3,100,13,3,100,NA,NA,NA,NA,NA,NA,NA,NA,sv,
113,mp,LHL,11,38,acegla,7,30,3,1,100,NA,NA,NA,NA,5,NA,3,70,"died, buds dried ",
113,mp,LHL,11,38,acegla,1,100,3,9,30,3,55,1,30,7,NA,NA,NA,"died, buds dried ",
113,mp,LHL,tml,38,rubpar,1,100,1,17,50,0,50,,,4,y,NA,NA,sv,
113,mp,LHL,11,38,shecan,17,100,1,15,80,3,20,NA,NA,NA,NA,NA,NA,,
113,sm,LHL,6,38,alnvir,10,100,1,11,50,9,50,NA,NA,8,NA,NA,NA,remaing buds dead,
113,sm,LHL,10,38,alnvir,17,50,2,11,15,10,10,3,75,12,NA,10,50,remaing buds dead,
113,sm,LHL,NA,38,corsto,17,100,6,17,100,NA,NA,NA,NA,13,NA,7,65,,
113,sm,LHL,NA,38,vibedu,17,100,1,17,100,NA,NA,NA,NA,7,y,NA,NA,,
113,mp,LHL,7,39,amealn,10,50,2,10,30,9,10,7,60,22,y,3,50,,
113,mp,LHL,10,39,menfer,1,40,19,11,20,7,5,0,75,19,y,0,60,,
113,mp,LHL,Geg,39,poptre,17,30,7,17,70,11,30,NA,NA,3,NA,10,30,,
113,mp,LHL,tml,39,spibet,1,100,1,7,15,3,50,0,35,12,NA,NA,NA,,
113,sm,LHL,NA,39,corsto,17,100,1,17,100,NA,NA,NA,NA,NA,y,NA,NA,,
113,sm,LHL,NA,39,spipyr,1,100,1,17,10,7,10,3,20,13,NA,NA,NA,,
113,sm,LHL,NA,39,symalb,NA,NA,NA,15,15,10,25,7,25,NA,y,NA,NA,,
113,sm,LHL,NA,39,vibedu,17,40,5,17,75,10,10,9,10,21,y,9,40,,
113,mp,LHL,10,40,alninc,17,20,5,NA,NA,NA,NA,NA,NA,NA,NA,15,80,,
113,mp,LHL,8,40,samrac,17,50,2,1,100,NA,NA,NA,NA,2,NA,9,50,sv,
113,mp,LHL,4,40,shecan,15,100,1,17,10,15,50,10,5,46,y,NA,NA,,
113,mp,LHL,9,40,symalb,NA,NA,NA,17,5,3,40,0,55,NA,NA,NA,NA,50% buds sv,
113,sm,LHL,5,40,betpap,17,100,1,17,20,15,60,7,10,10,NA,NA,NA,,
113,sm,LHL, b,40,corsto,17,100,1,17,90,9,10,NA,NA,NA,y,NA,NA,,
113,sm,LHL, oc 25,40,vacmem,3,60,32,10,5,3,50,1,25,NA,NA,1,60,,
113,mp,LLH,NA,1,amealn,17,100,1,15,20,10,55,9,25,15,y,NA,NA,,
113,mp,LLH,NA,1,corsto,17,100,1,17,70,11,15,1,15,13,NA,NA,NA,,
113,mp,LLH,NA,1,riblac,3,100,3,7,20,3,40,1,20,18,NA,NA,NA,,
113,mp,LLH,NA,1,symalb,NA,NA,NA,7,40,3,50,1,10,NA,NA,NA,NA,,
113,sm,LLH,NA,1,alnvir,11,25,4,10,10,7,30,3,60,12,NA,7,25,Remaining buds died,
113,sm,LLH,NA,1,amealn,9,100,1,17,10,11,20,9,45,9,y,NA,NA,,
113,sm,LLH,NA,1,betpap,15,100,1,17,30,15,30,7,30,6,NA,NA,NA,,
113,sm,LLH,NA,1,sorsco,17,100,2,7,25,3,25,1,50,NA,NA,NA,NA,,
113,mp,LLH,NA,2,amealn,11,100,3,11,25,10,15,9,45,16,y,NA,NA,,
113,mp,LLH,NA,2,menfer,3,75,4,10,5,9,5,7,45,13,NA,NA,NA,,
113,mp,LLH,NA,2,rubpar,3,100,2,17,40,9,20,3,40,5,y,NA,NA,remaining buds viable,
113,mp,LLH,NA,2,shecan,15,100,1,17,15,15,80,3,5,NA,NA,NA,NA,,
113,sm,LLH, D,2,riblac,15,100,1,17,10,11,15,3,25,17,NA,NA,NA,,
113,sm,LLH, A,2,shecan,15,100,5,15,80,11,10,7,5,NA,y,NA,NA,,
113,sm,LLH,NA,2,sorsco,3,100,1,17,50,3,50,NA,NA,NA,NA,NA,NA,,
113,sm,LLH,NA,2,symalb,NA,NA,NA,15,45,11,5,0,25,NA,NA,NA,NA,,
113,sm,LLH, oc21,2,vacmem,17,20,NA,17,50,11,5,NA,NA,NA,NA,9,40,,
113,mp,LLH,3,3,acegla,1,100,3,1,55,0,45,NA,NA,25,NA,NA,NA,,
113,mp,LLH,5,3,alninc,17,100,1,17,50,15,20,11,10,10,NA,NA,NA,,
113,mp,LLH,9,3,rhoalb,17,100,1,17,30,11,20,10,40,10,NA,NA,NA,,
113,mp,LLH,7,3,vibedu,15,50,2,15,10,3,90,NA,NA,NA,y,3,50,,
113,sm,LLH,10,3,alnvir,11,25,4,17,25,7,15,3,50,11,NA,10,25,died. All but one bud fell off,
113,sm,LLH,6,3,loninv,17,50,4,15,20,7,20,1,60,19,y,7,25,,
113,sm,LLH, w/10,3,rubpar,17,100,1,7,100,NA,NA,NA,NA,NA,NA,NA,NA,remaining buds viable,
113,sm,LLH, oc 21,3,vacmem,3,100,6,17,15,7,5,NA,NA,NA,NA,0,40,,
113,mp,LLH,5,4,alninc,17,100,1,15,45,11,30,10,25,7,NA,NA,NA,,
113,mp,LLH,2,4,amealn,9,100,1,9,65,3,35,,,11,NA,NA,NA,,
113,mp,LLH,8,4,menfer,3,100,13,1,30,0,70,NA,NA,8,y,1,60,,
113,mp,LLH,wjt,4,vacmem,3,100,NA,17,35,3,65,NA,NA,NA,NA,1,20,dead,
113,sm,LLH,NA,4,acegla,1,100,1,7,15,3,50,1,35,6,NA,NA,NA,dead,
113,sm,LLH,NA,4,corsto,17,100,1,17,100,NA,NA,NA,NA,NA,NA,NA,NA,,
113,sm,LLH,B2,4,spipyr,17,100,1,17,50,3,50,NA,NA,NA,NA,NA,NA,,
113,sm,LLH,B1,4,spipyr,17,100,1,17,10,9,30,3,60,6,NA,NA,NA,,
113,mp,LLH,6,5,popbal,15,100,1,17,25,11,25,3,50,4,NA,NA,NA,,
113,mp,LLH,tml,5,rubpar,17,100,2,7,50,3,50,NA,NA,4,y,NA,NA,sv=still viable,
113,mp,LLH,5,5,samrac,17,50,2,10,100,,,NA,NA,2,NA,11,50,,
113,mp,LLH,2,5,spipyr,17,100,1,17,50,9,10,3,50,NA,NA,NA,NA,,
113,sm,LLH, A,5,amealn,17,100,1,9,25,3,20,1,55,11,y,NA,NA,,
113,sm,LLH, B,5,corsto,17,100,1,9,35,7,25,1,40,8,NA,NA,NA,,
113,sm,LLH,7,5,shecan,17,50,2,17,60,15,20,9,5,8,y,10,50,,
113,sm,LLH,12,5,sorsco,17,100,1,1,100,NA,NA,NA,NA,NA,y,NA,NA,,
113,sm,LLH, B32,5,spipyr,3,100,1,17,15,15,15,11,5,25,NA,NA,NA,,
113,sm,LLH, cl,5,symalb,NA,NA,NA,15,10,7,15,0,75,NA,NA,NA,NA,,
113,mp,LLH,5,6,alninc,15,100,1,17,60,15,30,11,10,10,y,NA,NA,,
113,mp,LLH,3,6,alninc,15,100,1,17,15,15,40,10,30,7,NA,NA,NA,,
113,mp,LLH,10,6,popbal,17,100,1,17,100,NA,NA,NA,NA,NA,NA,NA,NA,,
113,mp,LLH,8,6,riblac,17,100,3,17,10,15,30,10,20,16,NA,NA,NA,,
113,sm,LLH,NA,6,alnvir,15,30,3,10,30,3,70,NA,NA,6,NA,11,35,,
113,sm,LLH,NA,6,amealn,10,100,4,10,40,9,45,7,15,18,NA,NA,NA,,
113,sm,LLH,NA,6,sorsco,1,100,1,17,50,1,50,NA,NA,NA,y,NA,NA,,
113,mp,LLH,NA,7,alnvir,3,100,4,11,15,7,17,3,70,7,NA,NA,NA,3 terminal buds fell off,
113,mp,LLH,NA,7,corsto,17,100,1,17,40,11,15,NA,NA,7,NA,NA,NA,,
113,mp,LLH,NA,7,poptre,17,20,11,17,100,,,NA,NA,2,NA,3,80,sv,
113,mp,LLH,NA,7,sorsco,15,100,1,1,100,NA,NA,NA,NA,NA,NA,NA,NA,,
113,sm,LLH,11,7,acegla,7,75,4,3,65,0,35,NA,NA,11,NA,NA,NA,dead,
113,sm,LLH,8,7,popbal,17,100,1,17,100,NA,NA,NA,NA,NA,NA,NA,NA,,
113,sm,LLH, cl,7,rubpar,3,100,1,9,25,3,50,1,25,NA,y,NA,NA,buds green but dry,
113,sm,LLH,NA,7,sorsco,17,100,1,3,100,NA,NA,NA,NA,4,NA,NA,NA,,
113,mp,LLH,4,8,alnvir,11,20,5,15,10,7,10,3,80,10,NA,10,20,,
113,mp,LLH,7,8,alnvir,11,20,5,1,55,0,45,NA,NA,9,NA,10,20,,
113,mp,LLH,tml,8,rubpar,17,50,2,17,30,3,70,NA,NA,NA,y,7,50,,
113,mp,LLH,9,8,sorsco,17,100,3,3,20,1,20,0,60,NA,NA,NA,NA,,
113,sm,LLH,15,8,acegla,9,100,3,9,15,7,20,3,50,14,NA,NA,NA,sv,
113,sm,LLH,9,8,betpap,10,100,1,17,15,15,15,11,30,7,NA,NA,NA,,
113,sm,LLH,11,8,loninv,7,100,1,17,50,9,20,3,10,10,y,NA,NA,,
113,sm,LLH,8,8,riblac,3,100,17,3,60,1,30,0,10,35,NA,NA,NA,,
113,mp,LLH,4,9,samrac,17,50,2,9,100,NA,NA,NA,NA,1,NA,11,50,,
113,mp,LLH,12,9,sorsco,17,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,,
113,mp,LLH,LL,9,symalb,NA,NA,NA,7,5,3,40,1,55,NA,NA,NA,NA,,
113,mp,LLH,LL,9,vacmem,3,20,NA,17,10,7,15,3,50,NA,NA,NA,NA,,
113,sm,LLH,NA,9,alninc,15,100,2,17,15,15,60,7,15,7,NA,NA,NA,,
113,sm,LLH,NA,9,sorsco,17,100,1,15,40,10,20,NA,NA,11,NA,NA,NA,,
113,sm,LLH,8,9,sorsco,15,100,1,1,30,NA,NA,NA,NA,NA,NA,NA,NA,,
113,sm,LLH,NA,9,spibet,17,100,1,17,25,7,75,NA,NA,6,NA,NA,NA,,
113,mp,LLH,NA,10,alnvir,17,50,6,15,5,11,10,10,35,19,NA,11,30,,
113,mp,LLH,NA,10,riblac,3,100,1,11,10,7,5,3,50,21,NA,NA,NA,,
113,mp,LLH,NA,10,sorsco,17,100,1,0,100,NA,NA,NA,NA,5,y,NA,NA,,
113,mp,LLH,NA,10,spipyr,17,100,1,15,5,7,5,3,5,NA,NA,NA,NA,,
113,sm,LLH,11,10,acegla,3,100,1,15,15,7,35,0,50,8,NA,NA,NA,dead,
113,sm,LLH, C,10,poptre,17,15,15,17,25,15,25,3,50,12,NA,15,20,,
113,sm,LLH, cl,10,rubpar,17,100,1,3,100,NA,NA,NA,NA,NA,y,NA,NA,sv,
113,sm,LLH, oc21/8,10,vacmem,17,10,NA,17,30,11,5,3,65,NA,y,10,70,,
113,mp,LLH,8,11,amealn,17,100,1,10,15,9,15,7,50,14,y,NA,NA,,
113,mp,LLH,5A,11,poptre,17,45,11,NA,NA,NA,NA,NA,NA,NA,NA,9,10,,
113,mp,LLH,5,11,poptre,17,60,8,NA,NA,NA,NA,NA,NA,NA,y,15,15,,
113,mp,LLH,wjt,11,spipyr,17,100,4,17,60,15,5,11,5,23,NA,NA,NA,remaining buds are dead,
113,sm,LLH,A,11,acegla,1,100,2,7,5,3,40,2,55,NA,NA,NA,NA,,
113,sm,LLH,NA,11,betpap,17,100,1,17,10,15,20,10,10,10,NA,NA,NA,,tunred yellow
113,sm,LLH,NA,11,sorsco,17,100,1,17,25,1,25,0,50,NA,y,NA,NA,,
113,sm,LLH,NA,11,symalb,NA,NA,NA,17,5,10,5,9,30,NA,NA,NA,NA,sv,
113,mp,LLH,NA,12,alnvir,7,100,3,15,15,11,30,7,15,9,NA,NA,NA,remaining buds are dead,
113,mp,LLH,NA,12,amealn,15,100,2,11,80,9,20,NA,NA,12,NA,NA,NA,,
113,mp,LLH,NA,12,shecan,17,100,3,15,90,9,5,3,5,NA,y,NA,NA,,
113,mp,LLH,NA,12,spipyr,3,100,1,11,20,10,5,3,60,NA,NA,NA,NA,,
113,sm,LLH,NA,12,alninc,17,100,1,17,30,15,55,11,15,7,NA,NA,NA,,
113,sm,LLH,NA,12,alnvir,9,50,2,17,10,11,20,7,20,10,NA,3,50,,
113,sm,LLH,NA,12,corsto,17,100,2,17,80,15,20,NA,NA,NA,NA,NA,NA,,
113,sm,LLH,NA,12,spipyr,9,100,1,17,15,9,10,3,45,7,NA,NA,NA,,
113,mp,LLH,NA,13,acegla,10,30,3,3,20,1,40,0,40,20,NA,9,70,,
113,mp,LLH,NA,13,alninc,15,100,1,15,40,11,60,NA,NA,7,NA,NA,NA,,
113,mp,LLH,NA,13,riblac,15,100,1,15,10,11,15,10,15,19,NA,NA,NA,,
113,mp,LLH,NA,13,rubpar,1,100,1,17,25,11,25,7,25,NA,y,NA,NA,remaining buds dead,
113,sm,LLH,NA,13,alnvir,1,100,1,1,25,0,75,NA,NA,12,NA,NA,NA,,
113,sm,LLH,straight,13,poptre,17,15,15,17,50,15,50,NA,NA,8,NA,15,15,,
113,sm,LLH,Extra?,13,poptre,17,75,4,17,50,11,50,NA,NA,NA,NA,4,25,,
113,sm,LLH,A,13,spibet,17,100,2,9,100,NA,NA,NA,NA,NA,NA,NA,NA,,
113,sm,LLH,B,13,spibet,17,100,5,17,85,1,15,NA,NA,17,NA,10,80,,
113,mp,LLH,4,14,alninc,17,100,1,17,60,11,40,,,7,NA,NA,NA,,
113,mp,LLH,8,14,shecan,15,100,2,17,95,3,5,NA,NA,NA,y,NA,NA,,
113,mp,LLH,9,14,shecan,15,50,2,17,90,3,10,NA,NA,NA,y,9,50,,
113,mp,LLH,7,14,vibedu,3,100,3,17,45,3,55,NA,NA,12,y,NA,NA,,
113,sm,LLH, B,14,poptre,17,30,13,9,100,NA,NA,NA,NA,1,NA,11,15,,
113,sm,LLH,9,14,riblac,17,50,6,17,10,10,10,3,25,36,NA,9,15,,
113,sm,LLH,NA,14,spibet,15,100,1,15,75,9,25,NA,NA,4,NA,NA,NA,,
113,sm,LLH,NA,14,symalb,NA,NA,NA,15,30,10,15,6,5,NA,NA,NA,NA,,
113,mp,LLH,NA,15,alninc,17,50,2,17,50,15,40,7,10,10,y,15,50,,
113,mp,LLH,NA,15,loninv,17,100,1,11,10,10,10,9,25,9,NA,NA,NA,,
113,mp,LLH,NA,15,spibet,17,30,3,17,40,11,10,9,5,11,NA,10,70,,
113,mp,LLH,NA,15,vibedu,7,100,1,17,40,3,60,3,20,5,y,NA,NA,Bud dried out,
113,sm,LLH, D,15,riblac,17,100,1,11,5,9,5,3,40,18,NA,NA,NA,,
113,sm,LLH,NA,15,rubpar,3,100,1,17,20,1,80,NA,NA,NA,NA,NA,NA,sv,
113,sm,LLH, A,15,shecan,17,100,2,17,60,15,40,7,9,NA,NA,NA,NA,,
113,sm,LLH,NA,15,symalb,NA,NA,NA,17,5,11,10,3,25,NA,NA,NA,NA,,
113,mp,LLH,NA,16,alnvir,17,30,3,15,15,9,10,7,75,21,NA,15,30,,
113,mp,LLH,NA,16,corsto,17,100,2,17,60,3,40,NA,NA,NA,NA,NA,NA,,
113,mp,LLH,NA,16,popbal,17,100,1,15,35,11,65,NA,NA,3,NA,NA,NA,,
113,mp,LLH,NA,16,spipyr,17,100,1,17,30,15,10,11,20,15,NA,NA,NA,,
113,sm,LLH, A,16,corsto,17,100,1,17,25,11,75,NA,NA,8,NA,NA,NA,,
113,sm,LLH,13,16,menfer,3,100,15,10,5,9,5,7,5,33,y,NA,NA,,
113,sm,LLH,NA,16,symalb,NA,NA,NA,9,5,7,5,3,40,NA,NA,NA,NA,sv,
113,sm,LLH, oc21,16,vacmem,NA,NA,NA,17,20,3,60,NA,NA,NA,y,0,80,,
113,mp,LLH,NA,17,amealn,15,100,1,11,45,9,30,7,25,13,y,NA,NA,,
113,mp,LLH,NA,17,menfer,3,70,17,10,5,7,15,3,50,26,NA,NA,NA,,
113,mp,LLH,NA,17,symalb,NA,NA,NA,17,10,11,10,3,30,NA,NA,NA,NA,,
113,mp,LLH,NA,17,vacmem,17,20,NA,17,20,7,5,3,60,NA,y,7,20,,
113,sm,LLH,NA,17,popbal,17,100,1,17,20,15,40,3,40,5,NA,NA,NA,,
113,sm,LLH,NA,17,riblac,3,100,1,17,30,15,15,10,15,15,NA,NA,NA,,
113,sm,LLH,NA,17,shecan,15,100,1,15,80,11,10,1,10,19,NA,NA,NA,,
113,sm,LLH,NA,17,vibedu,3,100,2,17,45,3,55,NA,NA,11,y,NA,NA,,
113,mp,LLH,NA,18,corsto,17,100,1,17,25,11,25,9,50,NA,y,NA,NA,,
113,mp,LLH,NA,18,rubpar,7,100,1,17,25,3,75,NA,NA,NA,NA,NA,NA,sv,
113,mp,LLH,NA,18,vacmem,17,50,1,3,30,1,30,1,40,43,NA,7,25,,
113,mp,LLH,NA,18,vibedu,17,100,1,9,25,3,75,NA,NA,NA,y,NA,NA,,
113,sm,LLH,NA,18,loninv,3,100,2,17,25,11,15,7,40,8,NA,NA,NA,,
113,sm,LLH,NA,18,popbal,17,100,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
113,sm,LLH,NA,18,shecan,17,100,1,17,85,7,10,NA,NA,19,NA,NA,NA,,
113,sm,LLH,NA,18,vibedu,17,100,1,17,50,3,30,NA,NA,10,NA,NA,NA,,
113,mp,LLH,NA,19,rhoalb,17,50,4,17,30,10,10,7,5,22,NA,11,50,,
113,mp,LLH,NA,19,riblac,11,33,3,15,15,11,15,7,10,19,NA,3,66,,
113,mp,LLH,8,19,sorsco,17,100,1,3,100,NA,NA,NA,NA,2,y,NA,NA,,
113,mp,LLH,13,19,sorsco,1,100,1,17,50,10,25,3,25,NA,NA,NA,NA,,
113,sm,LLH,1,19,alninc,17,100,1,17,10,15,65,11,25,8,NA,NA,NA,,
113,sm,LLH,10,19,betpap,15,50,2,17,25,15,75,NA,NA,8,NA,11,50,,
113,sm,LLH,7,19,poptre,17,50,10,NA,NA,NA,NA,NA,NA,9,NA,3,50,,
113,sm,LLH, B17,19,spipyr,3,100,1,15,25,10,50,3,25,4,NA,NA,NA,m,
113,mp,LLH,1,20,rhoalb,17,100,3,15,20,11,10,3,50,38,NA,NA,NA,,
113,mp,LLH,3,20,rhoalb,17,100,1,17,10,11,25,10,25,13,NA,NA,NA,,
113,mp,LLH,8,20,samrac,15,50,2,11,50,1,50,NA,NA,NA,NA,3,50,,
113,mp,LLH,4,20,shecan,17,100,2,17,15,15,55,11,5,NA,NA,3,50,,
113,sm,LLH,6,20,alnvir,17,30,3,11,30,10,10,3,60,11,NA,10,30,,
113,sm,LLH,5,20,amealn,10,60,5,10,35,9,25,7,25,36,NA,9,40,,
113,sm,LLH,11,20,sorsco,17,50,2,3,100,NA,NA,NA,NA,6,NA,3,50,,
113,mp,LLH,NA,21,acegla,3,100,3,15,20,9,15,3,30,21,NA,NA,NA,leaves dried up and died,
113,mp,LLH,NA,21,popbal,17,100,1,10,20,3,80,NA,NA,5,NA,NA,NA,sv,
113,mp,LLH,NA,21,spibet,17,100,1,17,90,9,10,NA,NA,10,NA,NA,NA,,
113,mp,LLH,NA,21,symalb,NA,NA,NA,17,10,9,5,0,85,NA,NA,NA,NA,sv,
113,sm,LLH,NA,21,alnvir,17,35,3,15,20,11,30,7,20,10,NA,15,65,,
113,sm,LLH,onionB,21,popbal,17,100,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
113,sm,LLH,NA,21,popbal,17,100,1,17,100,NA,NA,NA,NA,NA,NA,NA,NA,,
113,sm,LLH,NA,21,rubpar,17,100,2,17,50,7,25,3,25,4,y,NA,NA,remaing buds dead,
113,mp,LLH,NA,22,alnvir,17,25,4,15,5,11,15,9,5,22,NA,11,50,,
113,mp,LLH,NA,22,popbal,17,100,1,17,25,11,25,3,50,NA,NA,NA,NA,,
113,mp,LLH,NA,22,riblac,3,100,1,15,20,11,20,9,25,21,NA,NA,NA,,
113,mp,LLH,NA,22,shecan,15,100,1,15,95,3,5,NA,NA,NA,NA,NA,NA,,
113,sm,LLH,NA,22,alninc,15,75,4,15,30,11,30,10,40,7,NA,11,50,,
113,sm,LLH,NA,22,riblac,9,50,2,15,10,10,10,9,10,10,NA,3,50,,
113,sm,LLH,NA,22,spibet,17,100,1,17,60,9,10,4,70,14,NA,NA,NA,,
113,sm,LLH,NA,22,vibedu,17,100,1,17,35,15,10,9,5,23,NA,NA,NA,,
113,mp,LLH,NA,23,alnvir,15,50,2,15,15,11,15,9,30,7,NA,3,50,,
113,mp,LLH,NA,23,loninv,17,100,1,3,20,1,80,NA,NA,5,NA,NA,NA,,
113,mp,LLH,NA,23,symalb,NA,NA,NA,17,50,15,5,1,20,NA,NA,NA,NA,,
