"lab2","latbb1","latbb50","latbb80","treatment","tbb","population","chill","photo","force","flask","species","rep","lab3","chill.n","force.n","photo.n","site.n"
"shecan_mp_1",27,43,NA,"HC.HP.LF",24,"mp","HC","HP","LF",12,"shecan",1,"mp.HC.HP.LF.12.shecan.1",1,0,1,0
"spibet_mp_1",17,NA,NA,"HC.HP.LF",17,"mp","HC","HP","LF",12,"spibet",1,"mp.HC.HP.LF.12.spibet.1",1,0,1,0
"acegla_mp_1",NA,NA,NA,"HC.HP.LF",27,"mp","HC","HP","LF",13,"acegla",1,"mp.HC.HP.LF.13.acegla.1",1,0,1,0
"alninc_mp_1",16,20,20,"HC.HP.LF",16,"mp","HC","HP","LF",13,"alninc",1,"mp.HC.HP.LF.13.alninc.1",1,0,1,0
"rhoalb_mp_1",27,NA,NA,"HC.HP.LF",16,"mp","HC","HP","LF",13,"rhoalb",1,"mp.HC.HP.LF.13.rhoalb.1",1,0,1,0
"symalb_mp_1",13,24,NA,"HC.HP.LF",NA,"mp","HC","HP","LF",13,"symalb",1,"mp.HC.HP.LF.13.symalb.1",1,0,1,0
"alninc_mp_1",36,36,39,"HC.HP.LF",NA,"mp","HC","HP","LF",14,"alninc",1,"mp.HC.HP.LF.14.alninc.1",1,0,1,0
"alninc_mp_2",27,30,30,"HC.HP.LF",23,"mp","HC","HP","LF",14,"alninc",2,"mp.HC.HP.LF.14.alninc.2",1,0,1,0
"menfer_mp_1",52,NA,NA,"HC.HP.LF",NA,"mp","HC","HP","LF",14,"menfer",1,"mp.HC.HP.LF.14.menfer.1",1,0,1,0
"spipyr_mp_1",23,84,NA,"HC.HP.LF",23,"mp","HC","HP","LF",14,"spipyr",1,"mp.HC.HP.LF.14.spipyr.1",1,0,1,0
"menfer_mp_1",33,36,43,"HC.HP.LF",NA,"mp","HC","HP","LF",15,"menfer",1,"mp.HC.HP.LF.15.menfer.1",1,0,1,0
"popbal_mp_1",27,27,27,"HC.HP.LF",27,"mp","HC","HP","LF",15,"popbal",1,"mp.HC.HP.LF.15.popbal.1",1,0,1,0
"spipyr_mp_1",33,NA,NA,"HC.HP.LF",NA,"mp","HC","HP","LF",15,"spipyr",1,"mp.HC.HP.LF.15.spipyr.1",1,0,1,0
"symalb_mp_1",27,33,NA,"HC.HP.LF",NA,"mp","HC","HP","LF",15,"symalb",1,"mp.HC.HP.LF.15.symalb.1",1,0,1,0
"poptre_mp_1",52,52,52,"HC.HP.LF",52,"mp","HC","HP","LF",16,"poptre",1,"mp.HC.HP.LF.16.poptre.1",1,0,1,0
"shecan_mp_1",30,36,39,"HC.HP.LF",36,"mp","HC","HP","LF",16,"shecan",1,"mp.HC.HP.LF.16.shecan.1",1,0,1,0
"symalb_mp_1",20,24,27,"HC.HP.LF",NA,"mp","HC","HP","LF",16,"symalb",1,"mp.HC.HP.LF.16.symalb.1",1,0,1,0
"vibedu_mp_1",13,16,NA,"HC.HP.LF",16,"mp","HC","HP","LF",16,"vibedu",1,"mp.HC.HP.LF.16.vibedu.1",1,0,1,0
"corsto_mp_1",16,16,NA,"HC.HP.LF",16,"mp","HC","HP","LF",17,"corsto",1,"mp.HC.HP.LF.17.corsto.1",1,0,1,0
"rhoalb_mp_1",42,NA,NA,"HC.HP.LF",20,"mp","HC","HP","LF",17,"rhoalb",1,"mp.HC.HP.LF.17.rhoalb.1",1,0,1,0
"riblac_mp_1",42,82,NA,"HC.HP.LF",NA,"mp","HC","HP","LF",17,"riblac",1,"mp.HC.HP.LF.17.riblac.1",1,0,1,0
"rubpar_mp_1",30,39,39,"HC.HP.LF",NA,"mp","HC","HP","LF",17,"rubpar",1,"mp.HC.HP.LF.17.rubpar.1",1,0,1,0
"acegla_mp_1",39,76,NA,"HC.HP.LF",73,"mp","HC","HP","LF",18,"acegla",1,"mp.HC.HP.LF.18.acegla.1",1,0,1,0
"alninc_mp_1",16,20,20,"HC.HP.LF",16,"mp","HC","HP","LF",18,"alninc",1,"mp.HC.HP.LF.18.alninc.1",1,0,1,0
"alnvir_mp_1",42,46,46,"HC.HP.LF",46,"mp","HC","HP","LF",18,"alnvir",1,"mp.HC.HP.LF.18.alnvir.1",1,0,1,0
"sorsco_mp_1",NA,NA,NA,"HC.HP.LF",20,"mp","HC","HP","LF",18,"sorsco",1,"mp.HC.HP.LF.18.sorsco.1",1,0,1,0
"poptre_mp_1",61,70,NA,"HC.HP.LF",58,"mp","HC","HP","LF",19,"poptre",1,"mp.HC.HP.LF.19.poptre.1",1,0,1,0
"rubpar_mp_1",27,NA,NA,"HC.HP.LF",NA,"mp","HC","HP","LF",19,"rubpar",1,"mp.HC.HP.LF.19.rubpar.1",1,0,1,0
"symalb_mp_1",16,30,NA,"HC.HP.LF",NA,"mp","HC","HP","LF",19,"symalb",1,"mp.HC.HP.LF.19.symalb.1",1,0,1,0
"vibedu_mp_1",16,NA,NA,"HC.HP.LF",27,"mp","HC","HP","LF",19,"vibedu",1,"mp.HC.HP.LF.19.vibedu.1",1,0,1,0
"corsto_mp_1",16,16,24,"HC.HP.LF",16,"mp","HC","HP","LF",2,"corsto",1,"mp.HC.HP.LF.2.corsto.1",1,0,1,0
"rubpar_mp_1",30,33,NA,"HC.HP.LF",NA,"mp","HC","HP","LF",2,"rubpar",1,"mp.HC.HP.LF.2.rubpar.1",1,0,1,0
"rubpar_mp_2",33,36,NA,"HC.HP.LF",NA,"mp","HC","HP","LF",2,"rubpar",2,"mp.HC.HP.LF.2.rubpar.2",1,0,1,0
"sorsco_mp_1",NA,NA,NA,"HC.HP.LF",8,"mp","HC","HP","LF",2,"sorsco",1,"mp.HC.HP.LF.2.sorsco.1",1,0,1,0
"amealn_mp_1",10,12,27,"HC.HP.LF",10,"mp","HC","HP","LF",20,"amealn",1,"mp.HC.HP.LF.20.amealn.1",1,0,1,0
"menfer_mp_1",58,67,NA,"HC.HP.LF",NA,"mp","HC","HP","LF",20,"menfer",1,"mp.HC.HP.LF.20.menfer.1",1,0,1,0
"rhoalb_mp_1",16,16,16,"HC.HP.LF",10,"mp","HC","HP","LF",20,"rhoalb",1,"mp.HC.HP.LF.20.rhoalb.1",1,0,1,0
"sorsco_mp_1",NA,NA,NA,"HC.HP.LF",27,"mp","HC","HP","LF",20,"sorsco",1,"mp.HC.HP.LF.20.sorsco.1",1,0,1,0
"popbal_mp_1",NA,NA,NA,"HC.HP.LF",27,"mp","HC","HP","LF",21,"popbal",1,"mp.HC.HP.LF.21.popbal.1",1,0,1,0
"samrac_mp_1",16,16,27,"HC.HP.LF",31,"mp","HC","HP","LF",21,"samrac",1,"mp.HC.HP.LF.21.samrac.1",1,0,1,0
"sorsco_mp_1",20,22,30,"HC.HP.LF",16,"mp","HC","HP","LF",21,"sorsco",1,"mp.HC.HP.LF.21.sorsco.1",1,0,1,0
"vibedu_mp_1",16,27,NA,"HC.HP.LF",27,"mp","HC","HP","LF",21,"vibedu",1,"mp.HC.HP.LF.21.vibedu.1",1,0,1,0
"loninv_mp_1",84,NA,NA,"HC.HP.LF",NA,"mp","HC","HP","LF",22,"loninv",1,"mp.HC.HP.LF.22.loninv.1",1,0,1,0
"loninv_mp_2",30,NA,NA,"HC.HP.LF",NA,"mp","HC","HP","LF",22,"loninv",2,"mp.HC.HP.LF.22.loninv.2",1,0,1,0
"riblac_mp_1",33,36,49,"HC.HP.LF",NA,"mp","HC","HP","LF",22,"riblac",1,"mp.HC.HP.LF.22.riblac.1",1,0,1,0
"spipyr_mp_1",20,20,NA,"HC.HP.LF",20,"mp","HC","HP","LF",22,"spipyr",1,"mp.HC.HP.LF.22.spipyr.1",1,0,1,0
"alnvir_mp_1",58,58,61,"HC.HP.LF",61,"mp","HC","HP","LF",23,"alnvir",1,"mp.HC.HP.LF.23.alnvir.1",1,0,1,0
"samrac_mp_1",43,43,NA,"HC.HP.LF",23,"mp","HC","HP","LF",23,"samrac",1,"mp.HC.HP.LF.23.samrac.1",1,0,1,0
"shecan_mp_1",20,27,30,"HC.HP.LF",20,"mp","HC","HP","LF",23,"shecan",1,"mp.HC.HP.LF.23.shecan.1",1,0,1,0
"spipyr_mp_1",20,27,58,"HC.HP.LF",NA,"mp","HC","HP","LF",23,"spipyr",1,"mp.HC.HP.LF.23.spipyr.1",1,0,1,0
"alninc_mp_1",27,27,27,"HC.HP.LF",20,"mp","HC","HP","LF",24,"alninc",1,"mp.HC.HP.LF.24.alninc.1",1,0,1,0
"poptre_mp_1",49,55,58,"HC.HP.LF",52,"mp","HC","HP","LF",24,"poptre",1,"mp.HC.HP.LF.24.poptre.1",1,0,1,0
"spibet_mp_1",20,NA,NA,"HC.HP.LF",NA,"mp","HC","HP","LF",24,"spibet",1,"mp.HC.HP.LF.24.spibet.1",1,0,1,0
"vibedu_mp_1",20,20,23,"HC.HP.LF",20,"mp","HC","HP","LF",24,"vibedu",1,"mp.HC.HP.LF.24.vibedu.1",1,0,1,0
"acegla_mp_1",NA,NA,NA,"HC.HP.LF",43,"mp","HC","HP","LF",25,"acegla",1,"mp.HC.HP.LF.25.acegla.1",1,0,1,0
"alnvir_mp_1",49,67,73,"HC.HP.LF",61,"mp","HC","HP","LF",25,"alnvir",1,"mp.HC.HP.LF.25.alnvir.1",1,0,1,0
"corsto_mp_1",13,13,20,"HC.HP.LF",13,"mp","HC","HP","LF",25,"corsto",1,"mp.HC.HP.LF.25.corsto.1",1,0,1,0
"menfer_mp_1",49,NA,NA,"HC.HP.LF",NA,"mp","HC","HP","LF",25,"menfer",1,"mp.HC.HP.LF.25.menfer.1",1,0,1,0
"acegla_mp_1",NA,NA,NA,"HC.HP.LF",20,"mp","HC","HP","LF",26,"acegla",1,"mp.HC.HP.LF.26.acegla.1",1,0,1,0
"alninc_mp_1",20,20,27,"HC.HP.LF",20,"mp","HC","HP","LF",26,"alninc",1,"mp.HC.HP.LF.26.alninc.1",1,0,1,0
"poptre_mp_1",52,52,58,"HC.HP.LF",52,"mp","HC","HP","LF",26,"poptre",1,"mp.HC.HP.LF.26.poptre.1",1,0,1,0
"shecan_mp_1",23,27,33,"HC.HP.LF",27,"mp","HC","HP","LF",26,"shecan",1,"mp.HC.HP.LF.26.shecan.1",1,0,1,0
"poptre_mp_1",49,49,49,"HC.HP.LF",46,"mp","HC","HP","LF",27,"poptre",1,"mp.HC.HP.LF.27.poptre.1",1,0,1,0
"sorsco_mp_1",NA,NA,NA,"HC.HP.LF",20,"mp","HC","HP","LF",27,"sorsco",1,"mp.HC.HP.LF.27.sorsco.1",1,0,1,0
"vacmem_mp_1",20,20,24,"HC.HP.LF",20,"mp","HC","HP","LF",27,"vacmem",1,"mp.HC.HP.LF.27.vacmem.1",1,0,1,0
"amealn_mp_1",13,20,22,"HC.HP.LF",17,"mp","HC","HP","LF",28,"amealn",1,"mp.HC.HP.LF.28.amealn.1",1,0,1,0
"rhoalb_mp_1",13,NA,NA,"HC.HP.LF",13,"mp","HC","HP","LF",28,"rhoalb",1,"mp.HC.HP.LF.28.rhoalb.1",1,0,1,0
"riblac_mp_1",30,49,NA,"HC.HP.LF",20,"mp","HC","HP","LF",28,"riblac",1,"mp.HC.HP.LF.28.riblac.1",1,0,1,0
"sorsco_mp_1",NA,NA,NA,"HC.HP.LF",27,"mp","HC","HP","LF",28,"sorsco",1,"mp.HC.HP.LF.28.sorsco.1",1,0,1,0
"poptre_mp_1",NA,NA,NA,"HC.HP.LF",33,"mp","HC","HP","LF",29,"poptre",1,"mp.HC.HP.LF.29.poptre.1",1,0,1,0
"riblac_mp_1",30,39,82,"HC.HP.LF",49,"mp","HC","HP","LF",29,"riblac",1,"mp.HC.HP.LF.29.riblac.1",1,0,1,0
"spipyr_mp_1",20,20,27,"HC.HP.LF",20,"mp","HC","HP","LF",29,"spipyr",1,"mp.HC.HP.LF.29.spipyr.1",1,0,1,0
"spipyr_mp_2",27,NA,NA,"HC.HP.LF",20,"mp","HC","HP","LF",29,"spipyr",2,"mp.HC.HP.LF.29.spipyr.2",1,0,1,0
"popbal_mp_1",NA,NA,NA,"HC.HP.LF",30,"mp","HC","HP","LF",3,"popbal",1,"mp.HC.HP.LF.3.popbal.1",1,0,1,0
"poptre_mp_1",NA,NA,NA,"HC.HP.LF",52,"mp","HC","HP","LF",3,"poptre",1,"mp.HC.HP.LF.3.poptre.1",1,0,1,0
"spipyr_mp_1",20,49,NA,"HC.HP.LF",20,"mp","HC","HP","LF",3,"spipyr",1,"mp.HC.HP.LF.3.spipyr.1",1,0,1,0
"vacmem_mp_1",20,NA,NA,"HC.HP.LF",NA,"mp","HC","HP","LF",3,"vacmem",1,"mp.HC.HP.LF.3.vacmem.1",1,0,1,0
"rhoalb_mp_1",20,52,NA,"HC.HP.LF",20,"mp","HC","HP","LF",30,"rhoalb",1,"mp.HC.HP.LF.30.rhoalb.1",1,0,1,0
"riblac_mp_1",36,NA,NA,"HC.HP.LF",82,"mp","HC","HP","LF",30,"riblac",1,"mp.HC.HP.LF.30.riblac.1",1,0,1,0
"riblac_mp_2",49,70,NA,"HC.HP.LF",61,"mp","HC","HP","LF",30,"riblac",2,"mp.HC.HP.LF.30.riblac.2",1,0,1,0
"vacmem_mp_1",12,20,NA,"HC.HP.LF",12,"mp","HC","HP","LF",30,"vacmem",1,"mp.HC.HP.LF.30.vacmem.1",1,0,1,0
"amealn_mp_1",10,10,13,"HC.HP.LF",10,"mp","HC","HP","LF",31,"amealn",1,"mp.HC.HP.LF.31.amealn.1",1,0,1,0
"riblac_mp_1",33,84,NA,"HC.HP.LF",55,"mp","HC","HP","LF",31,"riblac",1,"mp.HC.HP.LF.31.riblac.1",1,0,1,0
"samrac_mp_1",NA,NA,NA,"HC.HP.LF",30,"mp","HC","HP","LF",31,"samrac",1,"mp.HC.HP.LF.31.samrac.1",1,0,1,0
"samrac_mp_2",27,27,27,"HC.HP.LF",52,"mp","HC","HP","LF",31,"samrac",2,"mp.HC.HP.LF.31.samrac.2",1,0,1,0
"amealn_mp_1",10,10,NA,"HC.HP.LF",10,"mp","HC","HP","LF",32,"amealn",1,"mp.HC.HP.LF.32.amealn.1",1,0,1,0
"corsto_mp_1",10,10,10,"HC.HP.LF",10,"mp","HC","HP","LF",32,"corsto",1,"mp.HC.HP.LF.32.corsto.1",1,0,1,0
"rhoalb_mp_1",10,16,16,"HC.HP.LF",7,"mp","HC","HP","LF",32,"rhoalb",1,"mp.HC.HP.LF.32.rhoalb.1",1,0,1,0
"rubpar_mp_1",20,NA,NA,"HC.HP.LF",NA,"mp","HC","HP","LF",32,"rubpar",1,"mp.HC.HP.LF.32.rubpar.1",1,0,1,0
"corsto_mp_1",13,13,13,"HC.HP.LF",13,"mp","HC","HP","LF",33,"corsto",1,"mp.HC.HP.LF.33.corsto.1",1,0,1,0
"loninv_mp_1",58,NA,NA,"HC.HP.LF",34,"mp","HC","HP","LF",33,"loninv",1,"mp.HC.HP.LF.33.loninv.1",1,0,1,0
"shecan_mp_1",27,30,36,"HC.HP.LF",58,"mp","HC","HP","LF",33,"shecan",1,"mp.HC.HP.LF.33.shecan.1",1,0,1,0
"vibedu_mp_1",20,NA,NA,"HC.HP.LF",17,"mp","HC","HP","LF",33,"vibedu",1,"mp.HC.HP.LF.33.vibedu.1",1,0,1,0
"alnvir_mp_1",49,52,52,"HC.HP.LF",39,"mp","HC","HP","LF",34,"alnvir",1,"mp.HC.HP.LF.34.alnvir.1",1,0,1,0
"riblac_mp_1",36,39,NA,"HC.HP.LF",76,"mp","HC","HP","LF",34,"riblac",1,"mp.HC.HP.LF.34.riblac.1",1,0,1,0
"spibet_mp_1",24,24,24,"HC.HP.LF",24,"mp","HC","HP","LF",34,"spibet",1,"mp.HC.HP.LF.34.spibet.1",1,0,1,0
"spipyr_mp_1",24,24,24,"HC.HP.LF",24,"mp","HC","HP","LF",34,"spipyr",1,"mp.HC.HP.LF.34.spipyr.1",1,0,1,0
"loninv_mp_1",20,NA,NA,"HC.HP.LF",20,"mp","HC","HP","LF",35,"loninv",1,"mp.HC.HP.LF.35.loninv.1",1,0,1,0
"loninv_mp_2",84,NA,NA,"HC.HP.LF",10,"mp","HC","HP","LF",35,"loninv",2,"mp.HC.HP.LF.35.loninv.2",1,0,1,0
"sorsco_mp_1",NA,NA,NA,"HC.HP.LF",16,"mp","HC","HP","LF",35,"sorsco",1,"mp.HC.HP.LF.35.sorsco.1",1,0,1,0
"vacmem_mp_1",16,NA,NA,"HC.HP.LF",30,"mp","HC","HP","LF",35,"vacmem",1,"mp.HC.HP.LF.35.vacmem.1",1,0,1,0
"corsto_mp_1",20,20,NA,"HC.HP.LF",16,"mp","HC","HP","LF",36,"corsto",1,"mp.HC.HP.LF.36.corsto.1",1,0,1,0
"corsto_mp_2",13,20,20,"HC.HP.LF",13,"mp","HC","HP","LF",36,"corsto",2,"mp.HC.HP.LF.36.corsto.2",1,0,1,0
"popbal_mp_1",24,24,24,"HC.HP.LF",33,"mp","HC","HP","LF",36,"popbal",1,"mp.HC.HP.LF.36.popbal.1",1,0,1,0
"vibedu_mp_1",16,20,52,"HC.HP.LF",49,"mp","HC","HP","LF",36,"vibedu",1,"mp.HC.HP.LF.36.vibedu.1",1,0,1,0
"acegla_mp_1",36,58,NA,"HC.HP.LF",10,"mp","HC","HP","LF",37,"acegla",1,"mp.HC.HP.LF.37.acegla.1",1,0,1,0
"alnvir_mp_1",55,61,61,"HC.HP.LF",61,"mp","HC","HP","LF",37,"alnvir",1,"mp.HC.HP.LF.37.alnvir.1",1,0,1,0
"loninv_mp_1",10,34,NA,"HC.HP.LF",16,"mp","HC","HP","LF",37,"loninv",1,"mp.HC.HP.LF.37.loninv.1",1,0,1,0
"symalb_mp_1",10,20,36,"HC.HP.LF",NA,"mp","HC","HP","LF",37,"symalb",1,"mp.HC.HP.LF.37.symalb.1",1,0,1,0
"loninv_mp_1",61,NA,NA,"HC.HP.LF",NA,"mp","HC","HP","LF",38,"loninv",1,"mp.HC.HP.LF.38.loninv.1",1,0,1,0
"rubpar_mp_1",24,27,NA,"HC.HP.LF",61,"mp","HC","HP","LF",38,"rubpar",1,"mp.HC.HP.LF.38.rubpar.1",1,0,1,0
"spibet_mp_1",20,NA,NA,"HC.HP.LF",20,"mp","HC","HP","LF",38,"spibet",1,"mp.HC.HP.LF.38.spibet.1",1,0,1,0
"vacmem_mp_1",27,NA,NA,"HC.HP.LF",NA,"mp","HC","HP","LF",38,"vacmem",1,"mp.HC.HP.LF.38.vacmem.1",1,0,1,0
"alninc_mp_1",34,36,36,"HC.HP.LF",34,"mp","HC","HP","LF",39,"alninc",1,"mp.HC.HP.LF.39.alninc.1",1,0,1,0
"amealn_mp_1",30,36,36,"HC.HP.LF",16,"mp","HC","HP","LF",39,"amealn",1,"mp.HC.HP.LF.39.amealn.1",1,0,1,0
"spibet_mp_1",13,13,13,"HC.HP.LF",NA,"mp","HC","HP","LF",39,"spibet",1,"mp.HC.HP.LF.39.spibet.1",1,0,1,0
"vibedu_mp_1",16,16,NA,"HC.HP.LF",20,"mp","HC","HP","LF",39,"vibedu",1,"mp.HC.HP.LF.39.vibedu.1",1,0,1,0
"menfer_mp_1",36,NA,NA,"HC.HP.LF",NA,"mp","HC","HP","LF",4,"menfer",1,"mp.HC.HP.LF.4.menfer.1",1,0,1,0
"samrac_mp_1",49,49,49,"HC.HP.LF",20,"mp","HC","HP","LF",4,"samrac",1,"mp.HC.HP.LF.4.samrac.1",1,0,1,0
"spibet_mp_1",20,20,NA,"HC.HP.LF",22,"mp","HC","HP","LF",4,"spibet",1,"mp.HC.HP.LF.4.spibet.1",1,0,1,0
"vacmem_mp_1",20,NA,NA,"HC.HP.LF",27,"mp","HC","HP","LF",4,"vacmem",1,"mp.HC.HP.LF.4.vacmem.1",1,0,1,0
"acegla_mp_1",36,36,43,"HC.HP.LF",24,"mp","HC","HP","LF",40,"acegla",1,"mp.HC.HP.LF.40.acegla.1",1,0,1,0
"acegla_mp_2",58,NA,NA,"HC.HP.LF",24,"mp","HC","HP","LF",40,"acegla",2,"mp.HC.HP.LF.40.acegla.2",1,0,1,0
"rhoalb_mp_1",NA,NA,NA,"HC.HP.LF",20,"mp","HC","HP","LF",40,"rhoalb",1,"mp.HC.HP.LF.40.rhoalb.1",1,0,1,0
"rhoalb_mp_2",24,24,43,"HC.HP.LF",13,"mp","HC","HP","LF",40,"rhoalb",2,"mp.HC.HP.LF.40.rhoalb.2",1,0,1,0
"acegla_mp_1",34,36,39,"HC.HP.LF",24,"mp","HC","HP","LF",5,"acegla",1,"mp.HC.HP.LF.5.acegla.1",1,0,1,0
"menfer_mp_1",42,70,NA,"HC.HP.LF",NA,"mp","HC","HP","LF",5,"menfer",1,"mp.HC.HP.LF.5.menfer.1",1,0,1,0
"symalb_mp_1",13,16,NA,"HC.HP.LF",NA,"mp","HC","HP","LF",5,"symalb",1,"mp.HC.HP.LF.5.symalb.1",1,0,1,0
"symalb_mp_2",13,34,39,"HC.HP.LF",NA,"mp","HC","HP","LF",5,"symalb",2,"mp.HC.HP.LF.5.symalb.2",1,0,1,0
"alnvir_mp_1",42,52,61,"HC.HP.LF",46,"mp","HC","HP","LF",7,"alnvir",1,"mp.HC.HP.LF.7.alnvir.1",1,0,1,0
"amealn_mp_1",10,20,20,"HC.HP.LF",10,"mp","HC","HP","LF",7,"amealn",1,"mp.HC.HP.LF.7.amealn.1",1,0,1,0
"sorsco_mp_1",NA,NA,NA,"HC.HP.LF",20,"mp","HC","HP","LF",7,"sorsco",1,"mp.HC.HP.LF.7.sorsco.1",1,0,1,0
"vacmem_mp_1",20,NA,NA,"HC.HP.LF",27,"mp","HC","HP","LF",7,"vacmem",1,"mp.HC.HP.LF.7.vacmem.1",1,0,1,0
"corsto_mp_1",12,12,24,"HC.HP.LF",10,"mp","HC","HP","LF",8,"corsto",1,"mp.HC.HP.LF.8.corsto.1",1,0,1,0
"spibet_mp_1",12,24,24,"HC.HP.LF",12,"mp","HC","HP","LF",8,"spibet",1,"mp.HC.HP.LF.8.spibet.1",1,0,1,0
"vibedu_mp_1",12,24,NA,"HC.HP.LF",20,"mp","HC","HP","LF",8,"vibedu",1,"mp.HC.HP.LF.8.vibedu.1",1,0,1,0
"alnvir_mp_1",49,49,52,"HC.HP.LF",49,"mp","HC","HP","LF",9,"alnvir",1,"mp.HC.HP.LF.9.alnvir.1",1,0,1,0
"loninv_mp_1",76,84,NA,"HC.HP.LF",46,"mp","HC","HP","LF",9,"loninv",1,"mp.HC.HP.LF.9.loninv.1",1,0,1,0
"samrac_mp_1",27,27,NA,"HC.HP.LF",NA,"mp","HC","HP","LF",9,"samrac",1,"mp.HC.HP.LF.9.samrac.1",1,0,1,0
"samrac_mp_2",27,46,46,"HC.HP.LF",NA,"mp","HC","HP","LF",9,"samrac",2,"mp.HC.HP.LF.9.samrac.2",1,0,1,0
"alninc_mp_1",23,26,34,"HC.LP.HF",23,"mp","HC","LP","HF",1,"alninc",1,"mp.HC.LP.HF.1.alninc.1",1,1,0,0
"rhoalb_mp_1",23,NA,NA,"HC.LP.HF",16,"mp","HC","LP","HF",1,"rhoalb",1,"mp.HC.LP.HF.1.rhoalb.1",1,1,0,0
"spibet_mp_1",NA,NA,NA,"HC.LP.HF",13,"mp","HC","LP","HF",1,"spibet",1,"mp.HC.LP.HF.1.spibet.1",1,1,0,0
"symalb_mp_1",7,28,42,"HC.LP.HF",NA,"mp","HC","LP","HF",1,"symalb",1,"mp.HC.LP.HF.1.symalb.1",1,1,0,0
"corsto_mp_1",13,17,26,"HC.LP.HF",13,"mp","HC","LP","HF",10,"corsto",1,"mp.HC.LP.HF.10.corsto.1",1,1,0,0
"menfer_mp_1",26,31,NA,"HC.LP.HF",NA,"mp","HC","LP","HF",10,"menfer",1,"mp.HC.LP.HF.10.menfer.1",1,1,0,0
"vacmem_mp_1",13,NA,NA,"HC.LP.HF",17,"mp","HC","LP","HF",10,"vacmem",1,"mp.HC.LP.HF.10.vacmem.1",1,1,0,0
"popbal_mp_1",19,23,NA,"HC.LP.HF",16,"mp","HC","LP","HF",11,"popbal",1,"mp.HC.LP.HF.11.popbal.1",1,1,0,0
"samrac_mp_1",NA,NA,NA,"HC.LP.HF",19,"mp","HC","LP","HF",11,"samrac",1,"mp.HC.LP.HF.11.samrac.1",1,1,0,0
"symalb_mp_1",16,37,NA,"HC.LP.HF",NA,"mp","HC","LP","HF",11,"symalb",1,"mp.HC.LP.HF.11.symalb.1",1,1,0,0
"vibedu_mp_1",10,13,NA,"HC.LP.HF",16,"mp","HC","LP","HF",11,"vibedu",1,"mp.HC.LP.HF.11.vibedu.1",1,1,0,0
"alninc_mp_1",19,19,23,"HC.LP.HF",19,"mp","HC","LP","HF",12,"alninc",1,"mp.HC.LP.HF.12.alninc.1",1,1,0,0
"corsto_mp_1",12,12,16,"HC.LP.HF",12,"mp","HC","LP","HF",12,"corsto",1,"mp.HC.LP.HF.12.corsto.1",1,1,0,0
"vacmem_mp_1",12,NA,NA,"HC.LP.HF",16,"mp","HC","LP","HF",12,"vacmem",1,"mp.HC.LP.HF.12.vacmem.1",1,1,0,0
"vibedu_mp_1",16,NA,NA,"HC.LP.HF",19,"mp","HC","LP","HF",12,"vibedu",1,"mp.HC.LP.HF.12.vibedu.1",1,1,0,0
"rhoalb_mp_1",26,NA,NA,"HC.LP.HF",10,"mp","HC","LP","HF",13,"rhoalb",1,"mp.HC.LP.HF.13.rhoalb.1",1,1,0,0
"samrac_mp_1",17,NA,NA,"HC.LP.HF",17,"mp","HC","LP","HF",13,"samrac",1,"mp.HC.LP.HF.13.samrac.1",1,1,0,0
"spibet_mp_1",17,17,17,"HC.LP.HF",10,"mp","HC","LP","HF",13,"spibet",1,"mp.HC.LP.HF.13.spibet.1",1,1,0,0
"vacmem_mp_1",17,NA,NA,"HC.LP.HF",17,"mp","HC","LP","HF",13,"vacmem",1,"mp.HC.LP.HF.13.vacmem.1",1,1,0,0
"loninv_mp_1",13,NA,NA,"HC.LP.HF",10,"mp","HC","LP","HF",14,"loninv",1,"mp.HC.LP.HF.14.loninv.1",1,1,0,0
"rhoalb_mp_1",17,NA,NA,"HC.LP.HF",13,"mp","HC","LP","HF",14,"rhoalb",1,"mp.HC.LP.HF.14.rhoalb.1",1,1,0,0
"rubpar_mp_1",23,23,NA,"HC.LP.HF",NA,"mp","HC","LP","HF",14,"rubpar",1,"mp.HC.LP.HF.14.rubpar.1",1,1,0,0
"loninv_mp_1",16,NA,NA,"HC.LP.HF",10,"mp","HC","LP","HF",15,"loninv",1,"mp.HC.LP.HF.15.loninv.1",1,1,0,0
"poptre_mp_1",34,34,34,"HC.LP.HF",34,"mp","HC","LP","HF",15,"poptre",1,"mp.HC.LP.HF.15.poptre.1",1,1,0,0
"sorsco_mp_1",NA,NA,NA,"HC.LP.HF",12,"mp","HC","LP","HF",15,"sorsco",1,"mp.HC.LP.HF.15.sorsco.1",1,1,0,0
"symalb_mp_1",12,26,NA,"HC.LP.HF",NA,"mp","HC","LP","HF",15,"symalb",1,"mp.HC.LP.HF.15.symalb.1",1,1,0,0
"alnvir_mp_1",26,26,26,"HC.LP.HF",23,"mp","HC","LP","HF",16,"alnvir",1,"mp.HC.LP.HF.16.alnvir.1",1,1,0,0
"amealn_mp_1",10,10,10,"HC.LP.HF",7,"mp","HC","LP","HF",16,"amealn",1,"mp.HC.LP.HF.16.amealn.1",1,1,0,0
"shecan_mp_1",17,28,31,"HC.LP.HF",28,"mp","HC","LP","HF",16,"shecan",1,"mp.HC.LP.HF.16.shecan.1",1,1,0,0
"symalb_mp_1",17,NA,NA,"HC.LP.HF",NA,"mp","HC","LP","HF",16,"symalb",1,"mp.HC.LP.HF.16.symalb.1",1,1,0,0
